,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
0,1,,Ryan Armour,63,2.6,18,685,+0.556
1,2,,Branden Grace,70,3.5,21,597,+0.095
2,3,,Tim Wilkinson,64,3.9,25,636,+0.240
3,4,,Jim Furyk,54,4.0,22,554,+0.318
4,5,,Graeme McDowell,56,4.3,29,667,+0.345
5,T6,,Jason Dufner,89,4.4,43,977,+0.302
6,T6,,Hudson Swafford,94,4.4,46,1050,+0.196
7,8,,Rick Lamb,54,4.5,24,529,+0.375
8,T9,,Keegan Bradley,104,4.6,56,1211,+0.339
9,T9,,Chad Campbell,97,4.6,54,1182,+0.185
10,T9,,Alex Cejka,85,4.6,40,862,+0.300
11,T9,,Brendan Steele,89,4.6,43,936,+0.209
12,T9,,Chris Stroud,67,4.6,31,668,-0.032
13,14,,Richy Werenski,81,4.7,40,850,+0.150
14,T15,,Roberto Castro,70,4.8,35,725,+0.200
15,T15,,C.T. Pan,88,4.8,49,1031,+0.204
16,T15,,Brian Stuard,93,4.8,45,937,+0.311
17,T18,,Julián Etulain,68,4.9,35,711,+0.171
18,T18,,Robert Garrigus,78,4.9,40,824,+0.350
19,T18,,Andrew Loupe,55,4.9,31,633,+0.194
20,T18,,Justin Thomas,86,4.9,41,840,+0.195
21,T18,,Boo Weekley,75,4.9,42,852,+0.405
22,T18,,Gary Woodland,94,4.9,43,885,+0.256
23,T24,,Russell Knox,75,5.0,36,727,+0.056
24,T24,,Xander Schauffele,96,5.0,49,975,+0.224
25,26,,Chad Collins,66,5.1,38,747,+0.237
26,T27,,Steven Bowditch,59,5.2,31,598,+0.129
27,T27,,Bryson DeChambeau,91,5.2,51,975,+0.294
28,T27,,John Huh,92,5.2,55,1058,+0.164
29,T27,,Trey Mullinax,88,5.2,47,909,+0.191
30,T31,,Jason Day,71,5.3,39,729,+0.282
31,T31,,Brandon Hagy,85,5.3,50,948,+0.240
32,T31,,Billy Hurley III,80,5.3,51,960,+0.137
33,T34,,Wesley Bryan,95,5.4,56,1035,+0.071
34,T34,,Miguel Angel Carballo,63,5.4,32,597,+0.406
35,T34,,Kevin Chappell,95,5.4,51,941,+0.314
36,T34,,Ben Crane,86,5.4,52,958,+0.308
37,T34,,Russell Henley,99,5.4,62,1140,+0.129
38,T34,,Jim Herman,77,5.4,50,923,+0.220
39,T34,,Kevin Kisner,105,5.4,55,1020,+0.200
40,T34,,Bubba Watson,71,5.4,38,709,+0.053
41,T42,,Steven Alker,69,5.5,39,712,+0.205
42,T42,,Sergio Garcia,65,5.5,32,584,+0.250
43,T42,,Søren Kjeldsen,58,5.5,26,472,+0.308
44,T42,,Kevin Na,86,5.5,47,862,+0.213
45,T42,,Scott Piercy,70,5.5,36,653,+0.194
46,T42,,J.J. Spaun,92,5.5,55,998,+0.073
47,T48,,Chez Reavie,98,5.6,61,1099,+0.115
48,T48,,Tag Ridings,67,5.6,39,696,+0.205
49,T48,,Johnson Wagner,71,5.6,44,792,+0.250
50,T51,,Graham DeLaet,82,5.7,56,985,+0.482
51,T51,,Jamie Lovemark,98,5.7,60,1048,+0.333
52,T51,,Ryan Moore,82,5.7,52,908,+0.231
53,T51,,Shawn Stefani,72,5.7,48,835,+0.167
54,T51,,Jimmy Walker,68,5.7,38,663,+0.474
55,T56,,Blayne Barber,77,5.8,54,931,+0.370
56,T56,,Jonas Blixt,74,5.8,47,813,+0.213
57,T56,,Spencer Levin,89,5.8,54,935,+0.241
58,T56,,Troy Merritt,82,5.8,55,944,+0.109
59,T56,,D.A. Points,68,5.8,47,811,+0.255
60,T56,,Jonathan Randolph,68,5.8,38,654,+0.368
61,T56,,Kyle Stanley,104,5.8,76,1310,+0.132
62,T63,,Jason Bohn,75,5.9,51,862,+0.255
63,T63,,Ryan Brehm,83,5.9,49,837,+0.061
64,T63,,Harris English,84,5.9,55,927,+0.109
65,T63,,Rickie Fowler,78,5.9,48,820,+0.271
