,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
66,T63,,Dustin Johnson,77,5.9,47,790,+0.255
67,T63,,Brooks Koepka,88,5.9,51,865,+0.157
68,T63,,Hunter Mahan,73,5.9,48,818,+0.271
69,T63,,Ryan Palmer,61,5.9,38,649,-0.105
70,T63,,Vaughn Taylor,90,5.9,63,1066,+0.159
71,T63,,Cameron Tringale,89,5.9,53,894,+0.264
72,T73,,Mark Anderson,54,6.0,35,585,+0.314
73,T73,,Zac Blair,105,6.0,68,1131,+0.235
74,T73,,Rafa Cabrera Bello,63,6.0,35,586,+0.343
75,T73,,Brian Gay,82,6.0,58,961,+0.086
76,T73,,David Hearn,93,6.0,59,988,+0.220
77,T73,,J.J. Henry,92,6.0,62,1041,+0.306
78,T73,,Sung Kang,104,6.0,68,1138,+0.088
79,T73,,Sebastián Muñoz,51,6.0,32,534,+0.063
80,T73,,Geoff Ogilvy,80,6.0,56,930,+0.214
81,T73,,Rory Sabbatini,71,6.0,44,736,+0.409
82,T83,,Ryan Blaum,100,6.1,69,1139,+0.232
83,T83,,Scott Brown,95,6.1,66,1087,+0.242
84,T83,,Patrick Cantlay,52,6.1,39,637,+0.154
85,T83,,Gonzalo Fernandez-Castaño,63,6.1,37,606,+0.135
86,T83,,Smylie Kaufman,76,6.1,53,872,+0.245
87,T83,,Patton Kizzire,84,6.1,60,989,+0.183
88,T83,,Martin Laird,83,6.1,58,944,+0.310
89,T83,,Luke List,102,6.1,72,1185,+0.264
90,T83,,Peter Malnati,91,6.1,62,1013,+0.339
91,T83,,Justin Rose,66,6.1,43,708,+0.209
92,T83,,Camilo Villegas,76,6.1,52,853,+0.231
93,T94,,Dominic Bozzelli,69,6.2,47,755,+0.191
94,T94,,J.B. Holmes,83,6.2,48,778,+0.333
95,T94,,Hideki Matsuyama,83,6.2,48,769,+0.146
96,T94,,Francesco Molinari,75,6.2,49,796,+0.122
97,T94,,Sam Saunders,76,6.2,53,849,+0.208
98,T99,,Emiliano Grillo,90,6.3,56,894,+0.161
99,T99,,Mark Hubbard,81,6.3,53,842,+0.038
100,T99,,Matt Kuchar,95,6.3,64,1012,+0.156
101,T99,,Danny Lee,93,6.3,66,1051,+0.303
102,T99,,Patrick Rodgers,76,6.3,57,912,+0.211
103,T99,,Jhonattan Vegas,95,6.3,61,963,+0.262
104,T105,,Daniel Berger,91,6.4,60,935,+0.333
105,T105,,Cody Gribble,79,6.4,62,968,+0.242
106,T105,,Billy Horschel,88,6.4,69,1083,+0.333
107,T105,,Cameron Percy,71,6.4,49,765,+0.061
108,T105,,Pat Perez,93,6.4,63,992,+0.222
109,T110,,Martin Flores,88,6.5,60,920,+0.150
110,T110,,Tom Hoge,54,6.5,35,537,+0.086
111,T110,,Chris Kirk,89,6.5,63,973,+0.270
112,T110,,Kevin Streelman,90,6.5,71,1086,+0.254
113,T110,,Tyrone Van Aswegen,105,6.5,72,1111,+0.319
114,T115,,Paul Casey,94,6.6,62,936,+0.065
115,T115,,Greg Chalmers,75,6.6,62,946,+0.113
116,T115,,K.J. Choi,72,6.6,50,752,-0.020
117,T115,,Lucas Glover,93,6.6,77,1168,+0.221
118,T115,,Andres Gonzales,73,6.6,52,790,+0.231
119,T115,,Retief Goosen,52,6.6,37,562,+0.189
120,T115,,Adam Hadwin,98,6.6,68,1037,+0.235
121,T115,,Anirban Lahiri,72,6.6,54,819,+0.278
122,T115,,Seamus Power,86,6.6,62,941,+0.065
123,T115,,Webb Simpson,102,6.6,73,1114,+0.192
124,T125,,Bryce Molder,74,6.7,59,886,+0.085
125,T125,,Louis Oosthuizen,69,6.7,44,656,+0.136
126,T125,,Ian Poulter,72,6.7,51,762,+0.137
127,T125,,Ollie Schniederjans,92,6.7,75,1118,+0.160
128,T125,,Daniel Summerhays,100,6.7,73,1087,+0.233
129,T130,,Brian Campbell,55,6.8,39,571,+0.333
130,T130,,Bud Cauley,92,6.8,75,1101,+0.120
131,T130,,Jason Kokrak,95,6.8,74,1090,+0.284
132,T130,,Kelly Kraft,75,6.8,61,895,+0.443
133,T130,,Marc Leishman,94,6.8,65,958,+0.200
134,T130,,Nicholas Lindheim,58,6.8,41,607,+0.415
135,T130,,Adam Scott,58,6.8,37,548,+0.189
136,T137,,Brett Drewitt,57,6.9,41,596,+0.146
137,T137,,Bill Haas,92,6.9,65,942,-0.031
138,T137,,James Hahn,96,6.9,78,1131,+0.154
139,T137,,Charley Hoffman,112,6.9,85,1238,+0.212
140,T137,,Morgan Hoffmann,92,6.9,78,1135,+0.090
141,T137,,Mackenzie Hughes,106,6.9,92,1338,+0.261
142,T137,,Whee Kim,74,6.9,55,797,+0.236
143,T137,,William McGirt,89,6.9,66,955,+0.121
144,T137,,Phil Mickelson,85,6.9,66,952,+0.318
145,T137,,Seung-Yul Noh,91,6.9,71,1027,+0.141
146,T137,,Nick Taylor,97,6.9,80,1152,+0.263
147,T137,,Kevin Tway,96,6.9,70,1016,+0.243
148,T149,,Tony Finau,106,7.0,89,1263,+0.135
149,T149,,Fabián Gómez,61,7.0,50,714,+0.160
150,T149,,David Lingmerth,79,7.0,63,900,+0.143
151,T149,,Rory McIlroy,51,7.0,33,471,+0.242
152,T149,,Charl Schwartzel,63,7.0,44,633,+0.205
153,T149,,Steve Wheatcroft,51,7.0,39,555,+0.436
154,T155,,Zach Johnson,81,7.1,63,893,+0.286
155,T155,,Ben Martin,86,7.1,69,970,+0.145
156,T155,,Jon Rahm,90,7.1,63,889,+0.095
157,T155,,Brandt Snedeker,53,7.1,38,536,-0.026
158,T155,,Brett Stegmaier,78,7.1,57,801,+0.333
159,T160,,Aaron Baddeley,61,7.2,46,640,+0.130
160,T160,,Ken Duke,77,7.2,60,837,+0.267
161,T160,,Shane Lowry,52,7.2,34,473,+0.206
162,T160,,Cameron Smith,86,7.2,71,983,+0.127
163,T160,,Jordan Spieth,85,7.2,64,893,+0.141
164,T160,,Harold Varner III,101,7.2,86,1188,+0.151
165,T166,,Ryo Ishikawa,56,7.3,43,586,+0.326
166,T166,,Rod Pampling,71,7.3,67,920,+0.269
167,168,,Brad Fritsch,56,7.4,43,581,+0.279
168,T169,,Ernie Els,52,7.5,34,455,+0.294
169,T169,,Matt Jones,64,7.5,53,708,+0.170
170,T169,,Grayson Murray,94,7.5,88,1180,+0.318
171,T172,,Byeong Hun An,77,7.6,58,760,+0.103
172,T172,,Michael Kim,94,7.6,89,1164,+0.146
173,T172,,Carl Pettersson,63,7.6,54,712,+0.185
174,T175,,Ricky Barnes,100,7.7,82,1067,+0.073
175,T175,,J.T. Poston,95,7.7,76,983,+0.184
176,T175,,Kyle Reifers,96,7.7,79,1026,+0.304
177,178,,Patrick Reed,107,7.8,87,1113,+0.057
178,T179,,Derek Fathauer,81,7.9,70,889,+0.114
179,T179,,Michael Thompson,60,7.9,48,611,+0.188
180,181,,Stewart Cink,93,8.0,85,1064,E
181,T182,,Si Woo Kim,80,8.1,63,778,+0.444
182,T182,,Scott Stallings,81,8.1,76,940,+0.289
183,T184,,Sean O'Hair,84,8.2,77,943,+0.182
184,T184,,Nick Watney,75,8.2,72,882,+0.208
185,T186,,Matt Every,76,8.4,69,820,+0.014
186,T186,,Brian Harman,104,8.4,96,1140,+0.094
187,T186,,Robert Streb,98,8.4,97,1160,+0.186
188,189,,Luke Donald,50,8.6,51,591,+0.196
189,190,,Charles Howell III,86,8.9,84,939,+0.119
