,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,,Søren Kjeldsen,58,24.79,117,472,+0.026
1,2,,Tim Wilkinson,64,20.78,133,640,+0.060
2,3,,Wesley Bryan,95,20.36,213,1046,+0.094
3,T4,,Zac Blair,105,20.32,230,1132,+0.074
4,T4,,Jason Bohn,75,20.32,176,866,+0.136
5,6,,Brian Stuard,93,20.26,190,938,+0.121
6,7,,Bryce Molder,74,19.91,178,894,+0.152
7,8,,Jim Furyk,54,19.6,109,556,+0.073
8,9,,Ken Duke,77,19.57,164,838,+0.134
9,10,,Steven Alker,69,19.05,136,714,+0.096
10,11,,D.A. Points,68,18.6,151,812,+0.033
11,12,,Ben Crane,86,18.4,177,962,+0.040
12,13,,John Huh,92,18.02,191,1060,-0.010
13,14,,Greg Chalmers,75,17.92,171,954,+0.094
14,15,,Chad Collins,66,17.9,135,754,+0.096
15,16,,Ryan Armour,63,17.78,122,686,+0.074
16,17,,Graeme McDowell,56,17.66,118,668,+0.127
17,18,,David Hearn,93,17.58,174,990,+0.121
18,19,,Billy Hurley III,80,17.46,169,968,+0.089
19,20,,Mark Hubbard,81,17.25,147,852,+0.170
20,21,,Steve Wheatcroft,51,17.03,95,558,+0.105
21,22,,Spencer Levin,89,16.99,159,936,+0.075
22,23,,Nicholas Lindheim,58,16.88,104,616,+0.231
23,24,,Kevin Na,86,16.74,145,866,-0.007
24,25,,Chad Campbell,97,16.44,195,1186,+0.062
25,26,,Cameron Tringale,89,16.08,146,908,+0.164
26,27,,Luke Donald,50,15.83,95,600,+0.158
27,28,,Ricky Barnes,100,15.8,170,1076,+0.024
28,29,,Camilo Villegas,76,15.21,132,868,+0.121
29,30,,Aaron Baddeley,61,15.17,98,646,+0.031
30,31,,Carl Pettersson,63,14.88,108,726,+0.167
