,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
0,1,,Brandon Hagy,85,186.79,10647.13,57,190.5,177.47
1,2,,Ryan Brehm,83,184.85,5730.37,31,190.35,179.29
2,3,,Jhonattan Vegas,95,183.24,8978.53,49,188.34,178.55
3,4,,Andrew Loupe,55,182.77,7676.28,42,189.04,174.44
4,5,,Tony Finau,106,182.32,14221.18,78,188.31,175.36
5,6,,Kevin Tway,96,181.83,9637.01,53,185.49,175.67
6,7,,Ollie Schniederjans,92,181.37,10701.07,59,186.37,145.86
7,8,,Luke List,102,181.07,12493.8,69,184.45,167.7
8,9,,Gary Woodland,94,180.49,9205.08,51,184.04,171.15
9,T10,,Rory McIlroy,51,180.12,5043.37,28,186.27,174.25
10,T10,,Patrick Rodgers,76,180.12,8465.78,47,185.88,174.59
11,12,,Dustin Johnson,77,180.06,7922.79,44,184.65,175.35
12,13,,Brooks Koepka,88,180.03,8461.2,47,185.22,170.77
13,14,,Grayson Murray,94,180.01,11520.93,64,187.25,174.0
14,15,,Trey Mullinax,88,179.89,11153.49,62,185.63,172.05
15,16,,Bubba Watson,71,179.88,7555.16,42,184.72,174.5
16,17,,Jason Kokrak,95,179.65,12395.6,69,184.67,175.13
17,18,,J.B. Holmes,83,179.44,7357.21,41,185.09,172.72
18,19,,Adam Scott,58,177.78,5333.3,30,180.8,165.17
19,20,,Nick Watney,75,177.7,10129.17,57,183.29,171.1
20,21,,Charl Schwartzel,63,177.23,6557.38,37,180.77,170.63
21,22,,Kevin Chappell,95,177.08,9739.6,55,182.24,169.7
22,23,,Jamie Lovemark,98,176.96,10086.96,57,182.38,165.33
23,24,,Seamus Power,86,176.48,8471.27,48,180.72,169.39
24,25,,Harris English,84,176.34,10756.7,61,180.2,170.65
25,26,,Matt Jones,64,176.22,8106.24,46,180.42,170.82
26,27,,Hudson Swafford,94,176.15,10569.02,60,181.66,172.22
27,28,,Robert Garrigus,78,176.04,9682.37,55,180.24,168.06
28,29,,Justin Thomas,86,175.77,8788.59,50,181.97,169.03
29,30,,Jason Day,71,175.51,8073.36,46,180.5,168.5
30,31,,Sergio Garcia,65,175.13,5954.27,34,178.93,169.45
31,32,,Daniel Berger,91,175.01,9100.34,52,181.04,168.29
32,33,,Jon Rahm,90,174.97,9448.4,54,180.32,169.26
33,34,,Smylie Kaufman,76,174.96,10147.55,58,178.8,167.43
34,35,,Marc Leishman,94,174.87,10317.24,59,179.95,166.96
35,36,,Brendan Steele,89,174.68,10306.08,59,178.41,169.98
36,37,,Tag Ridings,67,174.44,7326.62,42,178.15,170.18
37,38,,Bryson DeChambeau,91,174.39,10986.26,63,180.33,163.97
38,39,,Xander Schauffele,96,174.34,8193.75,47,180.03,165.68
39,T40,,Paul Casey,94,174.12,8880.11,51,177.98,160.27
40,T40,,Ryan Palmer,61,174.12,7487.34,43,178.64,167.78
41,42,,Charles Howell III,86,173.9,10260.11,59,178.78,166.91
42,43,,Andres Gonzales,73,173.89,8694.66,50,178.67,167.9
43,44,,Harold Varner III,101,173.85,13212.29,76,180.05,164.63
44,45,,Martin Flores,88,173.75,11120.27,64,178.57,168.09
45,46,,Charley Hoffman,112,173.67,12851.93,74,178.86,168.46
46,47,,Seung-Yul Noh,91,173.53,12320.7,71,177.43,169.3
47,48,,Steven Bowditch,59,173.13,7444.69,43,178.97,165.88
48,49,,Branden Grace,70,173.05,5883.58,34,176.44,166.89
49,50,,Aaron Baddeley,61,173.03,7613.22,44,177.07,168.71
50,T51,,Sebastián Muñoz,51,172.8,6048.1,35,177.86,168.18
51,T51,,Robert Streb,98,172.8,12268.8,71,176.88,169.71
52,53,,Stewart Cink,93,172.67,12086.6,70,176.98,167.16
53,54,,Keegan Bradley,104,172.6,12427.22,72,177.17,164.03
54,55,,Brian Campbell,55,172.44,6552.8,38,176.63,167.48
55,56,,Lucas Glover,93,172.41,11206.97,65,176.66,167.2
56,57,,Matt Every,76,172.39,9308.94,54,177.55,161.2
57,58,,Rickie Fowler,78,172.37,9135.81,53,177.06,166.08
