,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
58,59,,Hideki Matsuyama,83,172.27,8096.8,47,178.12,164.92
59,60,,Byeong Hun An,77,172.24,8267.62,48,176.04,168.31
60,61,,Martin Laird,83,172.22,8955.2,52,175.32,167.23
61,62,,Graham DeLaet,82,172.2,10504.45,61,180.18,163.91
62,63,,Jimmy Walker,68,172.1,6711.73,39,178.37,166.99
63,64,,Scott Stallings,81,172.06,9635.13,56,176.31,166.14
64,65,,Patrick Reed,107,171.98,11350.88,66,175.47,166.69
65,66,,Sean O'Hair,84,171.91,9454.96,55,178.5,166.06
66,67,,Rick Lamb,54,171.75,6183.0,36,177.33,165.75
67,68,,Ricky Barnes,100,171.62,8581.18,50,175.98,166.29
68,69,,Sung Kang,104,171.61,10811.51,63,177.81,164.83
69,70,,Justin Rose,66,171.57,7205.87,42,178.25,167.1
70,71,,Patrick Cantlay,52,171.42,6171.07,36,173.6,167.99
71,72,,Mackenzie Hughes,106,171.2,15408.1,90,175.87,166.6
72,73,,Shane Lowry,52,171.13,3593.81,21,175.19,166.94
73,74,,Jim Herman,77,171.1,9410.76,55,175.02,167.56
74,75,,Louis Oosthuizen,69,171.05,6157.76,36,176.33,163.35
75,76,,Dominic Bozzelli,69,170.79,8539.56,50,175.2,164.77
76,77,,Billy Horschel,88,170.7,10925.01,64,176.17,164.78
77,78,,Phil Mickelson,85,170.49,9717.87,57,175.27,162.92
78,79,,Cody Gribble,79,170.37,9029.54,53,175.75,163.95
79,80,,Adam Hadwin,98,170.28,11919.45,70,177.7,158.77
80,81,,J.T. Poston,95,170.16,11570.62,68,174.61,163.89
81,82,,J.J. Henry,92,170.07,11734.7,69,174.39,165.71
82,83,,Ryo Ishikawa,56,169.99,6799.54,40,174.01,164.24
83,84,,Anirban Lahiri,72,169.7,7636.44,45,173.93,164.47
84,85,,Hunter Mahan,73,169.55,9664.5,57,175.0,163.28
85,86,,Jason Dufner,89,169.54,10850.6,64,175.22,161.45
86,87,,Brad Fritsch,56,169.52,6611.45,39,180.99,159.64
87,88,,Patton Kizzire,84,169.46,11862.08,70,174.57,164.4
88,89,,Scott Piercy,70,169.27,7448.03,44,175.33,163.09
89,90,,Russell Henley,99,169.25,12354.98,73,173.6,163.11
90,91,,Jordan Spieth,85,169.18,9812.62,58,174.49,158.69
91,92,,Cameron Smith,86,169.03,10818.15,64,172.86,163.61
92,93,,Tyrone Van Aswegen,105,169.01,10309.37,61,173.22,163.38
93,94,,Pat Perez,93,168.97,9462.48,56,175.13,163.29
94,95,,Emiliano Grillo,90,168.83,10129.86,60,172.25,164.01
95,96,,Bud Cauley,92,168.59,11464.37,68,172.17,164.45
96,97,,Bill Haas,92,168.53,9437.7,56,171.93,164.22
97,98,,Brett Drewitt,57,168.4,6062.22,36,173.58,160.15
98,99,,Kyle Stanley,104,168.2,13960.29,83,172.53,163.9
99,100,,Ben Martin,86,168.14,11097.25,66,171.89,162.04
100,T101,,Morgan Hoffmann,92,167.96,12764.94,76,172.52,163.32
101,T101,,Kevin Streelman,90,167.96,12093.42,72,174.75,161.72
102,103,,James Hahn,96,167.88,11583.77,69,173.9,159.69
103,104,,Shawn Stefani,72,167.79,9060.93,54,171.56,161.56
104,105,,Boo Weekley,75,167.76,8723.61,52,171.23,163.96
105,106,,Mark Anderson,54,167.71,7043.93,42,172.01,160.56
106,107,,Danny Lee,93,167.63,10393.36,62,171.56,162.19
107,108,,Gonzalo Fernandez-Castaño,63,167.53,5863.46,35,172.73,162.66
108,109,,Si Woo Kim,80,167.46,8540.56,51,172.42,161.27
109,110,,J.J. Spaun,92,167.38,10043.01,60,172.15,160.8
110,111,,Blayne Barber,77,167.21,10701.41,64,170.83,160.83
111,112,,Retief Goosen,52,167.17,5851.04,35,170.76,161.56
112,113,,Julián Etulain,68,167.09,8187.55,49,172.44,162.18
113,114,,Whee Kim,74,167.08,8520.91,51,173.18,158.75
114,115,,Mark Hubbard,81,166.88,9512.37,57,172.34,161.66
115,116,,David Lingmerth,79,166.87,10012.38,60,170.87,160.3
116,117,,Jonathan Randolph,68,166.83,7674.18,46,173.04,161.74
117,118,,Sam Saunders,76,166.78,9506.49,57,170.42,162.86
118,119,,Kelly Kraft,75,166.69,9501.4,57,171.68,162.02
119,120,,Richy Werenski,81,166.68,9000.63,54,172.35,160.77
120,121,,Francesco Molinari,75,166.66,7832.9,47,170.45,161.43
121,122,,Tom Hoge,54,166.45,6658.05,40,169.57,163.12
122,123,,Nicholas Lindheim,58,166.43,6490.85,39,172.94,160.59
123,124,,Derek Fathauer,81,166.27,8479.57,51,169.91,161.03
124,125,,Michael Thompson,60,166.11,6644.55,40,170.27,161.71
125,126,,Troy Merritt,82,166.07,10960.83,66,169.56,159.51
126,127,,Chad Campbell,97,166.04,11954.85,72,171.21,158.42
127,128,,Cameron Percy,71,165.94,8463.09,51,169.84,159.19
128,129,,Jonas Blixt,74,165.91,8793.02,53,171.52,157.53
129,130,,Brett Stegmaier,78,165.82,8788.61,53,170.04,161.6
130,T131,,Fabián Gómez,61,165.71,7788.23,47,170.44,160.32
131,T131,,Rory Sabbatini,71,165.71,7788.46,47,169.95,159.16
132,133,,Rafa Cabrera Bello,63,165.69,5798.99,35,168.4,162.27
133,T134,,Miguel Angel Carballo,63,165.63,6293.93,38,169.2,159.81
134,T134,,Roberto Castro,70,165.63,7950.16,48,169.5,159.07
135,136,,Ian Poulter,72,165.53,8276.53,50,169.66,162.89
136,137,,Scott Brown,95,165.48,10590.73,64,171.39,159.78
137,T138,,Michael Kim,94,165.23,12392.47,75,169.72,159.23
138,T138,,C.T. Pan,88,165.23,10740.15,65,172.33,159.39
139,140,,Camilo Villegas,76,165.16,8588.11,52,167.86,162.05
140,141,,Kevin Kisner,105,165.15,10899.59,66,169.27,160.84
141,142,,Rod Pampling,71,165.13,8091.34,49,170.4,158.57
142,143,,Geoff Ogilvy,80,165.11,10567.04,64,171.28,158.24
143,144,,Nick Taylor,97,165.05,12213.92,74,170.38,160.72
144,145,,Brandt Snedeker,53,164.93,5607.55,34,169.36,158.97
145,146,,Chris Kirk,89,164.88,10717.03,65,169.38,160.1
146,T147,,William McGirt,89,164.54,10694.98,65,168.65,160.79
147,T147,,Daniel Summerhays,100,164.54,11517.97,70,169.52,160.12
148,149,,Chris Stroud,67,164.52,6087.41,37,169.79,160.31
149,150,,Luke Donald,50,164.44,4768.8,29,168.58,160.6
150,151,,Johnson Wagner,71,164.39,8055.15,49,168.31,157.5
151,152,,Russell Knox,75,164.28,7556.7,46,168.52,156.22
152,153,,Chad Collins,66,164.1,7712.93,47,169.1,154.44
153,154,,Kyle Reifers,96,163.67,11129.37,68,167.64,155.74
154,155,,Cameron Tringale,89,163.56,9649.82,59,168.69,156.15
155,156,,Kevin Na,86,163.48,8337.54,51,170.76,157.07
156,157,,Brian Harman,104,163.3,10778.04,66,168.74,157.65
157,158,,Wesley Bryan,95,163.17,9464.08,58,171.89,157.37
158,159,,Webb Simpson,102,163.1,11416.66,70,167.5,157.76
159,160,,Steve Wheatcroft,51,162.86,5048.81,31,167.82,159.29
160,161,,Carl Pettersson,63,162.45,6335.49,39,166.22,157.15
161,162,,Ryan Blaum,100,162.33,11687.77,72,165.99,157.8
162,163,,Ryan Moore,82,162.32,9739.36,60,165.81,157.56
163,164,,Ryan Armour,63,162.28,6978.04,43,169.61,156.67
164,165,,John Huh,92,162.02,11827.33,73,166.7,154.52
165,166,,Matt Kuchar,95,161.99,10529.58,65,167.06,153.98
166,167,,Ernie Els,52,161.93,4372.01,27,168.19,157.37
167,168,,Zach Johnson,81,161.46,9041.51,56,164.62,154.58
168,169,,D.A. Points,68,161.14,8379.26,52,168.16,152.42
169,170,,Graeme McDowell,56,161.07,5959.42,37,166.29,156.66
170,171,,Billy Hurley III,80,160.99,10786.06,67,165.01,156.28
171,172,,Søren Kjeldsen,58,160.96,4345.86,27,164.79,157.86
172,173,,Bryce Molder,74,160.87,9813.09,61,166.29,153.91
173,174,,Alex Cejka,85,160.85,8524.87,53,163.47,155.26
174,175,,Greg Chalmers,75,160.83,10132.23,63,164.42,156.48
175,176,,Peter Malnati,91,160.58,11882.74,74,165.74,154.55
176,177,,Vaughn Taylor,90,160.5,11716.82,73,164.98,156.49
177,178,,Ben Crane,86,160.35,10422.87,65,164.49,156.49
178,179,,Chez Reavie,98,160.23,11376.54,71,163.39,155.56
179,180,,David Hearn,93,159.93,9755.57,61,164.82,154.02
180,181,,Spencer Levin,89,159.3,10036.18,63,162.66,152.87
181,182,,K.J. Choi,72,159.05,8429.67,53,163.56,149.92
182,183,,Ken Duke,77,159.03,7156.34,45,162.88,149.45
183,184,,Brian Stuard,93,158.82,10164.45,64,162.73,151.75
184,185,,Brian Gay,82,158.15,10438.22,66,161.01,154.14
185,186,,Tim Wilkinson,64,157.81,6785.81,43,163.09,152.38
186,187,,Jason Bohn,75,157.79,9309.39,59,160.55,153.16
187,188,,Jim Furyk,54,157.46,5826.03,37,161.54,151.81
188,189,,Zac Blair,105,157.43,11964.42,76,162.53,152.48
189,190,,Steven Alker,69,156.24,6718.25,43,160.13,152.33
