,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
0,1,,Rory McIlroy,51,56.63,31310.9,55290
1,2,,Dustin Johnson,77,56.56,55598.6,98302
2,3,,Brandon Hagy,85,56.3,64850.3,115181
3,4,,Ryan Brehm,83,56.07,54531.3,97261
4,5,,Gary Woodland,94,56.01,58111.5,103747
5,6,,Luke List,102,55.78,84390.2,151302
6,7,,Brooks Koepka,88,55.75,56942.6,102140
7,8,,Trey Mullinax,88,55.53,61486.6,110720
8,9,,Justin Thomas,86,55.34,55259.1,99859
9,10,,Grayson Murray,94,55.29,80880.7,146295
10,11,,J.B. Holmes,83,55.17,53389.4,96766
11,T12,,Tony Finau,106,55.12,86404.6,156755
12,T12,,Kevin Tway,96,55.12,68031.4,123418
13,14,,Andrew Loupe,55,54.96,44383.0,80758
14,15,,Ryan Palmer,61,54.95,39678.8,72204
15,16,,Jason Kokrak,95,54.94,74527.3,135651
16,17,,Bubba Watson,71,54.89,48744.0,88801
17,18,,Jason Day,71,54.78,48557.6,88644
18,19,,Adam Scott,58,54.76,37525.2,68530
19,20,,Ollie Schniederjans,92,54.72,73219.2,133805
20,21,,Patrick Rodgers,76,54.71,57385.9,104884
21,22,,Jhonattan Vegas,95,54.7,63581.1,116232
22,23,,Smylie Kaufman,76,54.63,59752.1,109369
23,24,,Tag Ridings,67,54.61,46521.3,85187
24,25,,Jon Rahm,90,54.6,61838.3,113254
25,26,,Xander Schauffele,96,54.56,58095.3,106476
26,27,,Kevin Chappell,95,54.53,64776.8,118786
27,28,,Hudson Swafford,94,54.45,68985.8,126686
28,29,,Jamie Lovemark,98,54.39,71310.5,131106
29,30,,Robert Garrigus,78,54.29,56059.5,103268
30,31,,Harold Varner III,101,54.2,78774.0,145341
31,32,,Marc Leishman,94,54.15,56038.8,103481
32,T33,,Sergio Garcia,65,54.14,33543.8,61957
33,T33,,Sean O'Hair,84,54.14,61423.0,113453
34,35,,Shane Lowry,52,54.13,34372.4,63494
35,36,,Hideki Matsuyama,83,54.09,51323.2,94886
36,37,,Graham DeLaet,82,53.96,65625.7,121626
37,38,,Seamus Power,86,53.94,61042.9,113178
38,39,,Patrick Cantlay,52,53.91,45454.0,84322
39,40,,Harris English,84,53.87,58564.2,108714
40,41,,Rickie Fowler,78,53.84,52057.7,96695
41,42,,Justin Rose,66,53.82,46478.5,86355
42,43,,Rick Lamb,54,53.81,33248.6,61787
43,44,,Anirban Lahiri,72,53.75,50690.1,94310
44,45,,Seung-Yul Noh,91,53.69,69533.9,129506
45,46,,Cody Gribble,79,53.65,64855.6,120891
46,47,,Keegan Bradley,104,53.6,79561.8,148433
47,T48,,Matt Every,76,53.57,54452.2,101640
48,T48,,Charley Hoffman,112,53.57,83853.7,156525
49,50,,Andres Gonzales,73,53.56,52276.9,97603
50,T51,,Brendan Steele,89,53.54,63427.7,118466
51,T51,,Nick Watney,75,53.54,55411.5,103492
52,53,,Billy Horschel,88,53.52,64769.8,121014
53,54,,Bryson DeChambeau,91,53.51,60286.2,112663
54,55,,Matt Jones,64,53.49,45502.0,85073
55,T56,,Daniel Berger,91,53.47,58409.4,109236
56,T56,,Lucas Glover,93,53.47,78562.4,146928
57,58,,Scott Stallings,81,53.44,57653.4,107886
58,59,,Charl Schwartzel,63,53.39,41389.4,77524
59,60,,Sung Kang,104,53.33,71697.2,134447
60,T61,,Stewart Cink,93,53.24,71449.2,134199
61,T61,,Martin Flores,88,53.24,58651.2,110158
62,63,,Louis Oosthuizen,69,53.23,40630.0,76323
63,64,,Sebastián Muñoz,51,53.19,35115.5,66017
64,65,,Charles Howell III,86,53.1,59699.0,112420
65,66,,Scott Piercy,70,53.0,41647.4,78581
66,T67,,Byeong Hun An,77,52.99,51578.9,97339
67,T67,,Dominic Bozzelli,69,52.99,50195.5,94726
68,T67,,Jordan Spieth,85,52.99,53444.9,100867
69,70,,Hunter Mahan,73,52.98,53503.9,100982
70,71,,James Hahn,96,52.87,75510.0,142811
71,72,,Brian Campbell,55,52.86,37303.6,70576
72,73,,Morgan Hoffmann,92,52.8,72142.3,136629
73,T74,,Patrick Reed,107,52.76,71550.9,135609
74,T74,,Jimmy Walker,68,52.76,43136.6,81767
75,76,,Rory Sabbatini,71,52.74,43981.4,83393
76,77,,Russell Henley,99,52.71,69180.9,131258
77,78,,Martin Laird,83,52.69,65180.5,123703
78,79,,Bud Cauley,92,52.66,69611.0,132187
79,T80,,Paul Casey,94,52.61,58042.5,110326
80,T80,,Kyle Stanley,104,52.61,79905.9,151885
81,82,,Retief Goosen,52,52.58,38142.5,72540
82,83,,Cameron Percy,71,52.53,47652.8,90719
83,84,,Gonzalo Fernandez-Castaño,63,52.52,39436.6,75095
84,85,,Branden Grace,70,52.5,38874.2,74040
85,T86,,Jim Herman,77,52.49,61284.1,116759
86,T86,,Boo Weekley,75,52.49,53576.3,102068
87,88,,Sam Saunders,76,52.44,54444.4,103814
88,89,,Francesco Molinari,75,52.4,51181.4,97670
89,90,,J.T. Poston,95,52.38,64651.2,123430
90,91,,Emiliano Grillo,90,52.35,57089.6,109063
91,92,,Robert Streb,98,52.34,68728.4,131315
92,93,,J.J. Henry,92,52.31,66119.3,126399
93,94,,Jason Dufner,89,52.29,59698.6,114177
94,95,,Ben Martin,86,52.28,63112.3,120712
95,T96,,Mackenzie Hughes,106,52.25,86936.7,166399
96,T96,,Richy Werenski,81,52.25,54790.9,104855
97,T98,,Patton Kizzire,84,52.24,62546.9,119734
98,T98,,Phil Mickelson,85,52.24,63158.1,120900
99,T100,,Kevin Kisner,105,52.21,59921.8,114769
100,T100,,Cameron Smith,86,52.21,68830.0,131831
101,102,,Pat Perez,93,52.17,64094.5,122858
102,103,,Julián Etulain,68,52.16,45190.9,86642
103,104,,J.J. Spaun,92,52.15,63085.6,120965
104,105,,C.T. Pan,88,52.11,63831.1,122493
105,106,,Russell Knox,75,52.1,41655.7,79950
106,107,,Danny Lee,93,52.09,66591.2,127835
107,T108,,Shawn Stefani,72,52.04,52098.9,100110
108,T108,,Daniel Summerhays,100,52.04,66904.1,128565
109,110,,Troy Merritt,82,52.03,63517.9,122086
110,T111,,Scott Brown,95,52.01,65986.2,126874
111,T111,,Ernie Els,52,52.01,28107.6,54039
112,113,,Brett Stegmaier,78,52.0,48094.0,92486
113,114,,Kevin Streelman,90,51.97,72103.2,138733
114,115,,Fabián Gómez,61,51.92,45468.1,87568
115,116,,William McGirt,89,51.88,57054.8,109978
116,T117,,Adam Hadwin,98,51.87,68083.7,131263
117,T117,,Nick Taylor,97,51.87,74734.7,144090
118,119,,Aaron Baddeley,61,51.84,47134.7,90923
119,T120,,Brad Fritsch,56,51.82,38445.2,74189
120,T120,,Rod Pampling,71,51.82,57721.4,111395
121,T122,,Ryo Ishikawa,56,51.81,40690.8,78536
122,T122,,David Lingmerth,79,51.81,57336.1,110663
123,124,,Blayne Barber,77,51.8,61435.8,118605
124,125,,Tyrone Van Aswegen,105,51.79,68442.9,132166
125,126,,Michael Kim,94,51.78,71815.4,138706
126,127,,Miguel Angel Carballo,63,51.76,38678.1,74724
127,128,,Brian Harman,104,51.75,70643.0,136498
128,T129,,Bill Haas,92,51.72,56720.1,109668
129,T129,,Si Woo Kim,80,51.72,50638.9,97915
130,131,,Brett Drewitt,57,51.68,37980.6,73498
131,132,,Mark Hubbard,81,51.6,50198.5,97275
132,T133,,Jonas Blixt,74,51.58,50773.4,98438
133,T133,,Whee Kim,74,51.58,47966.6,93001
134,135,,Chad Campbell,97,51.5,71168.9,138182
135,T136,,Steven Bowditch,59,51.48,39751.1,77222
136,T136,,Kelly Kraft,75,51.48,54784.6,106417
137,138,,Tom Hoge,54,51.47,34490.1,67010
138,139,,Camilo Villegas,76,51.42,53380.8,103812
139,140,,Ian Poulter,72,51.41,47316.0,92036
140,141,,Derek Fathauer,81,51.37,55178.1,107405
141,142,,Rafa Cabrera Bello,63,51.34,35903.1,69928
142,143,,Brandt Snedeker,53,51.32,32041.4,62440
143,144,,Jonathan Randolph,68,51.27,41428.2,80808
144,145,,Ricky Barnes,100,51.19,66858.8,130606
145,146,,Webb Simpson,102,51.13,65539.3,128174
146,147,,Mark Anderson,54,51.08,37834.1,74064
147,148,,Chris Stroud,67,51.07,37976.2,74366
148,149,,Zach Johnson,81,50.98,54475.2,106863
149,150,,Johnson Wagner,71,50.96,49135.7,96423
150,151,,John Huh,92,50.92,63286.4,124277
151,T152,,K.J. Choi,72,50.91,45581.9,89540
152,T152,,Geoff Ogilvy,80,50.91,56900.5,111770
153,154,,Nicholas Lindheim,58,50.89,38974.9,76587
154,155,,Alex Cejka,85,50.88,53240.3,104633
155,156,,Matt Kuchar,95,50.87,63448.6,124731
156,157,,Cameron Tringale,89,50.84,54681.2,107548
157,158,,Steve Wheatcroft,51,50.82,35621.7,70089
158,159,,Vaughn Taylor,90,50.79,65369.6,128701
159,160,,Kyle Reifers,96,50.77,65251.7,128525
160,161,,Chez Reavie,98,50.73,67228.9,132515
