,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
161,162,,Chris Kirk,89,50.72,63512.2,125226
162,163,,Carl Pettersson,63,50.66,45494.4,89804
163,164,,Ryan Moore,82,50.64,56938.7,112437
164,165,,Ryan Blaum,100,50.6,69699.9,137754
165,166,,Kevin Na,86,50.41,50388.7,99949
166,167,,Chad Collins,66,50.36,47243.9,93809
167,168,,Roberto Castro,70,50.33,46812.8,93018
168,169,,Michael Thompson,60,50.28,36866.3,73319
169,170,,Peter Malnati,91,50.27,60435.2,120230
170,171,,David Hearn,93,50.18,58154.5,115899
171,T172,,Ben Crane,86,50.1,57448.0,114667
172,T172,,D.A. Points,68,50.1,50005.7,99820
173,174,,Greg Chalmers,75,50.07,60245.4,120319
174,175,,Brian Gay,82,50.04,52708.1,105331
175,176,,Wesley Bryan,95,50.01,60682.2,121348
176,177,,Billy Hurley III,80,49.99,58044.3,116117
177,178,,Luke Donald,50,49.85,35133.5,70484
178,179,,Jason Bohn,75,49.8,50702.6,101804
179,T180,,Ryan Armour,63,49.79,40964.6,82267
180,T180,,Graeme McDowell,56,49.79,42295.4,84950
181,182,,Brian Stuard,93,49.56,56564.6,114138
182,183,,Tim Wilkinson,64,49.44,36603.2,74040
183,T184,,Steven Alker,69,49.41,42941.1,86908
184,T184,,Spencer Levin,89,49.41,54282.7,109854
185,186,,Ken Duke,77,49.39,50607.8,102470
186,187,,Bryce Molder,74,49.12,55161.5,112291
187,188,,Zac Blair,105,48.9,66052.2,135082
188,189,,Jim Furyk,54,48.83,34284.6,70214
189,190,,Søren Kjeldsen,58,48.25,29481.8,61100
