,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,,Rory McIlroy,51,66.39,316,476,-0.161
1,2,,Dustin Johnson,77,60.72,487,802,-0.185
2,3,,Brooks Koepka,88,57.14,504,882,-0.129
3,4,,J.B. Holmes,83,56.39,450,798,-0.109
4,5,,Jon Rahm,90,54.69,490,896,-0.131
5,6,,Kevin Chappell,95,51.79,493,952,-0.097
6,7,,Justin Thomas,86,50.7,434,856,-0.207
7,8,,Tony Finau,106,50.16,639,1274,-0.196
8,9,,Luke List,102,49.75,597,1200,-0.193
9,10,,Ryan Brehm,83,49.65,424,854,-0.189
10,11,,Bubba Watson,71,49.44,354,716,-0.147
11,12,,Kevin Tway,96,49.42,512,1036,-0.188
12,13,,Grayson Murray,94,49.33,586,1188,-0.160
13,14,,Trey Mullinax,88,49.13,453,922,-0.141
14,15,,Hideki Matsuyama,83,47.55,368,774,-0.133
15,16,,Jason Day,71,47.32,353,746,-0.127
16,17,,Gary Woodland,94,46.97,419,892,-0.174
17,18,,Brandon Hagy,85,46.69,451,966,-0.211
18,19,,Xander Schauffele,96,46.12,452,980,-0.177
19,20,,Andrew Loupe,55,46.04,302,656,-0.070
20,21,,Smylie Kaufman,76,45.68,402,880,-0.139
21,22,,Jamie Lovemark,98,45.47,482,1060,-0.183
22,23,,Byeong Hun An,77,44.78,343,766,-0.128
23,24,,Jason Kokrak,95,44.65,492,1102,-0.124
24,25,,Adam Scott,58,44.46,249,560,-0.129
25,26,,Ryan Palmer,61,43.77,288,658,-0.066
26,27,,Jhonattan Vegas,95,43.4,421,970,-0.150
27,28,,Patrick Rodgers,76,43.06,397,922,-0.098
28,29,,Sergio Garcia,65,42.01,247,588,-0.121
29,30,,Charley Hoffman,112,41.59,519,1248,-0.212
30,31,,Charl Schwartzel,63,41.56,266,640,-0.165
31,T32,,Matt Jones,64,41.46,296,714,-0.182
32,T32,,Justin Rose,66,41.46,296,714,-0.118
33,34,,Martin Flores,88,41.45,388,936,-0.111
34,35,,Jordan Spieth,85,40.78,367,900,-0.221
35,36,,Sean O'Hair,84,40.74,387,950,-0.106
36,37,,Brendan Steele,89,40.23,379,942,-0.150
37,38,,Patrick Cantlay,52,39.53,253,640,-0.178
38,39,,Louis Oosthuizen,69,39.36,259,658,-0.174
39,40,,Robert Garrigus,78,39.35,329,836,-0.170
40,41,,Hudson Swafford,94,39.34,417,1060,-0.125
41,42,,Tag Ridings,67,39.29,275,700,-0.175
42,43,,Ollie Schniederjans,92,39.13,443,1132,-0.190
43,44,,Rickie Fowler,78,38.5,318,826,-0.154
44,45,,Scott Stallings,81,38.29,363,948,-0.146
45,46,,Bryson DeChambeau,91,38.08,377,990,-0.138
46,47,,Marc Leishman,94,37.89,366,966,-0.224
47,48,,Shane Lowry,52,37.82,180,476,-0.233
48,49,,Billy Horschel,88,37.71,411,1090,-0.141
49,50,,Rick Lamb,54,37.59,200,532,-0.100
50,51,,Daniel Berger,91,37.45,352,940,-0.224
51,52,,Harold Varner III,101,37.27,448,1202,-0.165
52,53,,Graham DeLaet,82,36.97,366,990,-0.180
53,54,,Nick Watney,75,36.21,323,892,-0.136
54,55,,Seamus Power,86,35.97,341,948,-0.214
55,56,,Sebastián Muñoz,51,35.9,196,546,-0.189
56,57,,Anirban Lahiri,72,35.59,294,826,-0.150
57,58,,Jimmy Walker,68,35.5,240,676,-0.158
58,59,,Sung Kang,104,35.43,406,1146,-0.165
59,60,,Patrick Reed,107,35.36,396,1120,-0.131
60,61,,Charles Howell III,86,34.81,330,948,-0.209
61,62,,Scott Piercy,70,34.6,227,656,-0.194
62,63,,Harris English,84,34.28,325,948,-0.123
63,64,,Seung-Yul Noh,91,34.26,359,1048,-0.242
64,65,,Matt Every,76,34.15,291,852,-0.148
65,T66,,Keegan Bradley,104,33.94,412,1214,-0.112
66,T66,,Hunter Mahan,73,33.94,279,822,-0.201
67,68,,Lucas Glover,93,33.87,397,1172,-0.189
68,69,,Andres Gonzales,73,33.33,266,798,-0.184
69,70,,Jason Dufner,89,32.96,323,980,-0.080
70,71,,Stewart Cink,93,32.5,349,1074,-0.249
71,72,,Branden Grace,70,32.34,196,606,-0.138
72,73,,Cody Gribble,79,32.18,316,982,-0.108
73,74,,Phil Mickelson,85,31.57,305,966,-0.157
74,75,,Morgan Hoffmann,92,31.29,358,1144,-0.201
75,76,,Brian Campbell,55,31.01,178,574,-0.084
76,77,,Si Woo Kim,80,31.0,244,787,-0.090
77,78,,Mackenzie Hughes,106,30.79,415,1348,-0.113
78,79,,Russell Henley,99,30.68,351,1144,-0.214
79,80,,Dominic Bozzelli,69,30.55,234,766,-0.171
80,81,,J.J. Henry,92,30.4,318,1046,-0.192
81,82,,Martin Laird,83,30.21,287,950,-0.167
82,83,,Cameron Percy,71,30.0,231,770,-0.160
83,84,,Bud Cauley,92,29.48,329,1116,-0.182
84,85,,Robert Streb,98,29.13,342,1174,-0.152
85,86,,Cameron Smith,86,29.09,288,990,-0.208
86,87,,J.T. Poston,95,28.99,287,990,-0.132
87,88,,Kyle Stanley,104,28.96,380,1312,-0.218
