,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
0,1,,Rory McIlroy,51,71.24,115908.0,162702
1,2,,Dustin Johnson,77,70.01,189545.7,270742
2,3,,Jon Rahm,90,69.65,208381.7,299205
3,4,,Brooks Koepka,88,69.37,210514.8,303474
4,5,,Bubba Watson,71,69.03,166212.0,240793
5,6,,J.B. Holmes,83,69.01,187972.7,272399
6,7,,Tony Finau,106,68.96,293534.0,425632
7,8,,Kevin Tway,96,68.92,239442.9,347419
8,9,,Trey Mullinax,88,68.82,211905.9,307922
9,10,,Justin Thomas,86,68.69,200826.7,292358
10,11,,Grayson Murray,94,68.67,272159.0,396300
11,12,,Ryan Brehm,83,68.51,198335.8,289486
12,13,,Kevin Chappell,95,68.48,219517.3,320538
13,14,,Luke List,102,68.36,271709.7,397447
14,15,,Andrew Loupe,55,68.34,149277.7,218434
15,T16,,Brandon Hagy,85,68.26,221481.5,324458
16,T16,,Ryan Palmer,61,68.26,153537.4,224914
17,18,,Smylie Kaufman,76,68.24,198960.2,291539
18,19,,Jason Day,71,68.18,172526.1,253034
19,20,,Sergio Garcia,65,68.02,140118.8,206003
20,21,,Martin Flores,88,68.01,214528.7,315445
21,22,,Jamie Lovemark,98,67.98,240135.7,353246
22,23,,Xander Schauffele,96,67.95,230190.6,338782
23,24,,Jordan Spieth,85,67.89,210644.5,310255
24,25,,Charley Hoffman,112,67.86,282161.6,415780
25,26,,Jason Kokrak,95,67.81,249295.0,367632
26,27,,Rick Lamb,54,67.74,120993.1,178626
27,28,,Tag Ridings,67,67.72,157364.3,232380
28,29,,Hideki Matsuyama,83,67.69,177654.0,262448
29,30,,Matt Jones,64,67.54,162510.7,240628
30,31,,Brendan Steele,89,67.53,211263.0,312863
31,32,,Byeong Hun An,77,67.51,173098.3,256401
32,33,,Jhonattan Vegas,95,67.43,221164.3,328004
33,34,,Robert Garrigus,78,67.33,186756.9,277386
34,35,,Patrick Reed,107,67.27,254317.9,378061
35,36,,Anirban Lahiri,72,67.24,188188.6,279857
36,37,,Justin Rose,66,67.22,162852.3,242264
37,T38,,Bryson DeChambeau,91,67.19,227062.7,337949
38,T38,,Sebastián Muñoz,51,67.19,123002.5,183055
39,40,,Scott Stallings,81,67.17,216431.9,322221
40,T41,,Andres Gonzales,73,67.16,177560.1,264386
41,T41,,Sean O'Hair,84,67.16,215626.3,321040
42,43,,Patrick Rodgers,76,67.14,211722.2,315348
43,44,,Scott Piercy,70,67.11,147134.3,219258
44,45,,Adam Scott,58,67.09,127905.7,190634
45,46,,Brian Campbell,55,67.07,127858.0,190630
46,T47,,Charles Howell III,86,67.0,214528.3,320213
47,T47,,Gary Woodland,94,67.0,205251.9,306344
48,T49,,Matt Every,76,66.93,191125.0,285554
49,T49,,Si Woo Kim,80,66.93,175890.6,262801
50,T49,,Ollie Schniederjans,92,66.93,255340.0,381521
51,T52,,Patrick Cantlay,52,66.86,140457.6,210068
52,T52,,Phil Mickelson,85,66.86,216159.6,323281
53,T52,,Hudson Swafford,94,66.86,238887.1,357300
54,55,,Harold Varner III,101,66.84,269969.2,403898
55,T56,,Sung Kang,104,66.83,258696.0,387085
56,T56,,J.T. Poston,95,66.83,218829.4,327454
57,58,,Cameron Percy,71,66.8,173255.6,259354
58,T59,,Miguel Angel Carballo,63,66.79,132915.8,199020
59,T59,,Branden Grace,70,66.79,136072.5,203741
60,T59,,Charl Schwartzel,63,66.79,145426.0,217743
61,62,,Dominic Bozzelli,69,66.78,169113.6,253231
62,63,,Hunter Mahan,73,66.75,183113.9,274320
63,64,,Stewart Cink,93,66.73,237908.5,356507
64,65,,Lucas Glover,93,66.69,259046.2,388458
65,T66,,Mackenzie Hughes,106,66.67,299575.0,449314
66,T66,,Nick Watney,75,66.67,201312.3,301968
67,68,,Morgan Hoffmann,92,66.66,255974.2,383997
68,69,,Billy Horschel,88,66.62,250647.7,376233
69,T70,,Jason Dufner,89,66.61,221910.8,333149
70,T70,,Tom Hoge,54,66.61,120453.3,180844
71,72,,Cody Gribble,79,66.56,217241.8,326380
