,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
72,T73,,Daniel Berger,91,66.55,213752.2,321190
73,T73,,Louis Oosthuizen,69,66.55,150693.9,226430
74,75,,Julián Etulain,68,66.51,158344.8,238090
75,76,,Kevin Streelman,90,66.44,237616.2,357663
76,77,,Jimmy Walker,68,66.43,151519.9,228092
77,78,,Bud Cauley,92,66.41,249225.6,375285
78,T79,,Graham DeLaet,82,66.39,220014.1,331391
79,T79,,Marc Leishman,94,66.39,223744.4,336990
80,81,,Keegan Bradley,104,66.38,269197.1,405524
81,82,,Gonzalo Fernandez-Castaño,63,66.36,136029.9,204978
82,T83,,Shane Lowry,52,66.33,103702.7,156348
83,T83,,Nick Taylor,97,66.33,254882.9,384254
84,T85,,Seung-Yul Noh,91,66.32,230984.3,348270
85,T85,,Seamus Power,86,66.32,210796.5,317835
86,87,,Cameron Smith,86,66.24,213395.7,322138
87,T88,,Shawn Stefani,72,66.21,186459.0,281603
88,T88,,Robert Streb,98,66.21,266165.3,402018
89,90,,Rory Sabbatini,71,66.19,167411.8,252921
90,91,,Rickie Fowler,78,66.12,187592.7,283732
91,92,,Harris English,84,66.1,213223.9,322600
92,93,,Retief Goosen,52,66.09,124856.4,188917
93,94,,J.J. Spaun,92,66.06,222606.3,337001
94,95,,J.J. Henry,92,66.05,231256.7,350102
95,96,,Russell Henley,99,66.03,258073.4,390850
96,97,,Martin Laird,83,66.0,205461.6,311311
97,98,,Brett Stegmaier,78,65.99,180976.3,274249
98,99,,Kyle Stanley,104,65.97,294634.1,446587
99,100,,Boo Weekley,75,65.96,187773.6,284661
100,101,,Brandt Snedeker,53,65.92,118159.7,179260
101,102,,Brian Harman,104,65.88,255188.3,387371
102,T103,,Jim Herman,77,65.87,201595.5,306064
103,T103,,David Lingmerth,79,65.87,200050.7,303722
104,105,,Russell Knox,75,65.85,166064.7,252177
105,T106,,Ryo Ishikawa,56,65.8,128978.6,196026
106,T106,,Troy Merritt,82,65.8,204529.5,310849
107,T108,,Brett Drewitt,57,65.78,131383.2,199727
108,T108,,Fabián Gómez,61,65.78,156504.7,237915
109,110,,Matt Kuchar,95,65.75,225515.2,343000
110,111,,Paul Casey,94,65.72,209642.2,319015
111,T112,,Mark Anderson,54,65.66,127295.9,193884
112,T112,,Richy Werenski,81,65.66,185919.5,283135
113,T114,,Jonas Blixt,74,65.65,180973.8,275671
114,T114,,James Hahn,96,65.65,247003.8,376224
115,116,,Francesco Molinari,75,65.64,176428.5,268766
116,T117,,Blayne Barber,77,65.63,201719.2,307369
117,T117,,Sam Saunders,76,65.63,186347.7,283928
118,T119,,Michael Kim,94,65.61,258492.5,393970
119,T119,,Danny Lee,93,65.61,233206.3,355432
120,121,,Emiliano Grillo,90,65.6,197535.8,301100
121,122,,Adam Hadwin,98,65.59,228037.8,347695
122,T123,,Ben Martin,86,65.55,213395.1,325552
123,T123,,William McGirt,89,65.55,212242.7,323795
124,125,,Rod Pampling,71,65.53,202904.7,309627
125,T126,,Whee Kim,74,65.51,180001.4,274765
126,T126,,Kelly Kraft,75,65.51,201068.0,306904
127,128,,Jonathan Randolph,68,65.47,143584.6,219312
128,129,,Patton Kizzire,84,65.42,220632.3,337256
129,130,,Daniel Summerhays,100,65.41,240569.9,367778
130,131,,Derek Fathauer,81,65.38,195292.9,298722
131,T132,,Rafa Cabrera Bello,63,65.36,130623.2,199843
132,T132,,Brad Fritsch,56,65.36,126235.7,193143
133,134,,Geoff Ogilvy,80,65.34,205018.1,313791
134,135,,Bill Haas,92,65.28,210736.6,322842
135,136,,Vaughn Taylor,90,65.25,232407.4,356156
136,137,,Aaron Baddeley,61,65.23,133459.8,204587
137,138,,Chris Kirk,89,65.22,210178.2,322267
138,139,,Pat Perez,93,65.2,218622.1,335319
139,140,,C.T. Pan,88,65.18,226600.3,347632
140,141,,Scott Brown,95,65.14,241673.1,371027
141,142,,Kevin Kisner,105,65.1,228256.0,350643
142,143,,Zach Johnson,81,65.09,197717.5,303751
143,144,,Peter Malnati,91,65.05,222642.9,342253
144,145,,Nicholas Lindheim,58,65.01,131650.3,202508
145,146,,Johnson Wagner,71,65.0,172333.3,265133
146,147,,Ryan Blaum,100,64.93,248621.4,382910
147,148,,Kyle Reifers,96,64.9,222430.5,342705
148,149,,Ernie Els,52,64.88,100972.3,155621
149,150,,Webb Simpson,102,64.86,245897.1,379120
150,151,,Chris Stroud,67,64.79,150142.5,231721
151,152,,Alex Cejka,85,64.78,187445.6,289358
152,153,,Tyrone Van Aswegen,105,64.74,243994.8,376871
153,154,,Chez Reavie,98,64.73,238883.4,369025
154,155,,Michael Thompson,60,64.72,132960.4,205437
155,156,,Steven Bowditch,59,64.7,134988.2,208636
156,157,,Steve Wheatcroft,51,64.66,119199.4,184341
157,158,,Roberto Castro,70,64.57,154903.1,239913
158,T159,,Ricky Barnes,100,64.52,230971.7,357977
159,T159,,Chad Campbell,97,64.52,258391.5,400494
160,161,,Camilo Villegas,76,64.47,189221.9,293515
161,162,,Greg Chalmers,75,64.46,202120.5,313548
162,163,,Mark Hubbard,81,64.45,186028.4,288619
163,164,,Kevin Na,86,64.43,189094.6,293485
164,165,,Ryan Moore,82,64.42,196442.6,304960
165,166,,Brian Gay,82,64.34,213151.2,331295
166,167,,K.J. Choi,72,64.33,163281.5,253834
167,168,,Carl Pettersson,63,64.16,154726.3,241142
168,169,,Ian Poulter,72,64.1,164998.9,257413
169,170,,Spencer Levin,89,64.06,201779.8,314972
170,171,,Billy Hurley III,80,64.05,207384.6,323781
171,172,,John Huh,92,63.99,229197.4,358187
172,173,,David Hearn,93,63.98,213180.8,333204
173,174,,Steven Alker,69,63.97,151544.6,236918
174,175,,Chad Collins,66,63.88,160026.9,250510
175,176,,Tim Wilkinson,64,63.86,138024.1,216132
176,177,,Cameron Tringale,89,63.8,195082.7,305795
177,178,,Ken Duke,77,63.75,177709.0,278769
178,179,,Jason Bohn,75,63.69,185148.1,290709
179,180,,Ben Crane,86,63.41,205032.1,323327
180,181,,Zac Blair,105,63.31,240492.8,379875
181,182,,D.A. Points,68,63.29,171691.6,271266
182,183,,Ryan Armour,63,63.28,145501.4,229935
183,184,,Graeme McDowell,56,63.26,139755.8,220917
184,185,,Luke Donald,50,63.25,127986.0,202342
185,186,,Brian Stuard,93,63.15,197567.8,312835
186,187,,Bryce Molder,74,63.13,186247.1,295007
187,188,,Wesley Bryan,95,62.94,223212.6,354645
188,189,,Søren Kjeldsen,58,62.61,97940.7,156436
189,190,,Jim Furyk,54,62.05,114158.5,183980
