,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
39,T39,,Matt Jones,64,18.75,21.0,112,-0.43
40,41,,Rick Lamb,54,18.0,18.0,100,-0.22
41,42,,Martin Flores,88,17.28,28.0,162,-0.21
42,T43,,Sergio Garcia,65,16.67,14.0,84,-0.36
43,T43,,Jimmy Walker,68,16.67,17.0,102,-0.35
44,T43,,Nick Watney,75,16.67,23.0,138,-0.30
45,46,,Daniel Berger,91,16.18,22.0,136,-0.45
46,47,,Stewart Cink,93,16.09,28.0,174,-0.61
47,48,,Sebastián Muñoz,51,15.96,15.0,94,-0.13
48,49,,Russell Henley,99,15.88,27.0,170,-0.19
49,50,,Matt Every,76,15.71,22.0,140,-0.41
50,51,,Mackenzie Hughes,106,15.69,32.0,204,-0.28
51,52,,Patrick Cantlay,52,15.63,15.0,96,-0.20
52,53,,Robert Streb,98,15.34,27.0,176,-0.37
53,54,,Sean O'Hair,84,15.28,22.0,144,-0.50
54,T55,,Paul Casey,94,15.0,21.0,140,-0.38
55,T55,,Seamus Power,86,15.0,24.0,160,-0.33
56,57,,Lucas Glover,93,14.77,26.0,176,-0.42
57,T58,,Cody Gribble,79,14.29,22.0,154,-0.32
58,T58,,Kyle Stanley,104,14.29,28.0,196,-0.36
59,60,,Bryson DeChambeau,91,14.12,24.0,170,-0.25
60,61,,Keegan Bradley,104,13.83,26.0,188,E
61,62,,Seung-Yul Noh,91,13.79,24.0,174,-0.33
62,63,,Scott Stallings,81,13.64,21.0,154,-0.14
63,T64,,Charley Hoffman,112,13.54,26.0,192,-0.23
64,T64,,Louis Oosthuizen,69,13.54,13.0,96,-0.23
65,66,,J.T. Poston,95,13.53,23.0,170,-0.04
66,67,,Phil Mickelson,85,13.51,20.0,148,-0.35
67,68,,Billy Horschel,88,13.41,22.0,164,-0.18
68,69,,Sung Kang,104,13.3,25.0,188,-0.28
69,70,,Charl Schwartzel,63,13.04,12.0,92,-0.08
70,71,,Scott Piercy,70,12.73,14.0,110,-0.43
71,72,,Shawn Stefani,72,12.5,17.0,136,-0.29
72,73,,Sam Saunders,76,12.14,17.0,140,-0.06
73,74,,Jason Dufner,89,11.81,17.0,144,-0.12
74,75,,Brian Campbell,55,11.76,12.0,102,-0.17
75,76,,Martin Laird,83,11.69,18.0,154,-0.28
76,T77,,Anirban Lahiri,72,11.36,15.0,132,-0.20
77,T77,,Kevin Streelman,90,11.36,20.0,176,-0.25
78,79,,Patrick Reed,107,11.31,19.0,168,-0.37
79,80,,Jim Herman,77,11.27,16.0,142,-0.19
80,81,,Cameron Smith,86,11.25,18.0,160,-0.11
81,82,,Charles Howell III,86,11.18,17.0,152,-0.59
82,83,,Shane Lowry,52,10.81,8.0,74,-0.25
83,84,,Dominic Bozzelli,69,10.77,14.0,130,-0.29
84,T85,,Gonzalo Fernandez-Castaño,63,10.71,12.0,112,-0.17
85,T85,,Nicholas Lindheim,58,10.71,12.0,112,E
86,87,,Emiliano Grillo,90,10.56,15.0,142,-0.07
87,88,,Si Woo Kim,80,10.17,12.0,118,-0.08
88,89,,Adam Hadwin,98,10.12,17.0,168,-0.06
89,90,,Cameron Percy,71,10.0,13.0,130,-0.08
90,91,,Jordan Spieth,85,9.85,13.0,132,-0.15
91,92,,Byeong Hun An,77,9.82,11.0,112,-0.36
92,93,,James Hahn,96,9.52,16.0,168,-0.19
93,94,,Rod Pampling,71,9.42,13.0,138,-0.23
94,T95,,Bud Cauley,92,9.3,16.0,172,+0.06
95,T95,,Branden Grace,70,9.3,8.0,86,-0.63
96,97,,Patton Kizzire,84,9.21,14.0,152,-0.14
97,98,,Nick Taylor,97,8.95,17.0,190,-0.18
98,99,,Julián Etulain,68,8.73,11.0,126,+0.09
99,100,,Tim Wilkinson,64,8.62,10.0,116,-0.50
100,101,,Morgan Hoffmann,92,8.52,15.0,176,-0.33
101,102,,Ryan Moore,82,8.46,11.0,130,-0.36
102,T103,,Kelly Kraft,75,8.45,12.0,142,-0.17
103,T103,,Hunter Mahan,73,8.45,12.0,142,-0.58
104,T105,,Brian Harman,104,8.33,15.0,180,-0.47
105,T105,,Camilo Villegas,76,8.33,12.0,144,-0.25
106,107,,Danny Lee,93,8.24,14.0,170,-0.14
107,108,,J.J. Henry,92,8.14,14.0,172,-0.43
108,109,,Whee Kim,74,8.09,11.0,136,-0.27
109,110,,Pat Perez,93,7.69,12.0,156,-0.58
110,111,,Francesco Molinari,75,7.5,9.0,120,-0.11
111,T112,,Aaron Baddeley,61,7.14,7.0,98,-0.29
112,T112,,Rafa Cabrera Bello,63,7.14,6.0,84,+0.33
113,T112,,Michael Thompson,60,7.14,8.0,112,+0.13
114,115,,Rory Sabbatini,71,6.92,9.0,130,-0.22
115,116,,Webb Simpson,102,6.74,12.0,178,-0.25
116,117,,Ryo Ishikawa,56,6.73,7.0,104,-0.14
117,118,,Chris Kirk,89,6.63,11.0,166,+0.09
118,119,,C.T. Pan,88,6.55,11.0,168,-0.36
119,120,,Retief Goosen,52,6.52,6.0,92,-0.17
120,121,,Steven Bowditch,59,6.36,7.0,110,-0.43
121,122,,Bill Haas,92,6.34,9.0,142,-0.44
122,123,,Ben Martin,86,6.33,10.0,158,-0.10
123,124,,Russell Knox,75,6.25,7.0,112,-0.29
124,125,,Michael Kim,94,6.11,11.0,180,E
125,126,,Brandt Snedeker,53,5.95,5.0,84,-0.40
126,T127,,Jonathan Randolph,68,5.93,7.0,118,-0.29
127,T127,,Chris Stroud,67,5.93,7.0,118,-0.43
128,129,,Chad Campbell,97,5.91,11.0,186,-0.27
129,130,,Brad Fritsch,56,5.77,6.0,104,E
130,131,,Ricky Barnes,100,5.68,10.0,176,+0.10
131,132,,Brett Drewitt,57,5.66,6.0,106,E
132,133,,J.J. Spaun,92,5.23,9.0,172,-0.56
133,134,,Daniel Summerhays,100,4.88,8.0,164,-0.25
134,135,,Mark Anderson,54,4.81,5.0,104,+0.40
135,136,,Johnson Wagner,71,4.76,6.0,126,+0.17
136,137,,Troy Merritt,82,4.73,7.0,148,-0.29
137,138,,Kevin Kisner,105,4.49,7.0,156,-0.86
138,T139,,Zach Johnson,81,4.48,6.0,134,-0.33
139,T139,,David Lingmerth,79,4.48,6.0,134,-1.00
140,141,,Scott Brown,95,4.4,8.0,182,-0.13
141,142,,Miguel Angel Carballo,63,4.39,5.0,114,-0.40
142,143,,Tom Hoge,54,4.35,4.0,92,-0.25
143,144,,Tyrone Van Aswegen,105,4.3,8.0,186,+0.13
144,T145,,John Huh,92,4.17,7.0,168,-0.43
145,T145,,Geoff Ogilvy,80,4.17,6.0,144,E
146,T145,,Kyle Reifers,96,4.17,7.0,168,-0.57
147,T148,,William McGirt,89,4.11,6.0,146,-0.17
148,T148,,Boo Weekley,75,4.11,6.0,146,-0.17
149,150,,K.J. Choi,72,4.03,5.0,124,-0.40
150,151,,Matt Kuchar,95,3.95,6.0,152,-0.50
151,152,,Cameron Tringale,89,3.8,6.0,158,-0.17
152,153,,Jonas Blixt,74,3.57,5.0,140,-0.40
153,154,,Brett Stegmaier,78,3.47,5.0,144,E
154,155,,Ryan Armour,63,3.39,4.0,118,-0.25
155,156,,Billy Hurley III,80,3.38,5.0,148,E
156,157,,Ben Crane,86,3.16,5.0,158,+0.20
157,158,,Kevin Na,86,3.13,4.0,128,E
158,159,,David Hearn,93,3.09,5.0,162,-0.60
159,160,,Chez Reavie,98,2.87,5.0,174,E
160,T161,,Blayne Barber,77,2.82,4.0,142,-0.50
161,T161,,Derek Fathauer,81,2.82,4.0,142,-0.50
162,163,,Ernie Els,52,2.78,2.0,72,-0.50
163,164,,Richy Werenski,81,2.7,4.0,148,E
164,165,,Chad Collins,66,2.42,3.0,124,-0.33
165,T166,,Steven Alker,69,2.38,3.0,126,-0.33
166,T166,,Vaughn Taylor,90,2.38,4.0,168,-0.25
167,168,,Wesley Bryan,95,2.3,4.0,174,E
168,169,,D.A. Points,68,2.21,3.0,136,-0.67
169,170,,Mark Hubbard,81,2.14,3.0,140,-0.67
170,171,,Ryan Blaum,100,2.08,4.0,192,-0.75
171,172,,Bryce Molder,74,2.03,3.0,148,-0.67
172,173,,Brian Gay,82,1.92,3.0,156,-0.33
173,174,,Spencer Levin,89,1.85,3.0,162,E
174,175,,Roberto Castro,70,1.72,2.0,116,-0.50
175,T176,,Fabián Gómez,61,1.69,2.0,118,-1.00
176,T176,,Carl Pettersson,63,1.69,2.0,118,-0.50
177,178,,Zac Blair,105,1.58,3.0,190,+0.33
178,T179,,Greg Chalmers,75,1.41,2.0,142,E
179,T179,,Ken Duke,77,1.41,2.0,142,E
180,181,,Peter Malnati,91,1.23,2.0,162,-1.50
181,182,,Jim Furyk,54,1.11,1.0,90,E
182,183,,Ian Poulter,72,0.83,1.0,120,E
183,184,,Jason Bohn,75,0.7,1.0,142,-2.00
184,185,,Alex Cejka,85,0.68,1.0,146,E
185,T186,,Luke Donald,50,0.0,,96,E
186,T186,,Søren Kjeldsen,58,0.0,,74,E
187,T186,,Graeme McDowell,56,0.0,,108,E
188,T186,,Brian Stuard,93,0.0,,154,E
189,T186,,Steve Wheatcroft,51,0.0,,94,E
