,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,,Jim Furyk,54,56.67,51,90,-0.29
1,2,,Søren Kjeldsen,58,45.95,34,74,E
2,3,,Zac Blair,105,45.26,86,190,-0.17
3,4,,Ken Duke,77,45.07,64,142,-0.17
4,5,,Tim Wilkinson,64,44.83,52,116,-0.08
5,6,,Bryce Molder,74,43.92,65,148,-0.15
6,7,,Steven Alker,69,42.06,53,126,-0.23
7,8,,Ryan Armour,63,40.68,48,118,+0.04
8,9,,Ben Crane,86,39.24,62,158,+0.02
9,10,,Brian Stuard,93,38.96,60,154,-0.10
10,11,,Ernie Els,52,38.89,28,72,+0.07
11,12,,Jason Bohn,75,38.73,55,142,-0.09
12,13,,Luke Donald,50,38.54,37,96,-0.05
13,14,,K.J. Choi,72,37.9,47,124,-0.13
14,15,,Wesley Bryan,95,37.36,65,174,-0.26
15,16,,Brian Gay,82,37.18,58,156,-0.07
16,17,,Chad Collins,66,37.1,46,124,-0.15
17,T18,,Spencer Levin,89,37.04,60,162,-0.17
18,T18,,Graeme McDowell,56,37.04,40,108,-0.13
19,20,,Fabián Gómez,61,36.44,43,118,-0.12
20,21,,Alex Cejka,85,36.3,53,146,-0.13
21,22,,Roberto Castro,70,36.21,42,116,+0.02
22,23,,Brandt Snedeker,53,35.71,30,84,-0.20
23,24,,Peter Malnati,91,35.19,57,162,-0.04
24,25,,Ian Poulter,72,35.0,42,120,-0.07
25,26,,Carl Pettersson,63,34.75,41,118,E
26,27,,Vaughn Taylor,90,34.52,58,168,-0.21
27,28,,Matt Kuchar,95,34.21,52,152,-0.12
28,29,,Billy Hurley III,80,32.43,48,148,-0.27
29,30,,William McGirt,89,32.19,47,146,-0.02
30,31,,Chad Campbell,97,31.72,59,186,-0.19
31,32,,Greg Chalmers,75,31.69,45,142,-0.27
32,33,,Ryan Blaum,100,31.25,60,192,-0.03
33,34,,Chez Reavie,98,31.03,54,174,-0.07
34,35,,D.A. Points,68,30.88,42,136,-0.12
35,T36,,Zach Johnson,81,30.6,41,134,+0.12
36,T36,,David Lingmerth,79,30.6,41,134,E
37,38,,Cameron Tringale,89,30.38,48,158,E
38,39,,C.T. Pan,88,30.36,51,168,-0.16
39,40,,David Hearn,93,30.25,49,162,-0.22
40,41,,Ricky Barnes,100,30.11,53,176,+0.04
41,42,,Geoff Ogilvy,80,29.86,43,144,+0.02
42,43,,Johnson Wagner,71,29.37,37,126,-0.08
43,44,,Jonas Blixt,74,29.29,41,140,-0.15
44,45,,Brett Drewitt,57,29.25,31,106,-0.03
45,T46,,John Huh,92,29.17,49,168,+0.02
46,T46,,Kyle Reifers,96,29.17,49,168,-0.14
47,T46,,Camilo Villegas,76,29.17,42,144,-0.07
48,49,,Michael Thompson,60,28.57,32,112,+0.09
49,50,,Brad Fritsch,56,27.88,29,104,-0.21
50,51,,Webb Simpson,102,26.97,48,178,-0.06
51,52,,Rory Sabbatini,71,26.15,34,130,-0.24
52,53,,Mark Hubbard,81,25.71,36,140,-0.19
53,54,,Branden Grace,70,25.58,22,86,-0.18
54,55,,Boo Weekley,75,25.34,37,146,-0.05
55,56,,Nick Taylor,97,25.26,48,190,-0.19
56,T57,,Mark Anderson,54,25.0,26,104,+0.12
57,T57,,Rafa Cabrera Bello,63,25.0,21,84,+0.10
58,T57,,Brian Harman,104,25.0,45,180,E
59,T57,,Kevin Na,86,25.0,32,128,-0.13
60,61,,Derek Fathauer,81,24.65,35,142,-0.03
61,62,,Jonathan Randolph,68,24.58,29,118,-0.10
62,63,,Steve Wheatcroft,51,24.47,23,94,-0.30
63,64,,Whee Kim,74,24.26,33,136,+0.12
64,T65,,Gonzalo Fernandez-Castaño,63,24.11,27,112,-0.04
65,T65,,Nicholas Lindheim,58,24.11,27,112,E
66,67,,Chris Kirk,89,24.1,40,166,-0.20
67,68,,Ryo Ishikawa,56,24.04,25,104,-0.04
68,69,,Adam Hadwin,98,23.81,40,168,+0.03
69,T70,,Danny Lee,93,23.53,40,170,+0.10
70,T70,,Shawn Stefani,72,23.53,32,136,E
71,72,,Daniel Summerhays,100,23.17,38,164,-0.11
72,73,,Tyrone Van Aswegen,105,23.12,43,186,-0.05
73,74,,Kevin Kisner,105,23.08,36,156,-0.06
74,75,,Mackenzie Hughes,106,22.55,46,204,+0.07
75,76,,Jim Herman,77,22.54,32,142,-0.06
76,77,,Scott Brown,95,22.53,41,182,-0.05
77,78,,Rod Pampling,71,22.46,31,138,+0.19
78,79,,Pat Perez,93,22.44,35,156,-0.20
79,80,,Ryan Moore,82,22.31,29,130,-0.14
80,81,,Kelly Kraft,75,21.83,31,142,+0.03
81,82,,Michael Kim,94,21.67,39,180,-0.10
82,T83,,Aaron Baddeley,61,21.43,21,98,+0.14
83,T83,,Sam Saunders,76,21.43,30,140,-0.27
84,85,,Chris Stroud,67,21.19,25,118,-0.16
85,86,,Brett Stegmaier,78,20.83,30,144,+0.07
86,87,,Cameron Percy,71,20.77,27,130,+0.11
87,88,,Tom Hoge,54,20.65,19,92,-0.16
88,89,,Morgan Hoffmann,92,20.45,36,176,-0.08
89,90,,Kyle Stanley,104,20.41,40,196,-0.10
90,91,,Cameron Smith,86,20.0,32,160,-0.22
91,92,,J.T. Poston,95,19.41,33,170,-0.09
92,93,,J.J. Spaun,92,19.19,33,172,+0.09
93,94,,Francesco Molinari,75,19.17,23,120,E
94,95,,Julián Etulain,68,19.05,24,126,+0.13
95,96,,Stewart Cink,93,18.97,33,174,E
96,97,,Kevin Streelman,90,18.75,33,176,+0.06
97,98,,Si Woo Kim,80,18.64,22,118,+0.18
98,99,,Blayne Barber,77,18.31,26,142,-0.08
99,T100,,Russell Henley,99,18.24,31,170,E
100,T100,,Marc Leishman,94,18.24,27,148,E
101,T102,,Steven Bowditch,59,18.18,20,110,E
