,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
0,T1,,Patrick Cantlay,52,1.504,54.145,36,1.5190000000000001,1.485
1,T1,,C.T. Pan,88,1.504,97.749,65,1.52,1.469
2,T1,,Richy Werenski,81,1.504,81.221,54,1.5190000000000001,1.466
3,4,,Jimmy Walker,68,1.5030000000000001,58.626000000000005,39,1.5190000000000001,1.46
4,T5,,Blayne Barber,77,1.5019999999999998,96.14399999999999,64,1.517,1.4609999999999999
5,T5,,Derek Fathauer,81,1.5019999999999998,76.598,51,1.524,1.423
6,T5,,Jason Kokrak,95,1.5019999999999998,103.666,69,1.518,1.4480000000000002
7,T8,,Robert Garrigus,78,1.501,82.56299999999999,55,1.517,1.454
8,T8,,Scott Piercy,70,1.501,66.04,44,1.524,1.4509999999999998
9,T8,,Brian Stuard,93,1.501,96.09,64,1.5230000000000001,1.462
10,T8,,Justin Thomas,86,1.501,75.044,50,1.5230000000000001,1.47
11,T12,,Luke List,102,1.5,103.476,69,1.52,1.431
12,T12,,Rory McIlroy,51,1.5,42.011,28,1.518,1.429
13,T12,,Carl Pettersson,63,1.5,58.519,39,1.52,1.433
14,T12,,Kyle Reifers,96,1.5,102.012,68,1.5219999999999998,1.422
15,T12,,Vaughn Taylor,90,1.5,109.529,73,1.5190000000000001,1.4069999999999998
16,T12,,Camilo Villegas,76,1.5,76.488,51,1.5219999999999998,1.4269999999999998
17,T18,,Jon Rahm,90,1.499,79.443,53,1.518,1.4509999999999998
18,T18,,Adam Scott,58,1.499,44.971000000000004,30,1.518,1.462
19,T18,,Nick Taylor,97,1.499,110.913,74,1.5190000000000001,1.454
20,T21,,Paul Casey,94,1.4980000000000002,76.39399999999999,51,1.517,1.42
21,T21,,Charles Howell III,86,1.4980000000000002,88.37799999999999,59,1.5190000000000001,1.4480000000000002
22,T21,,Anirban Lahiri,72,1.4980000000000002,67.416,45,1.517,1.439
23,T21,,Ryan Moore,82,1.4980000000000002,89.87899999999999,60,1.518,1.455
24,T21,,Tag Ridings,67,1.4980000000000002,62.915,42,1.5319999999999998,1.446
25,T26,,Jason Dufner,89,1.4969999999999999,95.829,64,1.521,1.456
26,T26,,Rickie Fowler,78,1.4969999999999999,79.332,53,1.515,1.456
27,T26,,Morgan Hoffmann,92,1.4969999999999999,113.73700000000001,76,1.5219999999999998,1.4280000000000002
28,T26,,Louis Oosthuizen,69,1.4969999999999999,53.886,36,1.515,1.463
29,T26,,Cameron Percy,71,1.4969999999999999,76.33800000000001,51,1.527,1.443
30,T26,,Brett Stegmaier,78,1.4969999999999999,79.34100000000001,53,1.5190000000000001,1.453
31,T32,,Harris English,84,1.496,91.273,61,1.521,1.456
32,T32,,Branden Grace,70,1.496,50.873000000000005,34,1.5190000000000001,1.4140000000000001
33,T32,,Nicholas Lindheim,58,1.496,58.348,39,1.521,1.442
34,T32,,Seamus Power,86,1.496,71.812,48,1.516,1.4669999999999999
35,T32,,Jordan Spieth,85,1.496,86.757,58,1.517,1.47
36,T32,,Scott Stallings,81,1.496,83.8,56,1.518,1.45
37,T38,,Bud Cauley,92,1.495,101.641,68,1.5190000000000001,1.449
38,T38,,Alex Cejka,85,1.495,79.215,53,1.517,1.43
39,T38,,Andres Gonzales,73,1.495,74.74,50,1.5390000000000001,1.449
40,T38,,Chris Kirk,89,1.495,97.163,65,1.518,1.456
41,T38,,Trey Mullinax,88,1.495,92.698,62,1.521,1.46
42,T43,,Aaron Baddeley,61,1.494,65.732,44,1.5190000000000001,1.44
43,T43,,Ken Duke,77,1.494,67.222,45,1.52,1.42
44,T43,,Brian Harman,104,1.494,98.57799999999999,66,1.5190000000000001,1.433
45,T43,,Grayson Murray,94,1.494,95.605,64,1.5190000000000001,1.4509999999999998
46,T43,,Ian Poulter,72,1.494,74.715,50,1.5190000000000001,1.449
47,T43,,Tyrone Van Aswegen,105,1.494,91.152,61,1.516,1.456
48,T49,,Jason Bohn,75,1.493,88.075,59,1.516,1.46
49,T49,,Ben Crane,86,1.493,97.06,65,1.518,1.431
50,T49,,Russell Henley,99,1.493,108.955,73,1.526,1.442
51,T49,,Patton Kizzire,84,1.493,104.514,70,1.5190000000000001,1.455
52,T49,,Kelly Kraft,75,1.493,85.11399999999999,57,1.516,1.442
53,T49,,David Lingmerth,79,1.493,89.552,60,1.52,1.455
54,T49,,Jamie Lovemark,98,1.493,85.084,57,1.518,1.435
55,T49,,Shane Lowry,52,1.493,31.351999999999997,21,1.514,1.465
56,T49,,Sean O'Hair,84,1.493,82.13799999999999,55,1.5190000000000001,1.405
57,T49,,Ryan Palmer,61,1.493,64.203,43,1.517,1.421
58,T59,,Byeong Hun An,77,1.492,71.625,48,1.5190000000000001,1.45
59,T59,,Keegan Bradley,104,1.492,107.41799999999999,72,1.514,1.42
60,T59,,Smylie Kaufman,76,1.492,86.516,58,1.517,1.413
61,T59,,Matt Kuchar,95,1.492,95.495,64,1.514,1.421
62,T59,,Phil Mickelson,85,1.492,85.05,57,1.52,1.401
63,T59,,Rory Sabbatini,71,1.492,70.11399999999999,47,1.518,1.44
64,T59,,Kyle Stanley,104,1.492,123.86399999999999,83,1.5219999999999998,1.44
65,T66,,Chad Collins,66,1.4909999999999999,70.079,47,1.5190000000000001,1.431
66,T66,,Martin Laird,83,1.4909999999999999,77.554,52,1.521,1.433
67,T66,,Tim Wilkinson,64,1.4909999999999999,64.093,43,1.518,1.4269999999999998
68,T69,,Jonas Blixt,74,1.49,78.99600000000001,53,1.518,1.4
69,T69,,Wesley Bryan,95,1.49,86.40700000000001,58,1.515,1.4480000000000002
70,T69,,Rafa Cabrera Bello,63,1.49,52.148999999999994,35,1.518,1.462
71,T69,,Stewart Cink,93,1.49,104.29799999999999,70,1.518,1.415
72,T69,,J.J. Henry,92,1.49,102.789,69,1.521,1.399
73,T69,,Zach Johnson,81,1.49,83.449,56,1.5130000000000001,1.446
74,T69,,Matt Jones,64,1.49,68.527,46,1.515,1.4409999999999998
75,T76,,Dominic Bozzelli,69,1.489,74.45,50,1.518,1.446
76,T76,,Robert Streb,98,1.489,105.706,71,1.52,1.444
77,T76,,Nick Watney,75,1.489,84.855,57,1.518,1.426
78,T79,,Ryan Blaum,100,1.4880000000000002,107.118,72,1.518,1.436
79,T79,,Sung Kang,104,1.4880000000000002,93.73299999999999,63,1.5190000000000001,1.422
80,T79,,Seung-Yul Noh,91,1.4880000000000002,105.634,71,1.516,1.433
81,T79,,D.A. Points,68,1.4880000000000002,77.392,52,1.5190000000000001,1.403
82,T79,,Brendan Steele,89,1.4880000000000002,87.805,59,1.5219999999999998,1.4269999999999998
83,T79,,Jhonattan Vegas,95,1.4880000000000002,72.895,49,1.518,1.37
84,T85,,Zac Blair,105,1.4869999999999999,113.01899999999999,76,1.518,1.4280000000000002
85,T85,,John Huh,92,1.4869999999999999,108.54299999999999,73,1.518,1.4040000000000001
86,T85,,Michael Kim,94,1.4869999999999999,111.522,75,1.517,1.431
87,T85,,Troy Merritt,82,1.4869999999999999,98.15899999999999,66,1.515,1.4469999999999998
88,T89,,Mark Anderson,54,1.486,62.403999999999996,42,1.517,1.415
89,T89,,Chad Campbell,97,1.486,106.999,72,1.517,1.411
90,T89,,Dustin Johnson,77,1.486,65.37899999999999,44,1.517,1.415
91,T89,,Danny Lee,93,1.486,92.10700000000001,62,1.517,1.442
92,T89,,Ben Martin,86,1.486,98.057,66,1.516,1.4140000000000001
93,T89,,William McGirt,89,1.486,96.581,65,1.518,1.358
94,T95,,Steven Bowditch,59,1.485,63.858999999999995,43,1.516,1.43
95,T95,,Miguel Angel Carballo,63,1.485,56.43899999999999,38,1.5219999999999998,1.439
