,Driving_Pct._240-260_Measured_RANK THIS WEEK,Driving_Pct._240-260_Measured_RANK LAST WEEK,Driving_Pct._240-260_Measured_PLAYER NAME,Driving_Pct._240-260_Measured_ROUNDS,Driving_Pct._240-260_Measured_%,Driving_Pct._240-260_Measured_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_Measured_TOTAL DRVS - OVERALL,Driving_Pct._240-260_Measured_RELATIVE TO PAR
0,1,,Brian Stuard,93,22.08,34.0,154,-0.12
1,T2,,Jason Bohn,75,17.61,25.0,142,-0.04
2,T2,,Ken Duke,77,17.61,25.0,142,+0.12
3,4,,Billy Hurley III,80,17.57,26.0,148,+0.23
4,5,,Zac Blair,105,16.32,31.0,190,-0.06
5,6,,Søren Kjeldsen,58,16.22,12.0,74,+0.33
6,7,,Greg Chalmers,75,16.2,23.0,142,E
7,8,,Jim Furyk,54,15.56,14.0,90,+0.14
8,9,,Mark Hubbard,81,15.0,21.0,140,+0.10
9,10,,Spencer Levin,89,14.2,23.0,162,-0.13
10,11,,D.A. Points,68,13.97,19.0,136,+0.21
11,12,,Cameron Tringale,89,13.92,22.0,158,-0.05
12,13,,Carl Pettersson,63,13.56,16.0,118,+0.13
13,14,,Brian Gay,82,13.46,21.0,156,+0.14
14,15,,Nicholas Lindheim,58,13.39,15.0,112,E
15,16,,Brandt Snedeker,53,13.1,11.0,84,+0.27
16,17,,Tim Wilkinson,64,12.93,15.0,116,E
17,18,,Bryce Molder,74,12.84,19.0,148,+0.26
18,19,,Steve Wheatcroft,51,12.77,12.0,94,+0.25
19,20,,Steven Alker,69,12.7,16.0,126,+0.13
20,21,,Ben Crane,86,12.66,20.0,158,+0.15
21,22,,David Hearn,93,12.35,20.0,162,-0.20
22,23,,Graeme McDowell,56,12.04,13.0,108,+0.08
23,24,,Jonathan Randolph,68,11.86,14.0,118,+0.14
24,25,,Daniel Summerhays,100,11.59,19.0,164,+0.32
25,26,,Michael Thompson,60,10.71,12.0,112,E
26,27,,Ryo Ishikawa,56,10.58,11.0,104,+0.18
27,28,,K.J. Choi,72,10.48,13.0,124,E
28,29,,Luke Donald,50,10.42,10.0,96,+0.10
29,30,,Roberto Castro,70,10.34,12.0,116,E
30,31,,Ryan Armour,63,10.17,12.0,118,-0.08
31,32,,Tom Hoge,54,9.78,9.0,92,+0.22
32,33,,Peter Malnati,91,9.26,15.0,162,+0.07
