,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
141,T138,,Fabián Gómez,61,6.1,281.8,46,7.4,3.0
142,T138,,Emiliano Grillo,90,6.1,358.6,59,7.3,2.3
143,T138,,Brian Harman,104,6.1,392.3,64,7.4,3.7
144,T138,,Russell Henley,99,6.1,434.9,71,7.4,4.2
145,T138,,John Huh,92,6.1,445.4,73,7.9,2.4
146,T138,,Chris Kirk,89,6.1,391.9,64,7.3,3.4
147,T138,,Søren Kjeldsen,58,6.1,164.4,27,6.8,4.7
148,T138,,D.A. Points,68,6.1,293.1,48,7.1,3.7
149,T138,,J.T. Poston,95,6.1,389.2,64,7.4,2.0
150,T138,,Brandt Snedeker,53,6.1,208.2,34,7.6,1.0
151,T138,,Michael Thompson,60,6.1,243.7,40,7.3,2.3
152,T138,,Cameron Tringale,89,6.1,349.0,57,7.6,1.6
153,T138,,Steve Wheatcroft,51,6.1,178.2,29,7.0,4.1
154,T155,,Aaron Baddeley,61,6.0,253.6,42,7.6,3.3
155,T155,,Jason Dufner,89,6.0,386.7,64,7.5,4.2
156,T155,,Lucas Glover,93,6.0,384.7,64,7.3,2.0
157,T155,,Charles Howell III,86,6.0,342.5,57,6.8,4.0
158,T155,,Russell Knox,75,6.0,274.1,46,7.1,3.1
159,T155,,Kelly Kraft,75,6.0,335.3,56,7.2,1.7
160,T155,,Graeme McDowell,56,6.0,223.5,37,7.4,2.0
161,T155,,Bryce Molder,74,6.0,358.7,60,7.5,2.2
162,T155,,Cameron Percy,71,6.0,288.7,48,7.2,0.6
163,T155,,Seamus Power,86,6.0,275.8,46,7.8,1.9
164,T155,,Jonathan Randolph,68,6.0,256.3,43,7.4,4.6
165,T155,,Robert Streb,98,6.0,413.9,69,7.4,2.4
166,T155,,Boo Weekley,75,6.0,305.7,51,7.1,3.8
167,T155,,Tim Wilkinson,64,6.0,259.9,43,7.3,3.2
168,T169,,Jason Bohn,75,5.9,333.7,57,7.0,2.7
169,T169,,Wesley Bryan,95,5.9,334.9,57,7.4,2.7
170,T169,,Rafa Cabrera Bello,63,5.9,205.8,35,7.1,2.3
171,T169,,K.J. Choi,72,5.9,315.2,53,7.1,3.6
172,T169,,Brett Drewitt,57,5.9,200.7,34,7.3,2.7
173,T169,,Branden Grace,70,5.9,199.3,34,7.4,3.0
174,T169,,Spencer Levin,89,5.9,357.9,61,7.2,0.7
175,T169,,Ben Martin,86,5.9,382.8,65,7.2,3.3
176,T169,,Rory McIlroy,51,5.9,159.8,27,7.4,1.7
177,T169,,Ryan Moore,82,5.9,355.3,60,7.0,3.0
178,T169,,Ian Poulter,72,5.9,290.9,49,6.8,1.1
179,T169,,Kevin Tway,96,5.9,313.0,53,7.5,1.8
180,T169,,Camilo Villegas,76,5.9,302.8,51,7.1,3.5
181,T182,,Steven Bowditch,59,5.8,241.6,42,7.4,1.8
182,T182,,Ken Duke,77,5.8,256.3,44,7.0,3.3
183,T182,,Jim Furyk,54,5.8,215.6,37,6.9,0.9
184,T182,,Carl Pettersson,63,5.8,208.0,36,7.1,3.9
185,186,,Greg Chalmers,75,5.7,352.5,62,6.9,2.5
186,187,,Ricky Barnes,100,5.5,272.7,50,6.9,1.2
187,T188,,Rod Pampling,71,5.4,249.4,46,7.0,2.6
188,T188,,Ollie Schniederjans,92,5.4,314.2,58,7.4,2.6
189,190,,Nicholas Lindheim,58,5.3,196.0,37,7.0,1.6
