,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
0,1,1,Ernie Els,62,"45' 3""",5296.4169999999995,117,-31
1,2,2,Tim Clark,84,"45' 8""",10099.25,221,-17
2,3,3,Tiger Woods,78,"46' 8""",7886.5830000000005,169,-48
3,T4,T4,Sergio Garcia,65,"46' 11""",7738.4169999999995,165,-18
4,T4,T4,Lee Janzen,84,"46' 11""",9984.75,213,-35
5,T4,T4,Tom Lehman,70,"46' 11""",7830.25,167,-50
6,7,7,Duffy Waldorf,79,"47' 2""",9151.917,194,-49
7,T8,T8,Robert Allenby,93,"47' 4""",11398.0,241,-40
8,T8,T8,David Toms,80,"47' 4""",9183.083,194,-37
9,10,10,Jay Haas,84,"47' 5""",9765.083,206,-50
10,11,11,Fred Funk,97,"47' 6""",12781.917,269,-35
11,12,12,Phil Mickelson,83,"47' 7""",8425.583,177,-48
12,13,13,Vijay Singh,112,"47' 11""",14236.417,297,-99
13,14,14,Adam Scott,55,"48' 0""",5519.4169999999995,115,-34
14,T15,T15,Geoff Ogilvy,91,"48' 1""",10282.167,214,-59
15,T15,T15,Nick Price,51,"48' 1""",5481.6669999999995,114,-13
16,17,17,Lucas Glover,95,"48' 4""",13191.333,273,-57
17,T18,T18,Todd Fischer,104,"48' 7""",13176.333,271,-46
18,T18,T18,Andre Stolz,53,"48' 7""",5781.75,119,-8
19,20,20,Jason Bohn,98,"48' 9""",12964.75,266,-59
20,21,21,Kevin Muncrief,50,"48' 10""",5859.4169999999995,120,-27
21,T22,T22,Carlos Franco,99,"48' 11""",13639.333,279,-52
22,T22,T22,Shigeki Maruyama,93,"48' 11""",13015.417,266,-50
23,T22,T22,Kenny Perry,79,"48' 11""",9291.5,190,-45
24,25,25,John Daly,79,"49' 1""",9269.0,189,-48
25,T26,T26,Bart Bryant,73,"49' 3""",9307.75,189,-32
26,T26,T26,Dudley Hart,60,"49' 3""",6597.5,134,-24
27,T28,T28,Harrison Frazar,86,"49' 5""",11069.833,224,-68
28,T28,T28,Tag Ridings,53,"49' 5""",6771.0,137,-27
29,T30,T30,Tommy Armour III,87,"49' 6""",10345.083,209,-31
30,T30,T30,Jerry Kelly,113,"49' 6""",14609.417,295,-45
31,T32,T32,Scott Hend,81,"49' 9""",9845.0,198,-39
32,T32,T32,Neal Lancaster,106,"49' 9""",13783.083,277,-40
33,T32,T32,Jeff Maggert,60,"49' 9""",7713.8330000000005,155,-43
34,T32,T32,Justin Rose,77,"49' 9""",8310.917,167,-21
35,T36,T36,Aaron Baddeley,87,"49' 10""",10272.167,206,-47
36,T36,T36,Joey Sindelar,100,"49' 10""",14704.5,295,-30
37,38,38,Fred Couples,54,"49' 11""",6589.5,132,-43
38,39,39,Bernhard Langer,59,"50' 1""",7006.5,140,-4
39,T40,T40,Olin Browne,92,"50' 2""",11040.417,220,-21
40,T40,T40,Tom Byrum,83,"50' 2""",10890.417,217,-33
41,T42,T42,Scott Hoch,52,"50' 3""",7135.0830000000005,142,-25
42,T42,T42,Hidemichi Tanaka,89,"50' 3""",12003.333,239,-42
43,T44,T44,Chad Campbell,100,"50' 4""",12084.167,240,-42
44,T44,T44,Heath Slocum,92,"50' 4""",12135.5,241,-26
45,T46,T46,Stephen Ames,97,"50' 5""",12158.167,241,-36
46,T46,T46,Retief Goosen,56,"50' 5""",7664.0,152,-50
47,T46,T46,José María Olazábal,56,"50' 5""",5492.3330000000005,109,-13
48,T49,T49,Billy Andrade,104,"50' 6""",13031.583,258,-53
49,T49,T49,Peter Lonard,68,"50' 6""",8995.167,178,-32
50,51,51,Omar Uresti,85,"50' 7""",11730.917,232,-7
51,52,52,Steve Allan,102,"50' 8""",12108.833,239,-53
52,53,53,Frank Lickliter II,89,"50' 9""",11982.583,236,-48
53,T54,T54,Briny Baird,100,"50' 10""",11699.083,230,-42
54,T54,T54,John Huston,62,"50' 10""",6255.4169999999995,123,-27
55,T54,T54,Davis Love III,85,"50' 10""",9251.083,182,-28
56,T54,T54,Rod Pampling,98,"50' 10""",11533.833,227,-52
57,T54,T54,Brett Quigley,102,"50' 10""",13612.333,268,-49
58,T59,T59,J.L. Lewis,106,"50' 11""",13792.667,271,-67
59,T59,T59,Loren Roberts,81,"50' 11""",9622.333,189,-17
60,T59,T59,Mike Weir,75,"50' 11""",9119.167,179,-30
61,62,62,Craig Perks,75,"51' 0""",8777.917,172,-17
62,T63,T63,Mark Calcavecchia,79,"51' 1""",9969.25,195,-35
63,T63,T63,Russ Cochran,61,"51' 1""",7862.75,154,-14
64,T63,T63,Niclas Fasth,61,"51' 1""",8581.833,168,-13
65,T63,T63,Brian Gay,96,"51' 1""",12454.917,244,-41
66,T67,T67,Stuart Appleby,84,"51' 2""",10024.833,196,-53
67,T67,T67,Stewart Cink,103,"51' 2""",12032.25,235,-49
68,T67,T67,Jonathan Kaye,79,"51' 2""",10029.917,196,-42
69,T67,T67,Stephen Leaney,84,"51' 2""",9878.583,193,-19
70,T67,T67,Jay Williamson,100,"51' 2""",12638.25,247,-32
71,T72,T72,Craig Bowden,83,"51' 3""",11318.583,221,-15
72,T72,T72,Daniel Chopra,108,"51' 3""",13473.083,263,-63
73,T72,T72,Mark Hensby,97,"51' 3""",12858.833,251,-54
74,T75,T75,Shaun Micheel,93,"51' 4""",10726.75,209,-46
75,T75,T75,Craig Parry,52,"51' 4""",5907.0,115,-21
76,T75,T75,Tim Petrovic,111,"51' 4""",13816.417,269,-42
77,78,78,Robert Gamez,103,"51' 5""",13430.583,261,-30
78,T79,T79,Mike Heinen,53,"51' 6""",8246.083,160,-39
79,T79,T79,John Riegger,53,"51' 6""",7411.1669999999995,144,-13
80,T81,T81,Woody Austin,94,"51' 7""",13762.833,267,-58
81,T81,T81,Jonathan Byrd,85,"51' 7""",11704.583,227,-57
82,T81,T81,Joe Durant,85,"51' 7""",12218.083,237,-41
83,T84,T84,Craig Barlow,80,"51' 8""",10533.5,204,-45
84,T84,T84,Chris Couch,55,"51' 8""",6824.1669999999995,132,-18
85,T84,T84,Deane Pappas,72,"51' 8""",8471.167,164,-32
86,T84,T84,Ted Purdy,114,"51' 8""",16726.5,324,-91
87,T88,T88,Danny Briggs,85,"51' 9""",10202.833,197,-39
88,T88,T88,Hank Kuehne,91,"51' 9""",11431.167,221,-32
89,T88,T88,Kevin Na,100,"51' 9""",14225.5,275,-32
90,T88,T88,Vaughn Taylor,84,"51' 9""",11896.333,230,-54
91,92,92,Brent Geiberger,94,"51' 10""",11876.417,229,-31
92,93,93,Cameron Beckman,99,"51' 11""",12936.083,249,-54
93,94,94,Ken Duke,89,"52' 0""",11336.5,218,-50
94,T95,T95,Justin Leonard,90,"52' 1""",10052.0,193,-27
95,T95,T95,John Rollins,90,"52' 1""",11710.25,225,-47
96,T97,T97,K.J. Choi,83,"52' 2""",10229.0,196,-23
97,T97,T97,Brad Faxon,94,"52' 2""",10481.833,201,-13
98,T97,T97,Brenden Pappas,111,"52' 2""",13398.25,257,-47
99,T97,T97,Bo Van Pelt,107,"52' 2""",13722.667,263,-52
100,101,101,Rich Beem,81,"52' 3""",10499.917,201,-50
