,Approaches_75-100_yards-Rgh_RTP_RANK THIS WEEK,Approaches_75-100_yards-Rgh_RTP_RANK LAST WEEK,Approaches_75-100_yards-Rgh_RTP_PLAYER NAME,Approaches_75-100_yards-Rgh_RTP_ROUNDS,Approaches_75-100_yards-Rgh_RTP_AVG RTP
0,1,1,Chris Riley,78,-.625
1,2,2,Ben Curtis,56,-.333
2,3,3,Tiger Woods,78,-.300
3,4,4,Joe Durant,85,-.278
4,T5,T5,Jay Haas,84,-.250
5,T5,T5,José María Olazábal,56,-.250
6,T5,T5,Nick Price,51,-.250
7,T5,T5,Roger Tambellini,81,-.250
8,T5,T5,Esteban Toledo,92,-.250
9,10,10,Robert Gamez,103,-.227
10,11,11,Glen Day,101,-.222
11,12,12,Harrison Frazar,86,-.211
12,T13,T13,Pat Bates,99,-.200
13,T13,T13,Bob Estes,73,-.200
14,T13,T13,Bernhard Langer,59,-.200
15,16,16,Matt Kuchar,83,-.182
16,T17,T17,Cameron Beckman,99,-.158
17,T17,T17,Brent Geiberger,94,-.158
18,T17,T17,Jerry Kelly,113,-.158
19,T20,T20,Ernie Els,62,-.154
20,T20,T20,Phil Mickelson,83,-.154
21,22,22,Joey Sindelar,100,-.133
22,23,23,Brian Kortan,65,-.111
23,T24,T24,Stephen Ames,97,-.100
24,T24,T24,Jonathan Kaye,79,-.100
25,T24,T24,Ryan Palmer,103,-.100
26,27,27,Ted Purdy,114,-.091
27,28,28,Kirk Triplett,88,-.077
28,29,29,Omar Uresti,85,-.074
29,T30,T30,Justin Rose,77,-.071
30,T30,T30,Scott Verplank,92,-.071
31,32,32,Todd Fischer,104,-.067
32,T33,T33,Aaron Baddeley,87,-.059
33,T33,T33,Russ Cochran,61,-.059
34,T35,T35,Brian Gay,96,-.056
35,T35,T35,Dennis Paulson,71,-.056
36,T37,T37,Jonathan Byrd,85,-.053
37,T37,T37,Kent Jones,99,-.053
38,39,39,Zach Johnson,109,-.045
39,40,40,Richard Johnson,102,-.040
40,T41,T41,Paul Azinger,75,E
41,T41,T41,Rich Barcelo,67,E
42,T41,T41,Guy Boros,64,E
43,T41,T41,Craig Bowden,83,E
44,T41,T41,Danny Briggs,85,E
45,T41,T41,D.J. Brigman,79,E
46,T41,T41,Mark Brooks,72,E
47,T41,T41,Bart Bryant,73,E
48,T41,T41,Tim Clark,84,E
49,T41,T41,Kris Cox,73,E
50,T41,T41,Luke Donald,72,E
51,T41,T41,J.P. Hayes,79,E
52,T41,T41,Cliff Kresge,89,E
53,T41,T41,Hank Kuehne,91,E
54,T41,T41,Stephen Leaney,84,E
55,T41,T41,Justin Leonard,90,E
56,T41,T41,Mark O'Meara,58,E
57,T41,T41,Arron Oberholser,77,E
58,T41,T41,Craig Parry,52,E
59,T41,T41,Kenny Perry,79,E
60,T41,T41,Carl Pettersson,100,E
61,T41,T41,Brett Quigley,102,E
62,T41,T41,Steve Stricker,81,E
63,64,64,Matt Gogel,86,+.037
64,65,65,Spike McRoy,93,+.043
65,66,66,José Coceres,68,+.050
66,T67,T67,Carlos Franco,99,+.053
67,T67,T67,Vijay Singh,112,+.053
68,69,69,David Frost,78,+.056
69,T70,T70,Jeff Brehaut,106,+.059
70,T70,T70,Fred Funk,97,+.059
71,T70,T70,Sergio Garcia,65,+.059
72,T70,T70,Mike Heinen,53,+.059
73,T70,T70,Shigeki Maruyama,93,+.059
74,T75,T75,Briny Baird,100,+.063
75,T75,T75,John Huston,62,+.063
76,T75,T75,Bob Tway,90,+.063
77,T78,T78,Tom Lehman,70,+.067
78,T78,T78,Kevin Na,100,+.067
79,T78,T78,Dan Olsen,75,+.067
80,T81,T81,Jason Dufner,79,+.071
81,T81,T81,Len Mattiace,75,+.071
