,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,Justin Rose,77,"39' 10""",6617.75,166,-10
1,2,2,David Toms,80,"40' 0""",6881.4169999999995,172,15
2,3,3,Tim Clark,84,"40' 2""",5858.8330000000005,146,5
3,4,4,Jeff Maggert,60,"41' 7""",5034.417,121,12
4,5,5,Dudley Hart,60,"41' 11""",5488.6669999999995,131,10
5,6,6,Heath Slocum,92,"42' 0""",7683.75,183,28
6,7,7,Scott Hend,81,"43' 3""",9767.833,226,42
7,8,8,Frank Lickliter II,89,"43' 7""",8274.25,190,16
8,T9,T9,Briny Baird,100,"43' 8""",9295.667,213,28
9,T9,T9,Lee Janzen,84,"43' 8""",8730.0,200,32
10,T9,T9,Arron Oberholser,77,"43' 8""",6201.3330000000005,142,18
11,T12,T12,Tom Lehman,70,"43' 9""",6252.1669999999995,143,17
12,T12,T12,Carl Pettersson,100,"43' 9""",10404.75,238,3
13,T12,T12,Jay Williamson,100,"43' 9""",10146.833,232,29
14,15,15,Arjun Atwal,85,"43' 11""",10230.083,233,46
15,T16,T16,Mike Heinen,53,"44' 1""",6435.1669999999995,146,32
16,T16,T16,Vijay Singh,112,"44' 1""",11557.083,262,-8
17,T18,T18,Daniel Chopra,108,"44' 2""",14126.917,320,40
18,T18,T18,Fred Funk,97,"44' 2""",5477.75,124,12
19,T18,T18,Hank Kuehne,91,"44' 2""",13333.333,302,12
20,21,21,Rich Beem,81,"44' 3""",7561.5830000000005,171,22
21,T22,T22,Jonathan Byrd,85,"44' 4""",9708.75,219,22
22,T22,T22,Joey Sindelar,100,"44' 4""",10682.5,241,32
23,T24,T24,Brian Bateman,84,"44' 5""",9289.667,209,18
24,T24,T24,Bernhard Langer,59,"44' 5""",5505.75,124,18
25,T24,T24,John Rollins,90,"44' 5""",6841.5,154,24
26,27,27,Freddie Jacobson,83,"44' 7""",9576.75,215,23
27,T28,T28,Stuart Appleby,84,"44' 8""",7776.8330000000005,174,7
28,T28,T28,Mark Calcavecchia,79,"44' 8""",6338.8330000000005,142,7
29,T28,T28,Joe Durant,85,"44' 8""",6749.25,151,22
30,T28,T28,Niclas Fasth,61,"44' 8""",6704.25,150,10
31,T28,T28,Pat Perez,102,"44' 8""",11036.167,247,37
32,T33,T33,Stephen Ames,97,"44' 9""",11232.0,251,21
33,T33,T33,Chad Campbell,100,"44' 9""",9848.083,220,23
34,T33,T33,Joe Ogilvie,104,"44' 9""",10955.833,245,15
35,T33,T33,Tiger Woods,78,"44' 9""",8912.917,199,-7
36,T37,T37,Todd Hamilton,92,"44' 10""",10762.167,240,38
37,T37,T37,Roland Thatcher,66,"44' 10""",7795.1669999999995,174,18
38,T37,T37,Omar Uresti,85,"44' 10""",7212.5,161,26
39,T40,T40,Sergio Garcia,65,"44' 11""",7054.75,157,13
40,T40,T40,Tim Herron,84,"44' 11""",9882.917,220,16
41,T42,T42,Jason Dufner,79,"45' 0""",9223.667,205,25
42,T42,T42,Ted Purdy,114,"45' 0""",11431.5,254,28
43,T42,T42,Rory Sabbatini,89,"45' 0""",9951.083,221,10
44,T42,T42,Kirk Triplett,88,"45' 0""",6478.0,144,18
45,T46,T46,Craig Barlow,80,"45' 1""",7081.5830000000005,157,14
46,T46,T46,Danny Briggs,85,"45' 1""",9870.0,219,23
47,T46,T46,David Peoples,82,"45' 1""",10147.667,225,37
48,T49,T49,Alex Cejka,76,"45' 2""",6774.0830000000005,150,4
49,T49,T49,John Riegger,53,"45' 2""",7310.5830000000005,162,16
50,T49,T49,Dean Wilson,99,"45' 2""",11155.417,247,48
51,T52,T52,Olin Browne,92,"45' 3""",8956.333,198,42
52,T52,T52,Geoff Ogilvy,91,"45' 3""",10007.25,221,9
53,T54,T54,Rich Barcelo,67,"45' 4""",8519.5,188,30
54,T54,T54,Robert Gamez,103,"45' 4""",11424.583,252,50
55,T56,T56,Russ Cochran,61,"45' 5""",6994.0830000000005,154,17
56,T56,T56,Chris Riley,78,"45' 5""",7490.0,165,18
57,T58,T58,Tom Carter,113,"45' 6""",15893.167,349,42
58,T58,T58,Mark Wilson,62,"45' 6""",6010.8330000000005,132,25
59,T60,T60,Neal Lancaster,106,"45' 8""",13286.667,291,20
60,T60,T60,John Senden,99,"45' 8""",11059.0,242,28
61,T62,T62,Michael Allen,87,"45' 10""",11917.083,260,17
62,T62,T62,Luke Donald,72,"45' 10""",7650.0,167,17
63,T62,T62,Peter Lonard,68,"45' 10""",6923.5830000000005,151,13
64,T62,T62,Jeff Sluman,98,"45' 10""",9033.167,197,23
65,T66,T66,Steve Allan,102,"45' 11""",12768.417,278,18
66,T66,T66,Craig Perks,75,"45' 11""",10647.833,232,48
