,GIR_Percentage_-_150-175_yards_RANK THIS WEEK,GIR_Percentage_-_150-175_yards_RANK LAST WEEK,GIR_Percentage_-_150-175_yards_PLAYER NAME,GIR_Percentage_-_150-175_yards_ROUNDS,GIR_Percentage_-_150-175_yards_%,GIR_Percentage_-_150-175_yards_GREENS HIT,GIR_Percentage_-_150-175_yards_TOTAL HOLES,GIR_Percentage_-_150-175_yards_RELATIVE TO PAR
0,1,1,Sergio Garcia,65,74.24,147,198,-0.15
1,2,2,Retief Goosen,56,72.37,110,152,-0.15
2,3,3,Duffy Waldorf,79,72.08,173,240,-0.17
3,4,4,Phil Mickelson,83,71.12,133,187,-0.12
4,5,5,Joe Durant,85,70.78,218,308,-0.11
5,6,6,José María Olazábal,56,69.51,114,164,-0.18
6,7,7,Jerry Kelly,113,69.38,222,320,-0.21
7,8,8,Stephen Ames,97,69.28,221,319,-0.2
8,9,9,Carlos Franco,99,69.11,226,327,-0.15
9,10,10,Luke Donald,72,68.65,173,252,-0.21
10,11,11,Darren Clarke,54,68.1,79,116,-0.29
11,12,12,Chad Campbell,100,67.97,208,306,-0.14
12,13,13,Vijay Singh,112,67.92,199,293,-0.25
13,14,14,David Toms,80,67.86,152,224,-0.14
14,15,15,Justin Leonard,90,67.82,177,261,-0.12
15,16,16,Zach Johnson,109,67.79,242,357,-0.13
16,17,17,Tom Lehman,70,67.78,162,239,-0.11
17,18,18,Hidemichi Tanaka,89,67.64,209,309,-0.13
18,19,19,Jay Haas,84,67.44,145,215,-0.12
19,20,20,Tiger Woods,78,67.43,147,218,-0.23
20,21,21,Adam Scott,55,67.41,91,135,-0.19
21,22,22,Mark Wilson,62,67.36,161,239,-0.13
22,23,23,Steve Flesch,109,67.34,200,297,-0.18
23,24,24,Robert Allenby,93,67.29,181,269,-0.17
24,25,25,John Senden,99,67.28,220,327,-0.13
25,26,26,Spike McRoy,93,67.02,189,282,-0.14
26,27,27,Pat Bates,99,66.87,222,332,-0.18
27,T28,T28,Bart Bryant,73,66.67,182,273,-0.26
28,T28,T28,Kenny Perry,79,66.67,152,228,-0.2
29,30,30,Chris Smith,105,66.45,206,310,-0.08
30,31,31,Scott Verplank,92,66.41,170,256,-0.22
31,32,32,Steve Pate,71,66.38,154,232,-0.15
32,33,33,Olin Browne,92,66.26,216,326,-0.18
33,34,34,Scott Hoch,52,66.22,98,148,-0.16
34,35,35,Jonathan Kaye,79,65.9,143,217,-0.17
35,36,36,Briny Baird,100,65.88,222,337,-0.18
36,37,37,Freddie Jacobson,83,65.84,160,243,-0.2
37,38,38,Jeff Sluman,98,65.5,205,313,-0.21
38,39,39,Loren Roberts,81,65.47,182,278,-0.28
39,40,40,Neal Lancaster,106,65.27,218,334,-0.17
40,41,41,Billy Mayfair,109,65.22,240,368,-0.12
41,42,42,Lee Janzen,84,65.03,186,286,-0.11
42,43,43,Russ Cochran,61,64.9,135,208,-0.16
43,44,44,Stephen Leaney,84,64.81,140,216,-0.13
44,45,45,Steve Allan,102,64.76,215,332,-0.11
45,46,46,Bob Estes,73,64.71,143,221,-0.19
46,47,47,Chris Riley,78,64.68,130,201,-0.17
47,48,48,Jesper Parnevik,86,64.58,186,288,-0.21
48,49,49,Joey Sindelar,100,64.57,226,350,-0.15
49,50,50,Danny Ellis,81,64.43,163,253,-0.17
50,51,51,Bo Van Pelt,107,64.38,197,306,-0.18
51,T52,T52,K.J. Choi,83,64.37,159,247,-0.16
52,T52,T52,John Cook,57,64.37,112,174,-0.15
53,T54,T54,José Coceres,68,64.29,144,224,-0.15
54,T54,T54,Brad Faxon,94,64.29,162,252,-0.14
55,56,56,Stuart Appleby,84,64.25,142,221,-0.15
56,57,57,Charles Howell III,104,64.24,194,302,-0.15
57,58,58,Fred Funk,97,64.02,210,328,-0.18
58,59,59,Tripp Isenhour,55,63.98,119,186,-0.13
59,60,60,Vaughn Taylor,84,63.96,181,283,-0.19
60,61,61,Cameron Beckman,99,63.95,220,344,-0.12
61,62,62,Jay Delsing,76,63.9,154,241,-0.06
62,63,63,Justin Rose,77,63.86,159,249,-0.18
63,64,64,Jeff Maggert,60,63.82,127,199,-0.2
64,65,65,Dicky Pride,66,63.8,141,221,-0.1
65,66,66,Tommy Armour III,87,63.76,190,298,-0.13
66,67,67,Rory Sabbatini,89,63.73,181,284,-0.22
67,68,68,Matt Kuchar,83,63.7,186,292,-0.1
68,69,69,Brent Geiberger,94,63.64,224,352,-0.16
69,70,70,Deane Pappas,72,63.56,143,225,-0.13
70,71,71,Heath Slocum,92,63.55,190,299,-0.13
71,72,72,Steve Lowery,91,63.41,175,276,-0.15
72,73,73,John Daly,79,63.36,147,232,-0.19
73,74,74,J.J. Henry,103,63.31,214,338,-0.17
74,75,75,John Riegger,53,63.19,115,182,-0.14
75,76,76,Jeff Brehaut,106,63.14,221,350,-0.1
76,T77,T77,Robert Gamez,103,63.02,213,338,-0.2
77,T77,T77,Dean Wilson,99,63.02,242,384,-0.18
78,79,79,Notah Begay III,71,62.9,156,248,-0.21
79,80,80,David Frost,78,62.86,176,280,-0.14
80,T81,T81,J.L. Lewis,106,62.85,203,323,-0.13
81,T81,T81,Gene Sauers,83,62.85,181,288,-0.17
82,T83,T83,Woody Austin,94,62.84,208,331,-0.2
83,T83,T83,Mark Calcavecchia,79,62.84,137,218,-0.12
84,85,85,Kirk Triplett,88,62.8,157,250,-0.2
85,86,86,Craig Barlow,80,62.79,162,258,-0.09
86,87,87,Rocco Mediate,53,62.6,82,131,-0.2
87,88,88,Ben Curtis,56,62.58,102,163,-0.23
88,T89,T89,Tim Herron,84,62.55,162,259,-0.1
89,T89,T89,Shaun Micheel,93,62.55,167,267,-0.19
90,T91,T91,Tim Clark,84,62.5,150,240,-0.17
91,T91,T91,Chris DiMarco,105,62.5,175,280,-0.16
92,T91,T91,Lucas Glover,95,62.5,170,272,-0.16
93,94,94,Jason Dufner,79,62.4,161,258,-0.11
94,95,95,David Branshaw,84,62.37,174,279,-0.1
95,96,96,Pat Perez,102,62.21,214,344,-0.18
96,97,97,Arron Oberholser,77,62.13,146,235,-0.23
97,98,98,Richard Johnson,102,62.11,236,380,-0.16
98,99,99,Esteban Toledo,92,62.09,190,306,-0.16
99,T100,T100,Blaine McCallister,68,62.05,139,224,-0.11
100,T100,T100,Tom Pernice Jr.,103,62.05,206,332,-0.21
101,102,102,Fred Couples,54,62.03,98,158,-0.19
102,T103,T103,Craig Parry,52,61.97,88,142,-0.17
103,T103,T103,Jay Williamson,100,61.97,233,376,-0.18
104,105,105,Tom Carter,113,61.96,215,347,-0.08
105,106,106,Cliff Kresge,89,61.94,166,268,-0.09
106,T107,T107,Todd Fischer,104,61.9,234,378,-0.15
107,T107,T107,Shigeki Maruyama,93,61.9,182,294,-0.25
108,109,109,Ben Crane,92,61.89,190,307,-0.2
109,110,110,Carl Pettersson,100,61.81,191,309,-0.18
110,111,111,Brett Quigley,102,61.71,195,316,-0.17
111,112,112,Patrick Sheehan,113,61.64,241,391,-0.19
112,113,113,Brian Bateman,84,61.46,177,288,-0.2
113,114,114,Danny Briggs,85,61.45,169,275,-0.13
114,115,115,Dudley Hart,60,61.41,113,184,-0.17
115,116,116,Craig Perks,75,61.3,160,261,-0.1
116,117,117,D.J. Brigman,79,61.24,158,258,-0.16
117,118,118,Geoff Ogilvy,91,61.13,162,265,-0.15
118,119,119,Ted Purdy,114,61.11,253,414,-0.13
119,120,120,Billy Andrade,104,61.01,230,377,-0.14
120,121,121,Grant Waite,79,60.97,164,269,-0.07
121,122,122,Roland Thatcher,66,60.91,134,220,-0.1
122,123,123,Tim Petrovic,111,60.7,207,341,-0.15
123,124,124,Tom Byrum,83,60.64,171,282,-0.23
124,125,125,Daniel Chopra,108,60.63,211,348,-0.17
125,126,126,Mike Heinen,53,60.54,112,185,-0.16
126,T127,T127,Stewart Cink,103,60.49,199,329,-0.24
127,T127,T127,John Huston,62,60.49,98,162,-0.13
128,129,129,Robert Damron,92,60.42,200,331,-0.18
129,130,130,Bob Tway,90,60.23,156,259,-0.17
130,131,131,Rich Barcelo,67,60.09,131,218,-0.09
131,T132,T132,Rich Beem,81,60.0,150,250,-0.07
132,T132,T132,Dan Forsman,79,60.0,144,240,-0.17
133,134,134,Ryan Palmer,103,59.94,199,332,-0.14
134,135,135,Omar Uresti,85,59.93,166,277,-0.13
135,136,136,Kevin Muncrief,50,59.89,109,182,-0.17
136,137,137,Brenden Pappas,111,59.83,216,361,-0.14
137,138,138,Jason Bohn,98,59.75,193,323,-0.14
138,139,139,Craig Bowden,83,59.64,164,275,-0.21
139,T140,T140,Steve Elkington,64,59.57,140,235,-0.16
140,T140,T140,Kent Jones,99,59.57,224,376,-0.15
141,142,142,Todd Hamilton,92,59.52,150,252,-0.09
142,143,143,Mark O'Meara,58,59.49,94,158,-0.15
143,144,144,Joe Ogilvie,104,59.35,184,310,-0.16
144,145,145,Paul Azinger,75,59.29,150,253,-0.17
145,146,146,Frank Lickliter II,89,59.23,170,287,-0.19
146,147,147,Scott McCarron,88,59.14,178,301,-0.28
147,148,148,Hunter Mahan,94,59.03,170,288,-0.15
148,149,149,Brian Kortan,65,58.77,134,228,-0.1
149,150,150,David Peoples,82,58.73,185,315,-0.15
150,151,151,Niclas Fasth,61,58.65,122,208,-0.11
151,152,152,Corey Pavin,83,58.44,142,243,-0.18
152,153,153,Ken Duke,89,58.31,186,319,-0.15
153,154,154,Mike Weir,75,58.16,114,196,-0.2
154,155,155,Bob Burns,88,58.13,168,289,-0.2
155,156,156,Mathias Grönberg,91,58.05,155,267,-0.13
156,157,157,Skip Kendall,99,57.93,179,309,-0.16
157,158,158,Tommy Tolles,67,57.92,139,240,-0.26
158,159,159,Brian Gay,96,57.88,191,330,-0.19
159,160,160,Rod Pampling,98,57.86,162,280,-0.19
160,161,161,Arjun Atwal,85,57.85,151,261,-0.18
161,162,162,Glen Day,101,57.67,188,326,-0.21
162,163,163,Roger Tambellini,81,57.58,152,264,-0.09
163,164,164,Len Mattiace,75,57.48,146,254,-0.12
164,165,165,Alex Cejka,76,57.35,117,204,-0.16
165,166,166,Kris Cox,73,57.33,133,232,-0.11
166,167,167,Bernhard Langer,59,57.14,104,182,-0.08
167,168,168,John Rollins,90,57.09,165,289,-0.12
168,169,169,Scott Simpson,55,57.08,125,219,-0.24
169,170,170,Michael Allen,87,56.99,163,286,-0.11
170,171,171,Matt Gogel,86,56.87,149,262,-0.13
171,172,172,Guy Boros,64,56.77,130,229,-0.17
172,173,173,Steve Stricker,81,56.68,140,247,-0.19
173,174,174,Harrison Frazar,86,56.63,158,279,-0.12
174,175,175,Peter Lonard,68,56.48,122,216,-0.17
175,176,176,Andre Stolz,53,56.32,107,190,-0.21
176,177,177,Kevin Na,100,56.31,183,325,-0.17
177,178,178,J.P. Hayes,79,56.2,145,258,-0.12
178,179,179,Mark Hensby,97,56.09,175,312,-0.19
179,180,180,Greg Chalmers,70,55.95,141,252,-0.21
180,181,181,Jonathan Byrd,85,55.84,153,274,-0.16
181,T182,T182,David Morland IV,73,55.71,117,210,-0.2
182,T182,T182,Dan Olsen,75,55.71,122,219,-0.19
183,184,184,Hank Kuehne,91,55.64,153,275,-0.2
184,185,185,Aaron Baddeley,87,55.56,165,297,-0.21
185,186,186,Nick Price,51,55.48,86,155,-0.27
186,187,187,Kevin Sutherland,86,55.24,137,248,-0.1
187,188,188,Dennis Paulson,71,54.95,122,222,-0.2
188,189,189,Hirofumi Miyase,65,54.26,121,223,-0.11
189,190,190,Scott Hend,81,54.21,103,190,-0.11
190,191,191,Ernie Els,62,54.11,79,146,-0.19
191,192,192,Davis Love III,85,53.5,107,200,-0.16
192,193,193,David Gossett,57,53.01,97,183,-0.16
193,194,194,Mark Brooks,72,51.77,117,226,-0.03
194,195,195,Tag Ridings,53,51.05,73,143,-0.12
195,196,196,Chris Couch,55,48.03,73,152,-0.08
