,Approaches_from_100-125_yards_RANK THIS WEEK,Approaches_from_100-125_yards_RANK LAST WEEK,Approaches_from_100-125_yards_PLAYER NAME,Approaches_from_100-125_yards_ROUNDS,Approaches_from_100-125_yards_AVG,Approaches_from_100-125_yards_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_# OF ATTEMPTS,Approaches_from_100-125_yards_RELATIVE TO PAR
0,1,1,Tiger Woods,78,"15' 3""",943.1669999999999,62,-19
1,T2,T2,Craig Parry,52,"16' 4""",816.1669999999999,50,-14
2,T2,T2,Loren Roberts,81,"16' 4""",1915.75,117,-27
3,4,4,Jay Haas,84,"16' 11""",1474.0,87,-21
4,5,5,Justin Leonard,90,"17' 0""",1719.0829999999999,101,-16
5,6,6,Tim Clark,84,"17' 1""",1881.5,110,-28
6,T7,T7,John Huston,62,"17' 2""",1252.333,73,-5
7,T7,T7,Justin Rose,77,"17' 2""",1560.5829999999999,91,-23
8,T7,T7,Vaughn Taylor,84,"17' 2""",2351.167,137,-28
9,T10,T10,Chris DiMarco,105,"17' 4""",1649.0829999999999,95,-19
10,T10,T10,Kirk Triplett,88,"17' 4""",1696.8329999999999,98,-21
11,12,12,Peter Lonard,68,"17' 8""",1786.6670000000001,101,-14
12,13,13,Stewart Cink,103,"17' 9""",2024.75,114,-28
13,14,14,Brad Faxon,94,"18' 0""",1998.8329999999999,111,-27
14,T15,T15,Olin Browne,92,"18' 1""",2386.667,132,-28
15,T15,T15,Bob Estes,73,"18' 1""",1594.0829999999999,88,-24
16,17,17,Vijay Singh,112,"18' 3""",2612.583,143,-29
17,18,18,David Toms,80,"18' 4""",1757.8329999999999,96,-13
18,19,19,Zach Johnson,109,"18' 5""",2540.417,138,-35
19,T20,T20,Bob Burns,88,"18' 6""",2761.667,149,-23
20,T20,T20,Duffy Waldorf,79,"18' 6""",1606.8329999999999,87,-16
21,T22,T22,Danny Briggs,85,"18' 7""",2114.917,114,-22
22,T22,T22,Brian Gay,96,"18' 7""",2622.917,141,-21
23,T24,T24,Shigeki Maruyama,93,"18' 8""",1661.5829999999999,89,-15
24,T24,T24,Heath Slocum,92,"18' 8""",2818.25,151,-17
25,T26,T26,Tom Byrum,83,"18' 9""",2620.5,140,-15
26,T26,T26,Rod Pampling,98,"18' 9""",2716.667,145,-17
27,T28,T28,Paul Azinger,75,"18' 10""",1659.5829999999999,88,-11
28,T28,T28,Mark Hensby,97,"18' 10""",2675.333,142,-21
29,T28,T28,Jonathan Kaye,79,"18' 10""",1565.5,83,-4
30,T28,T28,Bernhard Langer,59,"18' 10""",942.25,50,-4
31,T28,T28,Ryan Palmer,103,"18' 10""",2937.583,156,-31
32,33,33,Fred Funk,97,"18' 11""",2306.75,122,-6
33,T34,T34,David Branshaw,84,"19' 0""",2770.417,146,-16
34,T34,T34,Scott Hoch,52,"19' 0""",1503.75,79,-14
35,T34,T34,Charles Howell III,104,"19' 0""",2284.917,120,-21
36,T34,T34,Mark O'Meara,58,"19' 0""",1138.25,60,-9
37,38,38,Kevin Sutherland,86,"19' 1""",1964.25,103,-13
38,T39,T39,Brian Bateman,84,"19' 2""",2259.833,118,-19
39,T39,T39,Jay Williamson,100,"19' 2""",3483.583,182,-23
40,41,41,Pat Perez,102,"19' 3""",2654.917,138,-29
41,T42,T42,Sergio Garcia,65,"19' 4""",1256.75,65,-10
42,T42,T42,Skip Kendall,99,"19' 4""",1995.3329999999999,103,-18
43,T44,T44,Michael Allen,87,"19' 5""",2209.583,114,-8
44,T44,T44,K.J. Choi,83,"19' 5""",2276.25,117,-14
45,T44,T44,Robert Gamez,103,"19' 5""",3180.833,164,-32
46,T44,T44,Corey Pavin,83,"19' 5""",1964.5829999999999,101,-17
47,T44,T44,Ted Purdy,114,"19' 5""",3030.083,156,-22
48,T44,T44,Scott Verplank,92,"19' 5""",2075.333,107,-22
49,T50,T50,Lee Janzen,84,"19' 6""",1966.3329999999999,101,-11
50,T50,T50,Phil Mickelson,83,"19' 6""",1482.75,76,-12
51,T50,T50,Nick Price,51,"19' 6""",1071.25,55,-5
52,T50,T50,Jeff Sluman,98,"19' 6""",2549.667,131,-13
53,T54,T54,Mark Brooks,72,"19' 7""",1604.75,82,-14
54,T54,T54,Russ Cochran,61,"19' 7""",1524.5829999999999,78,-10
55,T54,T54,Todd Hamilton,92,"19' 7""",2171.583,111,-23
56,57,57,Chad Campbell,100,"19' 8""",2794.5,142,-7
57,58,58,John Cook,57,"19' 9""",1775.75,90,-21
58,T59,T59,Ben Crane,92,"19' 10""",2261.333,114,-5
59,T59,T59,Omar Uresti,85,"19' 10""",2343.083,118,-25
60,T61,T61,Rich Barcelo,67,"19' 11""",1894.0829999999999,95,-11
61,T61,T61,John Daly,79,"19' 11""",2069.0,104,-18
62,T63,T63,Billy Andrade,104,"20' 0""",3016.583,151,-17
63,T63,T63,Cameron Beckman,99,"20' 0""",2901.333,145,-16
64,T63,T63,Retief Goosen,56,"20' 0""",1221.917,61,-10
65,T63,T63,Chris Riley,78,"20' 0""",1342.75,67,-12
66,T67,T67,Kent Jones,99,"20' 1""",2934.917,146,-19
67,T67,T67,David Morland IV,73,"20' 1""",1663.9170000000001,83,-12
68,T69,T69,José Coceres,68,"20' 2""",1713.1670000000001,85,-7
69,T69,T69,Rocco Mediate,53,"20' 2""",1107.5,55,-4
70,T71,T71,Briny Baird,100,"20' 3""",2838.583,140,-12
71,T71,T71,Luke Donald,72,"20' 3""",1560.5,77,-10
72,T71,T71,Shaun Micheel,93,"20' 3""",2222.917,110,-14
73,T71,T71,Brenden Pappas,111,"20' 3""",2853.75,141,-6
74,T75,T75,Jeff Brehaut,106,"20' 4""",2821.25,139,-10
75,T75,T75,Darren Clarke,54,"20' 4""",1099.0,54,-3
76,T75,T75,Tom Pernice Jr.,103,"20' 4""",2361.0,116,-7
77,T75,T75,Mike Weir,75,"20' 4""",1544.0,76,-6
78,T75,T75,Dean Wilson,99,"20' 4""",3125.333,154,-12
79,T80,T80,Arjun Atwal,85,"20' 5""",2654.5,130,-14
80,T80,T80,Kenny Perry,79,"20' 5""",2226.0,109,-8
81,T80,T80,Mark Wilson,62,"20' 5""",1915.5829999999999,94,-16
82,T83,T83,Stephen Ames,97,"20' 6""",2212.0,108,-16
83,T83,T83,Woody Austin,94,"20' 6""",2540.667,124,-4
84,T85,T85,J.L. Lewis,106,"20' 7""",2938.5,143,-10
85,T85,T85,Frank Lickliter II,89,"20' 7""",2612.75,127,-16
86,T85,T85,Hunter Mahan,94,"20' 7""",2795.667,136,-17
87,T85,T85,Craig Perks,75,"20' 7""",1809.1670000000001,88,-12
88,T89,T89,Joe Durant,85,"20' 8""",2991.75,145,-15
89,T89,T89,Geoff Ogilvy,91,"20' 8""",2754.0,133,-23
90,T89,T89,Jesper Parnevik,86,"20' 8""",2187.583,106,-18
91,T89,T89,David Peoples,82,"20' 8""",2558.333,124,-13
92,T89,T89,Adam Scott,55,"20' 8""",1159.583,56,-12
93,T89,T89,Patrick Sheehan,113,"20' 8""",3414.417,165,-28
94,T95,T95,Notah Begay III,71,"20' 9""",2035.5,98,-18
95,T95,T95,Steve Stricker,81,"20' 9""",1868.0829999999999,90,-10
96,T97,T97,Jason Bohn,98,"20' 10""",3568.083,171,-14
97,T97,T97,Jonathan Byrd,85,"20' 10""",2524.75,121,-6
98,T97,T97,Todd Fischer,104,"20' 10""",3087.833,148,-16
99,T97,T97,Steve Flesch,109,"20' 10""",2105.0,101,-10
100,T97,T97,J.J. Henry,103,"20' 10""",3000.0,144,-21
101,T102,T102,Robert Allenby,93,"20' 11""",2471.0,118,-10
102,T102,T102,Lucas Glover,95,"20' 11""",2881.083,138,-12
103,T102,T102,Matt Gogel,86,"20' 11""",2614.833,125,-26
104,T102,T102,Joe Ogilvie,104,"20' 11""",2933.917,140,-14
105,T102,T102,Bob Tway,90,"20' 11""",2403.167,115,-6
106,T107,T107,Rich Beem,81,"21' 0""",2225.917,106,-15
107,T107,T107,Len Mattiace,75,"21' 0""",1992.6670000000001,95,-10
108,T107,T107,Kevin Na,100,"21' 0""",2414.833,115,-9
109,T107,T107,Steve Pate,71,"21' 0""",1742.25,83,-11
110,T107,T107,Gene Sauers,83,"21' 0""",2015.9170000000001,96,+1
111,T107,T107,Esteban Toledo,92,"21' 0""",2163.417,103,-8
112,T113,T113,J.P. Hayes,79,"21' 1""",2316.5,110,-6
113,T113,T113,Cliff Kresge,89,"21' 1""",2407.917,114,-11
114,T113,T113,Brett Quigley,102,"21' 1""",2723.333,129,-22
115,T116,T116,Steve Allan,102,"21' 2""",3389.583,160,-5
116,T116,T116,Bart Bryant,73,"21' 2""",2471.75,117,-10
117,T116,T116,Ben Curtis,56,"21' 2""",1610.9170000000001,76,-15
118,T116,T116,Steve Elkington,64,"21' 2""",2117.833,100,-9
119,T116,T116,Richard Johnson,102,"21' 2""",3199.917,151,-34
120,T116,T116,Hank Kuehne,91,"21' 2""",2478.333,117,-11
121,T116,T116,Tom Lehman,70,"21' 2""",1971.25,93,-11
122,T116,T116,Scott McCarron,88,"21' 2""",2374.25,112,-11
123,T116,T116,Joey Sindelar,100,"21' 2""",2858.0,135,-16
124,T125,T125,Tim Herron,84,"21' 3""",1953.8329999999999,92,-4
125,T125,T125,Matt Kuchar,83,"21' 3""",2975.917,140,-27
126,T125,T125,Scott Simpson,55,"21' 3""",1697.5,80,+2
127,T128,T128,Stuart Appleby,84,"21' 4""",1874.0,88,-13
128,T128,T128,Daniel Chopra,108,"21' 4""",3045.417,143,-19
129,T128,T128,Kevin Muncrief,50,"21' 4""",1984.0,93,-3
130,T131,T131,Guy Boros,64,"21' 5""",1691.0829999999999,79,+3
131,T131,T131,Davis Love III,85,"21' 5""",1929.9170000000001,90,-3
132,T133,T133,Pat Bates,99,"21' 6""",3202.917,149,-14
133,T133,T133,John Rollins,90,"21' 6""",2575.417,120,-16
134,T135,T135,Mark Calcavecchia,79,"21' 7""",2350.75,109,-17
135,T135,T135,Jay Delsing,76,"21' 7""",2288.5,106,-8
136,T135,T135,Blaine McCallister,68,"21' 7""",2328.583,108,-20
137,T135,T135,Rory Sabbatini,89,"21' 7""",2528.75,117,-18
138,T139,T139,Robert Damron,92,"21' 8""",2880.917,133,-15
139,T139,T139,Glen Day,101,"21' 8""",2923.167,135,-10
140,T139,T139,Jason Dufner,79,"21' 8""",2815.167,130,-17
141,T139,T139,Freddie Jacobson,83,"21' 8""",2213.083,102,-13
142,T139,T139,Arron Oberholser,77,"21' 8""",2598.667,120,-11
143,T139,T139,Roland Thatcher,66,"21' 8""",2103.083,97,-9
144,T145,T145,Craig Barlow,80,"21' 9""",2606.417,120,-6
145,T145,T145,Carlos Franco,99,"21' 9""",2369.167,109,-8
146,T145,T145,Dudley Hart,60,"21' 9""",1673.5829999999999,77,-4
147,T145,T145,Chris Smith,105,"21' 9""",4127.083,190,-16
148,T149,T149,Craig Bowden,83,"21' 10""",2733.167,125,-19
149,T149,T149,Fred Couples,54,"21' 10""",1504.3329999999999,69,-13
150,T149,T149,Harrison Frazar,86,"21' 10""",2754.25,126,-15
151,T149,T149,Brent Geiberger,94,"21' 10""",2706.083,124,-10
152,T149,T149,Neal Lancaster,106,"21' 10""",3101.083,142,-22
153,T149,T149,Deane Pappas,72,"21' 10""",2051.667,94,-4
154,T149,T149,John Riegger,53,"21' 10""",1682.1670000000001,77,-4
155,T149,T149,John Senden,99,"21' 10""",2622.583,120,-22
156,157,157,Jeff Maggert,60,"21' 11""",1534.5829999999999,70,-2
157,T158,T158,Kris Cox,73,"22' 0""",2154.0,98,+8
158,T158,T158,Ernie Els,62,"22' 0""",1320.3329999999999,60,-8
159,T158,T158,David Frost,78,"22' 0""",2529.833,115,-3
160,T158,T158,David Gossett,57,"22' 0""",1494.0,68,+6
161,T162,T162,Tripp Isenhour,55,"22' 1""",1787.9170000000001,81,+3
162,T162,T162,Dicky Pride,66,"22' 1""",2320.25,105,-15
163,T164,T164,Alex Cejka,76,"22' 3""",2087.75,94,E
164,T164,T164,Greg Chalmers,70,"22' 3""",2555.833,115,-1
165,T166,T166,Mathias Grönberg,91,"22' 4""",2207.0,99,-7
166,T166,T166,Bo Van Pelt,107,"22' 4""",2898.333,130,-25
167,168,168,José María Olazábal,56,"22' 5""",1188.917,53,-5
168,169,169,Tommy Tolles,67,"22' 6""",1821.9170000000001,81,-1
169,170,170,Danny Ellis,81,"22' 7""",2460.917,109,E
170,T171,T171,Hirofumi Miyase,65,"22' 8""",1540.3329999999999,68,-5
171,T171,T171,Hidemichi Tanaka,89,"22' 8""",2874.833,127,-11
172,T173,T173,Ken Duke,89,"22' 9""",2412.417,106,-1
173,T173,T173,Niclas Fasth,61,"22' 9""",1660.25,73,+2
174,T173,T173,Jerry Kelly,113,"22' 9""",2906.75,128,-19
175,T176,T176,Steve Lowery,91,"22' 10""",3038.5,133,-5
176,T176,T176,Spike McRoy,93,"22' 10""",2604.083,114,-12
177,T178,T178,Brian Kortan,65,"22' 11""",2498.25,109,-5
178,T178,T178,Billy Mayfair,109,"22' 11""",3070.833,134,-5
179,T180,T180,Dan Forsman,79,"23' 0""",2415.0,105,-15
180,T180,T180,Roger Tambellini,81,"23' 0""",2115.417,92,E
181,182,182,Tim Petrovic,111,"23' 2""",2780.833,120,-6
182,183,183,Tommy Armour III,87,"23' 4""",2798.583,120,+3
183,T184,T184,D.J. Brigman,79,"23' 5""",2361.917,101,-6
184,T184,T184,Mike Heinen,53,"23' 5""",2363.583,101,-2
185,186,186,Tom Carter,113,"23' 6""",3595.333,153,-1
186,187,187,Andre Stolz,53,"23' 9""",1825.8329999999999,77,E
187,188,188,Carl Pettersson,100,"24' 1""",2964.083,123,-8
188,T189,T189,Scott Hend,81,"24' 3""",2401.5,99,-13
189,T189,T189,Stephen Leaney,84,"24' 3""",2082.333,86,-15
190,T189,T189,Dennis Paulson,71,"24' 3""",2787.0,115,-15
191,192,192,Grant Waite,79,"24' 7""",2780.167,113,-7
192,193,193,Tag Ridings,53,"24' 8""",1824.1670000000001,74,-4
193,194,194,Aaron Baddeley,87,"24' 11""",2420.833,97,+5
194,195,195,Dan Olsen,75,"26' 6""",2094.333,79,+3
195,196,196,Chris Couch,55,"27' 11""",2314.583,83,-11
