,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,1,Tiger Woods,78,-.308
1,2,2,Loren Roberts,81,-.236
2,3,3,David Toms,80,-.229
3,4,4,Matt Gogel,86,-.227
4,5,5,Bob Estes,73,-.226
5,6,6,Tim Clark,84,-.223
6,7,7,Scott Hoch,52,-.219
7,T8,T8,Stewart Cink,103,-.218
8,T8,T8,Corey Pavin,83,-.218
9,T10,T10,Jay Haas,84,-.216
10,T10,T10,Scott Verplank,92,-.216
11,12,12,Danny Briggs,85,-.214
12,13,13,Adam Scott,55,-.210
13,14,14,Pat Perez,102,-.195
14,15,15,Justin Rose,77,-.194
15,T16,T16,Kevin Na,100,-.191
16,T16,T16,John Senden,99,-.191
17,T18,T18,Zach Johnson,109,-.190
18,T18,T18,Tom Lehman,70,-.190
19,20,20,Todd Hamilton,92,-.188
20,21,21,Chris DiMarco,105,-.187
21,22,22,Vijay Singh,112,-.185
22,23,23,Richard Johnson,102,-.184
23,T24,T24,Daniel Chopra,108,-.182
24,T24,T24,Matt Kuchar,83,-.182
25,26,26,Chris Riley,78,-.179
26,27,27,Mark Wilson,62,-.178
27,28,28,Omar Uresti,85,-.177
28,29,29,Notah Begay III,71,-.176
29,T30,T30,Robert Gamez,103,-.171
30,T30,T30,Jerry Kelly,113,-.171
31,32,32,Ted Purdy,114,-.169
32,33,33,Olin Browne,92,-.167
33,34,34,Joe Ogilvie,104,-.165
34,35,35,John Cook,57,-.163
35,36,36,Bo Van Pelt,107,-.161
36,T37,T37,Craig Barlow,80,-.157
37,T37,T37,John Daly,79,-.157
38,T37,T37,Brad Faxon,94,-.157
39,40,40,John Rollins,90,-.154
40,T41,T41,Brian Bateman,84,-.153
41,T41,T41,Brian Gay,96,-.153
42,T43,T43,Blaine McCallister,68,-.151
43,T43,T43,Rory Sabbatini,89,-.151
44,45,45,Patrick Sheehan,113,-.149
45,T46,T46,Lucas Glover,95,-.148
46,T46,T46,Roland Thatcher,66,-.148
47,T48,T48,Ryan Palmer,103,-.145
48,T48,T48,Kirk Triplett,88,-.145
49,T48,T48,Duffy Waldorf,79,-.145
50,T51,T51,Sergio Garcia,65,-.143
51,T51,T51,Mark Hensby,97,-.143
52,53,53,Bernhard Langer,59,-.142
53,54,54,Hunter Mahan,94,-.141
54,T55,T55,Len Mattiace,75,-.139
55,T55,T55,Jesper Parnevik,86,-.139
56,T57,T57,Neal Lancaster,106,-.138
57,T57,T57,Frank Lickliter II,89,-.138
58,T59,T59,Cameron Beckman,99,-.137
59,T59,T59,Ben Crane,92,-.137
60,T61,T61,Steve Flesch,109,-.136
61,T61,T61,Vaughn Taylor,84,-.136
62,63,63,Carl Pettersson,100,-.134
63,64,64,Rocco Mediate,53,-.133
64,65,65,Skip Kendall,99,-.131
65,66,66,Shigeki Maruyama,93,-.130
66,67,67,Lee Janzen,84,-.129
67,T68,T68,Ernie Els,62,-.128
68,T68,T68,Charles Howell III,104,-.128
69,T70,T70,Ben Curtis,56,-.127
70,T70,T70,Phil Mickelson,83,-.127
71,T72,T72,Rich Beem,81,-.126
72,T72,T72,David Morland IV,73,-.126
73,T72,T72,Bob Tway,90,-.126
74,75,75,Jeff Sluman,98,-.125
75,T76,T76,J.P. Hayes,79,-.123
76,T76,T76,Mike Weir,75,-.123
77,T78,T78,Pat Bates,99,-.122
78,T78,T78,Brent Geiberger,94,-.122
79,T78,T78,David Peoples,82,-.122
80,81,81,Kevin Sutherland,86,-.121
81,82,82,Shaun Micheel,93,-.120
82,83,83,Freddie Jacobson,83,-.119
83,T84,T84,Kent Jones,99,-.117
84,T84,T84,Spike McRoy,93,-.117
85,86,86,Joe Durant,85,-.116
86,87,87,Michael Allen,87,-.115
87,88,88,José Coceres,68,-.114
88,T89,T89,Retief Goosen,56,-.113
89,T89,T89,Jay Williamson,100,-.113
90,91,91,Stephen Ames,97,-.112
91,92,92,Mark Calcavecchia,79,-.111
92,93,93,Mark O'Meara,58,-.109
93,T94,T94,Bart Bryant,73,-.108
94,T94,T94,Greg Chalmers,70,-.108
95,T94,T94,Scott McCarron,88,-.108
96,T97,T97,Craig Bowden,83,-.107
97,T97,T97,Tom Pernice Jr.,103,-.107
98,99,99,Joey Sindelar,100,-.106
99,T100,T100,Guy Boros,64,-.105
100,T100,T100,Cliff Kresge,89,-.105
101,T102,T102,Bob Burns,88,-.104
102,T102,T102,Brett Quigley,102,-.104
103,104,104,Fred Funk,97,-.103
104,T105,T105,Todd Fischer,104,-.102
105,T105,T105,Rod Pampling,98,-.102
106,107,107,Glen Day,101,-.100
107,108,108,J.J. Henry,103,-.098
108,T109,T109,Stuart Appleby,84,-.097
109,T109,T109,Arron Oberholser,77,-.097
110,T111,T111,Briny Baird,100,-.096
111,T111,T111,Stephen Leaney,84,-.096
112,T111,T111,Dean Wilson,99,-.096
113,T114,T114,Fred Couples,54,-.095
114,T114,T114,Carlos Franco,99,-.095
115,T114,T114,Harrison Frazar,86,-.095
116,T114,T114,Esteban Toledo,92,-.095
117,T118,T118,K.J. Choi,83,-.094
118,T118,T118,Hidemichi Tanaka,89,-.094
119,T120,T120,Tom Byrum,83,-.092
120,T120,T120,Brenden Pappas,111,-.092
121,T120,T120,Chris Smith,105,-.092
122,T123,T123,Russ Cochran,61,-.090
123,T123,T123,Dan Forsman,79,-.090
124,125,125,Billy Andrade,104,-.089
125,126,126,José María Olazábal,56,-.088
126,T127,T127,Robert Damron,92,-.087
127,T127,T127,John Huston,62,-.087
128,T127,T127,Kenny Perry,79,-.087
129,T127,T127,Dicky Pride,66,-.087
130,131,131,John Riegger,53,-.086
131,132,132,Jay Delsing,76,-.085
132,133,133,Steve Pate,71,-.083
133,T134,T134,J.L. Lewis,106,-.081
134,T134,T134,Heath Slocum,92,-.081
135,T136,T136,Scott Hend,81,-.080
136,T136,T136,Steve Stricker,81,-.080
137,138,138,Geoff Ogilvy,91,-.079
138,T139,T139,Arjun Atwal,85,-.078
139,T139,T139,Woody Austin,94,-.078
140,T139,T139,Jeff Brehaut,106,-.078
141,T139,T139,Dennis Paulson,71,-.078
142,143,143,Hank Kuehne,91,-.076
143,T144,T144,Jonathan Byrd,85,-.075
144,T144,T144,Craig Perks,75,-.075
145,146,146,Craig Parry,52,-.074
146,147,147,Deane Pappas,72,-.073
147,T148,T148,Paul Azinger,75,-.071
148,T148,T148,D.J. Brigman,79,-.071
149,150,150,Tim Petrovic,111,-.068
150,151,151,Chad Campbell,100,-.066
151,152,152,Jason Dufner,79,-.065
152,153,153,Darren Clarke,54,-.064
153,154,154,Rich Barcelo,67,-.063
154,T155,T155,Jason Bohn,98,-.061
155,T155,T155,Justin Leonard,90,-.061
156,157,157,Jonathan Kaye,79,-.060
157,158,158,Tag Ridings,53,-.059
158,159,159,Davis Love III,85,-.058
159,160,160,Luke Donald,72,-.057
160,161,161,Jeff Maggert,60,-.056
161,T162,T162,David Branshaw,84,-.054
162,T162,T162,Mark Brooks,72,-.054
163,164,164,Grant Waite,79,-.044
164,165,165,Billy Mayfair,109,-.043
165,166,166,Steve Elkington,64,-.041
166,167,167,Dudley Hart,60,-.039
167,168,168,Tom Carter,113,-.037
168,169,169,Danny Ellis,81,-.036
169,170,170,Hirofumi Miyase,65,-.033
170,T171,T171,Tommy Armour III,87,-.030
171,T171,T171,Tim Herron,84,-.030
172,173,173,Steve Allan,102,-.029
173,174,174,Steve Lowery,91,-.028
174,T175,T175,Tripp Isenhour,55,-.019
175,T175,T175,Peter Lonard,68,-.019
176,177,177,Mike Heinen,53,-.013
177,178,178,Mathias Grönberg,91,-.012
178,179,179,David Frost,78,-.009
179,180,180,Andre Stolz,53,-.008
180,T181,T181,Alex Cejka,76,-.006
181,T181,T181,Roger Tambellini,81,-.006
182,T183,T183,Robert Allenby,93,E
183,T183,T183,Scott Simpson,55,E
184,185,185,Gene Sauers,83,+.005
185,186,186,Tommy Tolles,67,+.006
186,187,187,Dan Olsen,75,+.007
187,188,188,Niclas Fasth,61,+.022
188,189,189,Ken Duke,89,+.024
189,190,190,Brian Kortan,65,+.027
190,191,191,Chris Couch,55,+.028
191,192,192,Nick Price,51,+.030
192,193,193,Kris Cox,73,+.034
193,194,194,Aaron Baddeley,87,+.069
194,195,195,Kevin Muncrief,50,+.093
195,196,196,David Gossett,57,+.114
