,Approaches_50-75_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-75_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-75_yards-Rgh_RTP_PLAYER NAME,Approaches_50-75_yards-Rgh_RTP_ROUNDS,Approaches_50-75_yards-Rgh_RTP_AVG RTP
0,1,1,Rich Beem,81,-.500
1,T2,T2,John Huston,62,-.400
2,T2,T2,Adam Scott,55,-.400
3,4,4,Justin Rose,77,-.333
4,T5,T5,Kris Cox,73,-.286
5,T5,T5,Brad Faxon,94,-.286
6,7,7,Gene Sauers,83,-.273
7,8,8,Zach Johnson,109,-.222
8,T9,T9,Sergio Garcia,65,-.167
9,T9,T9,Phil Mickelson,83,-.167
10,11,11,Skip Kendall,99,-.154
11,12,12,John Cook,57,-.143
12,13,13,Carlos Franco,99,-.136
13,14,14,Geoff Ogilvy,91,-.125
14,T15,T15,Craig Barlow,80,-.111
15,T15,T15,Corey Pavin,83,-.111
16,T17,T17,Paul Azinger,75,-.100
17,T17,T17,Ernie Els,62,-.100
18,T19,T19,Shaun Micheel,93,-.083
19,T19,T19,Pat Perez,102,-.083
20,T19,T19,John Rollins,90,-.083
21,T22,T22,Chad Campbell,100,E
22,T22,T22,Darren Clarke,54,E
23,T22,T22,Chris Couch,55,E
24,T22,T22,Ken Duke,89,E
25,T22,T22,Joe Durant,85,E
26,T22,T22,Todd Fischer,104,E
27,T22,T22,J.J. Henry,103,E
28,T22,T22,Freddie Jacobson,83,E
29,T22,T22,Neal Lancaster,106,E
30,T22,T22,J.L. Lewis,106,E
31,T22,T22,Steve Lowery,91,E
32,T22,T22,Billy Mayfair,109,E
33,T22,T22,Dan Olsen,75,E
34,T22,T22,Craig Parry,52,E
35,T22,T22,David Peoples,82,E
36,T22,T22,Tim Petrovic,111,E
37,T22,T22,Rory Sabbatini,89,E
38,T22,T22,Scott Simpson,55,E
39,T22,T22,Steve Stricker,81,E
40,T22,T22,Hidemichi Tanaka,89,E
41,42,42,Glen Day,101,+.059
42,43,43,Ryan Palmer,103,+.063
43,T44,T44,Greg Chalmers,70,+.071
44,T44,T44,John Senden,99,+.071
45,T46,T46,Stuart Appleby,84,+.083
46,T46,T46,Notah Begay III,71,+.083
47,48,48,Scott Verplank,92,+.091
48,T49,T49,Justin Leonard,90,+.100
49,T49,T49,David Morland IV,73,+.100
50,T49,T49,Dean Wilson,99,+.100
51,T52,T52,Jesper Parnevik,86,+.118
52,T52,T52,Esteban Toledo,92,+.118
53,T54,T54,Craig Bowden,83,+.125
54,T54,T54,Fred Couples,54,+.125
55,T54,T54,Bob Estes,73,+.125
56,T54,T54,Lee Janzen,84,+.125
57,T54,T54,Rocco Mediate,53,+.125
58,T54,T54,Dicky Pride,66,+.125
59,60,60,Kevin Na,100,+.133
60,T61,T61,Stephen Ames,97,+.143
61,T61,T61,Aaron Baddeley,87,+.143
62,T61,T61,Pat Bates,99,+.143
63,T61,T61,Harrison Frazar,86,+.143
64,65,65,Tom Carter,113,+.150
65,T66,T66,Cameron Beckman,99,+.154
66,T66,T66,Tom Pernice Jr.,103,+.154
67,T68,T68,Daniel Chopra,108,+.158
68,T68,T68,Tommy Tolles,67,+.158
69,T70,T70,K.J. Choi,83,+.167
70,T70,T70,Retief Goosen,56,+.167
71,T70,T70,Vijay Singh,112,+.167
72,T70,T70,Jay Williamson,100,+.167
73,T74,T74,Woody Austin,94,+.182
74,T74,T74,Tim Clark,84,+.182
75,T74,T74,Joey Sindelar,100,+.182
76,T74,T74,Jeff Sluman,98,+.182
77,T74,T74,Bo Van Pelt,107,+.182
78,T79,T79,Rich Barcelo,67,+.188
79,T79,T79,Joe Ogilvie,104,+.188
80,T81,T81,Mike Weir,75,+.200
81,T81,T81,Tiger Woods,78,+.200
82,T83,T83,Ben Crane,92,+.214
83,T83,T83,Todd Hamilton,92,+.214
84,T83,T83,José María Olazábal,56,+.214
85,T83,T83,Patrick Sheehan,113,+.214
86,T83,T83,Kevin Sutherland,86,+.214
87,T88,T88,Fred Funk,97,+.222
88,T88,T88,Len Mattiace,75,+.222
89,90,90,Robert Damron,92,+.235
90,T91,T91,Briny Baird,100,+.250
91,T91,T91,Danny Briggs,85,+.250
92,T91,T91,Tripp Isenhour,55,+.250
93,T91,T91,Shigeki Maruyama,93,+.250
94,T91,T91,Steve Pate,71,+.250
95,T91,T91,Dennis Paulson,71,+.250
96,T91,T91,Craig Perks,75,+.250
97,T91,T91,Chris Riley,78,+.250
98,99,99,Brenden Pappas,111,+.261
99,100,100,Jonathan Kaye,79,+.267
100,101,101,Scott Hend,81,+.276
101,T102,T102,Jeff Brehaut,106,+.286
102,T102,T102,José Coceres,68,+.286
103,T102,T102,Tim Herron,84,+.286
104,T102,T102,Kenny Perry,79,+.286
105,T106,T106,Billy Andrade,104,+.300
106,T106,T106,Mathias Grönberg,91,+.300
107,T106,T106,Jerry Kelly,113,+.300
108,T106,T106,Brian Kortan,65,+.300
109,T106,T106,Spike McRoy,93,+.300
110,111,111,Hunter Mahan,94,+.304
111,T112,T112,Dan Forsman,79,+.308
112,T112,T112,Omar Uresti,85,+.308
113,T114,T114,David Frost,78,+.313
114,T114,T114,Brent Geiberger,94,+.313
115,T116,T116,Michael Allen,87,+.333
116,T116,T116,Robert Allenby,93,+.333
117,T116,T116,Guy Boros,64,+.333
118,T116,T116,Jonathan Byrd,85,+.333
119,T116,T116,Jason Dufner,79,+.333
120,T116,T116,Matt Kuchar,83,+.333
121,T116,T116,Peter Lonard,68,+.333
122,T116,T116,Jeff Maggert,60,+.333
123,T116,T116,Mark O'Meara,58,+.333
124,T116,T116,Nick Price,51,+.333
125,T116,T116,Bob Tway,90,+.333
126,127,127,Steve Allan,102,+.353
127,T128,T128,Frank Lickliter II,89,+.357
128,T128,T128,Ted Purdy,114,+.357
129,T130,T130,Bart Bryant,73,+.364
130,T130,T130,Scott Hoch,52,+.364
131,132,132,Brian Bateman,84,+.375
132,T133,T133,Tommy Armour III,87,+.385
133,T133,T133,Arjun Atwal,85,+.385
134,T133,T133,Stewart Cink,103,+.385
135,T133,T133,Steve Flesch,109,+.385
136,T133,T133,Roland Thatcher,66,+.385
137,T138,T138,Danny Ellis,81,+.389
138,T138,T138,Chris Smith,105,+.389
139,T140,T140,D.J. Brigman,79,+.400
140,T140,T140,Ben Curtis,56,+.400
141,T140,T140,Dudley Hart,60,+.400
142,T140,T140,Tom Lehman,70,+.400
143,T144,T144,Jason Bohn,98,+.429
144,T144,T144,Chris DiMarco,105,+.429
145,T144,T144,Cliff Kresge,89,+.429
146,T144,T144,Stephen Leaney,84,+.429
147,T144,T144,Rod Pampling,98,+.429
148,T144,T144,David Toms,80,+.429
149,T150,T150,Arron Oberholser,77,+.444
150,T150,T150,Vaughn Taylor,84,+.444
151,152,152,Lucas Glover,95,+.455
152,T153,T153,Olin Browne,92,+.462
153,T153,T153,Mark Calcavecchia,79,+.462
154,155,155,Brett Quigley,102,+.476
155,T156,T156,David Branshaw,84,+.500
156,T156,T156,Bob Burns,88,+.500
157,T156,T156,Jay Delsing,76,+.500
158,T156,T156,Jay Haas,84,+.500
159,T156,T156,J.P. Hayes,79,+.500
160,T156,T156,Mike Heinen,53,+.500
161,T156,T156,Bernhard Langer,59,+.500
162,T156,T156,Loren Roberts,81,+.500
163,T156,T156,Kirk Triplett,88,+.500
164,165,165,Hank Kuehne,91,+.524
165,T166,T166,Deane Pappas,72,+.538
166,T166,T166,Tag Ridings,53,+.538
167,168,168,Brian Gay,96,+.545
168,T169,T169,Alex Cejka,76,+.571
169,T169,T169,Steve Elkington,64,+.571
170,T169,T169,Heath Slocum,92,+.571
171,T169,T169,Duffy Waldorf,79,+.571
172,T169,T169,Mark Wilson,62,+.571
173,T174,T174,Russ Cochran,61,+.600
174,T174,T174,John Daly,79,+.600
175,T174,T174,Charles Howell III,104,+.600
176,177,177,Grant Waite,79,+.611
177,178,178,Luke Donald,72,+.625
178,T179,T179,Niclas Fasth,61,+.667
179,T179,T179,Kevin Muncrief,50,+.667
180,T179,T179,Roger Tambellini,81,+.667
181,182,182,Mark Brooks,72,+.688
182,183,183,Mark Hensby,97,+.692
183,T184,T184,Kent Jones,99,+.727
184,T184,T184,Andre Stolz,53,+.727
185,T186,T186,Tom Byrum,83,+.750
186,T186,T186,Robert Gamez,103,+.750
187,T186,T186,Carl Pettersson,100,+.750
188,T189,T189,David Gossett,57,+.778
189,T189,T189,Richard Johnson,102,+.778
190,T189,T189,Scott McCarron,88,+.778
191,T192,T192,Matt Gogel,86,+.800
192,T192,T192,Hirofumi Miyase,65,+.800
193,T192,T192,John Riegger,53,+.800
194,195,195,Blaine McCallister,68,+.833
195,196,196,Davis Love III,85,+1.000
