,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Vijay Singh,112,-0.33299999999999996
1,2,2,Retief Goosen,56,-0.32899999999999996
2,3,3,Fred Couples,54,-0.326
3,4,4,Harrison Frazar,86,-0.304
4,5,5,Tom Lehman,70,-0.299
5,6,6,Adam Scott,55,-0.29600000000000004
6,7,7,Tiger Woods,78,-0.284
7,8,8,Ted Purdy,114,-0.281
8,9,9,Brian Bateman,84,-0.278
9,10,10,Jeff Maggert,60,-0.27699999999999997
10,11,11,Geoff Ogilvy,91,-0.276
11,12,12,Phil Mickelson,83,-0.271
12,13,13,Stuart Appleby,84,-0.27
13,14,14,Ernie Els,62,-0.265
14,15,15,Roger Tambellini,81,-0.261
15,16,16,Jeff Brehaut,106,-0.256
16,T17,T17,Greg Chalmers,70,-0.254
17,T17,T17,John Daly,79,-0.254
18,T19,T19,Tim Herron,84,-0.253
19,T19,T19,Duffy Waldorf,79,-0.253
20,21,21,Jonathan Byrd,85,-0.251
21,22,22,Rich Beem,81,-0.249
22,23,23,J.L. Lewis,106,-0.247
23,24,24,Mike Heinen,53,-0.244
24,25,25,Jay Haas,84,-0.243
25,26,26,Jason Dufner,79,-0.242
26,27,27,Daniel Chopra,108,-0.24
27,28,28,Grant Waite,79,-0.239
28,29,29,Kenny Perry,79,-0.237
29,30,30,Vaughn Taylor,84,-0.235
30,31,31,Ben Crane,92,-0.23399999999999999
31,T32,T32,Ken Duke,89,-0.22899999999999998
32,T32,T32,Rod Pampling,98,-0.22899999999999998
33,34,34,Aaron Baddeley,87,-0.228
34,T35,T35,Kevin Muncrief,50,-0.225
35,T35,T35,Dennis Paulson,71,-0.225
36,37,37,Paul Azinger,75,-0.223
37,T38,T38,Steve Allan,102,-0.222
38,T38,T38,Jason Bohn,98,-0.222
39,T40,T40,Craig Barlow,80,-0.221
40,T40,T40,Carl Pettersson,100,-0.221
41,T42,T42,John Huston,62,-0.22
42,T42,T42,Shaun Micheel,93,-0.22
43,T44,T44,Woody Austin,94,-0.217
44,T44,T44,Cameron Beckman,99,-0.217
45,T44,T44,Tommy Tolles,67,-0.217
46,T47,T47,Mark Hensby,97,-0.215
47,T47,T47,Jesper Parnevik,86,-0.215
48,49,49,Jonathan Kaye,79,-0.214
49,50,50,John Senden,99,-0.212
50,51,51,José Coceres,68,-0.21
51,T52,T52,Stewart Cink,103,-0.209
52,T52,T52,Darren Clarke,54,-0.209
53,T52,T52,Chris DiMarco,105,-0.209
54,T52,T52,Lucas Glover,95,-0.209
55,T52,T52,John Rollins,90,-0.209
56,57,57,Billy Andrade,104,-0.205
57,T58,T58,Jay Delsing,76,-0.203
58,T58,T58,Frank Lickliter II,89,-0.203
59,T60,T60,Matt Gogel,86,-0.20199999999999999
60,T60,T60,Chris Smith,105,-0.20199999999999999
61,T60,T60,Roland Thatcher,66,-0.20199999999999999
62,T63,T63,Danny Briggs,85,-0.198
63,T63,T63,Bo Van Pelt,107,-0.198
64,T65,T65,Scott Hend,81,-0.19699999999999998
65,T65,T65,Ryan Palmer,103,-0.19699999999999998
66,T65,T65,Tag Ridings,53,-0.19699999999999998
67,68,68,David Peoples,82,-0.196
68,69,69,Deane Pappas,72,-0.195
69,70,70,Dean Wilson,99,-0.19399999999999998
70,71,71,David Toms,80,-0.191
71,72,72,Steve Pate,71,-0.19
72,T73,T73,Matt Kuchar,83,-0.188
73,T73,T73,Shigeki Maruyama,93,-0.188
74,T73,T73,Rory Sabbatini,89,-0.188
75,T73,T73,Jeff Sluman,98,-0.188
76,T77,T77,J.J. Henry,103,-0.187
77,T77,T77,Tom Pernice Jr.,103,-0.187
78,79,79,Carlos Franco,99,-0.18600000000000003
79,80,80,Charles Howell III,104,-0.185
80,T81,T81,Briny Baird,100,-0.183
81,T81,T81,Scott McCarron,88,-0.183
82,T81,T81,Brenden Pappas,111,-0.183
83,T81,T81,Craig Parry,52,-0.183
84,T81,T81,Brett Quigley,102,-0.183
85,T81,T81,Mark Wilson,62,-0.183
86,87,87,Peter Lonard,68,-0.18
87,T88,T88,Mark Calcavecchia,79,-0.179
88,T88,T88,Dudley Hart,60,-0.179
89,T90,T90,Scott Hoch,52,-0.17600000000000002
90,T90,T90,Hidemichi Tanaka,89,-0.17600000000000002
91,T92,T92,Chad Campbell,100,-0.175
92,T92,T92,Cliff Kresge,89,-0.175
93,94,94,D.J. Brigman,79,-0.174
94,95,95,Joe Durant,85,-0.17300000000000001
95,T96,T96,Todd Fischer,104,-0.17
96,T96,T96,Kevin Sutherland,86,-0.17
97,T98,T98,Bart Bryant,73,-0.16899999999999998
98,T98,T98,Dan Forsman,79,-0.16899999999999998
99,T98,T98,Rocco Mediate,53,-0.16899999999999998
100,T101,T101,Brian Gay,96,-0.168
101,T101,T101,Mike Weir,75,-0.168
102,T103,T103,Luke Donald,72,-0.16699999999999998
