,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
71,72,72,David Frost,78,169.1,1461010.0,240
72,73,73,Hidemichi Tanaka,89,169.2,1583910.0,260
73,74,74,Tom Byrum,83,169.3,1505159.0,247
74,T75,T75,Kirk Triplett,88,169.4,1548684.0,254
75,T75,T75,Dean Wilson,99,169.4,1957520.0,321
76,77,77,Craig Barlow,80,169.8,1534402.0,251
77,78,78,Jeff Sluman,98,169.9,1901656.0,311
78,79,79,Kevin Na,100,170.0,1805616.0,295
79,T80,T80,Mark Brooks,72,170.1,961131.0,157
80,T80,T80,Robert Damron,92,170.1,1696278.0,277
81,T80,T80,Steve Elkington,64,170.1,1150976.0,188
82,T83,T83,Frank Lickliter II,89,170.2,1893066.0,309
83,T83,T83,Joey Sindelar,100,170.2,1880917.0,307
84,T85,T85,Greg Chalmers,70,170.5,1460612.0,238
85,T85,T85,Joe Durant,85,170.5,1688365.0,275
86,T85,T85,Todd Fischer,104,170.5,1939990.0,316
87,T88,T88,Arjun Atwal,85,170.6,1602494.0,261
88,T88,T88,Shigeki Maruyama,93,170.6,1824578.0,297
89,T88,T88,Tommy Tolles,67,170.6,1345102.0,219
90,91,91,Rich Barcelo,67,170.7,1192190.0,194
91,92,92,Chris DiMarco,105,170.8,1869037.0,304
92,93,93,David Gossett,57,170.9,756869.0,123
93,94,94,Chad Campbell,100,171.0,1588081.0,258
94,T95,T95,Stephen Ames,97,171.2,1935642.0,314
95,T95,T95,Spike McRoy,93,171.2,1491781.0,242
96,T97,T97,Neal Lancaster,106,171.3,2003930.0,325
97,T97,T97,Brenden Pappas,111,171.3,2294247.0,372
98,T97,T97,John Riegger,53,171.3,1005130.0,163
99,100,100,J.L. Lewis,106,171.4,1968539.0,319
100,101,101,Dan Olsen,75,171.5,1308987.0,212
101,T102,T102,Stewart Cink,103,171.7,1965286.0,318
102,T102,T102,Hirofumi Miyase,65,171.7,1075216.0,174
103,104,104,Hank Kuehne,91,172.0,1900585.0,307
104,105,105,Dudley Hart,60,172.1,985247.0,159
105,T106,T106,Ernie Els,62,172.2,1072764.0,173
106,T106,T106,Mark Hensby,97,172.2,1940393.0,313
107,T108,T108,Ryan Palmer,103,172.3,2121806.0,342
108,T108,T108,Pat Perez,102,172.3,2065830.0,333
109,110,110,Geoff Ogilvy,91,172.4,1911217.0,308
110,T111,T111,Brian Kortan,65,172.5,1024736.0,165
111,T111,T111,Tag Ridings,53,172.5,1080683.0,174
112,T111,T111,Duffy Waldorf,79,172.5,1403263.0,226
113,114,114,Jay Delsing,76,172.6,1248887.0,201
114,T115,T115,Richard Johnson,102,172.9,2053706.0,330
115,T115,T115,Ted Purdy,114,172.9,2501726.0,402
116,T117,T117,Ken Duke,89,173.0,1668720.0,268
117,T117,T117,Dan Forsman,79,173.0,1264259.0,203
118,T119,T119,Billy Andrade,104,173.4,2022989.0,324
119,T119,T119,Billy Mayfair,109,173.4,1754110.0,281
120,121,121,Arron Oberholser,77,173.5,1274004.0,204
121,T122,T122,Craig Parry,52,173.6,781351.0,125
122,T122,T122,Mike Weir,75,173.6,1300091.0,208
123,T124,T124,Kenny Perry,79,173.7,1513184.0,242
124,T124,T124,John Rollins,90,173.7,1625653.0,260
125,T126,T126,Notah Begay III,71,173.9,1440244.0,230
126,T126,T126,Deane Pappas,72,173.9,1458506.0,233
127,128,128,Andre Stolz,53,174.1,946249.0,151
128,T129,T129,Daniel Chopra,108,174.3,2240690.0,357
129,T129,T129,Jay Haas,84,174.3,1405902.0,224
130,131,131,Kevin Muncrief,50,174.6,836055.0,133
131,132,132,Darren Clarke,54,174.7,874175.0,139
132,133,133,Tom Carter,113,174.8,1925196.0,306
133,134,134,Rod Pampling,98,174.9,1838725.0,292
134,T135,T135,Steve Lowery,91,175.1,1720520.0,273
135,T135,T135,Carl Pettersson,100,175.1,2042866.0,324
136,T137,T137,Jason Dufner,79,175.2,1670956.0,265
137,T137,T137,John Senden,99,175.2,1999854.0,317
138,139,139,John Huston,62,175.3,1079125.0,171
139,T140,T140,Aaron Baddeley,87,175.4,1654575.0,262
140,T140,T140,Brian Bateman,84,175.4,1736066.0,275
141,T140,T140,Scott McCarron,88,175.4,1780869.0,282
142,T140,T140,Steve Pate,71,175.4,1244152.0,197
143,144,144,Tim Petrovic,111,175.7,1885063.0,298
144,T145,T145,Tom Lehman,70,175.9,1393172.0,220
145,T145,T145,Brett Quigley,102,175.9,1963091.0,310
146,147,147,Jeff Maggert,60,176.1,1109338.0,175
147,148,148,D.J. Brigman,79,176.3,1542287.0,243
148,149,149,Alex Cejka,76,176.4,1327556.0,209
149,150,150,Paul Azinger,75,176.5,1538065.0,242
150,151,151,Mark Calcavecchia,79,176.8,1450782.0,228
151,152,152,Kevin Sutherland,86,177.0,1395181.0,219
152,153,153,Gene Sauers,83,177.6,1541132.0,241
153,154,154,John Daly,79,177.8,1766705.0,276
154,T155,T155,Sergio Garcia,65,178.1,1269706.0,198
155,T155,T155,Cliff Kresge,89,178.1,1551635.0,242
156,157,157,Tom Pernice Jr.,103,178.2,1867080.0,291
157,T158,T158,Robert Allenby,93,178.4,1734337.0,270
158,T158,T158,Dennis Paulson,71,178.4,1586361.0,247
159,T158,T158,Vijay Singh,112,178.4,2678519.0,417
160,161,161,Ben Crane,92,178.7,1846545.0,287
161,T162,T162,Luke Donald,72,179.2,1387247.0,215
162,T162,T162,Tiger Woods,78,179.2,1600254.0,248
163,164,164,Bo Van Pelt,107,179.6,2081459.0,322
164,165,165,Mike Heinen,53,179.9,1211207.0,187
165,T166,T166,Jeff Brehaut,106,180.1,2075189.0,320
166,T166,T166,Fred Couples,54,180.1,1121619.0,173
167,T166,T166,Kris Cox,73,180.1,1270919.0,196
168,T166,T166,Harrison Frazar,86,180.1,1866806.0,288
169,170,170,Tim Herron,84,180.2,1485854.0,229
170,171,171,Rich Beem,81,180.3,1447701.0,223
171,172,172,Carlos Franco,99,180.4,2162678.0,333
172,173,173,J.J. Henry,103,180.9,2070373.0,318
173,174,174,Jesper Parnevik,86,181.1,1760163.0,270
174,T175,T175,Stuart Appleby,84,181.2,1526072.0,234
175,T175,T175,Woody Austin,94,181.2,2158906.0,331
176,T175,T175,Jason Bohn,98,181.2,2171859.0,333
177,178,178,Rocco Mediate,53,181.3,737549.0,113
178,179,179,Freddie Jacobson,83,181.4,1619819.0,248
179,180,180,Jonathan Byrd,85,181.9,1899358.0,290
180,181,181,Grant Waite,79,182.1,1416226.0,216
181,182,182,Niclas Fasth,61,182.2,1062712.0,162
182,T183,T183,Chris Couch,55,182.3,1010892.0,154
183,T183,T183,Charles Howell III,104,182.3,1640674.0,250
184,185,185,Chris Smith,105,182.4,2337359.0,356
185,186,186,Phil Mickelson,83,183.2,1496901.0,227
186,187,187,José Coceres,68,183.3,1411883.0,214
187,188,188,Lucas Glover,95,184.0,2172543.0,328
188,189,189,Roger Tambellini,81,184.6,1588139.0,239
189,190,190,Davis Love III,85,185.2,1540148.0,231
190,191,191,Peter Lonard,68,185.5,1061587.0,159
191,192,192,Jonathan Kaye,79,185.6,1443585.0,216
192,193,193,Scott Hend,81,186.3,1784349.0,266
193,194,194,Mathias Grönberg,91,187.0,1595611.0,237
194,195,195,Steve Allan,102,187.9,2130424.0,315
195,196,196,Retief Goosen,56,193.0,1125749.0,162
