,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
0,1,1,Tim Clark,84,153.9,1507350.0,272
1,2,2,Loren Roberts,81,156.5,1470338.0,261
2,3,3,Scott Hoch,52,157.1,978402.0,173
3,4,4,Omar Uresti,85,158.4,1379567.0,242
4,5,5,Bob Estes,73,158.7,994405.0,174
5,6,6,Bob Burns,88,158.9,1412763.0,247
6,7,7,Brian Gay,96,159.0,1826052.0,319
7,8,8,Craig Bowden,83,159.1,1391386.0,243
8,9,9,Skip Kendall,99,159.2,1593679.0,278
9,10,10,Mark Wilson,62,160.1,1118365.0,194
10,11,11,Fred Funk,97,160.5,1687218.0,292
11,T12,T12,Olin Browne,92,160.6,1659441.0,287
12,T12,T12,Mark O'Meara,58,160.6,763398.0,132
13,T14,T14,John Cook,57,160.7,879132.0,152
14,T14,T14,Len Mattiace,75,160.7,1232067.0,213
15,T14,T14,Blaine McCallister,68,160.7,1047316.0,181
16,17,17,Esteban Toledo,92,160.9,1343798.0,232
17,18,18,J.P. Hayes,79,161.2,1201234.0,207
18,19,19,David Morland IV,73,161.3,1230728.0,212
19,20,20,Heath Slocum,92,161.7,1636152.0,281
20,21,21,Pat Bates,99,162.0,1749193.0,300
21,T22,T22,Matt Gogel,86,162.4,1531859.0,262
22,T22,T22,Steve Stricker,81,162.4,1396922.0,239
23,24,24,Glen Day,101,162.7,1891308.0,323
24,25,25,David Toms,80,162.9,1377804.0,235
25,26,26,Justin Rose,77,163.0,1484583.0,253
26,27,27,K.J. Choi,83,163.1,1338510.0,228
27,28,28,Danny Ellis,81,163.3,1375987.0,234
28,29,29,Scott Simpson,55,163.4,982116.0,167
29,30,30,Dicky Pride,66,163.5,971033.0,165
30,31,31,Danny Briggs,85,163.9,1616979.0,274
31,32,32,Jay Williamson,100,164.2,1796849.0,304
32,33,33,Bob Tway,90,164.3,1289512.0,218
33,34,34,Brad Faxon,94,164.4,1426261.0,241
34,35,35,David Branshaw,84,165.1,1384920.0,233
35,T36,T36,Robert Gamez,103,165.4,1982737.0,333
36,T36,T36,Stephen Leaney,84,165.4,1024428.0,172
37,T38,T38,Brent Geiberger,94,165.5,1792981.0,301
38,T38,T38,Joe Ogilvie,104,165.5,1936033.0,325
39,40,40,Justin Leonard,90,165.6,1287732.0,216
40,T41,T41,Bart Bryant,73,165.7,1425492.0,239
41,T41,T41,Jerry Kelly,113,165.7,2064486.0,346
42,43,43,Bernhard Langer,59,165.8,877485.0,147
43,T44,T44,Russ Cochran,61,165.9,1087121.0,182
44,T44,T44,Craig Perks,75,165.9,1236500.0,207
45,46,46,Corey Pavin,83,166.0,1416071.0,237
46,47,47,Guy Boros,64,166.2,1136522.0,190
47,48,48,Ben Curtis,56,166.5,821346.0,137
48,T49,T49,Tripp Isenhour,55,166.6,905719.0,151
49,T49,T49,Matt Kuchar,83,166.6,1565413.0,261
50,T49,T49,José María Olazábal,56,166.6,881607.0,147
51,52,52,Michael Allen,87,167.0,1604849.0,267
52,53,53,Tommy Armour III,87,167.1,1479405.0,246
53,54,54,Patrick Sheehan,113,167.2,2197280.0,365
54,55,55,Adam Scott,55,167.3,1048139.0,174
55,56,56,Rory Sabbatini,89,167.5,1730973.0,287
56,57,57,Roland Thatcher,66,167.6,1303138.0,216
57,58,58,David Peoples,82,167.7,1599670.0,265
58,T59,T59,Todd Hamilton,92,167.9,1426300.0,236
59,T59,T59,Lee Janzen,84,167.9,1625506.0,269
60,T59,T59,Zach Johnson,109,167.9,2085271.0,345
61,T59,T59,Shaun Micheel,93,167.9,1517097.0,251
62,63,63,Steve Flesch,109,168.1,1893755.0,313
63,64,64,Hunter Mahan,94,168.2,1797871.0,297
64,T65,T65,Nick Price,51,168.4,751567.0,124
65,T65,T65,Vaughn Taylor,84,168.4,1879274.0,310
66,T65,T65,Scott Verplank,92,168.4,1685829.0,278
67,68,68,Kent Jones,99,168.5,1832273.0,302
68,T69,T69,Briny Baird,100,168.7,1755438.0,289
69,T69,T69,Chris Riley,78,168.7,1123374.0,185
70,71,71,Cameron Beckman,99,168.9,1994161.0,328
