,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Vijay Singh,112,87.6,537,613,-0.5
1,2,2,Chris Riley,78,87.5,217,248,-0.42
2,3,3,Jay Haas,84,87.19,245,281,-0.51
3,4,4,Retief Goosen,56,86.28,195,226,-0.55
4,5,5,John Senden,99,85.96,447,520,-0.44
5,6,6,Lee Janzen,84,85.92,305,355,-0.46
6,7,7,Tom Lehman,70,85.85,267,311,-0.48
7,8,8,Jeff Sluman,98,85.78,368,429,-0.41
8,9,9,Briny Baird,100,85.42,369,432,-0.4
9,10,10,Kirk Triplett,88,85.21,311,365,-0.4
10,11,11,Scott Hoch,52,85.11,240,282,-0.42
11,12,12,Corey Pavin,83,84.95,254,299,-0.46
12,13,13,Kenny Perry,79,84.39,319,378,-0.41
13,14,14,John Cook,57,84.12,196,233,-0.38
14,T15,T15,Charles Howell III,104,83.82,342,408,-0.41
15,T15,T15,Freddie Jacobson,83,83.82,285,340,-0.47
16,17,17,Brian Bateman,84,83.76,330,394,-0.48
17,T18,T18,Robert Allenby,93,83.73,319,381,-0.38
18,T18,T18,Bob Estes,73,83.73,211,252,-0.41
19,20,20,Shaun Micheel,93,83.72,324,387,-0.4
20,21,21,David Branshaw,84,83.59,321,384,-0.38
21,22,22,Tim Herron,84,83.43,302,362,-0.41
22,T23,T23,K.J. Choi,83,83.33,290,348,-0.41
23,T23,T23,Rod Pampling,98,83.33,360,432,-0.46
24,25,25,Danny Briggs,85,83.29,339,407,-0.45
25,T26,T26,David Toms,80,83.23,268,322,-0.46
26,T26,T26,Duffy Waldorf,79,83.23,263,316,-0.45
27,28,28,Fred Couples,54,83.22,243,292,-0.44
28,29,29,Justin Leonard,90,83.14,281,338,-0.44
29,30,30,Joe Durant,85,83.1,354,426,-0.39
30,31,31,Rocco Mediate,53,83.08,162,195,-0.41
31,32,32,Geoff Ogilvy,91,83.0,376,453,-0.5
32,T33,T33,Paul Azinger,75,82.99,283,341,-0.46
33,T33,T33,Fred Funk,97,82.99,322,388,-0.44
34,35,35,Loren Roberts,81,82.92,267,322,-0.42
35,36,36,Scott Verplank,92,82.9,286,345,-0.44
36,37,37,Jeff Maggert,60,82.72,225,272,-0.41
37,38,38,Adam Scott,55,82.67,186,225,-0.49
38,39,39,Carlos Franco,99,82.66,386,467,-0.46
39,40,40,Michael Allen,87,82.62,328,397,-0.47
40,41,41,Stewart Cink,103,82.58,327,396,-0.5
41,42,42,Craig Parry,52,82.56,142,172,-0.49
42,43,43,Davis Love III,85,82.51,283,343,-0.5
43,44,44,Omar Uresti,85,82.41,328,398,-0.39
44,45,45,John Daly,79,82.34,359,436,-0.5
45,46,46,Matt Gogel,86,82.32,326,396,-0.45
46,47,47,John Huston,62,82.26,218,265,-0.37
47,48,48,Tom Pernice Jr.,103,82.21,379,461,-0.41
48,49,49,Kent Jones,99,82.2,374,455,-0.43
49,50,50,Chad Campbell,100,82.18,332,404,-0.42
50,51,51,Harrison Frazar,86,82.09,353,430,-0.53
51,52,52,Alex Cejka,76,82.04,265,323,-0.38
52,53,53,Vaughn Taylor,84,81.95,386,471,-0.43
53,54,54,Steve Flesch,109,81.94,354,432,-0.41
54,55,55,Roland Thatcher,66,81.93,322,393,-0.38
55,56,56,Esteban Toledo,92,81.89,312,381,-0.39
56,57,57,Luke Donald,72,81.85,239,292,-0.37
57,58,58,Steve Pate,71,81.76,242,296,-0.41
58,59,59,Shigeki Maruyama,93,81.73,322,394,-0.45
59,60,60,Jason Bohn,98,81.61,435,533,-0.41
60,61,61,Jason Dufner,79,81.54,349,428,-0.4
61,62,62,Brad Faxon,94,81.52,269,330,-0.41
62,63,63,Tim Petrovic,111,81.49,383,470,-0.44
63,64,64,J.L. Lewis,106,81.47,422,518,-0.42
64,65,65,Ryan Palmer,103,81.45,439,539,-0.46
65,66,66,Mike Weir,75,81.44,237,291,-0.43
66,T67,T67,Zach Johnson,109,81.42,390,479,-0.46
67,T67,T67,Matt Kuchar,83,81.42,355,436,-0.43
68,69,69,Jeff Brehaut,106,81.4,420,516,-0.45
69,70,70,Notah Begay III,71,81.39,293,360,-0.44
70,71,71,Ben Crane,92,81.35,349,429,-0.46
71,72,72,David Frost,78,81.3,300,369,-0.4
72,73,73,Russ Cochran,61,81.29,226,278,-0.35
73,74,74,Phil Mickelson,83,81.27,269,331,-0.46
74,75,75,Brett Quigley,102,81.21,389,479,-0.43
75,T76,T76,Jesper Parnevik,86,81.19,315,388,-0.45
76,T76,T76,Bo Van Pelt,107,81.19,367,452,-0.47
77,T78,T78,Ted Purdy,114,81.16,474,584,-0.5
78,T78,T78,Bob Tway,90,81.16,280,345,-0.38
79,80,80,Spike McRoy,93,81.14,327,403,-0.38
80,81,81,Heath Slocum,92,81.09,356,439,-0.38
81,82,82,Stephen Ames,97,81.04,312,385,-0.48
82,T83,T83,Bernhard Langer,59,81.0,162,200,-0.43
83,T83,T83,Chris Smith,105,81.0,503,621,-0.45
84,85,85,Mark O'Meara,58,80.98,149,184,-0.36
85,86,86,Steve Stricker,81,80.92,263,325,-0.47
86,T87,T87,Tom Byrum,83,80.9,288,356,-0.39
87,T87,T87,Chris DiMarco,105,80.9,343,424,-0.43
88,89,89,Olin Browne,92,80.89,347,429,-0.4
89,90,90,Blaine McCallister,68,80.88,258,319,-0.4
90,91,91,Cameron Beckman,99,80.86,393,486,-0.49
91,92,92,Todd Fischer,104,80.75,390,483,-0.45
92,93,93,Sergio Garcia,65,80.73,222,275,-0.48
93,94,94,Arron Oberholser,77,80.71,272,337,-0.41
94,T95,T95,Robert Damron,92,80.62,337,418,-0.37
95,T95,T95,Hidemichi Tanaka,89,80.62,312,387,-0.4
96,97,97,Pat Perez,102,80.59,411,510,-0.42
97,98,98,Woody Austin,94,80.56,406,504,-0.45
98,T99,T99,Pat Bates,99,80.48,367,456,-0.37
99,T99,T99,Peter Lonard,68,80.48,235,292,-0.37
100,T99,T99,Mark Wilson,62,80.48,235,292,-0.41
101,102,102,Lucas Glover,95,80.43,452,562,-0.46
102,103,103,Tiger Woods,78,80.41,238,296,-0.61
103,104,104,Ben Curtis,56,80.33,196,244,-0.39
104,105,105,Brian Gay,96,80.31,363,452,-0.44
105,106,106,Jonathan Kaye,79,80.28,285,355,-0.45
106,107,107,David Peoples,82,80.25,317,395,-0.4
107,108,108,Craig Barlow,80,80.22,357,445,-0.45
108,109,109,Mark Hensby,97,80.09,346,432,-0.46
109,T110,T110,Tim Clark,84,80.0,316,395,-0.46
110,T110,T110,John Rollins,90,80.0,336,420,-0.43
111,112,112,Patrick Sheehan,113,79.96,427,534,-0.42
112,113,113,Billy Andrade,104,79.92,394,493,-0.41
113,114,114,Brenden Pappas,111,79.87,476,596,-0.49
114,115,115,Glen Day,101,79.74,374,469,-0.45
115,116,116,Kevin Sutherland,86,79.71,275,345,-0.41
116,T117,T117,Billy Mayfair,109,79.7,369,463,-0.41
117,T117,T117,John Riegger,53,79.7,212,266,-0.37
118,119,119,Cliff Kresge,89,79.69,310,389,-0.47
119,120,120,Kevin Muncrief,50,79.67,192,241,-0.38
120,121,121,Stuart Appleby,84,79.64,266,334,-0.5
121,122,122,Justin Rose,77,79.61,289,363,-0.46
122,123,123,José María Olazábal,56,79.31,161,203,-0.44
123,124,124,Tom Carter,113,79.28,440,555,-0.39
124,125,125,Steve Elkington,64,79.26,237,299,-0.38
125,126,126,Nick Price,51,79.25,126,159,-0.47
126,127,127,Jerry Kelly,113,79.22,366,462,-0.46
127,128,128,Richard Johnson,102,79.2,377,476,-0.46
128,129,129,J.P. Hayes,79,79.18,289,365,-0.4
129,130,130,Brent Geiberger,94,79.15,334,422,-0.47
130,131,131,Tag Ridings,53,79.11,231,292,-0.42
131,132,132,Mark Brooks,72,79.09,227,287,-0.36
132,133,133,Ernie Els,62,79.03,196,248,-0.5
133,134,134,Dennis Paulson,71,79.02,339,429,-0.44
134,135,135,Skip Kendall,99,79.0,316,400,-0.43
135,136,136,Roger Tambellini,81,78.93,311,394,-0.46
136,T137,T137,Bart Bryant,73,78.9,273,346,-0.43
137,T137,T137,J.J. Henry,103,78.9,430,545,-0.43
138,139,139,Steve Allan,102,78.89,426,540,-0.44
139,140,140,Dan Forsman,79,78.81,264,335,-0.41
140,141,141,Arjun Atwal,85,78.79,338,429,-0.42
141,142,142,Rich Beem,81,78.7,303,385,-0.47
142,143,143,Mark Calcavecchia,79,78.61,283,360,-0.43
143,144,144,Tommy Tolles,67,78.59,268,341,-0.43
144,T145,T145,Craig Bowden,83,78.57,297,378,-0.38
145,T145,T145,Carl Pettersson,100,78.57,363,462,-0.51
146,147,147,Scott McCarron,88,78.56,348,443,-0.42
147,148,148,Frank Lickliter II,89,78.52,362,461,-0.44
148,149,149,D.J. Brigman,79,78.48,299,381,-0.44
149,150,150,Todd Hamilton,92,78.45,284,362,-0.46
150,151,151,David Morland IV,73,78.29,256,327,-0.41
151,152,152,Jay Delsing,76,78.25,259,331,-0.45
152,153,153,Daniel Chopra,108,78.16,433,554,-0.49
153,T154,T154,Tommy Armour III,87,78.01,337,432,-0.38
154,T154,T154,Gene Sauers,83,78.01,266,341,-0.46
155,156,156,José Coceres,68,77.95,251,322,-0.46
156,157,157,Tripp Isenhour,55,77.82,214,275,-0.37
157,158,158,Hunter Mahan,94,77.8,382,491,-0.43
158,159,159,Steve Lowery,91,77.75,339,436,-0.42
159,160,160,Joey Sindelar,100,77.73,377,485,-0.4
160,161,161,Dudley Hart,60,77.68,181,233,-0.42
161,162,162,Kris Cox,73,77.65,278,358,-0.41
162,163,163,Dean Wilson,99,77.61,364,469,-0.45
163,164,164,Jonathan Byrd,85,77.46,330,426,-0.51
164,T165,T165,Bob Burns,88,77.35,304,393,-0.4
165,T165,T165,Ken Duke,89,77.35,321,415,-0.45
166,167,167,Craig Perks,75,77.26,248,321,-0.46
167,168,168,Jay Williamson,100,77.25,394,510,-0.38
168,169,169,Scott Hend,81,77.21,393,509,-0.45
169,170,170,Deane Pappas,72,77.11,293,380,-0.43
170,171,171,Chris Couch,55,77.08,232,301,-0.46
171,172,172,Stephen Leaney,84,77.06,215,279,-0.4
172,173,173,Hirofumi Miyase,65,77.04,208,270,-0.42
173,174,174,David Gossett,57,77.01,201,261,-0.29
174,175,175,Rich Barcelo,67,76.88,266,346,-0.41
175,176,176,Kevin Na,100,76.85,342,445,-0.46
176,177,177,Neal Lancaster,106,76.79,430,560,-0.41
177,178,178,Rory Sabbatini,89,76.77,357,465,-0.41
178,179,179,Hank Kuehne,91,76.71,438,571,-0.47
179,180,180,Joe Ogilvie,104,76.65,384,501,-0.45
180,181,181,Danny Ellis,81,76.63,305,398,-0.43
181,182,182,Len Mattiace,75,76.54,248,324,-0.42
182,183,183,Greg Chalmers,70,76.52,277,362,-0.45
183,184,184,Guy Boros,64,76.51,254,332,-0.39
184,185,185,Robert Gamez,103,76.39,398,521,-0.44
185,186,186,Dicky Pride,66,76.34,242,317,-0.37
186,187,187,Dan Olsen,75,76.28,283,371,-0.45
187,188,188,Aaron Baddeley,87,76.14,284,373,-0.46
188,189,189,Darren Clarke,54,75.98,155,204,-0.46
189,190,190,Brian Kortan,65,75.48,234,310,-0.34
190,191,191,Grant Waite,79,75.46,286,379,-0.45
191,192,192,Mike Heinen,53,75.23,249,331,-0.49
192,193,193,Andre Stolz,53,75.0,204,272,-0.35
193,194,194,Niclas Fasth,61,74.73,204,273,-0.45
194,195,195,Mathias Grönberg,91,74.53,319,428,-0.44
195,196,196,Scott Simpson,55,74.15,175,236,-0.34
