,Approaches_from_75-100_yards_RANK THIS WEEK,Approaches_from_75-100_yards_RANK LAST WEEK,Approaches_from_75-100_yards_PLAYER NAME,Approaches_from_75-100_yards_ROUNDS,Approaches_from_75-100_yards_AVG,Approaches_from_75-100_yards_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_# OF ATTEMPTS,Approaches_from_75-100_yards_RELATIVE TO PAR
0,1,1,Tim Clark,84,"14' 1""",1407.0829999999999,100,-17
1,2,2,Jay Haas,84,"14' 4""",857.75,60,-13
2,3,3,John Huston,62,"14' 9""",561.0830000000001,38,-5
3,4,4,Tom Byrum,83,"15' 0""",1172.917,78,-13
4,5,5,Rod Pampling,98,"15' 1""",994.1669999999999,66,-10
5,T6,T6,Alex Cejka,76,"15' 2""",652.1669999999999,43,-3
6,T6,T6,Stewart Cink,103,"15' 2""",1228.083,81,-20
7,T6,T6,Scott Hoch,52,"15' 2""",971.0,64,-19
8,T9,T9,Ryan Palmer,103,"15' 4""",1285.667,84,-14
9,T9,T9,David Toms,80,"15' 4""",799.4169999999999,52,-17
10,T11,T11,John Cook,57,"15' 5""",801.9169999999999,52,-12
11,T11,T11,Freddie Jacobson,83,"15' 5""",710.9169999999999,46,-2
12,T11,T11,Lee Janzen,84,"15' 5""",1048.583,68,-14
13,T14,T14,Matt Gogel,86,"15' 6""",1300.5,84,-29
14,T14,T14,Kirk Triplett,88,"15' 6""",1363.5829999999999,88,-7
15,T16,T16,Vijay Singh,112,"15' 7""",1447.0,93,-12
16,T16,T16,Scott Verplank,92,"15' 7""",949.25,61,-15
17,T18,T18,Fred Funk,97,"15' 10""",1422.75,90,-4
18,T18,T18,Brian Gay,96,"15' 10""",1964.4170000000001,124,-21
19,20,20,José María Olazábal,56,"15' 11""",715.0,45,-8
20,T21,T21,Bob Estes,73,"16' 0""",801.6669999999999,50,-9
21,T21,T21,Mark O'Meara,58,"16' 0""",817.9169999999999,51,-5
22,T21,T21,Ted Purdy,114,"16' 0""",1532.0829999999999,96,-19
23,T24,T24,Davis Love III,85,"16' 1""",612.5,38,-4
24,T24,T24,Loren Roberts,81,"16' 1""",1320.5,82,-19
25,T26,T26,Woody Austin,94,"16' 2""",1467.6670000000001,91,-18
26,T26,T26,Justin Leonard,90,"16' 2""",1150.333,71,+3
27,T28,T28,Chad Campbell,100,"16' 3""",1123.5,69,-7
28,T28,T28,Chris Riley,78,"16' 3""",924.75,57,-13
29,T28,T28,Dean Wilson,99,"16' 3""",1560.0829999999999,96,-15
30,T31,T31,Arjun Atwal,85,"16' 4""",1110.75,68,-5
31,T31,T31,Ben Crane,92,"16' 4""",997.0830000000001,61,-21
32,T31,T31,Jay Williamson,100,"16' 4""",1746.4170000000001,107,-12
33,T34,T34,Mark Brooks,72,"16' 5""",1135.333,69,-3
34,T34,T34,Brad Faxon,94,"16' 5""",1130.25,69,-9
35,T34,T34,Brent Geiberger,94,"16' 5""",1458.4170000000001,89,-23
36,T34,T34,Steve Stricker,81,"16' 5""",1277.75,78,-7
