,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Briny Baird,100,"58' 10""",1882.9170000000001,32,-6
1,2,2,Craig Bowden,83,"61' 5""",2027.5,33,+8
2,3,3,Rocco Mediate,53,"61' 11""",742.8330000000001,12,-1
3,4,4,Kevin Na,100,"62' 0""",2171.083,35,-7
4,5,5,Lee Janzen,84,"62' 3""",1930.9170000000001,31,-2
5,6,6,David Toms,80,"62' 5""",1061.417,17,-4
6,T7,T7,Scott Hend,81,"62' 7""",2691.75,43,-13
7,T7,T7,Arron Oberholser,77,"62' 7""",1563.9170000000001,25,-3
8,9,9,José Coceres,68,"64' 1""",2050.5,32,E
9,10,10,Omar Uresti,85,"64' 3""",1926.3329999999999,30,+3
10,11,11,David Frost,78,"64' 5""",1610.5,25,-2
11,12,12,Blaine McCallister,68,"64' 9""",1294.75,20,E
12,13,13,Steve Allan,102,"64' 10""",3045.667,47,-18
13,14,14,J.J. Henry,103,"65' 0""",1950.0,30,-3
14,15,15,Jeff Maggert,60,"65' 1""",975.6669999999999,15,-1
15,16,16,Jay Delsing,76,"65' 6""",2359.25,36,-4
16,17,17,John Senden,99,"65' 7""",2952.833,45,-5
17,18,18,Jason Dufner,79,"65' 8""",2691.083,41,-4
18,19,19,Robert Allenby,93,"65' 10""",1842.3329999999999,28,-6
19,20,20,Tiger Woods,78,"66' 0""",2575.0,39,-15
20,21,21,Tom Lehman,70,"66' 3""",1524.5829999999999,23,-5
21,22,22,Mark Calcavecchia,79,"66' 6""",1860.9170000000001,28,-4
22,23,23,Guy Boros,64,"66' 7""",2262.417,34,+7
23,24,24,Niclas Fasth,61,"66' 8""",1800.25,27,-6
24,25,25,Joe Ogilvie,104,"67' 0""",2747.333,41,-8
25,26,26,Scott Hoch,52,"67' 1""",1543.75,23,-4
26,T27,T27,Chad Campbell,100,"67' 4""",2154.917,32,-10
27,T27,T27,Justin Rose,77,"67' 4""",1952.8329999999999,29,-7
28,T27,T27,Vaughn Taylor,84,"67' 4""",2221.833,33,-8
29,T30,T30,Carl Pettersson,100,"67' 6""",2701.083,40,-12
30,T30,T30,Dicky Pride,66,"67' 6""",1551.75,23,-2
31,T32,T32,Luke Donald,72,"67' 7""",1959.0,29,-3
32,T32,T32,Joe Durant,85,"67' 7""",1283.75,19,-2
33,T32,T32,Rod Pampling,98,"67' 7""",2432.583,36,-16
34,35,35,Retief Goosen,56,"67' 11""",1493.75,22,-6
35,T36,T36,Ken Duke,89,"68' 4""",2665.167,39,-2
36,T36,T36,Steve Stricker,81,"68' 4""",2461.0,36,-2
37,38,38,Frank Lickliter II,89,"68' 7""",2057.75,30,-9
38,39,39,Bernhard Langer,59,"68' 9""",1444.1670000000001,21,-2
