,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,1,John Huston,62,66.2,94,142,-0.15
1,2,2,Sergio Garcia,65,66.18,90,136,-0.06
2,3,3,Retief Goosen,56,64.55,71,110,-0.15
3,4,4,Scott Verplank,92,64.19,147,229,-0.20
4,5,5,Tiger Woods,78,64.07,107,167,-0.17
5,6,6,Stephen Ames,97,63.18,163,258,-0.18
6,7,7,Luke Donald,72,63.0,143,227,-0.11
7,8,8,Joe Durant,85,62.83,142,226,-0.11
8,9,9,Stephen Leaney,84,62.5,125,200,-0.12
9,10,10,Briny Baird,100,61.4,140,228,-0.10
10,11,11,Rory Sabbatini,89,61.21,131,214,-0.11
11,12,12,Lucas Glover,95,61.09,135,221,-0.05
12,13,13,David Toms,80,60.67,108,178,-0.13
13,14,14,Joey Sindelar,100,60.45,162,268,-0.14
14,15,15,Jerry Kelly,113,60.34,175,290,-0.16
15,16,16,Vijay Singh,112,60.18,136,226,-0.09
16,17,17,Olin Browne,92,60.08,149,248,-0.13
17,18,18,Todd Hamilton,92,60.0,135,225,-0.15
18,T19,T19,Arron Oberholser,77,59.9,118,197,-0.10
19,T19,T19,Kirk Triplett,88,59.9,118,197,-0.21
20,21,21,Chris Smith,105,59.75,141,236,-0.09
21,22,22,Zach Johnson,109,59.49,163,274,-0.19
22,23,23,Kent Jones,99,59.47,157,264,-0.08
23,24,24,Bo Van Pelt,107,59.32,140,236,-0.19
24,25,25,Tommy Armour III,87,59.31,137,231,-0.12
25,26,26,Steve Elkington,64,59.3,102,172,-0.12
26,27,27,Carl Pettersson,100,59.26,144,243,-0.16
27,T28,T28,K.J. Choi,83,58.82,120,204,-0.17
28,T28,T28,Heath Slocum,92,58.82,170,289,-0.12
29,30,30,Robert Allenby,93,58.78,144,245,-0.06
30,31,31,Tom Lehman,70,58.62,102,174,-0.11
31,32,32,Shaun Micheel,93,58.57,123,210,-0.11
32,33,33,Kevin Na,100,58.42,177,303,-0.07
33,T34,T34,Ernie Els,62,58.33,70,120,-0.21
34,T34,T34,Bernhard Langer,59,58.33,84,144,-0.24
35,T36,T36,John Cook,57,58.08,115,198,-0.09
36,T36,T36,John Riegger,53,58.08,97,167,-0.20
37,38,38,Phil Mickelson,83,58.02,94,162,-0.12
38,39,39,Davis Love III,85,57.87,114,197,-0.12
39,40,40,Bart Bryant,73,57.78,130,225,-0.04
40,41,41,Scott Hoch,52,57.72,86,149,-0.10
41,42,42,Neal Lancaster,106,57.68,154,267,-0.13
42,43,43,Scott Simpson,55,57.65,98,170,-0.10
43,44,44,Justin Rose,77,57.51,111,193,-0.18
44,45,45,Billy Mayfair,109,57.4,190,331,-0.04
45,46,46,Robert Gamez,103,57.36,148,258,-0.10
46,47,47,Adam Scott,55,57.28,59,103,-0.10
47,48,48,Stewart Cink,103,57.25,150,262,-0.17
48,49,49,Jay Haas,84,57.2,143,250,-0.12
49,T50,T50,Roger Tambellini,81,57.14,116,203,-0.05
50,T50,T50,Mark Wilson,62,57.14,112,196,-0.07
51,T52,T52,Ted Purdy,114,57.1,173,303,-0.12
52,T52,T52,Jeff Sluman,98,57.1,173,303,-0.13
53,54,54,Mathias Grönberg,91,57.08,137,240,-0.04
54,T55,T55,Jeff Maggert,60,57.06,101,177,-0.09
55,T55,T55,Roland Thatcher,66,57.06,97,170,-0.07
56,57,57,Pat Bates,99,57.02,195,342,-0.06
57,58,58,J.J. Henry,103,56.88,124,218,-0.10
58,59,59,Hidemichi Tanaka,89,56.83,154,271,-0.14
59,60,60,Danny Briggs,85,56.81,146,257,-0.06
60,61,61,Shigeki Maruyama,93,56.75,143,252,-0.14
61,62,62,Woody Austin,94,56.71,131,231,-0.11
62,63,63,Justin Leonard,90,56.64,128,226,-0.12
63,64,64,Mike Weir,75,56.61,107,189,-0.24
64,65,65,Pat Perez,102,56.57,142,251,-0.08
65,66,66,Tripp Isenhour,55,56.55,82,145,-0.10
66,67,67,Mike Heinen,53,56.49,74,131,-0.11
67,68,68,Duffy Waldorf,79,56.48,109,193,-0.12
68,69,69,Brett Quigley,102,56.39,150,266,-0.13
69,70,70,Grant Waite,79,56.35,111,197,-0.05
70,71,71,Chris DiMarco,105,56.32,156,277,-0.18
71,72,72,Stuart Appleby,84,55.88,95,170,-0.12
72,73,73,Tim Clark,84,55.78,140,251,-0.16
73,74,74,Nick Price,51,55.64,74,133,-0.15
74,75,75,Steve Allan,102,55.56,130,234,-0.09
75,76,76,Carlos Franco,99,55.45,173,312,-0.14
76,77,77,Chad Campbell,100,55.43,143,258,-0.15
77,78,78,Geoff Ogilvy,91,55.41,128,231,-0.16
78,79,79,Brent Geiberger,94,55.34,145,262,-0.12
79,80,80,Billy Andrade,104,55.33,166,300,-0.11
80,81,81,Fred Funk,97,55.31,172,311,-0.15
81,82,82,Jeff Brehaut,106,55.29,162,293,-0.02
82,83,83,Richard Johnson,102,55.23,169,306,-0.12
83,84,84,Frank Lickliter II,89,55.22,127,230,-0.21
84,85,85,David Branshaw,84,55.19,133,241,-0.08
85,86,86,Notah Begay III,71,54.85,113,206,-0.12
86,87,87,Tom Pernice Jr.,103,54.83,159,290,-0.14
87,88,88,Tim Herron,84,54.69,105,192,-0.16
88,89,89,Craig Barlow,80,54.68,111,203,-0.16
89,T90,T90,Kenny Perry,79,54.55,96,176,-0.08
90,T90,T90,John Senden,99,54.55,126,231,-0.11
91,92,92,Jason Dufner,79,54.4,105,193,-0.13
92,93,93,Fred Couples,54,54.39,62,114,-0.10
93,94,94,Daniel Chopra,108,54.35,125,230,-0.12
94,95,95,Steve Flesch,109,54.27,159,293,-0.18
95,96,96,Guy Boros,64,54.26,102,188,-0.05
96,97,97,Michael Allen,87,54.19,123,227,-0.11
97,T98,T98,Brian Kortan,65,54.07,93,172,-0.01
98,T98,T98,Patrick Sheehan,113,54.07,166,307,-0.08
99,100,100,Bob Estes,73,54.02,94,174,-0.12
100,101,101,Charles Howell III,104,54.0,135,250,-0.15
101,102,102,Alex Cejka,76,53.96,109,202,-0.19
102,103,103,Jonathan Kaye,79,53.85,98,182,-0.07
103,104,104,Rich Barcelo,67,53.8,99,184,-0.10
104,105,105,Freddie Jacobson,83,53.77,107,199,-0.18
105,106,106,Lee Janzen,84,53.74,122,227,-0.11
106,107,107,José Coceres,68,53.69,109,203,-0.06
107,108,108,Bob Burns,88,53.66,154,287,-0.10
108,T109,T109,Cameron Beckman,99,53.59,127,237,-0.10
109,T109,T109,Dudley Hart,60,53.59,82,153,-0.11
110,111,111,Brian Bateman,84,53.57,120,224,-0.10
111,112,112,Russ Cochran,61,53.37,103,193,-0.08
112,T113,T113,Ben Curtis,56,53.33,64,120,-0.05
113,T113,T113,John Daly,79,53.33,96,180,-0.17
114,T113,T113,Bob Tway,90,53.33,120,225,-0.13
115,116,116,Craig Bowden,83,53.26,147,276,-0.09
116,117,117,Rod Pampling,98,53.25,123,231,-0.09
117,T118,T118,Glen Day,101,53.21,149,280,-0.16
118,T118,T118,Skip Kendall,99,53.21,149,280,-0.13
119,120,120,Hank Kuehne,91,53.2,108,203,-0.08
120,121,121,D.J. Brigman,79,53.11,111,209,-0.09
121,122,122,Mark O'Meara,58,53.07,95,179,-0.12
122,123,123,John Rollins,90,52.8,113,214,-0.23
123,124,124,Jay Williamson,100,52.79,142,269,-0.12
