,Approaches_from_50-75_yards_Rgh_RANK THIS WEEK,Approaches_from_50-75_yards_Rgh_RANK LAST WEEK,Approaches_from_50-75_yards_Rgh_PLAYER NAME,Approaches_from_50-75_yards_Rgh_ROUNDS,Approaches_from_50-75_yards_Rgh_AVG,Approaches_from_50-75_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-75_yards_Rgh_RELATIVE TO PAR
0,1,1,Bernhard Langer,59,"9' 4""",37.417,4,+2
1,2,2,Kirk Triplett,88,"12' 3""",24.5,2,+1
2,3,3,José Coceres,68,"12' 5""",86.75,7,+2
3,4,4,Craig Bowden,83,"13' 3""",106.25,8,+1
4,T5,T5,Bob Burns,88,"13' 5""",160.917,12,+6
5,T5,T5,Kevin Na,100,"13' 5""",201.167,15,+2
6,7,7,Skip Kendall,99,"13' 9""",178.417,13,-2
7,8,8,Rich Beem,81,"14' 6""",58.0,4,-2
8,T9,T9,Arron Oberholser,77,"15' 3""",137.5,9,+4
9,T9,T9,Corey Pavin,83,"15' 3""",137.167,9,-1
10,11,11,Dicky Pride,66,"15' 4""",122.833,8,+1
11,12,12,Lee Janzen,84,"15' 6""",124.25,8,+1
12,T13,T13,John Cook,57,"15' 7""",108.833,7,-1
13,T13,T13,Jeff Maggert,60,"15' 7""",93.5,6,+2
14,15,15,Joey Sindelar,100,"15' 8""",172.25,11,+2
15,T16,T16,Joe Durant,85,"15' 9""",188.583,12,E
16,T16,T16,Steve Lowery,91,"15' 9""",236.75,15,E
17,T16,T16,Hidemichi Tanaka,89,"15' 9""",125.75,8,E
18,19,19,Steve Stricker,81,"15' 10""",189.917,12,E
19,20,20,John Huston,62,"16' 3""",81.417,5,-2
20,21,21,Alex Cejka,76,"16' 5""",115.167,7,+4
21,22,22,K.J. Choi,83,"16' 8""",100.167,6,+1
22,23,23,Woody Austin,94,"16' 9""",184.583,11,+2
23,24,24,Dean Wilson,99,"16' 10""",168.583,10,+1
24,25,25,John Riegger,53,"17' 0""",84.833,5,+4
25,26,26,Carl Pettersson,100,"17' 1""",136.75,8,+6
26,27,27,Justin Rose,77,"17' 2""",154.583,9,-3
27,28,28,Chris Couch,55,"17' 3""",51.667,3,E
28,T29,T29,Phil Mickelson,83,"17' 5""",209.333,12,-2
29,T29,T29,Pat Perez,102,"17' 5""",208.583,12,-1
30,T31,T31,Brian Bateman,84,"17' 7""",140.583,8,+3
31,T31,T31,Blaine McCallister,68,"17' 7""",105.25,6,+5
32,33,33,Fred Funk,97,"17' 9""",159.583,9,+2
33,T34,T34,Fred Couples,54,"18' 4""",146.833,8,+1
34,T34,T34,Cliff Kresge,89,"18' 4""",128.083,7,+3
35,36,36,Kris Cox,73,"18' 7""",130.333,7,-2
36,37,37,D.J. Brigman,79,"18' 8""",187.0,10,+4
37,T38,T38,Shaun Micheel,93,"18' 10""",226.083,12,-1
38,T38,T38,John Rollins,90,"18' 10""",225.917,12,-1
39,T38,T38,Adam Scott,55,"18' 10""",94.333,5,-2
40,41,41,Jay Williamson,100,"18' 11""",226.75,12,+2
41,T42,T42,J.J. Henry,103,"19' 2""",364.417,19,E
42,T42,T42,Len Mattiace,75,"19' 2""",172.333,9,+2
43,T42,T42,Geoff Ogilvy,91,"19' 2""",306.33299999999997,16,-2
44,T42,T42,Chris Riley,78,"19' 2""",76.667,4,+1
45,T46,T46,David Frost,78,"19' 3""",307.91700000000003,16,+5
46,T46,T46,David Peoples,82,"19' 3""",250.083,13,E
47,T48,T48,Sergio Garcia,65,"19' 6""",117.083,6,-1
48,T48,T48,Rory Sabbatini,89,"19' 6""",253.333,13,E
49,T48,T48,Gene Sauers,83,"19' 6""",214.75,11,-3
50,T51,T51,Pat Bates,99,"19' 7""",274.58299999999997,14,+2
51,T51,T51,Harrison Frazar,86,"19' 7""",137.25,7,+1
52,T51,T51,Craig Parry,52,"19' 7""",137.333,7,E
53,T54,T54,Todd Fischer,104,"19' 8""",354.417,18,E
54,T54,T54,Retief Goosen,56,"19' 8""",118.167,6,+1
55,T54,T54,Stephen Leaney,84,"19' 8""",137.5,7,+3
56,T57,T57,Spike McRoy,93,"19' 9""",197.083,10,+3
57,T57,T57,Grant Waite,79,"19' 9""",355.5,18,+11
58,59,59,Tim Clark,84,"19' 10""",218.417,11,+2
59,T60,T60,Brad Faxon,94,"19' 11""",279.08299999999997,14,-4
60,T60,T60,Brent Geiberger,94,"19' 11""",318.75,16,+5
61,T60,T60,Bob Tway,90,"19' 11""",119.5,6,+2
62,63,63,Shigeki Maruyama,93,"20' 2""",242.083,12,+3
63,64,64,Robert Gamez,103,"20' 3""",243.083,12,+9
64,T65,T65,Kenny Perry,79,"20' 5""",142.917,7,+2
65,T65,T65,Andre Stolz,53,"20' 5""",225.0,11,+8
66,T67,T67,Ken Duke,89,"20' 6""",389.833,19,E
67,T67,T67,Freddie Jacobson,83,"20' 6""",225.667,11,E
68,69,69,Jesper Parnevik,86,"20' 9""",353.083,17,+2
69,70,70,Zach Johnson,109,"20' 10""",374.667,18,-4
70,T71,T71,Ernie Els,62,"20' 11""",209.25,10,-1
71,T71,T71,Billy Mayfair,109,"20' 11""",146.667,7,E
72,T73,T73,Billy Andrade,104,"21' 0""",209.583,10,+3
73,T73,T73,Dennis Paulson,71,"21' 0""",252.0,12,+3
74,75,75,Esteban Toledo,92,"21' 2""",360.417,17,+2
75,T76,T76,Davis Love III,85,"21' 3""",85.083,4,+4
76,T76,T76,Dan Olsen,75,"21' 3""",339.333,16,E
77,T78,T78,Chad Campbell,100,"21' 5""",107.083,5,E
78,T78,T78,John Senden,99,"21' 5""",299.5,14,+1
79,80,80,Patrick Sheehan,113,"21' 6""",301.5,14,+3
80,T81,T81,Greg Chalmers,70,"21' 7""",302.25,14,+1
81,T81,T81,Heath Slocum,92,"21' 7""",150.833,7,+4
82,83,83,Jonathan Byrd,85,"21' 8""",390.5,18,+6
83,84,84,Hunter Mahan,94,"21' 9""",499.333,23,+7
84,85,85,Stewart Cink,103,"21' 10""",284.0,13,+5
85,86,86,Omar Uresti,85,"21' 11""",284.66700000000003,13,+4
86,87,87,Rich Barcelo,67,"22' 0""",352.0,16,+3
87,88,88,Charles Howell III,104,"22' 1""",110.333,5,+3
88,89,89,Tom Pernice Jr.,103,"22' 3""",289.08299999999997,13,+2
89,90,90,Neal Lancaster,106,"22' 4""",379.0,17,E
90,T91,T91,Danny Briggs,85,"22' 8""",271.66700000000003,12,+3
91,T91,T91,Kent Jones,99,"22' 8""",249.25,11,+8
92,T93,T93,Glen Day,101,"22' 11""",389.25,17,+1
93,T93,T93,Jay Haas,84,"22' 11""",137.25,6,+3
94,T95,T95,Justin Leonard,90,"23' 0""",229.583,10,+1
95,T95,T95,José María Olazábal,56,"23' 0""",321.91700000000003,14,+3
96,T97,T97,Notah Begay III,71,"23' 1""",276.58299999999997,12,+1
97,T97,T97,Steve Pate,71,"23' 1""",276.66700000000003,12,+3
98,99,99,Stephen Ames,97,"23' 2""",162.0,7,+1
99,T100,T100,Ben Curtis,56,"23' 5""",117.167,5,+2
100,T100,T100,Jay Delsing,76,"23' 5""",140.333,6,+3
101,102,102,Deane Pappas,72,"23' 6""",305.0,13,+7
102,T103,T103,Brian Gay,96,"23' 8""",260.33299999999997,11,+6
103,T103,T103,Jeff Sluman,98,"23' 8""",259.91700000000003,11,+2
104,105,105,Tom Lehman,70,"23' 10""",119.083,5,+2
105,106,106,Ryan Palmer,103,"23' 11""",382.667,16,+1
106,107,107,Cameron Beckman,99,"24' 1""",312.66700000000003,13,+2
107,108,108,Mark Calcavecchia,79,"24' 4""",316.83299999999997,13,+6
108,T109,T109,David Branshaw,84,"24' 5""",195.25,8,+4
109,T109,T109,Mike Weir,75,"24' 5""",244.0,10,+2
110,111,111,Carlos Franco,99,"24' 6""",539.6669999999999,22,-3
111,112,112,Chris Smith,105,"24' 7""",443.0,18,+7
