,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
138,139,139,Chris Smith,105,86.01,246,286,-0.71
139,140,140,José Coceres,68,85.99,135,157,-0.64
140,141,141,Woody Austin,94,85.96,202,235,-0.66
141,142,142,Luke Donald,72,85.82,115,134,-0.55
142,143,143,Brent Geiberger,94,85.8,145,169,-0.61
143,T144,T144,Dudley Hart,60,85.71,78,91,-0.64
144,T144,T144,John Huston,62,85.71,108,126,-0.51
145,T144,T144,Andre Stolz,53,85.71,90,105,-0.54
146,147,147,Olin Browne,92,85.61,119,139,-0.59
147,148,148,Rory Sabbatini,89,85.57,172,201,-0.55
148,149,149,Todd Hamilton,92,85.51,118,138,-0.6
149,150,150,Robert Allenby,93,85.39,152,178,-0.61
150,151,151,Kevin Na,100,85.29,174,204,-0.59
151,152,152,Scott Hend,81,85.27,220,258,-0.67
152,153,153,Kris Cox,73,85.26,133,156,-0.62
153,154,154,Arjun Atwal,85,85.25,156,183,-0.55
154,155,155,Cameron Beckman,99,85.1,177,208,-0.7
155,156,156,Kevin Sutherland,86,85.0,136,160,-0.57
156,157,157,Aaron Baddeley,87,84.95,158,186,-0.61
157,158,158,Patrick Sheehan,113,84.93,186,219,-0.53
158,159,159,Peter Lonard,68,84.92,107,126,-0.57
159,160,160,Tim Clark,84,84.72,122,144,-0.61
160,T161,T161,Jay Delsing,76,84.62,121,143,-0.59
161,T161,T161,Dicky Pride,66,84.62,88,104,-0.51
162,163,163,Bob Burns,88,84.55,104,123,-0.54
163,164,164,Mark Brooks,72,84.54,82,97,-0.55
164,165,165,Mike Heinen,53,84.51,120,142,-0.71
165,166,166,J.J. Henry,103,84.38,216,256,-0.57
166,167,167,Brad Faxon,94,84.35,97,115,-0.59
167,168,168,Robert Gamez,103,84.26,166,197,-0.57
168,T169,T169,David Frost,78,84.21,112,133,-0.63
169,T169,T169,David Morland IV,73,84.21,96,114,-0.56
170,171,171,Hunter Mahan,94,84.07,190,226,-0.54
171,172,172,Craig Perks,75,84.0,105,125,-0.64
172,173,173,Mark Calcavecchia,79,83.95,136,162,-0.58
173,174,174,Matt Gogel,86,83.94,115,137,-0.63
174,T175,T175,Tommy Armour III,87,83.82,145,173,-0.57
175,T175,T175,Jay Williamson,100,83.82,145,173,-0.55
176,177,177,Brian Kortan,65,83.76,98,117,-0.51
177,178,178,Hank Kuehne,91,83.71,221,264,-0.61
178,179,179,Mathias Grönberg,91,83.55,193,231,-0.59
179,180,180,Grant Waite,79,83.53,142,170,-0.68
180,181,181,Scott McCarron,88,83.41,176,211,-0.57
181,182,182,Scott Simpson,55,83.33,70,84,-0.56
182,183,183,Guy Boros,64,83.22,119,143,-0.54
183,184,184,Chris Couch,55,83.21,109,131,-0.7
184,185,185,Tom Byrum,83,83.19,99,119,-0.62
185,186,186,John Riegger,53,83.18,89,107,-0.57
186,187,187,Neal Lancaster,106,83.01,215,259,-0.56
187,188,188,Joe Ogilvie,104,82.96,185,223,-0.56
188,189,189,Joey Sindelar,100,82.79,178,215,-0.54
189,190,190,David Gossett,57,82.76,96,116,-0.47
190,191,191,Steve Elkington,64,82.03,105,128,-0.5
191,192,192,Rich Barcelo,67,81.76,121,148,-0.55
192,193,193,Darren Clarke,54,81.55,84,103,-0.64
193,194,194,Danny Ellis,81,81.46,123,151,-0.61
194,195,195,Russ Cochran,61,80.81,80,99,-0.54
195,196,196,Stephen Leaney,84,79.81,83,104,-0.58
