,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Lee Janzen,84,"50' 1""",651.0830000000001,13,-6
1,2,2,Scott Hend,81,"66' 4""",795.75,12,-6
2,3,3,Loren Roberts,81,"67' 3""",336.167,5,-3
3,4,4,Vaughn Taylor,84,"69' 11""",1678.1670000000001,24,-12
4,5,5,Rod Pampling,98,"70' 1""",1891.4170000000001,27,-15
5,6,6,Harrison Frazar,86,"71' 0""",1703.1670000000001,24,-17
6,7,7,Kenny Perry,79,"72' 10""",1164.75,16,-13
7,8,8,Carlos Franco,99,"73' 8""",1104.417,15,-11
8,9,9,Brenden Pappas,111,"73' 10""",1846.1670000000001,25,-15
9,10,10,Retief Goosen,56,"74' 9""",896.5,12,-11
10,11,11,Andre Stolz,53,"75' 1""",600.6669999999999,8,-1
11,12,12,Tom Lehman,70,"75' 7""",680.1669999999999,9,-6
12,13,13,John Huston,62,"75' 8""",983.6669999999999,13,-7
13,14,14,Rich Beem,81,"75' 11""",1063.167,14,-8
14,T15,T15,Deane Pappas,72,"76' 2""",990.5830000000001,13,-8
15,T15,T15,Craig Perks,75,"76' 2""",1142.083,15,-7
16,17,17,Brian Bateman,84,"76' 6""",1606.5,21,-12
17,18,18,Matt Gogel,86,"76' 7""",1224.667,16,-5
18,19,19,Robert Allenby,93,"77' 3""",1158.833,15,-9
19,20,20,John Daly,79,"77' 6""",1240.5,16,-9
20,21,21,Mark Brooks,72,"78' 3""",626.25,8,-4
21,22,22,Aaron Baddeley,87,"78' 6""",1177.5,15,-8
22,23,23,Brett Quigley,102,"78' 7""",1414.1670000000001,18,-11
23,24,24,Tommy Armour III,87,"78' 11""",394.667,5,-2
24,T25,T25,Steve Allan,102,"79' 3""",1584.3329999999999,20,-12
25,T25,T25,Tiger Woods,78,"79' 3""",792.25,10,-4
26,27,27,Stephen Leaney,84,"79' 6""",795.3330000000001,10,-3
27,T28,T28,Kent Jones,99,"79' 11""",1438.6670000000001,18,-6
28,T28,T28,Duffy Waldorf,79,"79' 11""",1518.3329999999999,19,-5
29,30,30,Craig Parry,52,"80' 2""",160.333,2,-2
30,31,31,Michael Allen,87,"80' 4""",1044.083,13,-4
31,32,32,Kris Cox,73,"80' 5""",1045.167,13,-3
32,33,33,Billy Andrade,104,"80' 6""",1931.6670000000001,24,-11
33,34,34,Tag Ridings,53,"80' 9""",726.8330000000001,9,-2
34,35,35,Steve Elkington,64,"80' 11""",809.3330000000001,10,-6
35,36,36,Darren Clarke,54,"81' 2""",568.4169999999999,7,-3
36,37,37,Dan Olsen,75,"81' 4""",1301.083,16,-6
37,38,38,Phil Mickelson,83,"82' 5""",577.0830000000001,7,-3
38,39,39,Mark Calcavecchia,79,"83' 3""",1747.5,21,-11
39,T40,T40,Todd Fischer,104,"84' 2""",1346.1670000000001,16,-8
40,T40,T40,Lucas Glover,95,"84' 2""",2103.75,25,-5
41,42,42,José María Olazábal,56,"84' 4""",1012.0830000000001,12,-11
42,T43,T43,Dudley Hart,60,"84' 5""",675.0,8,-4
43,T43,T43,Peter Lonard,68,"84' 5""",843.9169999999999,10,-3
44,45,45,J.J. Henry,103,"85' 5""",2221.5,26,-13
45,46,46,Jonathan Kaye,79,"85' 10""",1115.833,13,-10
46,47,47,Chris Couch,55,"85' 11""",944.75,11,-4
47,T48,T48,Mathias Grönberg,91,"86' 1""",2582.917,30,-10
48,T48,T48,Mark Hensby,97,"86' 1""",2495.417,29,-9
49,T50,T50,Richard Johnson,102,"86' 8""",2426.0,28,-14
50,T50,T50,Rory Sabbatini,89,"86' 8""",1473.75,17,-2
51,52,52,John Senden,99,"87' 3""",2792.25,32,-16
52,53,53,Shigeki Maruyama,93,"87' 5""",1136.583,13,-6
53,54,54,Tim Herron,84,"87' 6""",1313.0829999999999,15,-7
54,55,55,Adam Scott,55,"87' 8""",350.75,4,-1
55,56,56,Roger Tambellini,81,"88' 2""",1675.3329999999999,19,-7
56,57,57,John Cook,57,"88' 5""",530.4169999999999,6,-4
57,T58,T58,Daniel Chopra,108,"88' 11""",2488.667,28,-11
58,T58,T58,Bo Van Pelt,107,"88' 11""",1422.0,16,-11
59,60,60,Kevin Na,100,"89' 2""",1872.6670000000001,21,-10
60,61,61,D.J. Brigman,79,"89' 4""",1698.0829999999999,19,-11
61,62,62,Tommy Tolles,67,"89' 7""",1164.167,13,-5
62,T63,T63,Russ Cochran,61,"89' 9""",538.5830000000001,6,-3
63,T63,T63,Omar Uresti,85,"89' 9""",1167.083,13,-4
64,65,65,Steve Stricker,81,"89' 11""",1259.167,14,-5
65,66,66,Roland Thatcher,66,"90' 0""",2159.667,24,-10
66,67,67,Steve Flesch,109,"90' 1""",1802.25,20,-4
67,68,68,Briny Baird,100,"90' 2""",1261.917,14,-7
68,69,69,Tim Clark,84,"90' 4""",451.667,5,-2
69,70,70,Dean Wilson,99,"90' 5""",1989.75,22,-11
70,71,71,Tom Carter,113,"90' 6""",2172.833,24,-7
71,72,72,Joey Sindelar,100,"90' 11""",2455.417,27,-8
72,73,73,Stuart Appleby,84,"91' 0""",1000.5830000000001,11,-8
73,74,74,Jesper Parnevik,86,"91' 2""",2188.333,24,-12
74,75,75,Joe Ogilvie,104,"91' 5""",2559.083,28,-10
75,T76,T76,Jason Bohn,98,"91' 6""",1738.9170000000001,19,-10
76,T76,T76,Carl Pettersson,100,"91' 6""",2195.167,24,-10
77,78,78,Rich Barcelo,67,"91' 8""",1374.9170000000001,15,-5
78,79,79,Steve Lowery,91,"91' 9""",1101.333,12,-3
79,80,80,Jay Williamson,100,"92' 0""",1655.4170000000001,18,-7
80,T81,T81,Guy Boros,64,"92' 3""",1291.75,14,-6
81,T81,T81,Luke Donald,72,"92' 3""",830.1669999999999,9,-6
82,83,83,Patrick Sheehan,113,"92' 8""",2037.8329999999999,22,-7
83,84,84,Pat Perez,102,"92' 11""",2693.75,29,-11
84,85,85,Chad Campbell,100,"93' 1""",1396.0,15,-6
