,GIR_Percentage_-_100-125_yards_RANK THIS WEEK,GIR_Percentage_-_100-125_yards_RANK LAST WEEK,GIR_Percentage_-_100-125_yards_PLAYER NAME,GIR_Percentage_-_100-125_yards_ROUNDS,GIR_Percentage_-_100-125_yards_%,GIR_Percentage_-_100-125_yards_GREENS HIT,GIR_Percentage_-_100-125_yards_TOTAL HOLES,GIR_Percentage_-_100-125_yards_RELATIVE TO PAR
163,164,164,Woody Austin,94,68.48,113,165,-0.2
164,165,165,Lucas Glover,95,68.39,132,193,-0.17
165,166,166,Tommy Tolles,67,68.38,80,117,-0.24
166,167,167,Neal Lancaster,106,68.27,142,208,-0.28
167,168,168,Len Mattiace,75,68.15,92,135,-0.25
168,169,169,Scott McCarron,88,68.06,98,144,-0.22
169,170,170,Davis Love III,85,67.86,76,112,-0.29
170,171,171,Scott Hend,81,67.76,103,152,-0.22
171,172,172,Carl Pettersson,100,67.74,105,155,-0.32
172,173,173,José Coceres,68,67.59,73,108,-0.22
173,174,174,Kevin Na,100,67.32,103,153,-0.27
174,175,175,Tripp Isenhour,55,67.27,74,110,-0.19
175,176,176,Daniel Chopra,108,67.18,131,195,-0.31
176,177,177,Ken Duke,89,67.14,94,140,-0.32
177,178,178,Jerry Kelly,113,67.08,108,161,-0.31
178,179,179,Tiger Woods,78,67.03,61,91,-0.39
179,180,180,Mike Heinen,53,66.92,89,133,-0.25
180,T181,T181,Hirofumi Miyase,65,66.67,60,90,-0.23
181,T181,T181,Grant Waite,79,66.67,98,147,-0.19
182,183,183,Roger Tambellini,81,66.14,84,127,-0.15
183,184,184,Deane Pappas,72,65.57,80,122,-0.23
184,185,185,Steve Lowery,91,65.5,112,171,-0.27
185,186,186,Mathias Grönberg,91,65.03,93,143,-0.23
186,187,187,Jonathan Byrd,85,65.0,104,160,-0.24
187,T188,T188,Tag Ridings,53,64.71,66,102,-0.2
188,T188,T188,Rory Sabbatini,89,64.71,110,170,-0.27
189,190,190,Gene Sauers,83,64.29,72,112,-0.29
190,191,191,J.P. Hayes,79,64.06,82,128,-0.26
191,192,192,Dan Olsen,75,63.87,76,119,-0.32
192,193,193,Greg Chalmers,70,62.59,87,139,-0.26
193,194,194,Andre Stolz,53,62.26,66,106,-0.23
194,195,195,Ernie Els,62,60.92,53,87,-0.42
195,196,196,Aaron Baddeley,87,60.77,79,130,-0.16
