,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
30,31,31,Tiger Woods,78,64.02,475,742,-0.24
31,32,32,Danny Briggs,85,64.01,683,1067,-0.16
32,33,33,Heath Slocum,92,63.99,782,1222,-0.18
33,34,34,J.J. Henry,103,63.82,801,1255,-0.15
34,35,35,Carlos Franco,99,63.77,808,1267,-0.14
35,36,36,Hidemichi Tanaka,89,63.66,734,1153,-0.18
36,37,37,Lee Janzen,84,63.63,635,998,-0.15
37,38,38,John Cook,57,63.62,460,723,-0.17
38,T39,T39,Cameron Beckman,99,63.54,772,1215,-0.16
39,T39,T39,Tim Clark,84,63.54,636,1001,-0.2
40,T39,T39,Justin Leonard,90,63.54,596,938,-0.17
41,42,42,Chad Campbell,100,63.53,716,1127,-0.16
42,43,43,Vaughn Taylor,84,63.5,675,1063,-0.2
43,44,44,Jay Haas,84,63.44,576,908,-0.18
44,45,45,Tim Herron,84,63.32,599,946,-0.16
45,46,46,Fred Funk,97,63.23,772,1221,-0.18
46,47,47,Chris DiMarco,105,63.18,676,1070,-0.21
47,48,48,Steve Allan,102,62.99,766,1216,-0.14
48,49,49,Roland Thatcher,66,62.95,508,807,-0.14
49,50,50,Russ Cochran,61,62.94,496,788,-0.18
50,51,51,Neal Lancaster,106,62.91,814,1294,-0.17
51,52,52,John Riegger,53,62.87,442,703,-0.17
52,53,53,Pat Bates,99,62.8,822,1309,-0.15
53,T54,T54,Woody Austin,94,62.77,715,1139,-0.16
54,T54,T54,Stewart Cink,103,62.77,725,1155,-0.23
55,56,56,Arron Oberholser,77,62.56,558,892,-0.17
56,57,57,Bo Van Pelt,107,62.55,730,1167,-0.2
57,58,58,K.J. Choi,83,62.49,568,909,-0.19
58,59,59,Billy Mayfair,109,62.43,839,1344,-0.11
59,60,60,Ted Purdy,114,62.41,890,1426,-0.18
60,61,61,Brian Bateman,84,62.37,663,1063,-0.19
61,62,62,Loren Roberts,81,62.34,644,1033,-0.23
62,63,63,Kent Jones,99,62.31,782,1255,-0.18
63,64,64,Jonathan Kaye,79,62.3,519,833,-0.13
64,65,65,Robert Gamez,103,62.27,797,1280,-0.19
65,66,66,David Branshaw,84,62.26,655,1052,-0.16
66,T67,T67,Lucas Glover,95,62.22,690,1109,-0.14
67,T67,T67,Stephen Leaney,84,62.22,522,839,-0.16
68,69,69,Charles Howell III,104,62.14,678,1091,-0.16
69,70,70,Pat Perez,102,62.1,734,1182,-0.19
70,71,71,Mark Calcavecchia,79,62.06,512,825,-0.19
71,72,72,Brent Geiberger,94,62.05,752,1212,-0.18
72,73,73,Dudley Hart,60,61.96,417,673,-0.18
73,74,74,Brett Quigley,102,61.89,765,1236,-0.17
74,75,75,Geoff Ogilvy,91,61.88,651,1052,-0.2
75,76,76,Jason Bohn,98,61.83,755,1221,-0.19
76,77,77,Fred Couples,54,61.81,356,576,-0.15
77,78,78,Steve Elkington,64,61.79,503,814,-0.18
78,79,79,Matt Kuchar,83,61.72,669,1084,-0.14
79,80,80,Notah Begay III,71,61.65,545,884,-0.16
80,81,81,Jay Williamson,100,61.61,812,1318,-0.18
81,82,82,Stuart Appleby,84,61.55,501,814,-0.2
82,83,83,Tom Pernice Jr.,103,61.53,734,1193,-0.17
83,84,84,Jason Dufner,79,61.52,614,998,-0.19
84,85,85,Jeff Brehaut,106,61.48,795,1293,-0.12
85,86,86,Rory Sabbatini,89,61.46,625,1017,-0.17
86,87,87,Craig Barlow,80,61.37,572,932,-0.15
87,88,88,Tommy Armour III,87,61.31,653,1065,-0.15
88,T89,T89,Jay Delsing,76,61.28,565,922,-0.16
89,T89,T89,Rod Pampling,98,61.28,682,1113,-0.17
90,T91,T91,D.J. Brigman,79,61.19,596,974,-0.15
91,T91,T91,Steve Flesch,109,61.19,711,1162,-0.21
92,T93,T93,Shigeki Maruyama,93,61.13,673,1101,-0.23
93,T93,T93,Ryan Palmer,103,61.13,758,1240,-0.16
94,95,95,Jesper Parnevik,86,61.02,645,1057,-0.18
95,96,96,Bob Estes,73,61.01,457,749,-0.2
96,97,97,Darren Clarke,54,61.0,294,482,-0.22
97,98,98,John Daly,79,60.98,550,902,-0.19
98,99,99,Spike McRoy,93,60.94,677,1111,-0.14
99,100,100,Patrick Sheehan,113,60.86,877,1441,-0.2
100,101,101,Frank Lickliter II,89,60.83,646,1062,-0.21
101,102,102,Rocco Mediate,53,60.71,306,504,-0.11
102,103,103,J.L. Lewis,106,60.7,743,1224,-0.17
103,104,104,Bernhard Langer,59,60.68,375,618,-0.16
104,105,105,Freddie Jacobson,83,60.65,544,897,-0.2
105,106,106,Steve Pate,71,60.53,529,874,-0.16
106,107,107,Grant Waite,79,60.46,581,961,-0.11
107,108,108,Kevin Na,100,60.42,748,1238,-0.15
108,109,109,Ernie Els,62,60.29,337,559,-0.23
109,110,110,Peter Lonard,68,60.28,481,798,-0.14
110,T111,T111,Rich Barcelo,67,60.15,492,818,-0.15
111,T111,T111,Tom Byrum,83,60.15,655,1089,-0.2
112,113,113,David Frost,78,60.09,649,1080,-0.15
113,114,114,Daniel Chopra,108,60.06,764,1272,-0.18
114,115,115,Billy Andrade,104,59.98,787,1312,-0.18
115,116,116,Michael Allen,87,59.96,656,1094,-0.18
116,117,117,Danny Ellis,81,59.87,564,942,-0.17
117,118,118,Rich Beem,81,59.84,508,849,-0.13
118,119,119,Bob Tway,90,59.79,568,950,-0.18
119,120,120,Hunter Mahan,94,59.7,683,1144,-0.18
120,121,121,Harrison Frazar,86,59.69,585,980,-0.18
121,T122,T122,Richard Johnson,102,59.67,805,1349,-0.19
122,T122,T122,Craig Perks,75,59.67,549,920,-0.13
123,124,124,Scott McCarron,88,59.65,618,1036,-0.2
124,125,125,Craig Bowden,83,59.64,656,1100,-0.16
125,126,126,José María Olazábal,56,59.62,372,624,-0.2
126,127,127,Mathias Grönberg,91,59.57,604,1014,-0.12
127,T128,T128,Dan Forsman,79,59.52,566,951,-0.14
128,T128,T128,Joe Ogilvie,104,59.52,694,1166,-0.19
129,130,130,Blaine McCallister,68,59.42,533,897,-0.15
130,131,131,David Peoples,82,59.36,653,1100,-0.19
131,132,132,Scott Simpson,55,59.32,455,767,-0.15
132,133,133,Carl Pettersson,100,59.31,640,1079,-0.2
133,134,134,Mike Weir,75,59.2,460,777,-0.22
134,135,135,Todd Hamilton,92,59.19,615,1039,-0.18
135,136,136,Mike Heinen,53,59.14,411,695,-0.16
136,137,137,Ben Curtis,56,59.12,334,565,-0.16
137,138,138,Tripp Isenhour,55,59.08,397,672,-0.16
138,139,139,Matt Gogel,86,59.05,587,994,-0.19
139,140,140,Mark Hensby,97,58.86,704,1196,-0.22
140,141,141,Steve Lowery,91,58.83,616,1047,-0.19
141,142,142,Dicky Pride,66,58.8,501,852,-0.14
142,143,143,Brian Kortan,65,58.79,485,825,-0.13
143,144,144,Todd Fischer,104,58.74,776,1321,-0.17
144,145,145,Chris Riley,78,58.71,455,775,-0.19
145,146,146,Deane Pappas,72,58.64,502,856,-0.17
146,147,147,José Coceres,68,58.58,502,857,-0.16
147,148,148,Tom Carter,113,58.56,797,1361,-0.16
148,149,149,Robert Damron,92,58.55,712,1216,-0.17
149,150,150,Alex Cejka,76,58.5,482,824,-0.17
150,151,151,Kris Cox,73,58.47,490,838,-0.12
151,152,152,Hank Kuehne,91,58.44,637,1090,-0.17
152,153,153,Kevin Sutherland,86,58.36,555,951,-0.14
153,154,154,Ben Crane,92,58.33,655,1123,-0.16
154,155,155,Skip Kendall,99,58.32,666,1142,-0.18
155,156,156,Brad Faxon,94,58.29,605,1038,-0.23
156,157,157,Andre Stolz,53,58.27,391,671,-0.18
157,158,158,Brian Gay,96,58.07,741,1276,-0.22
158,159,159,Mark O'Meara,58,58.06,360,620,-0.19
159,160,160,Bob Burns,88,57.95,667,1151,-0.19
160,161,161,Arjun Atwal,85,57.84,612,1058,-0.19
161,162,162,Roger Tambellini,81,57.79,560,969,-0.12
162,163,163,Nick Price,51,57.77,316,547,-0.22
163,164,164,Davis Love III,85,57.64,483,838,-0.18
164,165,165,John Rollins,90,57.6,572,993,-0.19
165,166,166,Gene Sauers,83,57.56,609,1058,-0.16
166,167,167,Dennis Paulson,71,57.53,516,897,-0.17
167,168,168,Brenden Pappas,111,57.52,776,1349,-0.17
168,169,169,Tag Ridings,53,57.5,341,593,-0.18
169,T170,T170,Glen Day,101,57.47,727,1265,-0.2
170,T170,T170,Corey Pavin,83,57.47,569,990,-0.17
171,T170,T170,Omar Uresti,85,57.47,627,1091,-0.15
172,173,173,Dean Wilson,99,57.39,761,1326,-0.19
173,174,174,Ken Duke,89,57.31,643,1122,-0.17
174,175,175,Guy Boros,64,57.3,459,801,-0.14
175,176,176,Cliff Kresge,89,57.29,617,1077,-0.12
176,177,177,Tommy Tolles,67,57.23,479,837,-0.19
177,178,178,Tim Petrovic,111,56.96,700,1229,-0.16
178,179,179,Paul Azinger,75,56.8,526,926,-0.19
179,T180,T180,J.P. Hayes,79,56.77,507,893,-0.16
180,T180,T180,Craig Parry,52,56.77,306,539,-0.19
181,182,182,Scott Hend,81,56.37,482,855,-0.13
182,183,183,Jonathan Byrd,85,56.29,568,1009,-0.18
183,184,184,Niclas Fasth,61,56.22,411,731,-0.12
184,185,185,David Morland IV,73,55.85,487,872,-0.18
185,186,186,Dan Olsen,75,55.58,488,878,-0.18
186,187,187,Hirofumi Miyase,65,55.49,455,820,-0.14
187,188,188,Greg Chalmers,70,55.41,507,915,-0.22
188,189,189,Kevin Muncrief,50,55.17,363,658,-0.16
189,190,190,Len Mattiace,75,55.09,579,1051,-0.17
190,191,191,Chris Couch,55,54.66,340,622,-0.13
191,192,192,Esteban Toledo,92,54.59,630,1154,-0.13
192,193,193,Steve Stricker,81,54.08,537,993,-0.22
193,194,194,Aaron Baddeley,87,53.99,596,1104,-0.17
194,195,195,Mark Brooks,72,53.71,449,836,-0.15
195,196,196,David Gossett,57,47.66,347,728,-0.08
