,Approaches_from_200-225_yards_RANK THIS WEEK,Approaches_from_200-225_yards_RANK LAST WEEK,Approaches_from_200-225_yards_PLAYER NAME,Approaches_from_200-225_yards_ROUNDS,Approaches_from_200-225_yards_AVG,Approaches_from_200-225_yards_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_# OF ATTEMPTS,Approaches_from_200-225_yards_RELATIVE TO PAR
0,1,1,Duffy Waldorf,79,"32' 7""",3028.833,93,-12
1,2,2,Ernie Els,62,"34' 5""",2340.75,68,-5
2,3,3,Mark Calcavecchia,79,"35' 5""",3325.25,94,+1
3,4,4,Joey Sindelar,100,"36' 1""",5562.6669999999995,154,+8
4,5,5,Craig Barlow,80,"36' 2""",3869.833,107,-13
5,6,6,Jeff Sluman,98,"36' 3""",4712.583,130,-7
6,7,7,Joe Durant,85,"36' 9""",4442.25,121,-9
7,T8,T8,Chris DiMarco,105,"36' 11""",4691.417,127,-11
8,T8,T8,Jeff Maggert,60,"36' 11""",3063.5,83,-8
9,T10,T10,Tim Clark,84,"37' 4""",5419.1669999999995,145,-5
10,T10,T10,Jerry Kelly,113,"37' 4""",6350.5830000000005,170,-1
11,12,12,Tom Lehman,70,"37' 8""",3616.583,96,-18
12,13,13,Fred Funk,97,"37' 9""",5661.8330000000005,150,+5
13,T14,T14,Lucas Glover,95,"37' 10""",4730.667,125,-3
14,T14,T14,Bernhard Langer,59,"37' 10""",3178.333,84,+6
15,T14,T14,Shaun Micheel,93,"37' 10""",3894.167,103,-12
16,T14,T14,Tiger Woods,78,"37' 10""",3329.833,88,-11
17,T18,T18,Woody Austin,94,"37' 11""",4964.0,131,+4
18,T18,T18,Jason Bohn,98,"37' 11""",5267.3330000000005,139,-16
19,T18,T18,Jay Haas,84,"37' 11""",4283.167,113,-18
20,21,21,Kevin Muncrief,50,"38' 0""",2433.083,64,E
21,22,22,Neal Lancaster,106,"38' 2""",5455.0,143,E
22,T23,T23,Robert Allenby,93,"38' 3""",4591.917,120,+2
23,T23,T23,Stuart Appleby,84,"38' 3""",3674.167,96,-11
24,25,25,Stewart Cink,103,"38' 4""",4985.083,130,-20
25,26,26,Justin Rose,77,"38' 6""",3775.083,98,+3
26,T27,T27,Tom Byrum,83,"38' 7""",4439.083,115,+4
27,T27,T27,John Daly,79,"38' 7""",4089.583,106,-12
28,T27,T27,J.L. Lewis,106,"38' 7""",5319.8330000000005,138,-6
29,T27,T27,Adam Scott,55,"38' 7""",2313.583,60,-13
30,T31,T31,Lee Janzen,84,"38' 9""",4259.167,110,+1
31,T31,T31,Andre Stolz,53,"38' 9""",2519.833,65,+3
32,T33,T33,Chad Campbell,100,"38' 10""",4850.417,125,-10
