,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
0,1,1,Jay Haas,84,"14' 3""",1080.75,76,-0.18
1,2,2,Fred Funk,97,"14' 4""",2068.25,144,-0.16
2,3,3,Loren Roberts,81,"14' 5""",1574.4170000000001,109,-0.23
3,T4,T4,Scott Hoch,52,"14' 6""",1335.25,92,-0.25
4,T4,T4,Freddie Jacobson,83,"14' 6""",898.5830000000001,62,-0.10
5,T4,T4,Rod Pampling,98,"14' 6""",1221.25,84,-0.08
6,7,7,Tim Clark,84,"14' 7""",2174.583,149,-0.19
7,8,8,David Toms,80,"14' 9""",1104.917,75,-0.33
8,T9,T9,Tom Byrum,83,"14' 11""",1521.6670000000001,102,-0.07
9,T9,T9,Lee Janzen,84,"14' 11""",1432.25,96,-0.14
10,11,11,Bob Estes,73,"15' 0""",1032.417,69,-0.16
11,T12,T12,Retief Goosen,56,"15' 3""",549.0830000000001,36,-0.03
12,T12,T12,Scott Verplank,92,"15' 3""",1266.75,83,-0.23
13,14,14,Mike Weir,75,"15' 4""",1229.917,80,-0.18
14,15,15,Tiger Woods,78,"15' 5""",877.5,57,-0.26
15,16,16,Ben Crane,92,"15' 6""",1443.5829999999999,93,-0.23
16,17,17,José María Olazábal,56,"15' 8""",985.6669999999999,63,-0.10
17,18,18,John Cook,57,"15' 9""",1226.833,78,-0.09
18,T19,T19,Stewart Cink,103,"15' 10""",1661.0829999999999,105,-0.14
19,T19,T19,Justin Leonard,90,"15' 10""",1554.9170000000001,98,+0.02
20,T19,T19,Hunter Mahan,94,"15' 10""",1411.6670000000001,89,-0.16
21,T19,T19,Jeff Sluman,98,"15' 10""",1888.6670000000001,119,-0.16
22,T19,T19,Dean Wilson,99,"15' 10""",1933.0829999999999,122,-0.11
23,24,24,Jerry Kelly,113,"15' 11""",2183.667,137,-0.15
24,T25,T25,Alex Cejka,76,"16' 0""",1152.083,72,-0.04
