,Approaches_175-200_yards-Rgh_RTP_RANK THIS WEEK,Approaches_175-200_yards-Rgh_RTP_RANK LAST WEEK,Approaches_175-200_yards-Rgh_RTP_PLAYER NAME,Approaches_175-200_yards-Rgh_RTP_ROUNDS,Approaches_175-200_yards-Rgh_RTP_AVG RTP
0,1,1,Rory Sabbatini,89,-.100
1,2,2,Chris Smith,105,-.024
2,T3,T3,Geoff Ogilvy,91,E
3,T3,T3,Justin Rose,77,E
4,T5,T5,Darren Clarke,54,+.043
5,T5,T5,Dudley Hart,60,+.043
6,7,7,Hank Kuehne,91,+.083
7,8,8,Freddie Jacobson,83,+.103
8,T9,T9,Stewart Cink,103,+.105
9,T9,T9,Dan Forsman,79,+.105
10,11,11,Chris DiMarco,105,+.111
11,12,12,Roland Thatcher,66,+.120
12,T13,T13,Justin Leonard,90,+.129
13,T13,T13,Phil Mickelson,83,+.129
14,15,15,Grant Waite,79,+.132
15,16,16,Shigeki Maruyama,93,+.136
16,17,17,Craig Barlow,80,+.138
17,18,18,Steve Flesch,109,+.139
18,T19,T19,Paul Azinger,75,+.143
19,T19,T19,Jay Haas,84,+.143
20,T19,T19,Tom Pernice Jr.,103,+.143
21,22,22,Hunter Mahan,94,+.147
22,23,23,Michael Allen,87,+.149
23,T24,T24,David Peoples,82,+.150
24,T24,T24,Carl Pettersson,100,+.150
25,26,26,José María Olazábal,56,+.152
26,27,27,Mathias Grönberg,91,+.154
27,28,28,Tom Lehman,70,+.160
28,T29,T29,J.J. Henry,103,+.161
29,T29,T29,Scott McCarron,88,+.161
30,T31,T31,Daniel Chopra,108,+.167
31,T31,T31,Ben Curtis,56,+.167
32,T31,T31,Ernie Els,62,+.167
33,T31,T31,Jay Williamson,100,+.167
34,T35,T35,K.J. Choi,83,+.171
35,T35,T35,Corey Pavin,83,+.171
36,37,37,Dan Olsen,75,+.172
37,38,38,Brad Faxon,94,+.173
38,T39,T39,Retief Goosen,56,+.174
39,T39,T39,Kevin Sutherland,86,+.174
40,41,41,Steve Elkington,64,+.176
41,42,42,Brian Bateman,84,+.179
42,T43,T43,Chris Couch,55,+.182
43,T43,T43,John Rollins,90,+.182
44,T43,T43,Mike Weir,75,+.182
45,T46,T46,Fred Funk,97,+.185
46,T46,T46,Deane Pappas,72,+.185
47,48,48,Len Mattiace,75,+.188
48,T49,T49,Stuart Appleby,84,+.189
49,T49,T49,Vijay Singh,112,+.189
50,T51,T51,Alex Cejka,76,+.192
51,T51,T51,Brian Gay,96,+.192
52,53,53,David Toms,80,+.194
53,T54,T54,José Coceres,68,+.200
