,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Phil Mickelson,83,-.556
1,2,2,Alex Cejka,76,-.550
2,3,3,Davis Love III,85,-.486
3,4,4,Tag Ridings,53,-.476
4,5,5,Rod Pampling,98,-.444
5,6,6,Steve Elkington,64,-.435
6,7,7,Vijay Singh,112,-.425
7,8,8,Brian Bateman,84,-.400
8,9,9,Ben Curtis,56,-.389
9,10,10,Tiger Woods,78,-.385
10,11,11,Steve Allan,102,-.383
11,12,12,Joey Sindelar,100,-.370
12,T13,T13,Ernie Els,62,-.368
13,T13,T13,Brian Kortan,65,-.368
14,15,15,Stuart Appleby,84,-.360
15,16,16,Harrison Frazar,86,-.357
16,17,17,Kris Cox,73,-.346
17,18,18,Roland Thatcher,66,-.318
18,19,19,Chad Campbell,100,-.313
19,20,20,Tim Herron,84,-.306
20,21,21,Scott Hend,81,-.302
21,T22,T22,Frank Lickliter II,89,-.300
22,T22,T22,Carl Pettersson,100,-.300
23,24,24,David Branshaw,84,-.292
24,25,25,Scott Verplank,92,-.286
25,26,26,Peter Lonard,68,-.278
26,27,27,Retief Goosen,56,-.273
27,28,28,Chris Smith,105,-.269
28,29,29,Jason Bohn,98,-.260
29,30,30,Chris Riley,78,-.259
30,T31,T31,Dennis Paulson,71,-.258
31,T31,T31,Tommy Tolles,67,-.258
32,T33,T33,Jonathan Byrd,85,-.250
33,T33,T33,J.L. Lewis,106,-.250
34,T33,T33,Bob Tway,90,-.250
35,36,36,Steve Lowery,91,-.245
36,T37,T37,Vaughn Taylor,84,-.242
37,T37,T37,Grant Waite,79,-.242
38,39,39,Justin Rose,77,-.241
39,40,40,Ryan Palmer,103,-.237
40,41,41,David Toms,80,-.235
41,T42,T42,Brent Geiberger,94,-.233
42,T42,T42,Brenden Pappas,111,-.233
43,T44,T44,John Huston,62,-.231
44,T44,T44,Hunter Mahan,94,-.231
45,T46,T46,Tom Carter,113,-.222
46,T46,T46,Niclas Fasth,61,-.222
47,T46,T46,Zach Johnson,109,-.222
48,T46,T46,Justin Leonard,90,-.222
49,T46,T46,Bo Van Pelt,107,-.222
50,51,51,Deane Pappas,72,-.219
51,52,52,Tom Lehman,70,-.217
52,53,53,Stewart Cink,103,-.216
53,T54,T54,Robert Allenby,93,-.214
54,T54,T54,Tommy Armour III,87,-.214
55,56,56,Woody Austin,94,-.204
