,Approach_175-200_yards_RTP_Score_RANK THIS WEEK,Approach_175-200_yards_RTP_Score_RANK LAST WEEK,Approach_175-200_yards_RTP_Score_PLAYER NAME,Approach_175-200_yards_RTP_Score_ROUNDS,Approach_175-200_yards_RTP_Score_AVG RTP
0,1,1,Ernie Els,62,-.155
1,2,2,José María Olazábal,56,-.120
2,3,3,Tiger Woods,78,-.109
3,4,4,Harrison Frazar,86,-.108
4,5,5,Davis Love III,85,-.101
5,T6,T6,Stephen Ames,97,-.099
6,T6,T6,Carl Pettersson,100,-.099
7,8,8,John Daly,79,-.086
8,9,9,Carlos Franco,99,-.072
9,10,10,K.J. Choi,83,-.064
10,11,11,Bernhard Langer,59,-.049
11,12,12,Mike Weir,75,-.046
12,T13,T13,Geoff Ogilvy,91,-.043
13,T13,T13,Kirk Triplett,88,-.043
14,T13,T13,Scott Verplank,92,-.043
15,T16,T16,Stewart Cink,103,-.042
16,T16,T16,Jerry Kelly,113,-.042
17,18,18,Chris DiMarco,105,-.037
18,19,19,Bo Van Pelt,107,-.035
19,T20,T20,Retief Goosen,56,-.034
20,T20,T20,John Huston,62,-.034
21,T20,T20,Lee Janzen,84,-.034
22,T20,T20,John Riegger,53,-.034
23,24,24,Andre Stolz,53,-.029
24,25,25,Tom Lehman,70,-.028
25,26,26,Zach Johnson,109,-.026
26,27,27,Charles Howell III,104,-.020
27,T28,T28,Paul Azinger,75,-.019
28,T28,T28,Sergio Garcia,65,-.019
29,30,30,Mike Heinen,53,-.018
30,31,31,Todd Hamilton,92,-.017
31,32,32,Loren Roberts,81,-.016
32,33,33,Vijay Singh,112,-.015
33,T34,T34,Danny Ellis,81,-.013
34,T34,T34,Freddie Jacobson,83,-.013
35,T36,T36,Alex Cejka,76,-.012
36,T36,T36,Steve Lowery,91,-.012
37,T36,T36,Adam Scott,55,-.012
38,39,39,Tommy Armour III,87,-.011
39,T40,T40,Brent Geiberger,94,-.010
40,T40,T40,Brett Quigley,102,-.010
41,42,42,Billy Andrade,104,-.009
42,43,43,Scott Hoch,52,-.008
43,44,44,Mark Calcavecchia,79,-.007
44,T45,T45,Jonathan Byrd,85,-.006
45,T45,T45,J.J. Henry,103,-.006
46,T45,T45,Tim Herron,84,-.006
47,T48,T48,Tim Clark,84,E
48,T48,T48,Brad Faxon,94,E
49,T48,T48,Jay Haas,84,E
50,T48,T48,Mark Hensby,97,E
51,T48,T48,Hank Kuehne,91,E
52,T48,T48,Rod Pampling,98,E
53,T48,T48,Tag Ridings,53,E
54,T55,T55,Steve Allan,102,+.005
55,T55,T55,Cameron Beckman,99,+.005
56,T55,T55,Brenden Pappas,111,+.005
57,T58,T58,Scott Hend,81,+.007
58,T58,T58,Chris Riley,78,+.007
59,T60,T60,Glen Day,101,+.009
60,T60,T60,Joey Sindelar,100,+.009
61,T62,T62,Justin Leonard,90,+.011
62,T62,T62,Jesper Parnevik,86,+.011
63,64,64,Justin Rose,77,+.012
64,T65,T65,Hirofumi Miyase,65,+.013
65,T65,T65,Tom Pernice Jr.,103,+.013
66,T67,T67,Fred Funk,97,+.015
67,T67,T67,David Toms,80,+.015
68,T69,T69,Briny Baird,100,+.016
69,T69,T69,David Peoples,82,+.016
70,T69,T69,Heath Slocum,92,+.016
71,72,72,Nick Price,51,+.019
72,T73,T73,Daniel Chopra,108,+.021
73,T73,T73,Skip Kendall,99,+.021
74,T73,T73,Scott Simpson,55,+.021
75,T76,T76,Kent Jones,99,+.023
76,T76,T76,Dean Wilson,99,+.023
77,T78,T78,Craig Barlow,80,+.024
78,T78,T78,Chad Campbell,100,+.024
79,T80,T80,Robert Allenby,93,+.025
80,T80,T80,Shigeki Maruyama,93,+.025
81,82,82,Kevin Na,100,+.029
82,83,83,Dudley Hart,60,+.031
83,84,84,Stephen Leaney,84,+.032
84,T85,T85,Richard Johnson,102,+.033
85,T85,T85,Neal Lancaster,106,+.033
86,87,87,Olin Browne,92,+.034
87,T88,T88,Ben Crane,92,+.035
88,T88,T88,Lucas Glover,95,+.035
89,T88,T88,Frank Lickliter II,89,+.035
90,T88,T88,Jeff Maggert,60,+.035
91,T92,T92,Patrick Sheehan,113,+.036
92,T92,T92,Chris Smith,105,+.036
93,T94,T94,Matt Gogel,86,+.037
94,T94,T94,Jeff Sluman,98,+.037
95,T94,T94,Roger Tambellini,81,+.037
96,T97,T97,Steve Flesch,109,+.038
97,T97,T97,Duffy Waldorf,79,+.038
98,T99,T99,Shaun Micheel,93,+.039
99,T99,T99,Dan Olsen,75,+.039
100,101,101,Tim Petrovic,111,+.040
101,102,102,Joe Durant,85,+.041
102,T103,T103,David Branshaw,84,+.042
103,T103,T103,Tom Byrum,83,+.042
104,T103,T103,Brian Gay,96,+.042
105,106,106,Tripp Isenhour,55,+.043
106,T107,T107,Michael Allen,87,+.044
107,T107,T107,Notah Begay III,71,+.044
108,109,109,Jason Bohn,98,+.046
109,110,110,David Frost,78,+.049
110,T111,T111,Tom Carter,113,+.051
111,T111,T111,Darren Clarke,54,+.051
112,T111,T111,Arron Oberholser,77,+.051
113,T111,T111,Hidemichi Tanaka,89,+.051
114,115,115,Luke Donald,72,+.052
115,T116,T116,Fred Couples,54,+.053
116,T116,T116,J.P. Hayes,79,+.053
117,118,118,Joe Ogilvie,104,+.054
118,T119,T119,Mark O'Meara,58,+.055
119,T119,T119,Jay Williamson,100,+.055
120,T121,T121,Pat Bates,99,+.057
121,T121,T121,Rich Beem,81,+.057
122,T121,T121,Greg Chalmers,70,+.057
123,T124,T124,Robert Gamez,103,+.058
124,T124,T124,John Senden,99,+.058
125,T126,T126,Billy Mayfair,109,+.059
126,T126,T126,Bob Tway,90,+.059
127,T128,T128,Bob Estes,73,+.060
128,T128,T128,Dennis Paulson,71,+.060
129,T128,T128,Kenny Perry,79,+.060
130,131,131,Scott McCarron,88,+.061
131,132,132,John Rollins,90,+.062
132,T133,T133,Ben Curtis,56,+.063
133,T133,T133,Niclas Fasth,61,+.063
134,T133,T133,J.L. Lewis,106,+.063
135,T133,T133,Hunter Mahan,94,+.063
136,T137,T137,Jonathan Kaye,79,+.065
137,T137,T137,Peter Lonard,68,+.065
138,T137,T137,Vaughn Taylor,84,+.065
139,140,140,Steve Stricker,81,+.066
140,T141,T141,Bob Burns,88,+.067
141,T141,T141,John Cook,57,+.067
142,143,143,Kevin Sutherland,86,+.068
143,T144,T144,Stuart Appleby,84,+.069
144,T144,T144,Ted Purdy,114,+.069
145,146,146,Woody Austin,94,+.070
146,T147,T147,Arjun Atwal,85,+.071
147,T147,T147,Aaron Baddeley,87,+.071
148,T147,T147,Craig Bowden,83,+.071
149,150,150,Pat Perez,102,+.073
150,151,151,Roland Thatcher,66,+.074
151,152,152,Corey Pavin,83,+.075
152,153,153,Craig Parry,52,+.078
153,154,154,Danny Briggs,85,+.079
154,T155,T155,José Coceres,68,+.080
155,T155,T155,Steve Elkington,64,+.080
156,157,157,Todd Fischer,104,+.081
157,158,158,Robert Damron,92,+.084
158,T159,T159,Mark Brooks,72,+.086
159,T159,T159,David Morland IV,73,+.086
160,161,161,Matt Kuchar,83,+.088
161,162,162,Rocco Mediate,53,+.090
162,T163,T163,Phil Mickelson,83,+.099
163,T163,T163,Gene Sauers,83,+.099
164,165,165,Russ Cochran,61,+.101
165,T166,T166,D.J. Brigman,79,+.102
166,T166,T166,Dan Forsman,79,+.102
167,T166,T166,Len Mattiace,75,+.102
168,T169,T169,Jason Dufner,79,+.103
169,T169,T169,Craig Perks,75,+.103
170,171,171,Ryan Palmer,103,+.105
171,T172,T172,Rich Barcelo,67,+.108
172,T172,T172,Mark Wilson,62,+.108
173,174,174,Rory Sabbatini,89,+.109
174,175,175,Steve Pate,71,+.111
175,T176,T176,Mathias Grönberg,91,+.112
176,T176,T176,Esteban Toledo,92,+.112
177,T178,T178,Brian Kortan,65,+.117
178,T178,T178,Cliff Kresge,89,+.117
179,180,180,Kris Cox,73,+.119
180,181,181,Jeff Brehaut,106,+.122
181,182,182,Blaine McCallister,68,+.127
182,183,183,Bart Bryant,73,+.128
183,184,184,Spike McRoy,93,+.129
184,185,185,Brian Bateman,84,+.134
185,186,186,Ken Duke,89,+.138
186,187,187,Tommy Tolles,67,+.142
187,188,188,Omar Uresti,85,+.145
188,189,189,Guy Boros,64,+.146
189,190,190,Deane Pappas,72,+.158
190,191,191,Jay Delsing,76,+.160
191,192,192,Dicky Pride,66,+.171
192,193,193,Grant Waite,79,+.178
193,194,194,Kevin Muncrief,50,+.204
194,195,195,David Gossett,57,+.254
195,196,196,Chris Couch,55,+.284
