,Approaches_from_150-175_yards_RANK THIS WEEK,Approaches_from_150-175_yards_RANK LAST WEEK,Approaches_from_150-175_yards_PLAYER NAME,Approaches_from_150-175_yards_ROUNDS,Approaches_from_150-175_yards_AVG,Approaches_from_150-175_yards_TOTAL DISTANCE (FEET),Approaches_from_150-175_yards_# OF ATTEMPTS,Approaches_from_150-175_yards_RELATIVE TO PAR
0,1,1,Retief Goosen,56,"24' 1""",2846.167,118,-10
1,T2,T2,Jay Haas,84,"24' 8""",4068.25,165,-5
2,T2,T2,Vijay Singh,112,"24' 8""",5037.25,204,-24
3,4,4,Joe Durant,85,"25' 3""",6392.0830000000005,253,+3
4,T5,T5,Sergio Garcia,65,"25' 5""",3945.167,155,-7
5,T5,T5,Scott Verplank,92,"25' 5""",5406.4169999999995,213,-16
6,7,7,Justin Leonard,90,"25' 9""",5158.0,200,-10
7,8,8,Robert Allenby,93,"25' 10""",5121.917,198,-2
8,T9,T9,K.J. Choi,83,"25' 11""",4403.917,170,-9
9,T9,T9,Jerry Kelly,113,"25' 11""",6668.3330000000005,257,-25
10,T11,T11,Robert Gamez,103,"26' 1""",6593.75,253,-27
11,T11,T11,Jeff Sluman,98,"26' 1""",6044.5,232,-16
12,T11,T11,Mike Weir,75,"26' 1""",3544.583,136,-5
13,T14,T14,Bart Bryant,73,"26' 2""",5722.6669999999995,219,-22
14,T14,T14,Tom Lehman,70,"26' 2""",4759.0,182,-5
15,T16,T16,Stewart Cink,103,"26' 3""",5897.6669999999995,225,-15
16,T16,T16,Ben Curtis,56,"26' 3""",3146.667,120,-4
17,T16,T16,Kevin Muncrief,50,"26' 3""",3150.333,120,-2
18,T19,T19,Rocco Mediate,53,"26' 4""",2632.25,100,E
19,T19,T19,Arron Oberholser,77,"26' 4""",4812.0,183,-11
20,T21,T21,Stephen Ames,97,"26' 5""",6375.0,241,-23
21,T21,T21,Woody Austin,94,"26' 5""",6216.6669999999995,235,-15
22,T21,T21,Justin Rose,77,"26' 5""",4971.0,188,-10
23,T21,T21,Vaughn Taylor,84,"26' 5""",5286.75,200,-18
24,25,25,Joey Sindelar,100,"26' 6""",7164.8330000000005,270,-10
25,26,26,Steve Lowery,91,"26' 8""",5066.167,190,+1
26,T27,T27,José Coceres,68,"26' 9""",5213.417,195,-1
27,T27,T27,Russ Cochran,61,"26' 9""",3908.5,146,E
28,T27,T27,Scott Hoch,52,"26' 9""",3184.917,119,-6
29,T27,T27,Duffy Waldorf,79,"26' 9""",5007.083,187,-6
30,T27,T27,Tiger Woods,78,"26' 9""",4068.167,152,-11
31,T32,T32,Jeff Maggert,60,"26' 10""",4109.667,153,+7
32,T32,T32,Nick Price,51,"26' 10""",3221.833,120,-13
33,T34,T34,Alex Cejka,76,"26' 11""",4141.0,154,+4
34,T34,T34,Brian Gay,96,"26' 11""",6461.4169999999995,240,-19
35,T36,T36,Bob Estes,73,"27' 0""",4834.0,179,-9
36,T36,T36,David Toms,80,"27' 0""",4452.917,165,-4
37,38,38,Jonathan Kaye,79,"27' 1""",4084.083,151,-12
38,39,39,Todd Fischer,104,"27' 2""",7467.3330000000005,275,-14
39,40,40,Dicky Pride,66,"27' 3""",4389.75,161,-1
40,T41,T41,Robert Damron,92,"27' 4""",7069.25,259,-3
41,T41,T41,Andre Stolz,53,"27' 4""",3798.917,139,+3
42,43,43,Tim Clark,84,"27' 5""",5393.0830000000005,197,+2
43,44,44,Luke Donald,72,"27' 6""",5311.5830000000005,193,-20
44,45,45,Loren Roberts,81,"27' 7""",6020.4169999999995,218,-35
45,T46,T46,Craig Bowden,83,"27' 8""",6386.5830000000005,231,-11
46,T46,T46,Olin Browne,92,"27' 8""",7161.4169999999995,259,-10
47,T46,T46,Tom Byrum,83,"27' 8""",6566.6669999999995,237,-6
48,T46,T46,Ernie Els,62,"27' 8""",2597.417,94,-10
49,T46,T46,Spike McRoy,93,"27' 8""",6111.0830000000005,221,-4
50,T46,T46,David Peoples,82,"27' 8""",6298.6669999999995,228,-4
51,T46,T46,Heath Slocum,92,"27' 8""",6441.6669999999995,233,-2
52,T53,T53,Fred Couples,54,"27' 9""",3056.5,110,-3
53,T53,T53,Danny Ellis,81,"27' 9""",5270.0,190,-15
54,T53,T53,Carlos Franco,99,"27' 9""",6474.8330000000005,233,-2
55,T53,T53,J.L. Lewis,106,"27' 9""",6579.5830000000005,237,+7
56,T53,T53,Bob Tway,90,"27' 9""",5489.9169999999995,198,-2
57,58,58,Tommy Armour III,87,"27' 10""",5851.1669999999995,210,+3
58,T59,T59,Mike Heinen,53,"27' 11""",3850.917,138,+6
59,T59,T59,Tim Herron,84,"27' 11""",4947.25,177,-4
60,T59,T59,Stephen Leaney,84,"27' 11""",4552.333,163,-9
61,T59,T59,Scott McCarron,88,"27' 11""",6091.0,218,-15
62,T63,T63,Darren Clarke,54,"28' 0""",2658.167,95,-14
63,T63,T63,Brad Faxon,94,"28' 0""",5230.333,187,+4
64,T63,T63,Frank Lickliter II,89,"28' 0""",6218.75,222,-5
65,T63,T63,Shigeki Maruyama,93,"28' 0""",6241.0,223,-12
66,T63,T63,José María Olazábal,56,"28' 0""",3473.583,124,-3
67,T68,T68,Shaun Micheel,93,"28' 1""",5342.3330000000005,190,-6
68,T68,T68,Geoff Ogilvy,91,"28' 1""",5226.167,186,-3
69,T68,T68,Kenny Perry,79,"28' 1""",4851.5,173,-9
70,T71,T71,Freddie Jacobson,83,"28' 2""",4783.167,170,-11
71,T71,T71,Brenden Pappas,111,"28' 2""",6170.9169999999995,219,E
72,T71,T71,Craig Perks,75,"28' 2""",4821.0,171,-3
73,T71,T71,Brett Quigley,102,"28' 2""",6119.5830000000005,217,-14
74,T75,T75,Steve Flesch,109,"28' 3""",6208.0,220,-8
75,T75,T75,Adam Scott,55,"28' 3""",2913.25,103,-9
76,T75,T75,Bo Van Pelt,107,"28' 3""",6294.25,223,-10
77,T78,T78,Jason Bohn,98,"28' 4""",6919.25,244,+2
