,Approaches_200-225_yards-Rgh_RTP_RANK THIS WEEK,Approaches_200-225_yards-Rgh_RTP_RANK LAST WEEK,Approaches_200-225_yards-Rgh_RTP_PLAYER NAME,Approaches_200-225_yards-Rgh_RTP_ROUNDS,Approaches_200-225_yards-Rgh_RTP_AVG RTP
0,1,1,Phil Mickelson,83,-.667
1,2,2,Davis Love III,85,-.533
2,3,3,Steve Elkington,64,-.462
3,T4,T4,Kris Cox,73,-.444
4,T4,T4,Ben Curtis,56,-.444
5,6,6,Alex Cejka,76,-.400
6,7,7,David Branshaw,84,-.375
7,8,8,J.L. Lewis,106,-.333
8,9,9,Ernie Els,62,-.300
9,10,10,Darren Clarke,54,-.273
10,T11,T11,Stuart Appleby,84,-.250
11,T11,T11,John Riegger,53,-.250
12,13,13,Justin Leonard,90,-.222
13,14,14,Dennis Paulson,71,-.214
14,15,15,Tiger Woods,78,-.208
15,16,16,Tim Herron,84,-.200
16,17,17,Brenden Pappas,111,-.184
17,T18,T18,John Huston,62,-.182
18,T18,T18,Chris Riley,78,-.182
19,T20,T20,Bernhard Langer,59,-.167
20,T20,T20,Kenny Perry,79,-.167
21,T20,T20,Tag Ridings,53,-.167
22,T20,T20,Roland Thatcher,66,-.167
23,24,24,Vijay Singh,112,-.158
24,25,25,Justin Rose,77,-.154
25,T26,T26,Mark Calcavecchia,79,-.143
26,T26,T26,Tom Carter,113,-.143
27,T26,T26,David Toms,80,-.143
28,29,29,Peter Lonard,68,-.125
29,T30,T30,Steve Allan,102,-.111
30,T30,T30,Scott Hend,81,-.111
31,T30,T30,Scott Hoch,52,-.111
32,33,33,Roger Tambellini,81,-.105
33,34,34,John Daly,79,-.087
34,T35,T35,Chad Campbell,100,-.083
35,T35,T35,Sergio Garcia,65,-.083
36,T35,T35,Blaine McCallister,68,-.083
37,38,38,Loren Roberts,81,-.077
38,T39,T39,Woody Austin,94,-.071
39,T39,T39,Tommy Tolles,67,-.071
40,41,41,Briny Baird,100,-.067
41,T42,T42,Brian Bateman,84,-.063
42,T42,T42,Brent Geiberger,94,-.063
43,44,44,Bob Tway,90,-.059
44,T45,T45,Ben Crane,92,-.056
45,T45,T45,Steve Lowery,91,-.056
46,T45,T45,Shigeki Maruyama,93,-.056
47,48,48,John Senden,99,-.042
48,49,49,Michael Allen,87,-.036
49,T50,T50,Stephen Ames,97,E
50,T50,T50,Tommy Armour III,87,E
51,T50,T50,Craig Barlow,80,E
52,T50,T50,Rich Beem,81,E
53,T50,T50,Jason Bohn,98,E
54,T50,T50,Jonathan Byrd,85,E
55,T50,T50,Niclas Fasth,61,E
56,T50,T50,Harrison Frazar,86,E
57,T50,T50,Mark Hensby,97,E
58,T50,T50,Zach Johnson,109,E
59,T50,T50,Brian Kortan,65,E
60,T50,T50,Hank Kuehne,91,E
61,T50,T50,Tom Lehman,70,E
62,T50,T50,Shaun Micheel,93,E
63,T50,T50,Kevin Na,100,E
64,T50,T50,Ryan Palmer,103,E
65,T50,T50,Craig Perks,75,E
66,T50,T50,Nick Price,51,E
67,T50,T50,John Rollins,90,E
68,T50,T50,Scott Verplank,92,E
69,70,70,Aaron Baddeley,87,+.036
70,71,71,Chris Smith,105,+.050
71,T72,T72,Greg Chalmers,70,+.053
72,T72,T72,Scott McCarron,88,+.053
73,74,74,Dan Olsen,75,+.059
74,75,75,Grant Waite,79,+.063
75,T76,T76,Robert Allenby,93,+.067
76,T76,T76,Jay Delsing,76,+.067
77,T76,T76,J.J. Henry,103,+.067
78,T79,T79,Chris DiMarco,105,+.071
79,T79,T79,Carl Pettersson,100,+.071
80,T79,T79,Adam Scott,55,+.071
81,82,82,David Frost,78,+.077
82,83,83,Jay Williamson,100,+.080
83,T84,T84,Tim Clark,84,+.091
84,T84,T84,Steve Flesch,109,+.091
85,T84,T84,Rod Pampling,98,+.091
86,87,87,Mathias Grönberg,91,+.095
87,T88,T88,Joe Durant,85,+.100
88,T88,T88,Joe Ogilvie,104,+.100
89,T88,T88,José María Olazábal,56,+.100
90,T88,T88,Omar Uresti,85,+.100
91,T88,T88,Duffy Waldorf,79,+.100
92,93,93,Jay Haas,84,+.105
93,94,94,Todd Hamilton,92,+.111
94,95,95,Billy Andrade,104,+.115
95,96,96,Danny Briggs,85,+.118
96,T97,T97,Richard Johnson,102,+.125
97,T97,T97,Hunter Mahan,94,+.125
98,T97,T97,Steve Stricker,81,+.125
99,T100,T100,Jesper Parnevik,86,+.133
100,T100,T100,Bo Van Pelt,107,+.133
101,102,102,Matt Gogel,86,+.136
102,T103,T103,Glen Day,101,+.143
103,T103,T103,Cliff Kresge,89,+.143
104,T103,T103,Rocco Mediate,53,+.143
105,T106,T106,Danny Ellis,81,+.154
106,T106,T106,Frank Lickliter II,89,+.154
107,T106,T106,Joey Sindelar,100,+.154
108,109,109,Charles Howell III,104,+.160
109,T110,T110,Bob Estes,73,+.167
110,T110,T110,Dicky Pride,66,+.167
111,T110,T110,Ted Purdy,114,+.167
112,113,113,Robert Gamez,103,+.174
113,T114,T114,Jason Dufner,79,+.176
114,T114,T114,Mike Weir,75,+.176
115,T116,T116,Notah Begay III,71,+.182
116,T116,T116,Retief Goosen,56,+.182
117,T116,T116,Len Mattiace,75,+.182
118,T119,T119,Robert Damron,92,+.188
119,T119,T119,Dan Forsman,79,+.188
120,T119,T119,Vaughn Taylor,84,+.188
121,T122,T122,Bart Bryant,73,+.200
122,T122,T122,Neal Lancaster,106,+.200
123,T122,T122,Arron Oberholser,77,+.200
124,T125,T125,D.J. Brigman,79,+.211
125,T125,T125,Matt Kuchar,83,+.211
126,T127,T127,Fred Couples,54,+.214
127,T127,T127,Jonathan Kaye,79,+.214
128,129,129,Corey Pavin,83,+.226
129,T130,T130,Daniel Chopra,108,+.231
130,T130,T130,Tripp Isenhour,55,+.231
131,T130,T130,Freddie Jacobson,83,+.231
132,133,133,Luke Donald,72,+.235
133,134,134,Brad Faxon,94,+.238
134,135,135,K.J. Choi,83,+.250
135,T136,T136,Stewart Cink,103,+.263
136,T136,T136,Jeff Sluman,98,+.263
137,T138,T138,Chris Couch,55,+.273
138,T138,T138,Lucas Glover,95,+.273
139,T138,T138,J.P. Hayes,79,+.273
140,T138,T138,Hirofumi Miyase,65,+.273
141,142,142,Dudley Hart,60,+.286
142,143,143,Carlos Franco,99,+.308
143,T144,T144,Rich Barcelo,67,+.313
144,T144,T144,Geoff Ogilvy,91,+.313
145,T144,T144,Patrick Sheehan,113,+.313
146,147,147,Tim Petrovic,111,+.318
147,T148,T148,Tom Byrum,83,+.333
148,T148,T148,John Cook,57,+.333
149,T148,T148,Ken Duke,89,+.333
150,T148,T148,Skip Kendall,99,+.333
151,T148,T148,Jeff Maggert,60,+.333
152,T148,T148,Deane Pappas,72,+.333
153,T148,T148,Pat Perez,102,+.333
154,T148,T148,Scott Simpson,55,+.333
155,T148,T148,Kevin Sutherland,86,+.333
156,T157,T157,Guy Boros,64,+.353
157,T157,T157,Brian Gay,96,+.353
158,159,159,Rory Sabbatini,89,+.357
159,160,160,David Morland IV,73,+.364
160,T161,T161,Jeff Brehaut,106,+.375
161,T161,T161,Olin Browne,92,+.375
162,T161,T161,Russ Cochran,61,+.375
163,T161,T161,Gene Sauers,83,+.375
164,T161,T161,Mark Wilson,62,+.375
165,166,166,Steve Pate,71,+.389
166,167,167,Pat Bates,99,+.391
167,T168,T168,Craig Bowden,83,+.400
168,T168,T168,Mark Brooks,72,+.400
169,T168,T168,Brett Quigley,102,+.400
170,T168,T168,Andre Stolz,53,+.400
171,T168,T168,Kirk Triplett,88,+.400
172,173,173,Jerry Kelly,113,+.412
173,174,174,Kevin Muncrief,50,+.417
174,T175,T175,Todd Fischer,104,+.429
175,T175,T175,Mike Heinen,53,+.429
176,T175,T175,Heath Slocum,92,+.429
177,178,178,Paul Azinger,75,+.440
178,179,179,Hidemichi Tanaka,89,+.462
179,T180,T180,David Gossett,57,+.467
180,T180,T180,David Peoples,82,+.467
181,182,182,Dean Wilson,99,+.474
182,T183,T183,Arjun Atwal,85,+.500
183,T183,T183,Cameron Beckman,99,+.500
184,T183,T183,Billy Mayfair,109,+.500
185,T183,T183,Spike McRoy,93,+.500
186,T183,T183,Mark O'Meara,58,+.500
187,188,188,Bob Burns,88,+.529
188,189,189,José Coceres,68,+.538
189,190,190,Kent Jones,99,+.563
190,191,191,Esteban Toledo,92,+.588
191,T192,T192,Stephen Leaney,84,+.636
192,T192,T192,Tom Pernice Jr.,103,+.636
193,194,194,Craig Parry,52,+.667
194,195,195,Fred Funk,97,+.714
195,196,196,Lee Janzen,84,+.778
