,Approaches_from__100_yards_RANK THIS WEEK,Approaches_from__100_yards_RANK LAST WEEK,Approaches_from__100_yards_PLAYER NAME,Approaches_from__100_yards_ROUNDS,Approaches_from__100_yards_AVG,Approaches_from__100_yards_TOTAL DISTANCE (FEET),Approaches_from__100_yards_# OF ATTEMPTS,Approaches_from__100_yards_RELATIVE TO PAR
0,1,1,Justin Rose,77,"30' 0""",22677.333,756,-0.09
1,2,2,Tom Lehman,70,"30' 5""",22563.583,741,-0.11
2,3,3,Sergio Garcia,65,"30' 8""",18757.25,612,-0.10
3,4,4,Tim Clark,84,"30' 9""",27361.0,889,-0.07
4,5,5,Ernie Els,62,"30' 10""",14325.917,464,-0.18
5,6,6,David Toms,80,"30' 11""",21768.417,704,-0.10
6,7,7,Vijay Singh,112,"31' 0""",31748.333,1024,-0.18
7,8,8,Joe Durant,85,"31' 1""",31804.75,1024,-0.07
8,T9,T9,Bob Estes,73,"31' 3""",20267.75,649,-0.09
9,T9,T9,Robert Gamez,103,"31' 3""",34190.5,1095,-0.09
10,T9,T9,Tiger Woods,78,"31' 3""",19020.0,609,-0.17
11,T12,T12,Stephen Ames,97,"31' 4""",31111.833,994,-0.12
12,T12,T12,Jay Haas,84,"31' 4""",24355.25,778,-0.11
13,T14,T14,Robert Allenby,93,"31' 5""",28901.5,920,-0.10
14,T14,T14,John Huston,62,"31' 5""",17457.667,556,-0.10
15,T14,T14,Adam Scott,55,"31' 5""",14635.5,466,-0.17
16,17,17,Heath Slocum,92,"31' 6""",33776.667,1071,-0.07
17,18,18,Stewart Cink,103,"31' 7""",29774.917,942,-0.14
18,T19,T19,Olin Browne,92,"31' 9""",32001.25,1008,-0.09
19,T19,T19,Fred Funk,97,"31' 9""",35944.917,1133,-0.06
20,T19,T19,Kenny Perry,79,"31' 9""",24148.25,760,-0.09
21,T19,T19,Vaughn Taylor,84,"31' 9""",29357.417,925,-0.12
22,T23,T23,Justin Leonard,90,"31' 10""",25926.0,814,-0.08
23,T23,T23,Loren Roberts,81,"31' 10""",27443.417,861,-0.11
24,T23,T23,Duffy Waldorf,79,"31' 10""",24333.917,764,-0.10
25,T26,T26,Dudley Hart,60,"31' 11""",18604.75,583,-0.06
26,T26,T26,Joey Sindelar,100,"31' 11""",35863.917,1123,-0.07
27,T28,T28,David Branshaw,84,"32' 1""",29659.333,925,-0.03
28,T28,T28,Jerry Kelly,113,"32' 1""",35754.0,1113,-0.12
29,T28,T28,Geoff Ogilvy,91,"32' 1""",29082.583,907,-0.13
30,T28,T28,Nick Price,51,"32' 1""",15256.75,476,-0.07
31,T28,T28,Jay Williamson,100,"32' 1""",36940.083,1150,-0.05
32,33,33,Phil Mickelson,83,"32' 2""",20709.083,644,-0.12
33,T34,T34,Bart Bryant,73,"32' 3""",27874.083,864,-0.06
34,T34,T34,Scott Hoch,52,"32' 3""",17751.5,551,-0.10
