,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Ted Purdy,114,-.512
1,2,2,Kevin Muncrief,50,-.483
2,3,3,Vijay Singh,112,-.480
3,4,4,Mark Wilson,62,-.462
4,5,5,Hidemichi Tanaka,89,-.453
5,6,6,Ernie Els,62,-.448
6,7,7,Grant Waite,79,-.442
7,8,8,Jeff Maggert,60,-.432
8,9,9,J.L. Lewis,106,-.423
9,10,10,Jonathan Byrd,85,-.421
10,11,11,Phil Mickelson,83,-.420
11,12,12,D.J. Brigman,79,-.419
12,13,13,Jay Delsing,76,-.417
13,14,14,José Coceres,68,-.411
14,15,15,Corey Pavin,83,-.408
15,16,16,John Rollins,90,-.406
16,17,17,Harrison Frazar,86,-.403
17,18,18,Duffy Waldorf,79,-.400
18,19,19,Rich Barcelo,67,-.395
19,20,20,Mike Weir,75,-.392
20,21,21,Danny Briggs,85,-.390
21,22,22,Peter Lonard,68,-.386
22,23,23,Ken Duke,89,-.385
23,T24,T24,Tim Herron,84,-.383
24,T24,T24,Vaughn Taylor,84,-.383
25,26,26,Bart Bryant,73,-.379
26,27,27,Brian Kortan,65,-.378
27,T28,T28,Paul Azinger,75,-.375
28,T28,T28,Brian Bateman,84,-.375
29,T28,T28,Tom Lehman,70,-.375
30,31,31,Billy Mayfair,109,-.372
31,32,32,Roland Thatcher,66,-.370
32,T33,T33,Craig Bowden,83,-.367
33,T33,T33,Chris Couch,55,-.367
34,35,35,Steve Pate,71,-.365
35,36,36,John Huston,62,-.361
36,37,37,Sergio Garcia,65,-.356
37,38,38,Dudley Hart,60,-.355
38,39,39,Lucas Glover,95,-.354
39,40,40,Aaron Baddeley,87,-.352
40,T41,T41,Loren Roberts,81,-.347
41,T41,T41,Chris Smith,105,-.347
42,43,43,Omar Uresti,85,-.346
43,44,44,Scott Hoch,52,-.342
44,T45,T45,Arron Oberholser,77,-.333
45,T45,T45,Craig Parry,52,-.333
46,T45,T45,Tiger Woods,78,-.333
47,48,48,Lee Janzen,84,-.328
48,49,49,Justin Rose,77,-.325
49,T50,T50,Guy Boros,64,-.324
