,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
99,T100,T100,Alex Cejka,76,158.5,1038228.0,182
100,T100,T100,Ben Crane,92,158.5,1335406.0,234
101,T100,T100,Ryan Palmer,103,158.5,1586150.0,278
102,103,103,David Morland IV,73,158.6,1307162.0,229
103,T104,T104,Mark Calcavecchia,79,158.7,1045389.0,183
104,T104,T104,Craig Parry,52,158.7,634013.0,111
105,T106,T106,Woody Austin,94,158.8,1514956.0,265
106,T106,T106,Danny Briggs,85,158.8,1263375.0,221
107,T106,T106,Daniel Chopra,108,158.8,1577630.0,276
108,T106,T106,Tim Clark,84,158.8,1069032.0,187
109,T106,T106,Peter Lonard,68,158.8,943060.0,165
110,111,111,Chris Smith,105,158.9,1761669.0,308
111,112,112,Phil Mickelson,83,159.0,847092.0,148
112,T113,T113,Skip Kendall,99,159.1,1385936.0,242
113,T113,T113,David Toms,80,159.1,904722.0,158
114,T115,T115,John Cook,57,159.2,767760.0,134
115,T115,T115,Matt Kuchar,83,159.2,1318571.0,230
116,T117,T117,Pat Bates,99,159.3,1519841.0,265
117,T117,T117,Kevin Na,100,159.3,1359554.0,237
118,T119,T119,Duffy Waldorf,79,159.4,900921.0,157
119,T119,T119,Dean Wilson,99,159.4,1601018.0,279
120,121,121,Jeff Maggert,60,159.5,844091.0,147
121,122,122,Michael Allen,87,159.6,1321506.0,230
122,T123,T123,Ben Curtis,56,159.7,701411.0,122
123,T123,T123,Esteban Toledo,92,159.7,1586536.0,276
124,125,125,Dudley Hart,60,159.9,805702.0,140
125,T126,T126,Arron Oberholser,77,160.0,1002184.0,174
126,T126,T126,Joey Sindelar,100,160.0,1457195.0,253
127,T126,T126,Steve Stricker,81,160.0,1186303.0,206
128,T129,T129,Cameron Beckman,99,160.2,1424562.0,247
129,T129,T129,Dicky Pride,66,160.2,1164644.0,202
130,T131,T131,Paul Azinger,75,160.3,1176930.0,204
131,T131,T131,Matt Gogel,86,160.3,1130948.0,196
132,T133,T133,Stewart Cink,103,160.4,1074004.0,186
133,T133,T133,Tim Petrovic,111,160.4,1449515.0,251
134,T133,T133,Bob Tway,90,160.4,1056626.0,183
135,T136,T136,Todd Fischer,104,160.7,1550719.0,268
136,T136,T136,Davis Love III,85,160.7,931516.0,161
137,T138,T138,Olin Browne,92,160.8,1244427.0,215
138,T138,T138,Patrick Sheehan,113,160.8,1707765.0,295
139,T140,T140,Tom Byrum,83,160.9,1152344.0,199
140,T140,T140,Hidemichi Tanaka,89,160.9,1262836.0,218
141,T140,T140,Bo Van Pelt,107,160.9,1262971.0,218
142,143,143,Briny Baird,100,161.0,1298624.0,224
143,144,144,Freddie Jacobson,83,161.1,1067356.0,184
144,145,145,José Coceres,68,161.2,928377.0,160
145,146,146,Chris Riley,78,161.3,847598.0,146
146,T147,T147,D.J. Brigman,79,161.4,1278585.0,220
147,T147,T147,Todd Hamilton,92,161.4,1179197.0,203
148,149,149,John Rollins,90,161.5,1284641.0,221
149,T150,T150,Brad Faxon,94,161.7,1123409.0,193
150,T150,T150,Lucas Glover,95,161.7,1612131.0,277
151,T150,T150,Adam Scott,55,161.7,617012.0,106
152,153,153,Notah Begay III,71,161.8,1176894.0,202
153,T154,T154,Stuart Appleby,84,162.0,898256.0,154
154,T154,T154,Tom Pernice Jr.,103,162.0,1283297.0,220
155,T154,T154,Kevin Sutherland,86,162.0,1084944.0,186
156,T157,T157,Jay Delsing,76,162.1,1172942.0,201
157,T157,T157,Loren Roberts,81,162.1,1027029.0,176
158,T157,T157,John Senden,99,162.1,1412572.0,242
159,T160,T160,Stephen Ames,97,162.3,1151032.0,197
160,T160,T160,Joe Durant,85,162.3,1145071.0,196
161,T160,T160,Gene Sauers,83,162.3,1566316.0,268
162,163,163,Luke Donald,72,162.4,929832.0,159
163,164,164,Kent Jones,99,162.5,1579466.0,270
164,165,165,Russ Cochran,61,162.6,953993.0,163
165,166,166,Robert Gamez,103,162.8,1506580.0,257
166,167,167,Justin Rose,77,163.0,921413.0,157
167,T168,T168,Carlos Franco,99,163.2,1433631.0,244
168,T168,T168,Jay Haas,84,163.2,799070.0,136
169,170,170,Cliff Kresge,89,163.3,1464202.0,249
170,T171,T171,Niclas Fasth,61,163.4,1064974.0,181
171,T171,T171,Steve Flesch,109,163.4,1428986.0,243
172,173,173,Rich Beem,81,163.5,1282923.0,218
173,T174,T174,Mathias Grönberg,91,163.6,1378251.0,234
174,T174,T174,Mike Weir,75,163.6,954382.0,162
175,T176,T176,Jeff Sluman,98,163.7,1338057.0,227
176,T176,T176,Scott Verplank,92,163.7,883984.0,150
177,T178,T178,John Huston,62,163.9,755095.0,128
178,T178,T178,Steve Pate,71,163.9,1156736.0,196
179,180,180,Mark O'Meara,58,164.0,796860.0,135
180,181,181,Blaine McCallister,68,164.1,1163972.0,197
181,182,182,Corey Pavin,83,164.2,1129311.0,191
182,T183,T183,Robert Allenby,93,164.7,1227335.0,207
183,T183,T183,Rocco Mediate,53,164.7,711365.0,120
184,185,185,Guy Boros,64,164.9,1234522.0,208
185,186,186,John Riegger,53,165.3,845246.0,142
186,187,187,Bernhard Langer,59,165.4,726404.0,122
187,188,188,Pat Perez,102,166.0,1631582.0,273
188,189,189,Zach Johnson,109,166.2,1388198.0,232
189,190,190,Omar Uresti,85,166.4,1299979.0,217
190,191,191,Robert Damron,92,166.9,1610394.0,268
191,T192,T192,Sergio Garcia,65,167.1,878465.0,146
192,T192,T192,Richard Johnson,102,167.1,1666360.0,277
193,194,194,Bob Estes,73,167.2,794616.0,132
194,195,195,Charles Howell III,104,168.2,1223356.0,202
195,196,196,Spike McRoy,93,170.9,1501053.0,244
