,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,1,Adam Scott,55,-.217
1,2,2,Rory Sabbatini,89,-.193
2,3,3,Tom Lehman,70,-.188
3,4,4,Fred Couples,54,-.178
4,5,5,Jay Haas,84,-.159
5,T6,T6,Stewart Cink,103,-.154
6,T6,T6,Phil Mickelson,83,-.154
7,8,8,Geoff Ogilvy,91,-.149
8,9,9,Retief Goosen,56,-.141
9,10,10,Roger Tambellini,81,-.133
10,11,11,Duffy Waldorf,79,-.129
11,12,12,Jason Dufner,79,-.128
12,13,13,Tiger Woods,78,-.125
13,T14,T14,Aaron Baddeley,87,-.121
14,T14,T14,Craig Barlow,80,-.121
15,T14,T14,Daniel Chopra,108,-.121
16,T14,T14,Frank Lickliter II,89,-.121
17,T14,T14,Vijay Singh,112,-.121
18,19,19,Shaun Micheel,93,-.117
19,T20,T20,Stuart Appleby,84,-.115
20,T20,T20,Jason Bohn,98,-.115
21,22,22,John Daly,79,-.113
22,23,23,Tommy Tolles,67,-.112
23,24,24,Brian Bateman,84,-.108
24,25,25,Ryan Palmer,103,-.106
25,26,26,Mike Heinen,53,-.102
26,27,27,Harrison Frazar,86,-.101
27,28,28,Jeff Brehaut,106,-.097
28,29,29,Jeff Maggert,60,-.096
29,30,30,Carl Pettersson,100,-.093
30,31,31,David Peoples,82,-.088
31,32,32,Chris DiMarco,105,-.087
32,T33,T33,Arjun Atwal,85,-.080
33,T33,T33,Chad Campbell,100,-.080
34,T33,T33,Shigeki Maruyama,93,-.080
35,T36,T36,Rich Beem,81,-.079
36,T36,T36,Scott McCarron,88,-.079
37,38,38,Greg Chalmers,70,-.076
38,39,39,Deane Pappas,72,-.075
39,T40,T40,Joe Durant,85,-.074
40,T40,T40,Ernie Els,62,-.074
41,T40,T40,Kenny Perry,79,-.074
42,43,43,John Senden,99,-.072
43,44,44,Brian Gay,96,-.067
44,45,45,Scott Hend,81,-.064
45,T46,T46,Bob Estes,73,-.063
46,T46,T46,Mark Hensby,97,-.063
47,T48,T48,Tim Herron,84,-.061
48,T48,T48,Joe Ogilvie,104,-.061
49,50,50,Cameron Beckman,99,-.059
50,51,51,Tim Petrovic,111,-.057
51,52,52,Dennis Paulson,71,-.056
52,53,53,Jeff Sluman,98,-.054
53,T54,T54,Matt Gogel,86,-.051
54,T54,T54,Scott Hoch,52,-.051
55,56,56,Brenden Pappas,111,-.050
56,57,57,Ben Crane,92,-.047
57,58,58,J.L. Lewis,106,-.043
58,59,59,Briny Baird,100,-.040
59,60,60,Brent Geiberger,94,-.038
60,61,61,Tim Clark,84,-.034
61,T62,T62,Kris Cox,73,-.032
62,T62,T62,David Frost,78,-.032
63,T62,T62,Hunter Mahan,94,-.032
64,T65,T65,Paul Azinger,75,-.031
65,T65,T65,Patrick Sheehan,113,-.031
66,T67,T67,Luke Donald,72,-.030
67,T67,T67,Ted Purdy,114,-.030
68,69,69,David Toms,80,-.029
69,70,70,Tag Ridings,53,-.027
70,T71,T71,Jonathan Byrd,85,-.026
71,T71,T71,Dudley Hart,60,-.026
72,T71,T71,Roland Thatcher,66,-.026
73,74,74,Hank Kuehne,91,-.025
74,75,75,Lucas Glover,95,-.024
75,T76,T76,Steve Allan,102,-.023
76,T76,T76,Chris Riley,78,-.023
77,78,78,Hidemichi Tanaka,89,-.022
78,T79,T79,Mark Brooks,72,-.021
79,T79,T79,Brett Quigley,102,-.021
80,T81,T81,Jay Delsing,76,-.020
81,T81,T81,J.J. Henry,103,-.020
82,T83,T83,Mathias Grönberg,91,-.019
83,T83,T83,Davis Love III,85,-.019
84,T83,T83,Vaughn Taylor,84,-.019
85,86,86,Michael Allen,87,-.016
86,87,87,Tom Pernice Jr.,103,-.015
87,T88,T88,Russ Cochran,61,-.011
88,T88,T88,Jonathan Kaye,79,-.011
89,T88,T88,Bob Tway,90,-.011
90,T91,T91,Danny Briggs,85,-.009
91,T91,T91,Danny Ellis,81,-.009
92,93,93,Jesper Parnevik,86,-.008
93,T94,T94,Billy Andrade,104,-.007
94,T94,T94,Tom Carter,113,-.007
95,T94,T94,Jay Williamson,100,-.007
96,97,97,Jerry Kelly,113,-.006
97,T98,T98,Glen Day,101,E
98,T98,T98,John Huston,62,E
99,T98,T98,Tripp Isenhour,55,E
100,T98,T98,Matt Kuchar,83,E
101,T98,T98,Neal Lancaster,106,E
102,T98,T98,Kevin Muncrief,50,E
103,T98,T98,Kevin Sutherland,86,E
104,T98,T98,Scott Verplank,92,E
105,T98,T98,Grant Waite,79,E
106,T107,T107,Zach Johnson,109,+.007
107,T107,T107,Dean Wilson,99,+.007
108,109,109,Tommy Armour III,87,+.008
109,110,110,Lee Janzen,84,+.009
110,111,111,David Branshaw,84,+.010
111,T112,T112,Mark Calcavecchia,79,+.011
112,T112,T112,Justin Leonard,90,+.011
113,T112,T112,Mark Wilson,62,+.011
114,T115,T115,Steve Elkington,64,+.013
115,T115,T115,Kent Jones,99,+.013
116,T117,T117,Ben Curtis,56,+.014
117,T117,T117,Todd Fischer,104,+.014
118,T117,T117,Steve Flesch,109,+.014
119,T117,T117,Carlos Franco,99,+.014
120,T117,T117,Robert Gamez,103,+.014
121,T122,T122,Charles Howell III,104,+.016
122,T122,T122,Pat Perez,102,+.016
123,124,124,Robert Allenby,93,+.017
124,T125,T125,K.J. Choi,83,+.018
125,T125,T125,Ken Duke,89,+.018
126,T125,T125,John Rollins,90,+.018
127,128,128,Notah Begay III,71,+.021
128,129,129,Peter Lonard,68,+.022
129,T130,T130,Chris Smith,105,+.023
130,T130,T130,Bo Van Pelt,107,+.023
131,132,132,Rich Barcelo,67,+.026
132,T133,T133,Stephen Leaney,84,+.027
133,T133,T133,Rod Pampling,98,+.027
134,T135,T135,Stephen Ames,97,+.029
135,T135,T135,José Coceres,68,+.029
136,T137,T137,Bart Bryant,73,+.030
137,T137,T137,Cliff Kresge,89,+.030
138,T137,T137,Craig Parry,52,+.030
139,T140,T140,Woody Austin,94,+.031
140,T140,T140,Justin Rose,77,+.031
141,142,142,Fred Funk,97,+.033
142,T143,T143,Tom Byrum,83,+.035
143,T143,T143,Darren Clarke,54,+.035
144,T143,T143,Kirk Triplett,88,+.035
145,146,146,D.J. Brigman,79,+.037
146,147,147,Brian Kortan,65,+.038
147,148,148,Bob Burns,88,+.040
148,T149,T149,Arron Oberholser,77,+.046
149,T149,T149,Andre Stolz,53,+.046
150,151,151,Scott Simpson,55,+.049
151,152,152,Dicky Pride,66,+.050
152,T153,T153,Dan Forsman,79,+.052
153,T153,T153,Joey Sindelar,100,+.052
154,155,155,Guy Boros,64,+.057
155,T156,T156,Skip Kendall,99,+.059
156,T156,T156,Rocco Mediate,53,+.059
157,T156,T156,Dan Olsen,75,+.059
158,159,159,Steve Pate,71,+.061
159,160,160,Nick Price,51,+.062
160,161,161,Freddie Jacobson,83,+.064
161,T162,T162,Chris Couch,55,+.067
162,T162,T162,Loren Roberts,81,+.067
163,T162,T162,Steve Stricker,81,+.067
164,165,165,Len Mattiace,75,+.068
165,166,166,Bernhard Langer,59,+.071
166,167,167,Steve Lowery,91,+.073
