,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
0,1,1,Jay Haas,84,90.34,159,176,-0.61
1,2,2,Chris Riley,78,90.24,148,164,-0.48
2,3,3,Scott Hoch,52,89.94,161,179,-0.48
3,4,4,Vijay Singh,112,89.64,372,415,-0.61
4,5,5,Davis Love III,85,89.61,207,231,-0.57
5,6,6,Paul Azinger,75,89.55,197,220,-0.55
6,7,7,John Senden,99,89.46,314,351,-0.5
7,8,8,Brian Bateman,84,89.32,209,234,-0.6
8,9,9,Retief Goosen,56,89.26,133,149,-0.68
9,10,10,Alex Cejka,76,89.23,174,195,-0.48
10,11,11,Loren Roberts,81,89.13,164,184,-0.49
11,12,12,Rocco Mediate,53,88.89,112,126,-0.51
12,13,13,Ernie Els,62,88.82,143,161,-0.53
13,14,14,Lee Janzen,84,88.7,212,239,-0.53
14,15,15,David Toms,80,88.48,169,191,-0.57
15,16,16,Joe Durant,85,88.33,227,257,-0.49
16,17,17,Shaun Micheel,93,88.14,223,253,-0.48
17,18,18,Bo Van Pelt,107,88.11,252,286,-0.55
18,19,19,J.L. Lewis,106,88.02,294,334,-0.51
19,20,20,Geoff Ogilvy,91,88.01,235,267,-0.65
20,T21,T21,Freddie Jacobson,83,87.86,181,206,-0.59
21,T21,T21,Kent Jones,99,87.86,246,280,-0.52
22,23,23,Kirk Triplett,88,87.76,208,237,-0.47
23,24,24,Carlos Franco,99,87.69,285,325,-0.56
24,T25,T25,Briny Baird,100,87.64,234,267,-0.51
25,T25,T25,Charles Howell III,104,87.64,227,259,-0.48
26,27,27,Jeff Sluman,98,87.63,248,283,-0.48
27,28,28,Corey Pavin,83,87.56,169,193,-0.54
28,29,29,Tom Lehman,70,87.38,180,206,-0.62
29,30,30,J.P. Hayes,79,87.34,207,237,-0.45
30,31,31,Ben Curtis,56,87.33,131,150,-0.43
31,32,32,Fred Funk,97,87.25,219,251,-0.49
32,33,33,Kenny Perry,79,87.2,218,250,-0.5
33,34,34,Adam Scott,55,87.07,128,147,-0.58
34,35,35,Craig Parry,52,87.04,94,108,-0.5
35,36,36,Tim Petrovic,111,87.01,268,308,-0.53
36,37,37,Chad Campbell,100,86.97,207,238,-0.52
37,38,38,Steve Stricker,81,86.96,180,207,-0.52
38,39,39,Ben Crane,92,86.93,246,283,-0.56
