,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
0,1,1,Vijay Singh,112,21
1,2,2,Ryan Palmer,103,20
2,3,3,Vaughn Taylor,84,19
3,4,4,Brian Gay,96,18
4,T5,T5,Glen Day,101,17
5,T5,T5,Tim Petrovic,111,17
6,T7,T7,Bob Burns,88,16
7,T7,T7,Ben Crane,92,16
8,T7,T7,Kevin Na,100,16
9,T7,T7,Corey Pavin,83,16
10,T7,T7,Dean Wilson,99,16
11,T12,T12,Daniel Chopra,108,15
12,T12,T12,Hunter Mahan,94,15
13,T12,T12,Jay Williamson,100,15
14,T15,T15,Robert Damron,92,14
15,T15,T15,Lucas Glover,95,14
16,T15,T15,Hirofumi Miyase,65,14
17,T15,T15,Steve Pate,71,14
18,T15,T15,Ted Purdy,114,14
19,T15,T15,Jeff Sluman,98,14
20,T21,T21,Cameron Beckman,99,13
21,T21,T21,Jonathan Byrd,85,13
22,T21,T21,Harrison Frazar,86,13
23,T21,T21,Robert Gamez,103,13
24,T21,T21,Mathias Grönberg,91,13
25,T21,T21,Mark Hensby,97,13
26,T21,T21,Frank Lickliter II,89,13
27,T21,T21,David Peoples,82,13
28,T21,T21,Pat Perez,102,13
29,T21,T21,Carl Pettersson,100,13
30,T21,T21,John Rollins,90,13
31,T21,T21,Omar Uresti,85,13
32,T33,T33,Woody Austin,94,12
33,T33,T33,Craig Bowden,83,12
34,T33,T33,John Daly,79,12
35,T33,T33,David Frost,78,12
36,T33,T33,Brent Geiberger,94,12
37,T33,T33,Todd Hamilton,92,12
38,T33,T33,Scott Hend,81,12
39,T33,T33,Cliff Kresge,89,12
40,T33,T33,J.L. Lewis,106,12
41,T33,T33,Davis Love III,85,12
42,T33,T33,Blaine McCallister,68,12
43,T33,T33,Joe Ogilvie,104,12
44,T33,T33,Rod Pampling,98,12
45,T33,T33,Dennis Paulson,71,12
46,T47,T47,Billy Andrade,104,11
47,T47,T47,Aaron Baddeley,87,11
48,T47,T47,Chad Campbell,100,11
49,T47,T47,Tom Carter,113,11
50,T47,T47,Ben Curtis,56,11
51,T47,T47,Luke Donald,72,11
52,T47,T47,Danny Ellis,81,11
53,T47,T47,Bob Estes,73,11
54,T47,T47,Steve Flesch,109,11
55,T47,T47,Fred Funk,97,11
56,T47,T47,Tim Herron,84,11
57,T47,T47,Richard Johnson,102,11
58,T47,T47,Peter Lonard,68,11
59,T47,T47,Shaun Micheel,93,11
60,T61,T61,Steve Allan,102,10
61,T61,T61,Guy Boros,64,10
62,T61,T61,D.J. Brigman,79,10
63,T61,T61,Greg Chalmers,70,10
64,T61,T61,Fred Couples,54,10
65,T61,T61,Chris DiMarco,105,10
66,T61,T61,Jason Dufner,79,10
67,T61,T61,Ken Duke,89,10
68,T61,T61,Todd Fischer,104,10
69,T61,T61,Jerry Kelly,113,10
70,T61,T61,Billy Mayfair,109,10
71,T61,T61,Deane Pappas,72,10
72,T61,T61,Jesper Parnevik,86,10
73,T61,T61,Chris Riley,78,10
74,T61,T61,Rory Sabbatini,89,10
75,T61,T61,Heath Slocum,92,10
76,T61,T61,Steve Stricker,81,10
77,T61,T61,Kevin Sutherland,86,10
78,T61,T61,Bo Van Pelt,107,10
79,T61,T61,Grant Waite,79,10
80,T81,T81,Stephen Ames,97,9
81,T81,T81,Arjun Atwal,85,9
82,T81,T81,Stewart Cink,103,9
83,T81,T81,J.J. Henry,103,9
84,T81,T81,Charles Howell III,104,9
85,T81,T81,Matt Kuchar,83,9
86,T81,T81,Hank Kuehne,91,9
87,T81,T81,Bernhard Langer,59,9
88,T81,T81,Stephen Leaney,84,9
89,T81,T81,Scott McCarron,88,9
90,T81,T81,Phil Mickelson,83,9
91,T81,T81,José María Olazábal,56,9
92,T81,T81,Brett Quigley,102,9
93,T81,T81,Patrick Sheehan,113,9
94,T81,T81,Roger Tambellini,81,9
95,T81,T81,Esteban Toledo,92,9
96,T81,T81,Bob Tway,90,9
97,T98,T98,Craig Barlow,80,8
98,T98,T98,Jeff Brehaut,106,8
99,T98,T98,Danny Briggs,85,8
100,T98,T98,Olin Browne,92,8
101,T98,T98,Mark Calcavecchia,79,8
102,T98,T98,Alex Cejka,76,8
103,T98,T98,Kris Cox,73,8
104,T98,T98,David Gossett,57,8
105,T98,T98,Freddie Jacobson,83,8
106,T98,T98,Lee Janzen,84,8
107,T98,T98,Neal Lancaster,106,8
108,T98,T98,Spike McRoy,93,8
109,T98,T98,Tag Ridings,53,8
110,T98,T98,Joey Sindelar,100,8
111,T98,T98,Chris Smith,105,8
112,T98,T98,Mark Wilson,62,8
113,T114,T114,Chris Couch,55,7
114,T114,T114,Ernie Els,62,7
115,T114,T114,Brad Faxon,94,7
116,T114,T114,Dan Forsman,79,7
117,T114,T114,Carlos Franco,99,7
118,T114,T114,Jay Haas,84,7
119,T114,T114,Zach Johnson,109,7
120,T114,T114,Kent Jones,99,7
121,T114,T114,Skip Kendall,99,7
122,T114,T114,Tom Lehman,70,7
123,T114,T114,Steve Lowery,91,7
124,T114,T114,Shigeki Maruyama,93,7
125,T114,T114,David Morland IV,73,7
126,T114,T114,Kevin Muncrief,50,7
127,T114,T114,Geoff Ogilvy,91,7
128,T114,T114,Brenden Pappas,111,7
129,T114,T114,Tom Pernice Jr.,103,7
130,T114,T114,John Riegger,53,7
131,T114,T114,Loren Roberts,81,7
132,T114,T114,Justin Rose,77,7
133,T114,T114,John Senden,99,7
134,T114,T114,Scott Simpson,55,7
135,T114,T114,Tommy Tolles,67,7
136,T114,T114,Mike Weir,75,7
137,T138,T138,Tommy Armour III,87,6
138,T138,T138,Paul Azinger,75,6
139,T138,T138,Pat Bates,99,6
140,T138,T138,Rich Beem,81,6
141,T138,T138,Notah Begay III,71,6
142,T138,T138,Russ Cochran,61,6
143,T138,T138,Joe Durant,85,6
144,T138,T138,Dudley Hart,60,6
145,T138,T138,Scott Hoch,52,6
146,T138,T138,Jonathan Kaye,79,6
147,T138,T138,Justin Leonard,90,6
148,T138,T138,Len Mattiace,75,6
149,T138,T138,Rocco Mediate,53,6
150,T138,T138,Craig Perks,75,6
151,T138,T138,Kirk Triplett,88,6
152,T138,T138,Tiger Woods,78,6
153,T154,T154,Michael Allen,87,5
154,T154,T154,Stuart Appleby,84,5
155,T154,T154,Briny Baird,100,5
156,T154,T154,Rich Barcelo,67,5
157,T154,T154,David Branshaw,84,5
158,T154,T154,Tim Clark,84,5
159,T154,T154,John Cook,57,5
160,T154,T154,Matt Gogel,86,5
161,T154,T154,J.P. Hayes,79,5
162,T154,T154,Jeff Maggert,60,5
163,T154,T154,Mark O'Meara,58,5
164,T154,T154,Dan Olsen,75,5
165,T154,T154,Kenny Perry,79,5
166,T154,T154,Andre Stolz,53,5
167,T154,T154,Hidemichi Tanaka,89,5
168,T154,T154,Scott Verplank,92,5
169,T154,T154,Duffy Waldorf,79,5
170,T171,T171,Robert Allenby,93,4
171,T171,T171,Jason Bohn,98,4
172,T171,T171,Tom Byrum,83,4
173,T171,T171,K.J. Choi,83,4
174,T171,T171,Darren Clarke,54,4
175,T171,T171,José Coceres,68,4
176,T171,T171,Jay Delsing,76,4
177,T171,T171,Steve Elkington,64,4
178,T171,T171,Niclas Fasth,61,4
179,T171,T171,Sergio Garcia,65,4
180,T171,T171,Mike Heinen,53,4
181,T171,T171,Brian Kortan,65,4
182,T171,T171,Nick Price,51,4
183,T171,T171,Dicky Pride,66,4
184,T171,T171,Gene Sauers,83,4
185,T171,T171,Adam Scott,55,4
186,T171,T171,Roland Thatcher,66,4
187,T188,T188,Brian Bateman,84,3
188,T188,T188,Bart Bryant,73,3
189,T188,T188,Retief Goosen,56,3
190,T188,T188,John Huston,62,3
191,T188,T188,Arron Oberholser,77,3
192,T188,T188,David Toms,80,3
193,T194,T194,Mark Brooks,72,2
194,T194,T194,Craig Parry,52,2
195,196,196,Tripp Isenhour,55,1
