,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
0,1,1,Ernie Els,62,22.96,31,135
1,2,2,Harrison Frazar,86,22.46,42,187
2,3,3,Carl Pettersson,100,20.58,50,243
3,4,4,Adam Scott,55,19.47,22,113
4,5,5,Davis Love III,85,19.44,42,216
5,6,6,John Daly,79,18.97,37,195
6,7,7,Jonathan Byrd,85,18.93,39,206
7,8,8,Chris Smith,105,18.55,46,248
8,9,9,Scott Hend,81,18.44,33,179
9,10,10,Stephen Ames,97,18.11,46,254
10,11,11,K.J. Choi,83,18.09,36,199
11,12,12,Mark Calcavecchia,79,17.92,31,173
12,13,13,Joey Sindelar,100,17.8,47,264
13,14,14,Scott Verplank,92,17.78,40,225
14,15,15,Tiger Woods,78,17.61,31,176
15,16,16,Geoff Ogilvy,91,17.6,41,233
16,17,17,Mike Weir,75,17.58,32,182
17,18,18,Justin Rose,77,17.41,35,201
18,19,19,Alex Cejka,76,17.35,34,196
19,20,20,Vijay Singh,112,17.07,42,246
20,21,21,Kirk Triplett,88,16.84,32,190
21,22,22,Bo Van Pelt,107,16.74,40,239
22,23,23,Bernhard Langer,59,16.67,24,144
23,24,24,Zach Johnson,109,16.42,44,268
24,25,25,Retief Goosen,56,16.38,19,116
25,T26,T26,Hank Kuehne,91,16.36,35,214
26,T26,T26,Tag Ridings,53,16.36,18,110
27,28,28,Carlos Franco,99,16.24,51,314
28,29,29,Rory Sabbatini,89,16.07,36,224
29,30,30,Steve Flesch,109,16.01,45,281
30,31,31,David Toms,80,16.0,28,175
31,32,32,John Huston,62,15.94,22,138
32,33,33,Jerry Kelly,113,15.92,46,289
33,34,34,Frank Lickliter II,89,15.88,37,233
34,35,35,Hirofumi Miyase,65,15.47,28,181
35,36,36,Andre Stolz,53,15.44,21,136
36,37,37,Lucas Glover,95,15.32,36,235
37,38,38,Brenden Pappas,111,15.27,42,275
38,T39,T39,Paul Azinger,75,15.0,33,220
39,T39,T39,Tripp Isenhour,55,15.0,21,140
40,41,41,Brett Quigley,102,14.98,40,267
41,42,42,Charles Howell III,104,14.96,38,254
42,43,43,José María Olazábal,56,14.94,23,154
43,44,44,John Riegger,53,14.88,25,168
44,45,45,Glen Day,101,14.86,41,276
45,46,46,David Morland IV,73,14.85,34,229
46,47,47,Niclas Fasth,61,14.84,23,155
47,48,48,John Rollins,90,14.83,31,209
48,49,49,Mark Hensby,97,14.75,41,278
49,T50,T50,Steve Allan,102,14.74,37,251
50,T50,T50,Rich Beem,81,14.74,23,156
51,52,52,Todd Hamilton,92,14.73,33,224
52,53,53,Brad Faxon,94,14.72,39,265
53,54,54,Stewart Cink,103,14.67,38,259
54,55,55,Daniel Chopra,108,14.66,34,232
55,56,56,Cameron Beckman,99,14.64,35,239
56,57,57,Neal Lancaster,106,14.62,38,260
57,58,58,Freddie Jacobson,83,14.57,29,199
58,T59,T59,Lee Janzen,84,14.55,32,220
59,T59,T59,Scott Simpson,55,14.55,24,165
60,61,61,Chris DiMarco,105,14.5,39,269
61,62,62,Skip Kendall,99,14.39,40,278
62,63,63,Rod Pampling,98,14.35,33,230
63,64,64,Chad Campbell,100,14.34,36,251
64,T65,T65,Craig Barlow,80,14.29,29,203
65,T65,T65,Danny Ellis,81,14.29,28,196
