,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
66,T65,T65,Kenny Perry,79,14.29,25,175
67,68,68,Greg Chalmers,70,14.01,29,207
68,69,69,J.L. Lewis,106,13.96,37,265
69,70,70,Sergio Garcia,65,13.87,19,137
70,T71,T71,Phil Mickelson,83,13.86,23,166
71,T71,T71,Ted Purdy,114,13.86,42,303
72,T73,T73,Tommy Armour III,87,13.78,31,225
73,T73,T73,Tim Herron,84,13.78,27,196
74,75,75,Loren Roberts,81,13.77,34,247
75,76,76,David Peoples,82,13.73,32,233
76,T77,T77,Dudley Hart,60,13.64,21,154
77,T77,T77,Mike Heinen,53,13.64,18,132
78,79,79,Jeff Sluman,98,13.62,41,301
79,80,80,Woody Austin,94,13.6,31,228
80,81,81,Shaun Micheel,93,13.59,28,206
81,82,82,Fred Couples,54,13.56,16,118
82,83,83,Jesper Parnevik,86,13.33,30,225
83,84,84,Tim Petrovic,111,13.25,33,249
84,85,85,Jeff Maggert,60,13.22,23,174
85,T86,T86,Aaron Baddeley,87,13.21,35,265
86,T86,T86,Darren Clarke,54,13.21,14,106
87,88,88,Hidemichi Tanaka,89,13.16,35,266
88,89,89,Pat Perez,102,13.15,33,251
89,90,90,Tom Carter,113,13.03,37,284
90,91,91,Dean Wilson,99,12.97,38,293
91,92,92,J.J. Henry,103,12.96,28,216
92,93,93,Tom Lehman,70,12.87,22,171
93,94,94,Joe Ogilvie,104,12.83,34,265
94,95,95,Steve Lowery,91,12.8,27,211
95,96,96,Robert Gamez,103,12.74,33,259
96,97,97,Mark O'Meara,58,12.72,22,173
97,98,98,Scott McCarron,88,12.68,26,205
98,99,99,Deane Pappas,72,12.65,21,166
99,T100,T100,Jason Dufner,79,12.5,23,184
100,T100,T100,Richard Johnson,102,12.5,37,296
101,T100,T100,Hunter Mahan,94,12.5,29,232
102,103,103,Matt Gogel,86,12.45,30,241
103,104,104,Dennis Paulson,71,12.44,24,193
104,105,105,Jason Bohn,98,12.4,30,242
105,T106,T106,Olin Browne,92,12.35,30,243
106,T106,T106,Steve Elkington,64,12.35,20,162
107,T108,T108,D.J. Brigman,79,12.21,26,213
108,T108,T108,Nick Price,51,12.21,16,131
109,110,110,Briny Baird,100,12.17,28,230
110,111,111,Patrick Sheehan,113,12.13,37,305
111,112,112,Duffy Waldorf,79,12.11,23,190
112,113,113,J.P. Hayes,79,12.09,22,182
113,114,114,Stuart Appleby,84,12.07,21,174
114,115,115,Heath Slocum,92,12.01,34,283
115,T116,T116,Luke Donald,72,11.98,26,217
116,T116,T116,Bob Tway,90,11.98,26,217
117,118,118,Joe Durant,85,11.95,27,226
118,119,119,Dan Olsen,75,11.92,23,193
119,120,120,Brent Geiberger,94,11.88,31,261
120,121,121,Stephen Leaney,84,11.86,23,194
121,122,122,Kent Jones,99,11.72,30,256
122,T123,T123,Shigeki Maruyama,93,11.65,29,249
123,T123,T123,Vaughn Taylor,84,11.65,24,206
124,125,125,Roger Tambellini,81,11.62,23,198
125,126,126,Roland Thatcher,66,11.59,19,164
126,127,127,Danny Briggs,85,11.55,29,251
127,128,128,Mathias Grönberg,91,11.52,28,243
128,129,129,Ryan Palmer,103,11.45,30,262
129,130,130,Jay Williamson,100,11.41,30,263
130,131,131,Craig Parry,52,11.38,14,123
131,132,132,Tom Pernice Jr.,103,11.35,32,282
132,133,133,Jay Haas,84,11.34,28,247
133,134,134,Billy Andrade,104,11.33,34,300
134,135,135,Corey Pavin,83,11.32,30,265
135,T136,T136,Robert Allenby,93,11.3,27,239
136,T136,T136,Tim Clark,84,11.3,27,239
137,138,138,Mark Wilson,62,11.29,21,186
138,139,139,Arjun Atwal,85,11.27,24,213
139,140,140,Brian Gay,96,11.21,36,321
140,141,141,Bob Estes,73,11.18,19,170
141,142,142,Peter Lonard,68,11.04,17,154
142,143,143,Rich Barcelo,67,10.93,20,183
143,144,144,Matt Kuchar,83,10.92,25,229
144,145,145,Mark Brooks,72,10.87,20,184
145,146,146,Kevin Sutherland,86,10.86,24,221
146,147,147,Ben Crane,92,10.85,28,258
147,148,148,Tommy Tolles,67,10.84,18,166
148,149,149,Arron Oberholser,77,10.82,21,194
149,150,150,José Coceres,68,10.77,21,195
150,151,151,Chris Couch,55,10.71,12,112
151,152,152,Gene Sauers,83,10.69,28,262
152,153,153,David Frost,78,10.61,26,245
153,T154,T154,Guy Boros,64,10.44,19,182
154,T154,T154,Jonathan Kaye,79,10.44,19,182
155,156,156,Steve Stricker,81,10.4,26,250
156,T157,T157,Michael Allen,87,10.36,23,222
157,T157,T157,Brian Bateman,84,10.36,23,222
158,159,159,Blaine McCallister,68,10.34,21,203
159,160,160,Bart Bryant,73,10.33,22,213
160,161,161,Justin Leonard,90,10.23,22,215
161,T162,T162,John Cook,57,10.22,19,186
162,T162,T162,Robert Damron,92,10.22,28,274
163,T164,T164,Scott Hoch,52,10.2,15,147
164,T164,T164,Len Mattiace,75,10.2,25,245
165,166,166,Notah Begay III,71,10.19,21,206
166,167,167,Ben Curtis,56,10.08,12,119
167,168,168,Russ Cochran,61,10.06,18,179
168,169,169,Fred Funk,97,10.03,30,299
169,170,170,David Branshaw,84,9.91,23,232
170,T171,T171,Tom Byrum,83,9.89,27,273
171,T171,T171,Chris Riley,78,9.89,18,182
172,173,173,Kevin Na,100,9.76,29,297
173,174,174,Jeff Brehaut,106,9.69,28,289
174,175,175,Grant Waite,79,9.6,19,198
175,176,176,Todd Fischer,104,9.43,28,297
176,T177,T177,Bob Burns,88,9.4,25,266
177,T177,T177,Dan Forsman,79,9.4,22,234
178,T177,T177,John Senden,99,9.4,22,234
179,180,180,Craig Perks,75,9.38,18,192
180,181,181,Rocco Mediate,53,9.26,10,108
181,182,182,Esteban Toledo,92,9.09,25,275
182,183,183,Steve Pate,71,8.87,18,203
183,184,184,Kris Cox,73,8.82,15,170
184,185,185,Pat Bates,99,8.79,29,330
185,186,186,Spike McRoy,93,8.66,24,277
186,187,187,Omar Uresti,85,8.65,23,266
187,188,188,Craig Bowden,83,8.49,23,271
188,189,189,Dicky Pride,66,8.33,15,180
189,190,190,Billy Mayfair,109,8.26,27,327
190,191,191,Cliff Kresge,89,8.11,21,259
191,192,192,Ken Duke,89,8.0,20,250
192,193,193,Jay Delsing,76,7.54,15,199
193,194,194,David Gossett,57,7.05,11,156
194,195,195,Kevin Muncrief,50,5.56,7,126
195,196,196,Brian Kortan,65,5.23,9,172
