,Approach_100-125_yards_RTP_Score_RANK THIS WEEK,Approach_100-125_yards_RTP_Score_RANK LAST WEEK,Approach_100-125_yards_RTP_Score_PLAYER NAME,Approach_100-125_yards_RTP_Score_ROUNDS,Approach_100-125_yards_RTP_Score_AVG RTP
0,1,1,Tiger Woods,78,-.306
1,2,2,Craig Parry,52,-.280
2,3,3,Bob Estes,73,-.273
3,4,4,Tim Clark,84,-.255
4,5,5,Zach Johnson,109,-.254
5,6,6,Justin Rose,77,-.253
6,7,7,Stewart Cink,103,-.246
7,8,8,Brad Faxon,94,-.243
8,9,9,Jay Haas,84,-.241
9,10,10,John Cook,57,-.233
10,11,11,Loren Roberts,81,-.231
11,12,12,Richard Johnson,102,-.225
12,T13,T13,Adam Scott,55,-.214
13,T13,T13,Kirk Triplett,88,-.214
14,T15,T15,Olin Browne,92,-.212
15,T15,T15,Omar Uresti,85,-.212
16,17,17,Pat Perez,102,-.210
17,18,18,Matt Gogel,86,-.208
18,19,19,Todd Hamilton,92,-.207
19,20,20,Scott Verplank,92,-.206
20,21,21,Vaughn Taylor,84,-.204
21,22,22,Vijay Singh,112,-.203
22,23,23,Chris DiMarco,105,-.200
23,24,24,Ryan Palmer,103,-.199
24,25,25,Ben Curtis,56,-.197
25,26,26,Robert Gamez,103,-.195
26,T27,T27,Danny Briggs,85,-.193
27,T27,T27,Matt Kuchar,83,-.193
28,29,29,Bo Van Pelt,107,-.192
29,30,30,Fred Couples,54,-.188
30,31,31,Blaine McCallister,68,-.185
31,T32,T32,Notah Begay III,71,-.184
32,T32,T32,Duffy Waldorf,79,-.184
33,34,34,John Senden,99,-.183
34,35,35,Chris Riley,78,-.179
35,36,36,Scott Hoch,52,-.177
36,T37,T37,Charles Howell III,104,-.175
37,T37,T37,Skip Kendall,99,-.175
38,39,39,Stephen Leaney,84,-.174
39,T40,T40,John Daly,79,-.173
40,T40,T40,Geoff Ogilvy,91,-.173
41,T42,T42,Mark Brooks,72,-.171
42,T42,T42,Brett Quigley,102,-.171
43,T44,T44,Jesper Parnevik,86,-.170
44,T44,T44,Patrick Sheehan,113,-.170
