,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
0,1,1,Robert Allenby,93,27.75,63,227
1,2,2,Mark O'Meara,58,26.53,26,98
2,3,3,David Toms,80,25.15,42,167
3,4,4,Brad Faxon,94,24.46,45,184
4,5,5,Billy Andrade,104,23.89,59,247
5,6,6,Bernhard Langer,59,23.73,28,118
6,7,7,Olin Browne,92,23.63,56,237
7,8,8,Steve Stricker,81,23.08,45,195
8,9,9,Kent Jones,99,22.92,58,253
9,10,10,Russ Cochran,61,22.84,37,162
10,11,11,Stewart Cink,103,22.54,55,244
11,12,12,Heath Slocum,92,22.53,57,253
12,13,13,Scott Verplank,92,22.48,49,218
13,14,14,Vaughn Taylor,84,22.43,59,263
14,15,15,Geoff Ogilvy,91,22.41,52,232
15,16,16,John Huston,62,22.38,32,143
16,T17,T17,Jerry Kelly,113,22.27,57,256
17,T17,T17,Steve Lowery,91,22.27,53,238
18,19,19,Justin Rose,77,22.22,42,189
19,20,20,Darren Clarke,54,22.12,25,113
20,21,21,Adam Scott,55,22.01,35,159
21,22,22,Steve Flesch,109,21.72,53,244
22,23,23,Ernie Els,62,21.64,29,134
23,24,24,Tiger Woods,78,21.58,30,139
24,25,25,Chris DiMarco,105,21.53,45,209
25,26,26,Jason Dufner,79,21.52,51,237
26,27,27,Mark Calcavecchia,79,21.51,37,172
27,28,28,Jay Haas,84,21.3,36,169
28,29,29,Joe Durant,85,21.14,52,246
29,30,30,Fred Funk,97,21.12,49,232
30,31,31,Vijay Singh,112,21.11,57,270
31,32,32,Tag Ridings,53,21.05,32,152
32,33,33,Dudley Hart,60,20.98,30,143
33,34,34,Ken Duke,89,20.97,52,248
34,35,35,Kevin Na,100,20.9,56,268
35,36,36,Kirk Triplett,88,20.83,40,192
36,37,37,Greg Chalmers,70,20.74,39,188
37,38,38,Skip Kendall,99,20.69,48,232
38,39,39,Mark Wilson,62,20.67,37,179
39,40,40,Jason Bohn,98,20.64,58,281
