,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Robert Allenby,93,-.261
1,2,2,Mark O'Meara,58,-.229
2,3,3,Olin Browne,92,-.211
3,4,4,Adam Scott,55,-.208
4,5,5,Sergio Garcia,65,-.197
5,6,6,Bernhard Langer,59,-.195
6,7,7,Brad Faxon,94,-.191
7,8,8,Ernie Els,62,-.189
8,9,9,Russ Cochran,61,-.180
9,10,10,Scott Verplank,92,-.179
10,11,11,Vijay Singh,112,-.173
11,T12,T12,Michael Allen,87,-.171
12,T12,T12,Kent Jones,99,-.171
13,14,14,Stuart Appleby,84,-.170
14,T15,T15,Stewart Cink,103,-.168
15,T15,T15,Heath Slocum,92,-.168
16,T17,T17,Phil Mickelson,83,-.165
17,T17,T17,David Toms,80,-.165
18,19,19,Omar Uresti,85,-.163
19,20,20,Jerry Kelly,113,-.162
20,21,21,José Coceres,68,-.157
21,T22,T22,Dudley Hart,60,-.154
22,T22,T22,Shigeki Maruyama,93,-.154
23,24,24,Greg Chalmers,70,-.153
24,25,25,Steve Stricker,81,-.152
25,26,26,Fred Couples,54,-.143
26,27,27,Vaughn Taylor,84,-.138
27,28,28,Brian Kortan,65,-.135
28,T29,T29,Joe Durant,85,-.133
29,T29,T29,Geoff Ogilvy,91,-.133
30,31,31,Kirk Triplett,88,-.132
31,T32,T32,Bob Estes,73,-.130
32,T32,T32,David Peoples,82,-.130
33,T34,T34,Tom Byrum,83,-.129
34,T34,T34,Jason Dufner,79,-.129
35,36,36,Freddie Jacobson,83,-.128
36,37,37,Stephen Ames,97,-.124
37,T38,T38,Todd Fischer,104,-.123
38,T38,T38,Craig Perks,75,-.123
39,T38,T38,John Rollins,90,-.123
40,T41,T41,Chris DiMarco,105,-.122
41,T41,T41,Pat Perez,102,-.122
42,T43,T43,Billy Andrade,104,-.121
43,T43,T43,Mark Hensby,97,-.121
44,45,45,Skip Kendall,99,-.120
45,T46,T46,Ken Duke,89,-.119
46,T46,T46,John Riegger,53,-.119
47,T46,T46,Jeff Sluman,98,-.119
48,T46,T46,Dean Wilson,99,-.119
49,T50,T50,Mark Calcavecchia,79,-.118
50,T50,T50,Kevin Na,100,-.118
51,52,52,Corey Pavin,83,-.117
52,53,53,Matt Gogel,86,-.116
53,T54,T54,Shaun Micheel,93,-.115
54,T54,T54,Kenny Perry,79,-.115
55,T56,T56,Loren Roberts,81,-.113
56,T56,T56,Kevin Sutherland,86,-.113
57,T56,T56,Mark Wilson,62,-.113
58,T59,T59,Zach Johnson,109,-.112
59,T59,T59,Rod Pampling,98,-.112
60,T61,T61,John Huston,62,-.110
61,T61,T61,Justin Rose,77,-.110
62,63,63,Duffy Waldorf,79,-.107
63,T64,T64,Aaron Baddeley,87,-.105
64,T64,T64,Jay Delsing,76,-.105
65,T64,T64,Deane Pappas,72,-.105
66,67,67,Joey Sindelar,100,-.102
67,68,68,Jason Bohn,98,-.101
68,T69,T69,Tim Clark,84,-.100
69,T69,T69,Scott Hoch,52,-.100
70,T71,T71,Briny Baird,100,-.099
71,T71,T71,Tim Herron,84,-.099
72,73,73,Hidemichi Tanaka,89,-.098
73,74,74,Lee Janzen,84,-.097
74,T75,T75,Rich Barcelo,67,-.096
75,T75,T75,J.L. Lewis,106,-.096
76,T77,T77,Craig Bowden,83,-.095
77,T77,T77,Robert Gamez,103,-.095
78,T79,T79,Bart Bryant,73,-.094
79,T79,T79,Mike Weir,75,-.094
80,81,81,Tiger Woods,78,-.092
81,82,82,Matt Kuchar,83,-.091
82,T83,T83,Luke Donald,72,-.090
83,T83,T83,Todd Hamilton,92,-.090
84,T83,T83,Justin Leonard,90,-.090
85,T86,T86,Brian Gay,96,-.089
86,T86,T86,Steve Lowery,91,-.089
87,T86,T86,John Senden,99,-.089
88,T86,T86,Bo Van Pelt,107,-.089
89,90,90,Ryan Palmer,103,-.088
90,T91,T91,Alex Cejka,76,-.087
91,T91,T91,Hunter Mahan,94,-.087
92,T91,T91,Rory Sabbatini,89,-.087
93,94,94,Glen Day,101,-.084
94,95,95,Brent Geiberger,94,-.081
95,96,96,David Branshaw,84,-.080
96,T97,T97,Fred Funk,97,-.079
97,T97,T97,Joe Ogilvie,104,-.079
98,T99,T99,Chad Campbell,100,-.076
99,T99,T99,Nick Price,51,-.076
100,101,101,Robert Damron,92,-.073
101,T102,T102,Danny Briggs,85,-.072
102,T102,T102,Patrick Sheehan,113,-.072
103,T104,T104,Brian Bateman,84,-.070
104,T104,T104,Scott Simpson,55,-.070
105,106,106,Tom Pernice Jr.,103,-.069
106,107,107,Harrison Frazar,86,-.067
107,108,108,Davis Love III,85,-.066
108,T109,T109,Tom Lehman,70,-.064
109,T109,T109,Len Mattiace,75,-.064
110,T111,T111,John Daly,79,-.063
111,T111,T111,Retief Goosen,56,-.063
112,T111,T111,Ted Purdy,114,-.063
113,T111,T111,Tommy Tolles,67,-.063
114,T115,T115,Darren Clarke,54,-.062
