,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
75,76,76,Danny Ellis,81,"43' 1""",145,6244.6669999999995,+22.00
76,77,77,Harrison Frazar,86,"43' 2""",106,4575.667,+26.00
77,T78,T78,Pat Bates,99,"43' 3""",133,5750.4169999999995,+15.00
78,T78,T78,Robert Damron,92,"43' 3""",126,5454.1669999999995,+8.00
79,T78,T78,Hank Kuehne,91,"43' 3""",190,8224.833,+6.00
80,T81,T81,Chris Smith,105,"43' 4""",161,6977.3330000000005,+17.00
81,T81,T81,Grant Waite,79,"43' 4""",132,5719.6669999999995,+27.00
82,83,83,Danny Briggs,85,"43' 5""",125,5425.6669999999995,+24.00
83,84,84,John Daly,79,"43' 9""",132,5779.75,+18.00
84,85,85,Hidemichi Tanaka,89,"43' 10""",101,4425.083,+11.00
85,86,86,Vaughn Taylor,84,"43' 11""",116,5093.667,+40.00
86,87,87,Geoff Ogilvy,91,"44' 0""",130,5719.6669999999995,+7.00
87,T88,T88,Frank Lickliter II,89,"44' 1""",118,5198.167,+16.00
88,T88,T88,Kenny Perry,79,"44' 1""",115,5070.333,+8.00
89,T90,T90,Todd Fischer,104,"44' 2""",169,7460.9169999999995,+30.00
90,T90,T90,Kevin Sutherland,86,"44' 2""",90,3976.167,+17.00
91,92,92,Jeff Brehaut,106,"44' 4""",116,5142.417,+19.00
92,93,93,Tom Carter,113,"44' 5""",190,8442.667,+33.00
93,94,94,Shigeki Maruyama,93,"44' 6""",127,5650.25,+1.00
94,T95,T95,Lucas Glover,95,"44' 8""",133,5937.75,+18.00
95,T95,T95,Jesper Parnevik,86,"44' 8""",136,6077.9169999999995,+13.00
96,T95,T95,Dennis Paulson,71,"44' 8""",97,4332.833,+2.00
97,98,98,José María Olazábal,56,"44' 9""",73,3268.167,+5.00
98,99,99,Scott Verplank,92,"44' 10""",52,2332.667,+5.00
99,T100,T100,Aaron Baddeley,87,"44' 11""",152,6821.75,+4.00
100,T100,T100,Alex Cejka,76,"44' 11""",91,4087.5,+3.00
101,T100,T100,Kris Cox,73,"44' 11""",100,4488.5,+25.00
102,T100,T100,Steve Elkington,64,"44' 11""",69,3099.583,+15.00
103,T100,T100,Retief Goosen,56,"44' 11""",56,2514.25,+2.00
104,T100,T100,Kevin Na,100,"44' 11""",121,5438.1669999999995,+18.00
105,T100,T100,Steve Stricker,81,"44' 11""",124,5569.0830000000005,+15.00
106,T107,T107,K.J. Choi,83,"45' 0""",86,3870.917,+13.00
107,T107,T107,J.J. Henry,103,"45' 0""",144,6482.4169999999995,+22.00
108,T107,T107,Bo Van Pelt,107,"45' 0""",106,4766.167,+5.00
109,T107,T107,Mike Weir,75,"45' 0""",102,4590.083,+15.00
110,T107,T107,Tiger Woods,78,"45' 0""",91,4094.75,-1.00
111,T112,T112,Brad Faxon,94,"45' 1""",95,4282.417,+3.00
112,T112,T112,Carlos Franco,99,"45' 1""",184,8302.25,+9.00
113,T112,T112,Rocco Mediate,53,"45' 1""",44,1984.0,+5.00
114,115,115,Jason Dufner,79,"45' 2""",117,5281.0,+15.00
115,116,116,Skip Kendall,99,"45' 3""",106,4799.0,+9.00
116,T117,T117,Niclas Fasth,61,"45' 5""",83,3769.917,+9.00
117,T117,T117,Zach Johnson,109,"45' 5""",102,4635.75,+5.00
118,119,119,Dicky Pride,66,"45' 6""",69,3136.75,+14.00
119,T120,T120,J.L. Lewis,106,"45' 7""",134,6112.0830000000005,+24.00
120,T120,T120,Spike McRoy,93,"45' 7""",94,4284.5,+15.00
121,T122,T122,Bart Bryant,73,"45' 8""",81,3698.667,+8.00
122,T122,T122,Sergio Garcia,65,"45' 8""",81,3698.167,+9.00
123,124,124,Steve Allan,102,"45' 9""",150,6863.5830000000005,+17.00
124,T125,T125,Billy Andrade,104,"45' 10""",140,6414.3330000000005,+25.00
125,T125,T125,Mathias Grönberg,91,"45' 10""",142,6512.3330000000005,+24.00
126,127,127,Andre Stolz,53,"45' 11""",82,3766.0,+28.00
127,T128,T128,Ken Duke,89,"46' 0""",131,6029.0,+28.00
128,T128,T128,Len Mattiace,75,"46' 0""",109,5015.917,+16.00
129,T128,T128,Tag Ridings,53,"46' 0""",84,3865.667,+15.00
130,T131,T131,Chris Couch,55,"46' 2""",89,4108.583,+18.00
131,T131,T131,Peter Lonard,68,"46' 2""",76,3506.417,+7.00
132,T131,T131,Brett Quigley,102,"46' 2""",158,7298.1669999999995,+14.00
133,T134,T134,Brian Gay,96,"46' 4""",142,6581.75,+16.00
134,T134,T134,Steve Lowery,91,"46' 4""",132,6119.6669999999995,+22.00
135,136,136,Brenden Pappas,111,"46' 5""",195,9056.667,+13.00
136,T137,T137,Rich Beem,81,"46' 6""",87,4045.167,+15.00
137,T137,T137,John Cook,57,"46' 6""",53,2464.917,+6.00
138,T137,T137,Deane Pappas,72,"46' 6""",124,5766.4169999999995,+13.00
139,140,140,Steve Flesch,109,"46' 7""",126,5865.0830000000005,-3.00
140,T141,T141,Charles Howell III,104,"46' 9""",111,5192.75,+13.00
141,T141,T141,Jonathan Kaye,79,"46' 9""",89,4164.417,+18.00
142,T143,T143,Jerry Kelly,113,"46' 10""",125,5856.5830000000005,+4.00
143,T143,T143,Scott Simpson,55,"46' 10""",69,3232.333,+17.00
144,145,145,Tommy Armour III,87,"46' 11""",131,6142.9169999999995,+18.00
145,146,146,D.J. Brigman,79,"47' 0""",110,5168.917,+19.00
146,T147,T147,Stephen Leaney,84,"47' 1""",108,5085.167,+26.00
147,T147,T147,Justin Leonard,90,"47' 1""",103,4849.667,+4.00
148,T149,T149,Bob Burns,88,"47' 2""",108,5098.417,+37.00
149,T149,T149,John Huston,62,"47' 2""",77,3632.917,+6.00
150,T149,T149,Duffy Waldorf,79,"47' 2""",78,3678.5,+12.00
151,T152,T152,John Riegger,53,"47' 4""",74,3502.667,+9.00
152,T152,T152,Mark Wilson,62,"47' 4""",71,3359.917,+12.00
153,T154,T154,Billy Mayfair,109,"47' 5""",93,4412.417,+26.00
154,T154,T154,Loren Roberts,81,"47' 5""",84,3983.333,+18.00
155,156,156,Hirofumi Miyase,65,"47' 7""",82,3899.083,+37.00
156,157,157,Ernie Els,62,"47' 8""",84,4002.0,+3.00
157,T158,T158,Tom Byrum,83,"47' 9""",61,2911.75,+13.00
158,T158,T158,Phil Mickelson,83,"47' 9""",98,4681.083,E
159,T158,T158,Steve Pate,71,"47' 9""",92,4393.0,+17.00
160,161,161,Dudley Hart,60,"47' 10""",65,3107.667,+11.00
161,T162,T162,Woody Austin,94,"47' 11""",120,5753.75,+19.00
162,T162,T162,Ben Crane,92,"47' 11""",142,6800.0,+17.00
163,T162,T162,Bob Estes,73,"47' 11""",57,2731.75,+9.00
164,T162,T162,Esteban Toledo,92,"47' 11""",126,6034.8330000000005,+40.00
165,166,166,David Gossett,57,"48' 0""",109,5229.5,+32.00
166,167,167,Roger Tambellini,81,"48' 2""",99,4771.417,+14.00
167,T168,T168,Jay Delsing,76,"48' 4""",104,5023.583,+14.00
168,T168,T168,Brent Geiberger,94,"48' 4""",121,5850.5830000000005,+16.00
169,T170,T170,Dan Olsen,75,"48' 5""",128,6192.5,+14.00
170,T170,T170,Rod Pampling,98,"48' 5""",146,7072.0,+31.00
171,172,172,Mark O'Meara,58,"48' 6""",76,3687.417,+11.00
172,173,173,Dan Forsman,79,"48' 7""",103,5003.167,+16.00
173,174,174,Craig Parry,52,"48' 9""",37,1803.8329999999999,+1.00
174,T175,T175,Darren Clarke,54,"49' 0""",55,2693.5,+2.00
175,T175,T175,Luke Donald,72,"49' 0""",108,5292.1669999999995,+19.00
176,177,177,David Morland IV,73,"49' 4""",85,4194.917,+23.00
177,178,178,Gene Sauers,83,"49' 5""",141,6964.0830000000005,+36.00
178,179,179,Mark Brooks,72,"49' 6""",88,4353.333,+25.00
179,180,180,Kent Jones,99,"50' 2""",115,5765.8330000000005,+33.00
180,T181,T181,Greg Chalmers,70,"50' 6""",120,6059.0,+26.00
181,T181,T181,Tom Pernice Jr.,103,"50' 6""",101,5103.667,+28.00
182,183,183,Kevin Muncrief,50,"50' 9""",64,3248.917,+20.00
183,184,184,Patrick Sheehan,113,"50' 10""",161,8180.75,+39.00
184,T185,T185,Davis Love III,85,"50' 11""",112,5703.8330000000005,+11.00
185,T185,T185,Shaun Micheel,93,"50' 11""",113,5758.0830000000005,+26.00
186,187,187,Jason Bohn,98,"51' 4""",149,7648.4169999999995,+26.00
187,188,188,Jay Haas,84,"51' 11""",80,4154.333,+10.00
188,189,189,Tripp Isenhour,55,"52' 3""",97,5069.083,+22.00
189,190,190,Mark Hensby,97,"52' 4""",120,6281.0830000000005,+29.00
190,191,191,Bob Tway,90,"52' 5""",94,4930.083,+2.00
191,192,192,Brian Kortan,65,"52' 6""",94,4933.083,+11.00
192,193,193,Matt Kuchar,83,"53' 4""",106,5653.9169999999995,+24.00
193,194,194,Richard Johnson,102,"53' 8""",152,8159.0830000000005,+45.00
194,195,195,Notah Begay III,71,"54' 1""",80,4324.833,+17.00
195,196,196,Nick Price,51,"54' 2""",47,2544.083,+8.00
