,GIR_Percentage_-_125-150_yards_RANK THIS WEEK,GIR_Percentage_-_125-150_yards_RANK LAST WEEK,GIR_Percentage_-_125-150_yards_PLAYER NAME,GIR_Percentage_-_125-150_yards_ROUNDS,GIR_Percentage_-_125-150_yards_%,GIR_Percentage_-_125-150_yards_GREENS HIT,GIR_Percentage_-_125-150_yards_TOTAL HOLES,GIR_Percentage_-_125-150_yards_RELATIVE TO PAR
0,1,1,Robert Allenby,93,78.76,178,226,-0.33
1,2,2,Bernhard Langer,59,77.31,92,119,-0.24
2,3,3,Jeff Sluman,98,76.86,176,229,-0.18
3,4,4,Tom Lehman,70,76.53,150,196,-0.17
4,5,5,Luke Donald,72,76.3,132,173,-0.23
5,6,6,Tom Pernice Jr.,103,76.28,193,253,-0.17
6,7,7,John Senden,99,76.07,213,280,-0.15
7,8,8,Sergio Garcia,65,75.86,132,174,-0.23
8,9,9,Tom Byrum,83,75.77,147,194,-0.2
9,10,10,Joe Durant,85,75.51,185,245,-0.24
10,11,11,Briny Baird,100,75.37,202,268,-0.23
11,12,12,David Toms,80,75.3,125,166,-0.31
12,13,13,Mark Wilson,62,75.29,131,174,-0.25
13,14,14,Jerry Kelly,113,74.9,191,255,-0.26
14,15,15,Bart Bryant,73,74.74,145,194,-0.21
15,16,16,Chris Smith,105,74.67,227,304,-0.16
16,17,17,John Riegger,53,74.66,109,146,-0.23
17,18,18,Fred Funk,97,74.58,176,236,-0.23
18,19,19,Justin Rose,77,74.47,140,188,-0.26
19,20,20,Loren Roberts,81,74.37,148,199,-0.22
20,21,21,Cameron Beckman,99,74.24,219,295,-0.18
21,22,22,Russ Cochran,61,74.21,118,159,-0.29
22,T23,T23,Olin Browne,92,74.15,175,236,-0.3
23,T23,T23,Jeff Maggert,60,74.15,109,147,-0.13
24,25,25,Mark O'Meara,58,73.96,71,96,-0.34
25,26,26,Kent Jones,99,73.91,187,253,-0.29
26,27,27,Tim Clark,84,73.63,148,201,-0.21
27,28,28,Lee Janzen,84,73.39,160,218,-0.23
28,29,29,Danny Briggs,85,73.36,179,244,-0.19
29,30,30,David Frost,78,73.3,151,206,-0.13
30,31,31,Scott Verplank,92,73.27,159,217,-0.27
31,32,32,Craig Bowden,83,73.23,145,198,-0.21
32,33,33,Carlos Franco,99,73.22,216,295,-0.16
33,34,34,Dudley Hart,60,73.1,106,145,-0.25
34,T35,T35,John Huston,62,73.05,103,141,-0.2
35,T35,T35,Zach Johnson,109,73.05,206,282,-0.23
36,37,37,Vijay Singh,112,72.69,197,271,-0.23
37,38,38,Matt Gogel,86,72.68,141,194,-0.23
38,39,39,Tim Herron,84,72.57,172,237,-0.21
39,40,40,Heath Slocum,92,72.55,185,255,-0.27
40,41,41,D.J. Brigman,79,72.52,161,222,-0.18
41,T42,T42,Stewart Cink,103,72.5,174,240,-0.28
42,T42,T42,Andre Stolz,53,72.5,116,160,-0.17
43,T44,T44,John Cook,57,72.41,105,145,-0.2
44,T44,T44,Tim Petrovic,111,72.41,189,261,-0.16
45,46,46,J.J. Henry,103,72.24,242,335,-0.15
46,47,47,Grant Waite,79,71.98,149,207,-0.14
47,48,48,Ted Purdy,114,71.97,226,314,-0.23
48,49,49,Kirk Triplett,88,71.86,143,199,-0.24
49,50,50,Charles Howell III,104,71.69,157,219,-0.16
50,51,51,Peter Lonard,68,71.67,129,180,-0.08
51,52,52,Ben Crane,92,71.62,164,229,-0.15
52,53,53,Adam Scott,55,71.61,111,155,-0.28
53,54,54,Stephen Ames,97,71.53,201,281,-0.22
54,T55,T55,Fred Couples,54,71.43,85,119,-0.14
55,T55,T55,Jay Haas,84,71.43,115,161,-0.29
56,57,57,Neal Lancaster,106,71.28,206,289,-0.19
57,58,58,Brian Bateman,84,71.26,186,261,-0.2
58,T59,T59,Kevin Na,100,71.1,187,263,-0.22
59,T59,T59,Vaughn Taylor,84,71.1,187,263,-0.26
60,T61,T61,Woody Austin,94,70.97,176,248,-0.16
61,T61,T61,Bob Tway,90,70.97,132,186,-0.2
62,63,63,Brett Quigley,102,70.89,207,292,-0.18
63,64,64,Kenny Perry,79,70.79,143,202,-0.19
64,65,65,Stuart Appleby,84,70.77,138,195,-0.24
65,66,66,Shaun Micheel,93,70.74,162,229,-0.21
66,67,67,Steve Elkington,64,70.72,128,181,-0.21
67,68,68,Joey Sindelar,100,70.63,202,286,-0.19
68,69,69,Ernie Els,62,70.59,96,136,-0.26
69,70,70,Billy Mayfair,109,70.53,201,285,-0.15
70,71,71,Michael Allen,87,70.48,191,271,-0.26
71,72,72,Jesper Parnevik,86,70.46,167,237,-0.2
72,73,73,Todd Fischer,104,70.43,181,257,-0.23
73,74,74,Tiger Woods,78,70.42,100,142,-0.28
74,75,75,Phil Mickelson,83,70.41,119,169,-0.22
75,76,76,Steve Allan,102,70.21,205,292,-0.18
76,T77,T77,Shigeki Maruyama,93,70.05,138,197,-0.26
77,T77,T77,Roland Thatcher,66,70.05,138,197,-0.14
78,79,79,J.L. Lewis,106,70.04,194,277,-0.26
79,80,80,Duffy Waldorf,79,70.0,119,170,-0.23
80,T81,T81,Jason Dufner,79,69.96,163,233,-0.26
81,T81,T81,Brian Gay,96,69.96,170,243,-0.24
82,T83,T83,Chris DiMarco,105,69.95,149,213,-0.23
83,T83,T83,Dan Forsman,79,69.95,142,203,-0.1
84,85,85,Robert Gamez,103,69.9,202,289,-0.22
85,86,86,Hidemichi Tanaka,89,69.87,167,239,-0.22
86,87,87,Jay Delsing,76,69.86,153,219,-0.23
87,88,88,Mathias Grönberg,91,69.81,148,212,-0.14
88,89,89,Billy Andrade,104,69.72,175,251,-0.25
89,90,90,José María Olazábal,56,69.64,78,112,-0.22
90,91,91,Pat Perez,102,69.6,174,250,-0.25
91,92,92,Robert Damron,92,69.58,167,240,-0.22
92,93,93,Scott Hoch,52,69.57,80,115,-0.24
93,94,94,Bob Burns,88,69.51,155,223,-0.17
94,95,95,J.P. Hayes,79,69.49,123,177,-0.17
95,96,96,Omar Uresti,85,69.48,148,213,-0.23
96,T97,T97,Pat Bates,99,69.47,182,262,-0.16
97,T97,T97,Jason Bohn,98,69.47,198,285,-0.25
98,99,99,Scott McCarron,88,69.42,168,242,-0.19
99,T100,T100,Frank Lickliter II,89,69.41,152,219,-0.24
100,T100,T100,Corey Pavin,83,69.41,118,170,-0.23
101,102,102,Rod Pampling,98,69.29,194,280,-0.2
102,103,103,Len Mattiace,75,69.2,155,224,-0.21
103,104,104,Mark Hensby,97,69.17,184,266,-0.25
104,105,105,Paul Azinger,75,69.06,125,181,-0.19
105,106,106,David Peoples,82,69.0,158,229,-0.22
106,107,107,Joe Ogilvie,104,68.97,180,261,-0.25
107,108,108,Notah Begay III,71,68.93,122,177,-0.12
108,109,109,Steve Pate,71,68.89,124,180,-0.19
109,T110,T110,Skip Kendall,99,68.8,161,234,-0.22
110,T110,T110,Matt Kuchar,83,68.8,161,234,-0.18
111,112,112,Kris Cox,73,68.75,143,208,-0.16
112,113,113,Bo Van Pelt,107,68.66,195,284,-0.22
113,114,114,Craig Perks,75,68.45,141,206,-0.18
114,115,115,Spike McRoy,93,68.44,154,225,-0.21
115,116,116,Stephen Leaney,84,68.26,114,167,-0.19
116,T117,T117,Brent Geiberger,94,68.25,187,274,-0.25
117,T117,T117,Jay Williamson,100,68.25,187,274,-0.16
118,119,119,Tag Ridings,53,68.24,101,148,-0.27
119,120,120,Justin Leonard,90,68.23,131,192,-0.23
120,121,121,Rich Beem,81,68.13,124,182,-0.18
121,122,122,Alex Cejka,76,68.07,113,166,-0.19
122,T123,T123,Darren Clarke,54,67.86,76,112,-0.26
123,T123,T123,Mike Weir,75,67.86,114,168,-0.21
124,T125,T125,David Branshaw,84,67.8,160,236,-0.23
125,T125,T125,Gene Sauers,83,67.8,139,205,-0.19
126,127,127,Harrison Frazar,86,67.78,162,239,-0.2
127,128,128,Scott Simpson,55,67.68,111,164,-0.16
128,129,129,Arjun Atwal,85,67.49,164,243,-0.19
129,130,130,Hank Kuehne,91,67.34,167,248,-0.19
130,131,131,Mark Calcavecchia,79,67.23,119,177,-0.28
131,132,132,Jeff Brehaut,106,67.21,205,305,-0.18
132,133,133,Craig Barlow,80,67.17,133,198,-0.17
133,134,134,Chris Riley,78,67.11,102,152,-0.19
134,135,135,Hirofumi Miyase,65,67.03,124,185,-0.13
135,136,136,Kevin Sutherland,86,66.96,152,227,-0.2
136,137,137,Chad Campbell,100,66.95,156,233,-0.19
137,138,138,Hunter Mahan,94,66.89,198,296,-0.23
138,139,139,Tommy Tolles,67,66.84,131,196,-0.16
139,T140,T140,Steve Flesch,109,66.81,155,232,-0.28
140,T140,T140,Deane Pappas,72,66.81,151,226,-0.23
141,T142,T142,Ken Duke,89,66.67,166,249,-0.24
142,T142,T142,Bob Estes,73,66.67,96,144,-0.24
143,T142,T142,David Morland IV,73,66.67,120,180,-0.19
144,T142,T142,Arron Oberholser,77,66.67,118,177,-0.19
145,146,146,Tom Carter,113,66.46,216,325,-0.25
146,T147,T147,Brad Faxon,94,66.3,122,184,-0.33
147,T147,T147,Richard Johnson,102,66.3,183,276,-0.22
148,149,149,Rory Sabbatini,89,66.18,137,207,-0.18
149,150,150,Tommy Armour III,87,66.08,150,227,-0.21
150,151,151,K.J. Choi,83,66.07,111,168,-0.19
151,152,152,Ryan Palmer,103,65.96,186,282,-0.22
152,153,153,Dicky Pride,66,65.95,122,185,-0.17
153,154,154,Jonathan Byrd,85,65.93,149,226,-0.15
154,155,155,Jonathan Kaye,79,65.85,135,205,-0.13
155,156,156,Cliff Kresge,89,65.77,146,222,-0.12
156,157,157,Daniel Chopra,108,65.76,217,330,-0.18
157,158,158,Ben Curtis,56,65.59,61,93,-0.1
158,159,159,John Rollins,90,65.5,131,200,-0.2
159,160,160,Geoff Ogilvy,91,65.38,153,234,-0.25
160,161,161,Steve Lowery,91,65.11,153,235,-0.29
161,162,162,Steve Stricker,81,65.1,125,192,-0.3
162,163,163,Chris Couch,55,65.0,104,160,-0.12
163,164,164,Craig Parry,52,64.71,66,102,-0.12
164,T165,T165,Scott Hend,81,64.62,137,212,-0.14
165,T165,T165,Tripp Isenhour,55,64.62,84,130,-0.21
166,167,167,Dennis Paulson,71,64.56,133,206,-0.18
167,168,168,Retief Goosen,56,64.52,80,124,-0.18
168,169,169,Davis Love III,85,64.49,138,214,-0.2
169,170,170,Danny Ellis,81,64.32,137,213,-0.18
170,171,171,Rocco Mediate,53,64.22,70,109,-0.13
171,172,172,John Daly,79,64.18,129,201,-0.22
172,173,173,Freddie Jacobson,83,63.98,119,186,-0.22
173,174,174,Greg Chalmers,70,63.49,120,189,-0.29
174,175,175,Carl Pettersson,100,63.36,147,232,-0.18
175,176,176,Aaron Baddeley,87,63.25,148,234,-0.24
176,177,177,Guy Boros,64,63.23,98,155,-0.21
177,178,178,Todd Hamilton,92,63.22,153,242,-0.21
178,179,179,Blaine McCallister,68,63.19,115,182,-0.13
179,180,180,Rich Barcelo,67,63.13,113,179,-0.21
180,181,181,Patrick Sheehan,113,62.99,211,335,-0.27
181,182,182,Lucas Glover,95,62.78,167,266,-0.2
182,183,183,Mark Brooks,72,62.58,97,155,-0.21
183,184,184,Glen Day,101,62.5,195,312,-0.26
184,185,185,Brian Kortan,65,62.44,123,197,-0.24
185,186,186,Mike Heinen,53,62.18,97,156,-0.15
186,187,187,Niclas Fasth,61,62.09,95,153,-0.14
187,188,188,Dean Wilson,99,61.98,150,242,-0.29
188,189,189,Roger Tambellini,81,61.76,147,238,-0.16
189,190,190,José Coceres,68,61.71,108,175,-0.3
190,191,191,Brenden Pappas,111,61.47,201,327,-0.21
191,192,192,David Gossett,57,61.33,92,150,-0.05
192,193,193,Esteban Toledo,92,61.32,149,243,-0.13
193,194,194,Dan Olsen,75,60.99,136,223,-0.17
194,195,195,Kevin Muncrief,50,60.84,87,143,-0.17
195,196,196,Nick Price,51,60.61,60,99,-0.3
