,Approach_75-100_yards_RTP_Score_RANK THIS WEEK,Approach_75-100_yards_RTP_Score_RANK LAST WEEK,Approach_75-100_yards_RTP_Score_PLAYER NAME,Approach_75-100_yards_RTP_Score_ROUNDS,Approach_75-100_yards_RTP_Score_AVG RTP
0,1,1,Joe Ogilvie,104,-.368
1,2,2,Matt Gogel,86,-.345
2,3,3,Ben Crane,92,-.344
3,4,4,David Toms,80,-.327
4,5,5,Tiger Woods,78,-.324
5,T6,T6,Scott Hoch,52,-.297
6,T6,T6,Corey Pavin,83,-.297
7,8,8,Tom Lehman,70,-.291
8,9,9,Roland Thatcher,66,-.289
9,10,10,Kevin Na,100,-.284
10,T11,T11,Chris DiMarco,105,-.278
11,T11,T11,Lucas Glover,95,-.278
12,13,13,Rocco Mediate,53,-.267
13,14,14,Jerry Kelly,113,-.261
14,15,15,Brent Geiberger,94,-.258
15,16,16,Pat Perez,102,-.257
16,17,17,Jesper Parnevik,86,-.256
17,18,18,Stewart Cink,103,-.247
18,19,19,Scott Verplank,92,-.246
19,20,20,Craig Barlow,80,-.238
20,21,21,Mark Calcavecchia,79,-.234
21,22,22,Loren Roberts,81,-.232
22,23,23,John Cook,57,-.231
23,24,24,Chris Riley,78,-.228
24,25,25,Jay Haas,84,-.217
25,26,26,Kent Jones,99,-.216
26,27,27,Tom Pernice Jr.,103,-.208
27,28,28,Jonathan Kaye,79,-.207
28,T29,T29,Todd Hamilton,92,-.206
29,T29,T29,Lee Janzen,84,-.206
30,T31,T31,Danny Briggs,85,-.205
31,T31,T31,Daniel Chopra,108,-.205
32,33,33,Greg Chalmers,70,-.204
33,34,34,John Senden,99,-.203
34,35,35,Carl Pettersson,100,-.200
35,T36,T36,Woody Austin,94,-.198
36,T36,T36,Olin Browne,92,-.198
37,T36,T36,Ted Purdy,114,-.198
38,T39,T39,Guy Boros,64,-.194
39,T39,T39,Bob Tway,90,-.194
40,T41,T41,Steve Flesch,109,-.193
41,T41,T41,J.P. Hayes,79,-.193
42,43,43,John Rollins,90,-.188
43,44,44,Matt Kuchar,83,-.187
44,45,45,Shigeki Maruyama,93,-.185
45,T46,T46,Bob Estes,73,-.180
46,T46,T46,Omar Uresti,85,-.180
47,48,48,Scott McCarron,88,-.179
48,T49,T49,Cliff Kresge,89,-.178
49,T49,T49,José María Olazábal,56,-.178
