,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
64,T62,T62,Alex Cejka,76,"43' 2""",86550,167,7212.5,11.0
65,T62,T62,Tim Herron,84,"43' 2""",129580,250,10798.333,21.0
66,T62,T62,Neal Lancaster,106,"43' 2""",172403,333,14366.917,33.0
67,T68,T68,Guy Boros,64,"43' 3""",101144,195,8428.667,31.0
68,T68,T68,Bob Burns,88,"43' 3""",113758,219,9479.833,56.0
69,T70,T70,Olin Browne,92,"43' 4""",117453,226,9787.75,54.0
70,T70,T70,K.J. Choi,83,"43' 4""",102958,198,8579.833,25.0
71,T70,T70,Tommy Tolles,67,"43' 4""",122727,236,10227.25,34.0
72,73,73,John Senden,99,"43' 5""",148427,285,12368.917,44.0
73,74,74,Todd Hamilton,92,"43' 6""",139871,268,11655.917,44.0
74,75,75,David Frost,78,"43' 7""",123944,237,10328.667,34.0
75,T76,T76,Michael Allen,87,"43' 8""",156070,298,13005.833,32.0
76,T76,T76,José Coceres,68,"43' 8""",86457,165,7204.75,23.0
77,T76,T76,Mathias Grönberg,91,"43' 8""",150454,287,12537.833,29.0
78,T76,T76,Justin Leonard,90,"43' 8""",98495,188,8207.917,10.0
79,T76,T76,Brenden Pappas,111,"43' 8""",215480,411,17956.667,32.0
80,T76,T76,Tiger Woods,78,"43' 8""",113135,216,9427.917,-11.0
81,T82,T82,Cameron Beckman,99,"43' 9""",149177,284,12431.417,30.0
82,T82,T82,Mark Wilson,62,"43' 9""",78738,150,6561.5,29.0
83,T84,T84,Paul Azinger,75,"43' 10""",133633,254,11136.083,42.0
84,T84,T84,Chad Campbell,100,"43' 10""",122602,233,10216.833,26.0
85,T84,T84,Luke Donald,72,"43' 10""",98416,187,8201.333,23.0
86,T87,T87,Robert Allenby,93,"43' 11""",119186,226,9932.167,34.0
87,T87,T87,D.J. Brigman,79,"43' 11""",129692,246,10807.667,30.0
88,T87,T87,J.L. Lewis,106,"43' 11""",143270,272,11939.167,38.0
89,T87,T87,Tim Petrovic,111,"43' 11""",151748,288,12645.667,28.0
90,T91,T91,Steve Allan,102,"44' 0""",170102,322,14175.167,32.0
91,T91,T91,Billy Andrade,104,"44' 0""",173648,329,14470.667,55.0
92,T91,T91,Todd Fischer,104,"44' 0""",172500,327,14375.0,49.0
93,T94,T94,Peter Lonard,68,"44' 1""",89976,170,7498.0,17.0
94,T94,T94,Duffy Waldorf,79,"44' 1""",82991,157,6915.9169999999995,25.0
95,T96,T96,Carlos Franco,99,"44' 2""",183517,346,15293.083,23.0
96,T96,T96,J.P. Hayes,79,"44' 2""",98028,185,8169.0,38.0
97,T96,T96,Dan Olsen,75,"44' 2""",152564,288,12713.667,41.0
98,T99,T99,Glen Day,101,"44' 4""",133657,251,11138.083,26.0
99,T99,T99,Steve Elkington,64,"44' 4""",77086,145,6423.8330000000005,16.0
100,T99,T99,Retief Goosen,56,"44' 4""",72837,137,6069.75,6.0
101,T99,T99,Dennis Paulson,71,"44' 4""",121368,228,10114.0,15.0
102,T99,T99,Craig Perks,75,"44' 4""",139998,263,11666.5,53.0
103,T104,T104,Brent Geiberger,94,"44' 5""",148148,278,12345.667,21.0
104,T104,T104,Phil Mickelson,83,"44' 5""",101333,190,8444.417,11.0
105,T106,T106,John Cook,57,"44' 6""",57655,108,4804.583,20.0
106,T106,T106,Rocco Mediate,53,"44' 6""",51235,96,4269.583,18.0
107,108,108,J.J. Henry,103,"44' 7""",145936,273,12161.333,38.0
108,109,109,Adam Scott,55,"44' 8""",80921,151,6743.4169999999995,21.0
109,T110,T110,Pat Bates,99,"44' 9""",140724,262,11727.0,43.0
110,T110,T110,Scott Verplank,92,"44' 9""",72530,135,6044.1669999999995,11.0
111,T112,T112,Kevin Na,100,"44' 10""",134970,251,11247.5,36.0
112,T112,T112,Tag Ridings,53,"44' 10""",94693,176,7891.0830000000005,24.0
113,114,114,John Daly,79,"44' 11""",154128,286,12844.0,36.0
114,115,115,Danny Ellis,81,"45' 0""",128993,239,10749.417,36.0
115,T116,T116,Matt Gogel,86,"45' 1""",110974,205,9247.833,36.0
116,T116,T116,Cliff Kresge,89,"45' 1""",128194,237,10682.833,49.0
117,T116,T116,Shigeki Maruyama,93,"45' 1""",132468,245,11039.0,7.0
118,T119,T119,Zach Johnson,109,"45' 2""",126357,233,10529.75,24.0
119,T119,T119,Steve Lowery,91,"45' 2""",158904,293,13242.0,35.0
120,T121,T121,Tommy Armour III,87,"45' 3""",144967,267,12080.583,46.0
121,T121,T121,Brian Gay,96,"45' 3""",148116,273,12343.0,39.0
122,123,123,Kevin Muncrief,50,"45' 4""",93630,172,7802.5,54.0
123,124,124,David Gossett,57,"45' 5""",113988,209,9499.0,62.0
124,125,125,Chris Smith,105,"45' 6""",181872,333,15156.0,45.0
125,126,126,Vaughn Taylor,84,"45' 7""",135727,248,11310.583,61.0
126,T127,T127,Bart Bryant,73,"45' 9""",90046,164,7503.8330000000005,15.0
127,T127,T127,Robert Damron,92,"45' 9""",125635,229,10469.583,35.0
128,T127,T127,Ernie Els,62,"45' 9""",98332,179,8194.333,4.0
129,130,130,Kevin Sutherland,86,"45' 10""",103483,188,8623.583,30.0
130,T131,T131,Ben Curtis,56,"45' 11""",65541,119,5461.75,4.0
131,T131,T131,Lucas Glover,95,"45' 11""",143937,261,11994.75,37.0
132,T131,T131,Scott McCarron,88,"45' 11""",132715,241,11059.583,24.0
133,T131,T131,Esteban Toledo,92,"45' 11""",138884,252,11573.667,71.0
134,T135,T135,José María Olazábal,56,"46' 0""",86634,157,7219.5,13.0
135,T135,T135,Kenny Perry,79,"46' 0""",108245,196,9020.417,22.0
136,T137,T137,Jeff Brehaut,106,"46' 1""",146635,265,12219.583,45.0
137,T137,T137,Stewart Cink,103,"46' 1""",159235,288,13269.583,15.0
138,T137,T137,Kris Cox,73,"46' 1""",111621,202,9301.75,40.0
139,T137,T137,Mike Weir,75,"46' 1""",95658,173,7971.5,20.0
140,T141,T141,Aaron Baddeley,87,"46' 2""",179380,324,14948.333,35.0
141,T141,T141,Greg Chalmers,70,"46' 2""",133499,241,11124.917,51.0
142,143,143,Len Mattiace,75,"46' 3""",116049,209,9670.75,38.0
143,144,144,Harrison Frazar,86,"46' 4""",128470,231,10705.833,29.0
144,T145,T145,Woody Austin,94,"46' 5""",156538,281,13044.833,29.0
145,T145,T145,Brad Faxon,94,"46' 5""",134264,241,11188.667,21.0
146,T145,T145,David Morland IV,73,"46' 5""",108553,195,9046.083,48.0
147,T145,T145,Craig Parry,52,"46' 5""",67443,121,5620.25,11.0
148,149,149,Jay Haas,84,"46' 6""",103288,185,8607.333,15.0
149,T150,T150,Steve Flesch,109,"46' 7""",139167,249,11597.25,10.0
150,T150,T150,Dicky Pride,66,"46' 7""",101746,182,8478.833,36.0
151,T150,T150,Steve Stricker,81,"46' 7""",148637,266,12386.417,36.0
152,153,153,Jay Delsing,76,"46' 8""",129451,231,10787.583,33.0
153,T154,T154,John Huston,62,"46' 9""",79669,142,6639.0830000000005,24.0
154,T154,T154,Jerry Kelly,113,"46' 9""",131845,235,10987.083,22.0
155,T156,T156,Mark O'Meara,58,"46' 10""",72508,129,6042.3330000000005,26.0
156,T156,T156,Jesper Parnevik,86,"46' 10""",155601,277,12966.75,22.0
157,T156,T156,Gene Sauers,83,"46' 10""",132608,236,11050.667,43.0
158,T159,T159,Kent Jones,99,"46' 11""",135588,241,11299.0,55.0
159,T159,T159,Skip Kendall,99,"46' 11""",131082,233,10923.5,32.0
160,T159,T159,Hirofumi Miyase,65,"46' 11""",87784,156,7315.3330000000005,57.0
161,162,162,Rod Pampling,98,"47' 0""",162365,288,13530.417,31.0
162,T163,T163,Steve Pate,71,"47' 1""",110091,195,9174.25,39.0
163,T163,T163,Brett Quigley,102,"47' 1""",177547,314,14795.583,38.0
164,T165,T165,David Branshaw,84,"47' 2""",119425,211,9952.083,51.0
165,T165,T165,Bob Estes,73,"47' 2""",88911,157,7409.25,20.0
166,167,167,Stephen Leaney,84,"47' 3""",100382,177,8365.167,41.0
167,T168,T168,Charles Howell III,104,"47' 4""",143196,252,11933.0,36.0
168,T168,T168,Patrick Sheehan,113,"47' 4""",182310,321,15192.5,55.0
169,170,170,Ben Crane,92,"47' 6""",161900,284,13491.667,32.0
170,171,171,Mark Hensby,97,"47' 8""",138306,242,11525.5,52.0
171,T172,T172,Dan Forsman,79,"47' 9""",114536,200,9544.667,32.0
172,T172,T172,Bo Van Pelt,107,"47' 9""",143749,251,11979.083,27.0
173,T174,T174,Chris Couch,55,"47' 11""",102367,178,8530.583,41.0
174,T174,T174,Corey Pavin,83,"47' 11""",108093,188,9007.75,33.0
175,176,176,Spike McRoy,93,"48' 0""",124387,216,10365.583,37.0
176,177,177,Tom Byrum,83,"48' 1""",90021,156,7501.75,33.0
177,178,178,Tom Pernice Jr.,103,"48' 3""",141815,245,11817.917,42.0
178,179,179,Andre Stolz,53,"48' 4""",104403,180,8700.25,46.0
179,180,180,Mark Brooks,72,"48' 5""",101639,175,8469.917,52.0
180,181,181,Davis Love III,85,"48' 7""",132930,228,11077.5,21.0
181,182,182,Tripp Isenhour,55,"48' 8""",96307,165,8025.5830000000005,33.0
182,183,183,Billy Mayfair,109,"48' 9""",134046,229,11170.5,57.0
183,184,184,Jonathan Kaye,79,"48' 10""",110709,189,9225.75,44.0
184,185,185,Shaun Micheel,93,"49' 1""",134886,229,11240.5,46.0
185,T186,T186,Loren Roberts,81,"49' 3""",123530,209,10294.167,44.0
186,T186,T186,Bob Tway,90,"49' 3""",117513,199,9792.75,20.0
187,188,188,Jason Bohn,98,"49' 6""",165608,279,13800.667,46.0
188,189,189,Roger Tambellini,81,"49' 11""",147876,247,12323.0,37.0
189,190,190,Matt Kuchar,83,"50' 6""",142457,235,11871.417,55.0
190,191,191,Scott Simpson,55,"51' 0""",88781,145,7398.4169999999995,28.0
191,192,192,Darren Clarke,54,"51' 3""",70707,115,5892.25,3.0
192,193,193,Brian Kortan,65,"51' 4""",115837,188,9653.083,32.0
193,194,194,Nick Price,51,"51' 9""",61528,99,5127.333,13.0
194,195,195,Richard Johnson,102,"51' 11""",168191,270,14015.917,52.0
195,196,196,Notah Begay III,71,"53' 8""",119111,185,9925.917,42.0
