,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
0,1,1,Tim Clark,84,"37' 1""",79186,178,6598.8330000000005,8.0
1,2,2,Justin Rose,77,"37' 5""",86213,192,7184.4169999999995,-14.0
2,3,3,David Toms,80,"37' 8""",91306,202,7608.8330000000005,21.0
3,4,4,Jeff Maggert,60,"39' 3""",65014,138,5417.8330000000005,16.0
4,5,5,Heath Slocum,92,"39' 6""",100433,212,8369.417,38.0
5,T6,T6,Fred Funk,97,"39' 7""",72218,152,6018.1669999999995,15.0
6,T6,T6,Omar Uresti,85,"39' 7""",96857,204,8071.4169999999995,29.0
7,8,8,Joe Durant,85,"39' 8""",88942,187,7411.8330000000005,21.0
8,9,9,Arron Oberholser,77,"40' 2""",79537,165,6628.0830000000005,22.0
9,10,10,Lee Janzen,84,"40' 7""",113584,233,9465.333,38.0
10,11,11,Scott Hend,81,"40' 9""",139746,286,11645.5,59.0
11,12,12,John Rollins,90,"40' 11""",94238,192,7853.1669999999995,26.0
12,13,13,Mark Calcavecchia,79,"41' 2""",87496,177,7291.3330000000005,24.0
13,14,14,Vijay Singh,112,"41' 4""",151283,305,12606.917,-4.0
14,T15,T15,Jonathan Byrd,85,"41' 5""",127651,257,10637.583,28.0
15,T15,T15,Carl Pettersson,100,"41' 5""",134576,271,11214.667,9.0
16,T15,T15,Jay Williamson,100,"41' 5""",132603,267,11050.25,39.0
17,T18,T18,Dudley Hart,60,"41' 6""",69709,140,5809.0830000000005,14.0
18,T18,T18,Rory Sabbatini,89,"41' 6""",129913,261,10826.083,13.0
19,T20,T20,Sergio Garcia,65,"41' 7""",90746,182,7562.1669999999995,13.0
20,T20,T20,Hank Kuehne,91,"41' 7""",181521,364,15126.75,24.0
21,T20,T20,Kirk Triplett,88,"41' 7""",81400,163,6783.3330000000005,19.0
22,23,23,Briny Baird,100,"41' 8""",119578,239,9964.833,29.0
23,T24,T24,Arjun Atwal,85,"41' 9""",132179,264,11014.917,58.0
24,T24,T24,Rich Barcelo,67,"41' 9""",114820,229,9568.333,33.0
25,T24,T24,Fred Couples,54,"41' 9""",82169,164,6847.4169999999995,35.0
26,27,27,Rich Beem,81,"41' 10""",97473,194,8122.75,26.0
27,T28,T28,Stuart Appleby,84,"41' 11""",100598,200,8383.167,7.0
28,T28,T28,Tom Lehman,70,"41' 11""",82992,165,6916.0,20.0
29,30,30,Danny Briggs,85,"42' 0""",127612,253,10634.333,29.0
30,T31,T31,Freddie Jacobson,83,"42' 1""",122813,243,10234.417,26.0
31,T31,T31,Frank Lickliter II,89,"42' 1""",115185,228,9598.75,28.0
32,T31,T31,Joe Ogilvie,104,"42' 1""",150022,297,12501.833,24.0
33,T31,T31,Pat Perez,102,"42' 1""",140270,278,11689.167,40.0
34,T31,T31,Joey Sindelar,100,"42' 1""",137233,272,11436.083,34.0
35,36,36,Brian Bateman,84,"42' 2""",118864,235,9905.333,24.0
36,37,37,Russ Cochran,61,"42' 3""",92833,183,7736.0830000000005,23.0
37,T38,T38,Craig Barlow,80,"42' 4""",94950,187,7912.5,20.0
38,T38,T38,Daniel Chopra,108,"42' 4""",186313,367,15526.083,50.0
39,T38,T38,Bernhard Langer,59,"42' 4""",68570,135,5714.1669999999995,19.0
40,T41,T41,Niclas Fasth,61,"42' 5""",86537,170,7211.4169999999995,16.0
41,T41,T41,Robert Gamez,103,"42' 5""",146456,288,12204.667,55.0
42,T43,T43,Chris DiMarco,105,"42' 6""",111712,219,9309.333,37.0
43,T43,T43,Jason Dufner,79,"42' 6""",120468,236,10039.0,30.0
44,T43,T43,Geoff Ogilvy,91,"42' 6""",130981,257,10915.083,12.0
45,T46,T46,Hidemichi Tanaka,89,"42' 7""",103292,202,8607.667,33.0
46,T46,T46,Roland Thatcher,66,"42' 7""",105229,206,8769.083,28.0
47,T48,T48,Hunter Mahan,94,"42' 9""",155921,304,12993.417,50.0
48,T48,T48,Blaine McCallister,68,"42' 9""",104739,204,8728.25,44.0
49,T48,T48,David Peoples,82,"42' 9""",131325,256,10943.75,47.0
50,T48,T48,Grant Waite,79,"42' 9""",130399,254,10866.583,43.0
51,52,52,Ken Duke,89,"42' 10""",156816,305,13068.0,60.0
52,T53,T53,Mike Heinen,53,"42' 11""",87595,170,7299.5830000000005,36.0
53,T53,T53,Ted Purdy,114,"42' 11""",151293,294,12607.75,31.0
54,T53,T53,John Riegger,53,"42' 11""",92783,180,7731.9169999999995,21.0
55,T53,T53,Dean Wilson,99,"42' 11""",142548,277,11879.0,52.0
56,T57,T57,Scott Hoch,52,"43' 0""",69161,134,5763.4169999999995,18.0
57,T57,T57,Ryan Palmer,103,"43' 0""",152199,295,12683.25,40.0
58,T57,T57,Chris Riley,78,"43' 0""",92942,180,7745.1669999999995,16.0
59,T60,T60,Deane Pappas,72,"43' 1""",121522,235,10126.833,14.0
60,T60,T60,Jeff Sluman,98,"43' 1""",117956,228,9829.667,27.0
61,T62,T62,Stephen Ames,97,"43' 2""",139981,270,11665.083,21.0
62,T62,T62,Craig Bowden,83,"43' 2""",97317,188,8109.75,45.0
63,T62,T62,Tom Carter,113,"43' 2""",203428,393,16952.333,48.0
