,Victory_Leaders_RANK THIS WEEK,Victory_Leaders_RANK LAST WEEK,Victory_Leaders_PLAYER NAME,Victory_Leaders_EVENTS,Victory_Leaders_VICTORIES
0,1,1,Tiger Woods,16,7.0
1,2,2,Phil Mickelson,22,3.0
2,T3,T3,K.J. Choi,25,2.0
3,T3,T3,Steve Flesch,31,2.0
4,T3,T3,Zach Johnson,23,2.0
5,T3,T3,Vijay Singh,27,2.0
6,T7,T7,Stephen Ames,23,1.0
7,T7,T7,Woody Austin,27,1.0
8,T7,T7,Aaron Baddeley,23,1.0
9,T7,T7,Brian Bateman,18,1.0
10,T7,T7,Jonathan Byrd,23,1.0
11,T7,T7,Ángel Cabrera,14,1.0
12,T7,T7,Mark Calcavecchia,28,1.0
13,T7,T7,Chad Campbell,28,1.0
14,T7,T7,Daniel Chopra,34,1.0
15,T7,T7,Fred Funk,22,1.0
16,T7,T7,Jim Furyk,23,1.0
17,T7,T7,Paul Goydos,19,1.0
18,T7,T7,Padraig Harrington,18,1.0
19,T7,T7,Charley Hoffman,30,1.0
20,T7,T7,Charles Howell III,26,1.0
21,T7,T7,Justin Leonard,29,1.0
22,T7,T7,Hunter Mahan,27,1.0
23,T7,T7,George McNeill,30,1.0
24,T7,T7,Joe Ogilvie,31,1.0
25,T7,T7,Rory Sabbatini,23,1.0
26,T7,T7,Adam Scott,19,1.0
27,T7,T7,Brandt Snedeker,29,1.0
28,T7,T7,Henrik Stenson,15,1.0
29,T7,T7,Steve Stricker,23,1.0
30,T7,T7,Scott Verplank,23,1.0
31,T7,T7,Nick Watney,26,1.0
32,T7,T7,Boo Weekley,29,1.0
33,T7,T7,Mike Weir,23,1.0
34,T7,T7,Mark Wilson,25,1.0
35,T36,T36,Scott Abbott,1,
36,T36,T36,Derek Abel,1,
37,T36,T36,Brad Adamonis,2,
38,T36,T36,Tyler Aldridge,0,
39,T36,T36,Lonny Alexander,1,
40,T36,T36,Steven Alker,1,
41,T36,T36,Steve Allan,18,
42,T36,T36,Fulton Allem,1,
43,T36,T36,Michael Allen,22,
44,T36,T36,Jason Allen,1,
45,T36,T36,Robert Allenby,28,
46,T36,T36,Jason Allred,0,
47,T36,T36,William Amundsen,1,
48,T36,T36,Fredrik Andersson Hed,1,
49,T36,T36,Chris Anderson,0,
50,T36,T36,Jeremy Anderson,0,
51,T36,T36,Billy Andrade,27,
52,T36,T36,Darren Angel,0,
53,T36,T36,Stuart Appleby,24,
54,T36,T36,Alex Aragon,1,
55,T36,T36,Tommy Armour III,24,
56,T36,T36,Ryan Armour,32,
57,T36,T36,Perry Arthur,1,
58,T36,T36,Arjun Atwal,12,
59,T36,T36,Eric Axley,36,
60,T36,T36,Paul Azinger,13,
61,T36,T36,Ross Bain,1,
62,T36,T36,Briny Baird,31,
63,T36,T36,Peter Baker,1,
64,T36,T36,Ian Baker-Finch,0,
65,T36,T36,Seve Ballesteros,1,
66,T36,T36,Rich Barcelo,26,
67,T36,T36,Andy Bare,1,
68,T36,T36,Benn Barham,1,
69,T36,T36,Craig Barlow,16,
70,T36,T36,Ricky Barnes,2,
71,T36,T36,Chris Baryla,1,
72,T36,T36,Pat Bates,0,
73,T36,T36,Cameron Beckman,29,
74,T36,T36,Rich Beem,29,
75,T36,T36,Notah Begay III,7,
76,T36,T36,Jorge Benedetti,0,
77,T36,T36,Frank Bensel,1,
78,T36,T36,Ryan Benzel,1,
79,T36,T36,Michael Berg,1,
80,T36,T36,"David Berganio, Jr.",3,
81,T36,T36,Oskar Bergman,0,
82,T36,T36,John Bermel,1,
83,T36,T36,Shane Bertsch,4,
84,T36,T36,Matt Bettencourt,0,
85,T36,T36,Jon Bevan,1,
86,T36,T36,John Bickerton,2,
87,T36,T36,Brett Bingham,1,
88,T36,T36,Gregory Bisconti,1,
89,T36,T36,Thomas Bjørn,6,
90,T36,T36,Henrik Bjornstad,0,
91,T36,T36,Ronnie Black,1,
92,T36,T36,Phil Blackmar,1,
93,T36,T36,Adam Bland,1,
94,T36,T36,Kris Blanks,0,
95,T36,T36,Ryan Blaum,1,
96,T36,T36,Michael Block,1,
97,T36,T36,Jason Bohn,17,
98,T36,T36,Justin Bolli,1,
99,T36,T36,Andrew Bonhomme,0,
100,T36,T36,Guy Boros,4,
101,T36,T36,Desvonde Botes,1,
102,T36,T36,Grégory Bourdy,1,
103,T36,T36,Craig Bowden,25,
104,T36,T36,Steven Bowditch,5,
105,T36,T36,Michael Boyd,21,
106,T36,T36,Michael Bradley,8,
107,T36,T36,Rob Bradley,0,
108,T36,T36,David Branshaw,30,
109,T36,T36,Jeff Brehaut,21,
110,T36,T36,Markus Brier,2,
111,T36,T36,D.J. Brigman,22,
112,T36,T36,Josh Broadaway,0,
113,T36,T36,Paul Broadhurst,2,
114,T36,T36,Mark Brooks,18,
115,T36,T36,Charlie Brown,1,
116,T36,T36,Olin Browne,15,
117,T36,T36,Bart Bryant,25,
118,T36,T36,Andrew Buckle,26,
119,T36,T36,Ben Bunny,1,
120,T36,T36,Kelvin Burgin,1,
121,T36,T36,Bob Burns,5,
122,T36,T36,Kevin Burton,1,
123,T36,T36,Tom Byrum,20,
124,T36,T36,Matthew Call,1,
125,T36,T36,Michael Campbell,9,
126,T36,T36,Alejandro Cañizares,3,
127,T36,T36,Miguel Angel Carballo,0,
128,T36,T36,Tom Carter,0,
129,T36,T36,Paul Casey,10,
130,T36,T36,Alex Cejka,25,
131,T36,T36,Christian Cévaër,1,
132,T36,T36,Greg Chalmers,0,
133,T36,T36,Brandel Chamblee,1,
134,T36,T36,David Chin,1,
135,T36,T36,Andy Choi,1,
136,T36,T36,Victor Ciesielski,1,
137,T36,T36,Stewart Cink,25,
138,T36,T36,Bobby Clampett,1,
139,T36,T36,Michael Clark II,1,
140,T36,T36,Tim Clark,19,
141,T36,T36,Darren Clarke,10,
142,T36,T36,Keith Clearwater,2,
143,T36,T36,Roger Clemens,0,
144,T36,T36,José Coceres,17,
145,T36,T36,Russ Cochran,1,
146,T36,T36,Gavin Coles,28,
147,T36,T36,Chris Condello,1,
148,T36,T36,Steve Conway,1,
149,T36,T36,John Cook,13,
150,T36,T36,Keoke Cotner,0,
151,T36,T36,Chris Couch,30,
152,T36,T36,David Coupland,1,
153,T36,T36,Fred Couples,3,
154,T36,T36,Kris Cox,8,
155,T36,T36,Ben Crane,9,
156,T36,T36,Ben Crenshaw,1,
157,T36,T36,Rod Curl,1,
158,T36,T36,Lee Curry,0,
159,T36,T36,Ben Curtis,25,
160,T36,T36,Adilson da Silva,1,
161,T36,T36,Joe Daley,2,
162,T36,T36,John Daly,24,
163,T36,T36,Robert Damron,10,
164,T36,T36,Patrick Damron,0,
165,T36,T36,Rhys Davies,1,
166,T36,T36,Brian Davis,28,
167,T36,T36,Marco Dawson,23,
168,T36,T36,Glen Day,27,
169,T36,T36,Brendon de Jonge,26,
170,T36,T36,Geoffrey Dean,1,
171,T36,T36,Stuart Deane,3,
172,T36,T36,Chip Deason,1,
173,T36,T36,Bryan DeCorso,0,
174,T36,T36,Graham DeLaet,1,
175,T36,T36,Brent Delahoussaye,0,
176,T36,T36,Daniel DeLeon,1,
177,T36,T36,Jay Delsing,12,
178,T36,T36,Todd Demsey,1,
179,T36,T36,Clark Dennis,1,
180,T36,T36,Robert-Jan Derksen,0,
181,T36,T36,David Diaz,1,
182,T36,T36,Bubba Dickerson,19,
183,T36,T36,Chris Dillow,1,
184,T36,T36,Chris DiMarco,24,
185,T36,T36,Robert Dinwiddie,1,
186,T36,T36,Cameron Doan,1,
187,T36,T36,Kyle Dobbs,1,
188,T36,T36,Stephen Dodd,0,
189,T36,T36,Trevor Dodds,1,
190,T36,T36,Luke Donald,20,
191,T36,T36,Nick Dougherty,3,
192,T36,T36,Allen Doyle,1,
193,T36,T36,Bradley Dredge,4,
194,T36,T36,James Driscoll,2,
195,T36,T36,Scott Drummond,1,
196,T36,T36,Jason Dufner,32,
197,T36,T36,Ken Duke,31,
198,T36,T36,Scott Dunlap,1,
199,T36,T36,Joe Durant,28,
200,T36,T36,David Duval,7,
201,T36,T36,Simon Dyson,1,
202,T36,T36,Pelle Edberg,1,
203,T36,T36,Johan Edfors,8,
204,T36,T36,Reid Edstrom,0,
205,T36,T36,Joel Edwards,4,
206,T36,T36,Mattias Eliasson,1,
207,T36,T36,Steve Elkington,25,
