,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
36,T27,T27,Jeff Quinney,29,5,,,1.0
37,T27,T27,John Senden,27,5,,1.0,1.0
38,T27,T27,Bubba Watson,26,5,,1.0,
39,T27,T27,Boo Weekley,29,5,1.0,1.0,1.0
40,T41,T41,Stephen Ames,23,4,1.0,,
41,T41,T41,Jonathan Byrd,23,4,1.0,,
42,T41,T41,Paul Casey,10,4,,,
43,T41,T41,Alex Cejka,25,4,,,
44,T41,T41,Robert Garrigus,28,4,,,1.0
45,T41,T41,Trevor Immelman,21,4,,,2.0
46,T41,T41,Anthony Kim,26,4,,,1.0
47,T41,T41,Bernhard Langer,14,4,,1.0,
48,T41,T41,John Mallinger,29,4,,,3.0
49,T41,T41,Steve Marino,31,4,,,
50,T41,T41,John Rollins,29,4,,2.0,
51,T41,T41,Bo Van Pelt,30,4,,,
52,T41,T41,Mike Weir,23,4,1.0,,
53,T41,T41,Brett Wetterich,28,4,,2.0,
54,T41,T41,Dean Wilson,28,4,,,
55,T56,T56,Stuart Appleby,24,3,,1.0,1.0
56,T56,T56,Ryan Armour,32,3,,,
57,T56,T56,Woody Austin,27,3,1.0,2.0,
58,T56,T56,Cameron Beckman,29,3,,,1.0
59,T56,T56,Daniel Chopra,34,3,1.0,,1.0
60,T56,T56,José Coceres,17,3,,2.0,
61,T56,T56,Brian Davis,28,3,,1.0,
62,T56,T56,Bob Estes,28,3,,,
63,T56,T56,Niclas Fasth,10,3,,,
64,T56,T56,Steve Flesch,31,3,2.0,,
65,T56,T56,Robert Gamez,30,3,,,1.0
66,T56,T56,Lucas Glover,29,3,,,
67,T56,T56,Jason Gore,27,3,,1.0,
68,T56,T56,Bill Haas,30,3,,,1.0
69,T56,T56,Padraig Harrington,18,3,1.0,,
70,T56,T56,J.P. Hayes,28,3,,,
71,T56,T56,J.B. Holmes,24,3,,,
72,T56,T56,Tom Lehman,19,3,,,
73,T56,T56,Peter Lonard,27,3,,,1.0
74,T56,T56,Davis Love III,21,3,,,
75,T56,T56,Will MacKenzie,30,3,,,
76,T56,T56,Troy Matteson,26,3,,,2.0
77,T56,T56,Rocco Mediate,22,3,,1.0,
78,T56,T56,Shaun Micheel,29,3,,,
79,T56,T56,Ryan Moore,28,3,,1.0,
80,T56,T56,Kevin Na,27,3,,,
81,T56,T56,Nick O'Hern,22,3,,,1.0
82,T56,T56,Jeff Overton,19,3,,1.0,
83,T56,T56,Kenny Perry,24,3,,,1.0
84,T56,T56,Kevin Sutherland,25,3,,1.0,
85,T56,T56,Vaughn Taylor,28,3,,,1.0
86,T56,T56,D.J. Trahan,30,3,,1.0,
87,T56,T56,Charles Warren,29,3,,1.0,
88,T56,T56,Nick Watney,26,3,1.0,,
89,T56,T56,Charlie Wi,27,3,,1.0,
90,T56,T56,Mark Wilson,25,3,1.0,,
91,T92,T92,Michael Allen,22,2,,1.0,
92,T92,T92,Tommy Armour III,24,2,,,
93,T92,T92,Rich Beem,29,2,,,
94,T92,T92,Bart Bryant,25,2,,,
95,T92,T92,Chad Campbell,28,2,1.0,,
96,T92,T92,Gavin Coles,28,2,,,
97,T92,T92,Ben Curtis,25,2,,,
98,T92,T92,Brendon de Jonge,26,2,,,
99,T92,T92,Steve Elkington,25,2,,,
100,T92,T92,Harrison Frazar,32,2,,,
101,T92,T92,Fred Funk,22,2,1.0,,
102,T92,T92,Brian Gay,32,2,,,
103,T92,T92,Nathan Green,29,2,,,1.0
104,T92,T92,Mathias Grönberg,31,2,,,1.0
105,T92,T92,Bob Heintz,27,2,,,
106,T92,T92,J.J. Henry,26,2,,,
107,T92,T92,Charley Hoffman,30,2,1.0,,
108,T92,T92,Ryuji Imada,32,2,,1.0,
109,T92,T92,Kent Jones,30,2,,,
110,T92,T92,Matt Kuchar,26,2,,,1.0
111,T92,T92,Stephen Leaney,26,2,,,1.0
112,T92,T92,Shigeki Maruyama,31,2,,1.0,
113,T92,T92,George McNeill,30,2,1.0,,1.0
114,T92,T92,Joe Ogilvie,31,2,1.0,,
115,T92,T92,Rod Pampling,25,2,,,1.0
116,T92,T92,Tom Pernice Jr.,31,2,,,
117,T92,T92,Andres Romero,3,2,,,1.0
118,T92,T92,Kevin Stadler,31,2,,1.0,
119,T92,T92,Henrik Stenson,15,2,1.0,,
120,T92,T92,Chris Stroud,24,2,,,
121,T92,T92,Johnson Wagner,33,2,,1.0,
122,T123,T123,Steve Allan,18,1,,,
123,T123,T123,Briny Baird,31,1,,,
124,T123,T123,Rich Barcelo,26,1,,,
125,T123,T123,Brian Bateman,18,1,1.0,,
126,T123,T123,Craig Bowden,25,1,,,
127,T123,T123,David Branshaw,30,1,,,
128,T123,T123,Olin Browne,15,1,,,
129,T123,T123,Andrew Buckle,26,1,,,
130,T123,T123,Ángel Cabrera,14,1,1.0,,
131,T123,T123,Marco Dawson,23,1,,,
132,T123,T123,Chris DiMarco,24,1,,,
133,T123,T123,Nick Dougherty,3,1,,,
134,T123,T123,Jason Dufner,32,1,,,
135,T123,T123,Simon Dyson,1,1,,,
136,T123,T123,Todd Fischer,4,1,,,
137,T123,T123,Dan Forsman,12,1,,,
138,T123,T123,Mathew Goggin,30,1,,,
139,T123,T123,Retief Goosen,14,1,,1.0,
140,T123,T123,Jeff Gove,30,1,,,
141,T123,T123,Paul Gow,26,1,,,
142,T123,T123,Paul Goydos,19,1,1.0,,
143,T123,T123,Richard Green,5,1,,,
144,T123,T123,Dudley Hart,12,1,,,
145,T123,T123,Mark Hensby,25,1,,1.0,
146,T123,T123,Tim Herron,27,1,,1.0,
147,T123,T123,Tripp Isenhour,32,1,,,
148,T123,T123,Craig Kanada,34,1,,,
149,T123,T123,Robert Karlsson,13,1,,,
150,T123,T123,Skip Kendall,5,1,,,
151,T123,T123,Greg Kraft,10,1,,,
152,T123,T123,Cliff Kresge,30,1,,,
153,T123,T123,Doug LaBelle II,33,1,,,
154,T123,T123,Neal Lancaster,13,1,,,
155,T123,T123,Steve Lowery,22,1,,,
156,T123,T123,Jeff Maggert,26,1,,,
157,T123,T123,Daisuke Maruyama,28,1,,,
158,T123,T123,Bob May,16,1,,,
159,T123,T123,Parker McLachlin,28,1,,,
160,T123,T123,John Merrick,29,1,,,
161,T123,T123,Larry Mize,12,1,,,
162,T123,T123,Bryce Molder,21,1,,,
163,T123,T123,José María Olazábal,16,1,,,1.0
164,T123,T123,Greg Owen,29,1,,,
165,T123,T123,Ryan Palmer,30,1,,,1.0
166,T123,T123,Jesper Parnevik,27,1,,1.0,
167,T123,T123,Corey Pavin,25,1,,,
168,T123,T123,Tim Petrovic,32,1,,1.0,
169,T123,T123,Dicky Pride,25,1,,,
170,T123,T123,Ted Purdy,33,1,,,
171,T123,T123,Brett Quigley,25,1,,,
172,T123,T123,Tag Ridings,18,1,,,1.0
173,T123,T123,Michael Sim,17,1,,,
174,T123,T123,Jeff Sluman,21,1,,,
175,T123,T123,B.J. Staten,7,1,,,
176,T123,T123,Chris Tidland,21,1,,,
177,T123,T123,Vance Veazey,9,1,,,
178,T123,T123,Jay Williamson,14,1,,1.0,
179,T123,T123,Garrett Willis,13,1,,,
