,Approach_75-100_yards_RTP_Score_RANK THIS WEEK,Approach_75-100_yards_RTP_Score_RANK LAST WEEK,Approach_75-100_yards_RTP_Score_PLAYER NAME,Approach_75-100_yards_RTP_Score_ROUNDS,Approach_75-100_yards_RTP_Score_AVG RTP
0,1,,Phil Mickelson,85,-.417
1,2,,Smylie Kaufman,76,-.407
2,3,,Adam Hadwin,98,-.400
3,4,,Kelly Kraft,75,-.362
4,T5,,Bud Cauley,92,-.333
5,T5,,Matt Kuchar,95,-.333
6,T5,,Sam Saunders,76,-.333
7,8,,Pat Perez,93,-.325
8,9,,Sergio Garcia,65,-.323
9,10,,Jason Day,71,-.311
10,11,,David Lingmerth,79,-.305
11,12,,Sung Kang,104,-.300
12,13,,Jon Rahm,90,-.294
13,14,,Rickie Fowler,78,-.293
14,15,,Russell Henley,99,-.291
15,T16,,Chad Campbell,97,-.290
16,T16,,Gary Woodland,94,-.290
17,T18,,Derek Fathauer,81,-.289
18,T18,,Xander Schauffele,96,-.289
19,20,,Cameron Smith,86,-.288
20,21,,Ryan Armour,63,-.286
21,22,,Francesco Molinari,75,-.283
22,23,,Kevin Kisner,105,-.281
23,24,,Camilo Villegas,76,-.275
24,25,,Patton Kizzire,84,-.274
25,26,,Rick Lamb,54,-.273
26,T27,,Roberto Castro,70,-.271
27,T27,,Dustin Johnson,77,-.271
28,29,,Scott Piercy,70,-.270
29,30,,Patrick Cantlay,52,-.267
30,T31,,Branden Grace,70,-.265
31,T31,,Patrick Reed,107,-.265
32,33,,Tim Wilkinson,64,-.262
33,34,,Rafa Cabrera Bello,63,-.261
34,35,,Brian Stuard,93,-.260
35,36,,Tom Hoge,54,-.259
36,T37,,Robert Streb,98,-.255
37,T37,,Bubba Watson,71,-.255
38,39,,Billy Hurley III,80,-.254
39,T40,,Mackenzie Hughes,106,-.250
40,T40,,Graeme McDowell,56,-.250
41,42,,Keegan Bradley,104,-.243
42,43,,Ollie Schniederjans,92,-.242
43,T44,,Daniel Berger,91,-.240
44,T44,,Seamus Power,86,-.240
45,46,,Kevin Na,86,-.239
46,47,,Jhonattan Vegas,95,-.237
47,48,,Scott Stallings,81,-.235
48,49,,Wesley Bryan,95,-.234
49,50,,Jonathan Randolph,68,-.233
50,51,,Sean O'Hair,84,-.232
51,T52,,Marc Leishman,94,-.229
52,T52,,Rory McIlroy,51,-.229
53,T52,,Harold Varner III,101,-.229
54,55,,Kyle Reifers,96,-.228
55,56,,Brian Gay,82,-.227
56,57,,Ryan Brehm,83,-.224
57,T58,,Jim Furyk,54,-.214
58,T58,,Charl Schwartzel,63,-.214
59,60,,Ryan Blaum,100,-.213
60,61,,J.J. Henry,92,-.211
61,T62,,Gonzalo Fernandez-Castaño,63,-.208
62,T62,,Spencer Levin,89,-.208
63,64,,Chris Stroud,67,-.206
64,T65,,Mark Anderson,54,-.205
65,T65,,Robert Garrigus,78,-.205
66,T67,,Troy Merritt,82,-.204
67,T67,,Vaughn Taylor,90,-.204
68,69,,Bryce Molder,74,-.203
69,T70,,Paul Casey,94,-.200
70,T70,,Louis Oosthuizen,69,-.200
71,T70,,Steve Wheatcroft,51,-.200
72,73,,Jason Dufner,89,-.197
73,T74,,Hideki Matsuyama,83,-.194
74,T74,,Hudson Swafford,94,-.194
75,76,,Zach Johnson,81,-.190
76,77,,Stewart Cink,93,-.189
77,78,,Si Woo Kim,80,-.188
78,79,,Kyle Stanley,104,-.185
