,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,,Dustin Johnson,77,68.03,100,147,-0.16
1,2,,Patrick Cantlay,52,67.88,93,137,-0.16
2,3,,Paul Casey,94,66.67,140,210,-0.14
3,4,,Lucas Glover,93,64.47,176,273,-0.09
4,5,,Johnson Wagner,71,63.35,121,191,-0.07
5,6,,Jhonattan Vegas,95,63.24,129,204,-0.08
6,7,,Ryan Armour,63,63.22,110,174,-0.06
7,8,,Graham DeLaet,82,63.18,139,220,-0.18
8,9,,Hideki Matsuyama,83,62.94,107,170,-0.13
9,10,,Cameron Percy,71,62.72,106,169,-0.03
10,11,,Tony Finau,106,62.69,163,260,-0.22
11,12,,Jordan Spieth,85,62.63,119,190,-0.23
12,13,,Bryson DeChambeau,91,62.5,130,208,-0.19
13,14,,Miguel Angel Carballo,63,62.3,76,122,-0.04
14,15,,Scott Piercy,70,62.22,84,135,-0.07
15,16,,Jim Furyk,54,62.15,110,177,-0.11
16,17,,Brendan Steele,89,61.93,122,197,-0.09
17,18,,Jon Rahm,90,61.88,99,160,-0.19
18,19,,J.J. Henry,92,61.73,171,277,-0.06
19,20,,Jim Herman,77,61.61,138,224,-0.21
20,21,,Emiliano Grillo,90,61.27,125,204,-0.16
21,22,,Roberto Castro,70,61.26,117,191,-0.04
22,23,,Kyle Reifers,96,61.01,169,277,-0.09
23,24,,D.A. Points,68,60.53,138,228,-0.12
24,25,,Jason Kokrak,95,60.42,145,240,-0.11
25,26,,Pat Perez,93,60.32,149,247,-0.19
26,27,,Rory McIlroy,51,60.26,47,78,-0.06
27,28,,Russell Henley,99,60.21,171,284,-0.15
28,29,,William McGirt,89,60.17,142,236,-0.15
29,30,,Sergio Garcia,65,60.15,80,133,-0.03
30,31,,Byeong Hun An,77,60.12,101,168,-0.15
31,32,,Scott Brown,95,60.0,168,280,-0.1
32,33,,Billy Horschel,88,59.84,152,254,-0.15
