,Approaches_from__100_yards_RANK THIS WEEK,Approaches_from__100_yards_RANK LAST WEEK,Approaches_from__100_yards_PLAYER NAME,Approaches_from__100_yards_ROUNDS,Approaches_from__100_yards_AVG,Approaches_from__100_yards_TOTAL DISTANCE (FEET),Approaches_from__100_yards_# OF ATTEMPTS,Approaches_from__100_yards_RELATIVE TO PAR
0,1,,Tom Hoge,54,"29' 2""",12848.917,441,-0.1
1,2,,Dustin Johnson,77,"29' 4""",18504.583,630,-0.18
2,3,,Kevin Na,86,"29' 8""",21627.083,729,-0.1
3,4,,Robert Garrigus,78,"29' 9""",21478.75,721,-0.11
4,T5,,Hideki Matsuyama,83,"29' 11""",18588.417,621,-0.14
5,T5,,Justin Thomas,86,"29' 11""",19102.25,639,-0.16
6,T5,,Nick Watney,75,"29' 11""",21659.5,723,-0.07
7,8,,Scott Piercy,70,"30' 0""",16032.583,535,-0.1
8,T9,,Ryan Palmer,61,"30' 2""",15523.417,514,-0.05
9,T9,,Kyle Stanley,104,"30' 2""",37191.083,1232,-0.11
10,11,,Brad Fritsch,56,"30' 3""",14734.917,487,-0.04
11,T12,,Rick Lamb,54,"30' 5""",13979.25,460,-0.07
12,T12,,Jordan Spieth,85,"30' 5""",22228.417,731,-0.17
13,T14,,Chad Campbell,97,"30' 6""",32737.417,1073,-0.1
14,T14,,Rickie Fowler,78,"30' 6""",22272.5,730,-0.16
15,T14,,Gary Woodland,94,"30' 6""",23563.583,772,-0.09
16,T17,,Grayson Murray,94,"30' 7""",29047.083,951,-0.09
17,T17,,Chez Reavie,98,"30' 7""",31726.167,1037,-0.1
18,T19,,Daniel Berger,91,"30' 9""",24695.0,804,-0.11
19,T19,,Brooks Koepka,88,"30' 9""",20686.0,673,-0.13
20,T19,,Ollie Schniederjans,92,"30' 9""",26303.083,855,-0.11
21,T22,,Stewart Cink,93,"30' 10""",26807.417,870,-0.11
22,T22,,Scott Stallings,81,"30' 10""",24014.667,779,-0.09
23,T24,,Ryan Armour,63,"30' 11""",20430.083,661,-0.05
24,T24,,David Hearn,93,"30' 11""",28543.25,922,-0.05
25,T24,,Kevin Kisner,105,"30' 11""",28635.5,926,-0.11
26,T24,,Tag Ridings,67,"30' 11""",17666.75,571,-0.09
27,T24,,Richy Werenski,81,"30' 11""",24529.5,794,-0.09
28,T29,,Russell Knox,75,"31' 0""",20543.167,663,-0.05
29,T29,,Ben Martin,86,"31' 0""",27523.583,889,-0.07
30,T31,,Blayne Barber,77,"31' 1""",24680.667,795,-0.09
31,T31,,Brett Drewitt,57,"31' 1""",15381.167,495,-0.03
32,T31,,J.B. Holmes,83,"31' 1""",18251.917,587,-0.09
33,T31,,Hudson Swafford,94,"31' 1""",28586.5,919,-0.06
34,T31,,Tyrone Van Aswegen,105,"31' 1""",29630.083,954,-0.08
35,36,,Steven Alker,69,"31' 2""",20670.167,664,-0.08
36,T37,,Wesley Bryan,95,"31' 3""",27655.333,886,-0.08
37,T37,,Graham DeLaet,82,"31' 3""",28123.75,900,-0.1
38,T37,,Retief Goosen,52,"31' 3""",14696.083,470,-0.07
39,T37,,Boo Weekley,75,"31' 3""",24932.0,797,-0.03
40,T41,,Sergio Garcia,65,"31' 4""",15007.083,479,-0.09
41,T41,,Patton Kizzire,84,"31' 4""",25159.583,802,-0.05
42,T41,,Shane Lowry,52,"31' 4""",13509.0,431,-0.1
43,T41,,Rory Sabbatini,71,"31' 4""",20018.417,639,-0.1
44,T41,,Johnson Wagner,71,"31' 4""",21752.583,695,-0.07
45,T46,,Keegan Bradley,104,"31' 5""",34262.167,1090,-0.12
46,T46,,Jim Furyk,54,"31' 5""",16394.917,522,-0.04
47,T46,,Chris Kirk,89,"31' 5""",26211.333,834,-0.08
48,T46,,Harold Varner III,101,"31' 5""",31955.25,1018,-0.07
49,T46,,Camilo Villegas,76,"31' 5""",22228.333,708,-0.09
50,T51,,Nicholas Lindheim,58,"31' 6""",15950.333,506,-0.06
51,T51,,J.T. Poston,95,"31' 6""",25400.0,807,-0.11
52,T51,,Brian Stuard,93,"31' 6""",28064.667,892,-0.04
53,T54,,Luke List,102,"31' 7""",30183.0,956,-0.08
54,T54,,Troy Merritt,82,"31' 7""",25461.833,807,-0.08
55,T54,,Trey Mullinax,88,"31' 7""",22346.333,708,-0.07
56,T54,,Webb Simpson,102,"31' 7""",31783.583,1007,-0.11
57,T58,,Paul Casey,94,"31' 8""",26654.333,841,-0.12
58,T58,,Andres Gonzales,73,"31' 8""",20002.25,631,-0.1
59,T58,,Shawn Stefani,72,"31' 8""",21923.167,693,-0.09
60,T58,,Brett Stegmaier,78,"31' 8""",21451.917,678,-0.01
61,T58,,Kevin Streelman,90,"31' 8""",30373.417,959,-0.08
62,T63,,Smylie Kaufman,76,"31' 9""",21294.917,670,-0.07
63,T63,,Michael Kim,94,"31' 9""",31963.917,1007,-0.08
64,T63,,Seamus Power,86,"31' 9""",24068.167,759,-0.09
65,T66,,Kevin Chappell,95,"31' 10""",24402.417,766,-0.07
66,T66,,Jason Dufner,89,"31' 10""",27812.25,873,-0.1
67,T66,,Julián Etulain,68,"31' 10""",19569.5,615,-0.06
68,T66,,Mark Hubbard,81,"31' 10""",23167.25,727,-0.05
69,T66,,Anirban Lahiri,72,"31' 10""",21772.0,684,-0.06
70,T71,,Derek Fathauer,81,"31' 11""",22933.167,719,-0.06
71,T71,,Tony Finau,106,"31' 11""",32836.917,1028,-0.14
72,T71,,Ryo Ishikawa,56,"31' 11""",14520.083,455,-0.04
73,T71,,Jon Rahm,90,"31' 11""",23049.417,723,-0.13
74,T71,,Justin Rose,66,"31' 11""",19128.333,599,-0.14
75,T76,,Emiliano Grillo,90,"32' 0""",25559.25,799,-0.07
76,T76,,Cameron Percy,71,"32' 0""",20610.833,644,-0.09
77,T78,,Alex Cejka,85,"32' 1""",24790.833,773,-0.05
78,T78,,Lucas Glover,93,"32' 1""",33465.583,1044,-0.11
79,T80,,Brian Campbell,55,"32' 2""",15629.167,486,-0.1
80,T80,,Bryson DeChambeau,91,"32' 2""",26938.167,837,-0.09
81,T80,,Marc Leishman,94,"32' 2""",25288.5,787,-0.13
82,T80,,Vaughn Taylor,90,"32' 2""",30370.167,944,-0.07
83,T80,,Jimmy Walker,68,"32' 2""",17036.417,529,-0.1
84,T85,,Russell Henley,99,"32' 3""",32354.417,1002,-0.12
85,T85,,Cameron Smith,86,"32' 3""",25578.583,794,-0.12
86,T87,,Bud Cauley,92,"32' 4""",30911.5,955,-0.08
87,T87,,Sebastián Muñoz,51,"32' 4""",13628.25,421,-0.09
88,T89,,Ricky Barnes,100,"32' 5""",27783.417,856,-0.07
89,T89,,Jason Bohn,75,"32' 5""",23930.083,738,-0.03
90,T89,,Matt Every,76,"32' 5""",20499.083,632,-0.01
91,T89,,Martin Flores,88,"32' 5""",23162.833,714,-0.08
92,T89,,Danny Lee,93,"32' 5""",29879.417,922,-0.1
93,T89,,Brendan Steele,89,"32' 5""",25578.083,789,-0.12
94,T95,,Andrew Loupe,55,"32' 6""",15746.083,485,-0.01
95,T95,,Sam Saunders,76,"32' 6""",24645.667,758,-0.06
96,T97,,Adam Hadwin,98,"32' 7""",29714.083,911,-0.07
97,T97,,Billy Hurley III,80,"32' 7""",26172.417,803,-0.06
98,T97,,Zach Johnson,81,"32' 7""",25379.167,778,-0.09
99,T97,,Ryan Moore,82,"32' 7""",27328.333,839,-0.07
100,T97,,Tim Wilkinson,64,"32' 7""",18199.25,558,-0.06
101,T102,,Branden Grace,70,"32' 8""",15531.25,476,-0.04
102,T102,,Charley Hoffman,112,"32' 8""",32952.0,1009,-0.11
103,T102,,Seung-Yul Noh,91,"32' 8""",27114.083,830,-0.11
104,T102,,D.A. Points,68,"32' 8""",23739.417,726,-0.02
105,T106,,Harris English,84,"32' 9""",24046.083,734,-0.07
106,T106,,Whee Kim,74,"32' 9""",21214.083,647,-0.05
