,Approaches_from_50-75_yards_RANK THIS WEEK,Approaches_from_50-75_yards_RANK LAST WEEK,Approaches_from_50-75_yards_PLAYER NAME,Approaches_from_50-75_yards_ROUNDS,Approaches_from_50-75_yards_AVG,Approaches_from_50-75_yards_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_# OF ATTEMPTS,Approaches_from_50-75_yards_RELATIVE TO PAR
0,1,,Seamus Power,86,"7' 10""",31.333000000000002,4,-1
1,2,,D.A. Points,68,"8' 6""",51.167,6,E
2,3,,Rory Sabbatini,71,"10' 3""",143.583,14,-4
3,4,,Ernie Els,52,"10' 4""",72.333,7,-2
4,5,,Matt Every,76,"10' 8""",170.333,16,+2
5,6,,Ben Martin,86,"11' 2""",167.667,15,-3
6,T7,,Ryan Palmer,61,"11' 4""",147.75,13,-3
7,T7,,Jordan Spieth,85,"11' 4""",294.33299999999997,26,-12
8,9,,Steve Wheatcroft,51,"11' 9""",129.25,11,E
9,10,,Stewart Cink,93,"11' 11""",227.083,19,-6
10,T11,,Charles Howell III,86,"12' 0""",324.41700000000003,27,-2
11,T11,,Chris Stroud,67,"12' 0""",107.833,9,-3
12,13,,Phil Mickelson,85,"12' 1""",290.25,24,-5
13,14,,Michael Thompson,60,"12' 2""",61.0,5,-1
14,T15,,Blayne Barber,77,"12' 7""",265.08299999999997,21,E
15,T15,,Bryson DeChambeau,91,"12' 7""",176.167,14,-7
16,T17,,Lucas Glover,93,"12' 8""",127.0,10,-1
17,T17,,Brandt Snedeker,53,"12' 8""",88.417,7,+2
18,T19,,Patrick Cantlay,52,"12' 9""",89.5,7,E
19,T19,,Jhonattan Vegas,95,"12' 9""",216.917,17,-5
20,T21,,Michael Kim,94,"12' 10""",180.167,14,+2
21,T21,,Vaughn Taylor,90,"12' 10""",217.75,17,+1
22,T23,,Daniel Berger,91,"13' 0""",234.583,18,-8
23,T23,,Brian Gay,82,"13' 0""",234.5,18,E
24,T23,,Morgan Hoffmann,92,"13' 0""",493.667,38,-5
25,T23,,Kyle Reifers,96,"13' 0""",324.5,25,+3
26,T27,,Kelly Kraft,75,"13' 1""",235.833,18,+2
27,T27,,Cameron Tringale,89,"13' 1""",196.0,15,-3
28,29,,Chad Collins,66,"13' 4""",186.667,14,-3
29,T30,,J.B. Holmes,83,"13' 5""",268.0,20,-5
30,T30,,Francesco Molinari,75,"13' 5""",267.66700000000003,20,-4
31,32,,Nicholas Lindheim,58,"13' 6""",175.5,13,E
32,T33,,Spencer Levin,89,"13' 7""",162.833,12,-2
33,T33,,Scott Piercy,70,"13' 7""",163.25,12,+1
34,35,,Smylie Kaufman,76,"13' 8""",205.0,15,E
35,T36,,Julián Etulain,68,"13' 9""",82.667,6,-1
36,T36,,Adam Hadwin,98,"13' 9""",302.75,22,-2
37,T36,,Brandon Hagy,85,"13' 9""",288.08299999999997,21,-4
38,T39,,Russell Knox,75,"13' 11""",181.0,13,-2
39,T39,,Jason Kokrak,95,"13' 11""",222.583,16,-1
40,T39,,Justin Rose,66,"13' 11""",236.083,17,-3
41,42,,Webb Simpson,102,"14' 0""",280.25,20,-1
42,T43,,Brett Drewitt,57,"14' 1""",126.833,9,-3
43,T43,,Sung Kang,104,"14' 1""",253.5,18,-3
44,45,,Ryo Ishikawa,56,"14' 2""",113.25,8,-1
45,T46,,Brian Campbell,55,"14' 3""",99.583,7,-3
46,T46,,Cameron Smith,86,"14' 3""",327.917,23,-6
47,48,,Pat Perez,93,"14' 5""",417.667,29,E
48,T49,,Gonzalo Fernandez-Castaño,63,"14' 6""",189.0,13,-2
49,T49,,Dustin Johnson,77,"14' 6""",332.583,23,-7
50,51,,Jonas Blixt,74,"14' 7""",232.75,16,-3
51,T52,,Bud Cauley,92,"14' 8""",220.5,15,-1
52,T52,,Tony Finau,106,"14' 8""",439.667,30,-2
53,T52,,Danny Lee,93,"14' 8""",234.333,16,-3
54,T52,,Xander Schauffele,96,"14' 8""",205.167,14,-2
55,56,,Søren Kjeldsen,58,"14' 9""",103.5,7,+3
56,57,,Brian Stuard,93,"14' 10""",207.417,14,-2
57,T58,,Sebastián Muñoz,51,"14' 11""",104.5,7,-3
58,T58,,Patrick Reed,107,"14' 11""",387.583,26,-4
59,T58,,Brendan Steele,89,"14' 11""",373.417,25,E
60,61,,Zach Johnson,81,"15' 0""",360.333,24,E
61,62,,Fabián Gómez,61,"15' 1""",196.333,13,-3
62,T63,,Aaron Baddeley,61,"15' 2""",151.5,10,E
63,T63,,Peter Malnati,91,"15' 2""",394.583,26,+3
64,T63,,J.J. Spaun,92,"15' 2""",242.583,16,-2
65,66,,Jason Day,71,"15' 3""",274.5,18,-5
66,T67,,Emiliano Grillo,90,"15' 4""",230.417,15,+2
67,T67,,Nick Taylor,97,"15' 4""",322.16700000000003,21,-1
68,69,,Wesley Bryan,95,"15' 5""",293.33299999999997,19,-5
69,T70,,Alex Cejka,85,"15' 6""",232.0,15,-1
70,T70,,Hideki Matsuyama,83,"15' 6""",279.33299999999997,18,-1
71,T72,,Bryce Molder,74,"15' 7""",280.25,18,-3
72,T72,,Ryan Moore,82,"15' 7""",139.917,9,-6
73,T72,,Rod Pampling,71,"15' 7""",264.5,17,-2
74,T72,,Harold Varner III,101,"15' 7""",374.25,24,-3
75,76,,David Hearn,93,"15' 8""",94.083,6,+2
76,T77,,Dominic Bozzelli,69,"15' 9""",235.917,15,-3
77,T77,,Derek Fathauer,81,"15' 9""",235.667,15,E
78,T77,,Sergio Garcia,65,"15' 9""",205.25,13,-1
79,T77,,Kevin Na,86,"15' 9""",205.0,13,+2
80,T77,,Carl Pettersson,63,"15' 9""",204.75,13,-2
81,T82,,Ken Duke,77,"15' 10""",332.833,21,-6
82,T82,,Jonathan Randolph,68,"15' 10""",221.75,14,E
83,T82,,Richy Werenski,81,"15' 10""",205.917,13,-4
84,T85,,Ben Crane,86,"16' 0""",478.917,30,-9
85,T85,,Adam Scott,58,"16' 0""",287.75,18,-2
86,87,,Tim Wilkinson,64,"16' 1""",209.0,13,-1
87,88,,Martin Flores,88,"16' 3""",259.75,16,+1
88,89,,Ian Poulter,72,"16' 4""",179.75,11,+1
89,90,,Roberto Castro,70,"16' 5""",262.66700000000003,16,-1
90,T91,,Anirban Lahiri,72,"16' 6""",181.583,11,+5
91,T91,,J.T. Poston,95,"16' 6""",281.0,17,-5
92,T91,,Tag Ridings,67,"16' 6""",363.667,22,-3
93,T91,,Gary Woodland,94,"16' 6""",181.667,11,-5
94,95,,Scott Brown,95,"16' 8""",133.417,8,-1
95,T96,,Ryan Armour,63,"16' 9""",133.667,8,E
96,T96,,Ricky Barnes,100,"16' 9""",318.66700000000003,19,E
97,T96,,Luke Donald,50,"16' 9""",201.167,12,+1
98,T96,,Rickie Fowler,78,"16' 9""",201.0,12,-2
99,100,,Steven Alker,69,"16' 10""",236.0,14,+4
100,101,,Ryan Blaum,100,"16' 11""",304.58299999999997,18,+2
101,T102,,Kevin Chappell,95,"17' 0""",339.333,20,-4
102,T102,,James Hahn,96,"17' 0""",254.833,15,E
103,T102,,Rory McIlroy,51,"17' 0""",221.25,13,E
104,T102,,Bubba Watson,71,"17' 0""",374.833,22,-5
105,T106,,Greg Chalmers,75,"17' 1""",307.0,18,-3
106,T106,,J.J. Henry,92,"17' 1""",392.583,23,+1
107,T106,,Jimmy Walker,68,"17' 1""",136.417,8,+1
108,T109,,Chris Kirk,89,"17' 2""",393.917,23,-4
109,T109,,Martin Laird,83,"17' 2""",377.917,22,-1
110,111,,Luke List,102,"17' 4""",311.5,18,-2
111,T112,,Zac Blair,105,"17' 5""",278.83299999999997,16,E
112,T112,,Ryan Brehm,83,"17' 5""",261.5,15,-1
113,T114,,Kyle Stanley,104,"17' 6""",209.75,12,-1
114,T114,,Robert Streb,98,"17' 6""",419.917,24,E
115,T116,,Rafa Cabrera Bello,63,"17' 7""",298.33299999999997,17,-1
116,T116,,Kevin Kisner,105,"17' 7""",369.5,21,-2
117,T116,,Grayson Murray,94,"17' 7""",316.75,18,-2
118,T119,,Jon Rahm,90,"17' 8""",406.083,23,-1
119,T119,,Justin Thomas,86,"17' 8""",247.25,14,-4
120,121,,William McGirt,89,"17' 9""",248.417,14,+2
121,122,,Brian Harman,104,"17' 10""",410.25,23,-1
122,T123,,Byeong Hun An,77,"17' 11""",232.417,13,-1
123,T123,,Brett Stegmaier,78,"17' 11""",393.25,22,-3
124,125,,Jason Dufner,89,"18' 1""",343.0,19,E
125,T126,,Matt Kuchar,95,"18' 2""",436.0,24,-3
126,T126,,Shane Lowry,52,"18' 2""",236.667,13,+1
127,T128,,Seung-Yul Noh,91,"18' 3""",310.16700000000003,17,+1
128,T128,,Camilo Villegas,76,"18' 3""",310.66700000000003,17,E
129,130,,Bill Haas,92,"18' 4""",219.583,12,E
130,131,,Billy Hurley III,80,"18' 5""",569.8330000000001,31,+10
131,132,,Patton Kizzire,84,"18' 6""",221.667,12,+4
132,133,,K.J. Choi,72,"18' 8""",130.917,7,E
133,134,,Ollie Schniederjans,92,"18' 9""",693.6669999999999,37,+5
134,135,,Hudson Swafford,94,"18' 10""",376.583,20,+1
135,136,,Miguel Angel Carballo,63,"18' 11""",208.417,11,E
136,T137,,Paul Casey,94,"19' 0""",341.75,18,+3
137,T137,,Retief Goosen,52,"19' 0""",190.167,10,-3
138,T137,,Shawn Stefani,72,"19' 0""",341.417,18,-1
139,T140,,Jason Bohn,75,"19' 2""",326.08299999999997,17,+1
140,T140,,Sam Saunders,76,"19' 2""",267.83299999999997,14,-4
141,T142,,Russell Henley,99,"19' 6""",410.0,21,-1
142,T142,,Nick Watney,75,"19' 6""",117.083,6,-2
143,T144,,Robert Garrigus,78,"19' 7""",156.5,8,-2
144,T144,,Matt Jones,64,"19' 7""",313.08299999999997,16,+1
145,T144,,Graeme McDowell,56,"19' 7""",274.5,14,+1
146,T147,,Mark Anderson,54,"19' 8""",157.5,8,E
147,T147,,Si Woo Kim,80,"19' 8""",452.583,23,+3
148,T147,,Troy Merritt,82,"19' 8""",431.917,22,-1
149,150,,Andres Gonzales,73,"19' 9""",217.167,11,-1
