,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,,Rory McIlroy,51,"37' 1""",74.167,2,-2
1,2,,Brandon Hagy,85,"50' 2""",250.75,5,-4
2,3,,Russell Knox,75,"54' 3""",542.3330000000001,10,-4
3,4,,Jason Day,71,"56' 0""",280.0,5,-4
4,5,,Bubba Watson,71,"59' 5""",831.5830000000001,14,-7
5,6,,Brooks Koepka,88,"59' 8""",477.0,8,-2
6,7,,Luke List,102,"62' 2""",497.583,8,-4
7,8,,Brad Fritsch,56,"66' 2""",595.8330000000001,9,-6
8,9,,Justin Thomas,86,"66' 5""",531.1669999999999,8,-6
9,10,,Scott Piercy,70,"66' 11""",735.75,11,-6
10,11,,Rickie Fowler,78,"67' 4""",875.3330000000001,13,-10
11,12,,Ricky Barnes,100,"68' 0""",883.6669999999999,13,-6
12,13,,Matt Jones,64,"68' 2""",749.4169999999999,11,-7
13,14,,Kevin Tway,96,"68' 4""",1161.833,17,-10
14,15,,Shawn Stefani,72,"68' 9""",756.6669999999999,11,-4
15,16,,Robert Garrigus,78,"69' 0""",690.25,10,-2
16,17,,Sebastián Muñoz,51,"70' 1""",490.333,7,-3
17,18,,Peter Malnati,91,"70' 6""",423.0,6,-3
18,19,,Louis Oosthuizen,69,"72' 9""",727.0830000000001,10,-7
19,20,,Brandt Snedeker,53,"72' 10""",728.5830000000001,10,-5
20,21,,Seamus Power,86,"72' 11""",1021.1669999999999,14,-2
21,22,,Anirban Lahiri,72,"73' 2""",585.4169999999999,8,-4
22,23,,Sung Kang,104,"74' 2""",964.5830000000001,13,-10
23,T24,,Andrew Loupe,55,"75' 0""",299.83299999999997,4,-1
24,T24,,Sean O'Hair,84,"75' 0""",674.6669999999999,9,-5
25,26,,Steven Alker,69,"75' 2""",300.66700000000003,4,-4
26,27,,Gary Woodland,94,"75' 4""",1055.083,14,-8
27,28,,Bill Haas,92,"75' 5""",1433.4170000000001,19,-12
28,29,,Cody Gribble,79,"75' 8""",1135.25,15,-8
29,30,,Jason Kokrak,95,"76' 2""",1447.0829999999999,19,-8
30,31,,Francesco Molinari,75,"76' 5""",1146.667,15,-12
31,32,,Jamie Lovemark,98,"76' 7""",1225.25,16,-10
32,T33,,K.J. Choi,72,"76' 8""",536.5830000000001,7,-1
33,T33,,Charl Schwartzel,63,"76' 8""",919.5830000000001,12,-10
34,35,,Cameron Smith,86,"76' 9""",1150.917,15,-10
35,36,,Ryan Palmer,61,"76' 10""",538.0830000000001,7,-4
36,37,,Jimmy Walker,68,"77' 4""",696.1669999999999,9,-7
37,T38,,Steven Bowditch,59,"77' 8""",388.5,5,-4
38,T38,,Adam Scott,58,"77' 8""",853.9169999999999,11,-3
39,T40,,Kevin Chappell,95,"77' 11""",1013.25,13,-5
40,T40,,Ben Martin,86,"77' 11""",856.75,11,-7
41,42,,Nick Watney,75,"78' 3""",625.8330000000001,8,E
42,43,,Andres Gonzales,73,"78' 4""",939.75,12,-7
43,44,,Julián Etulain,68,"78' 9""",866.0830000000001,11,-4
44,45,,Kevin Streelman,90,"78' 10""",1733.5829999999999,22,-4
45,46,,Ryan Brehm,83,"79' 0""",632.1669999999999,8,-4
46,47,,Ollie Schniederjans,92,"79' 4""",1031.417,13,-7
47,T48,,Ryo Ishikawa,56,"80' 8""",645.5,8,-5
48,T48,,Ryan Moore,82,"80' 8""",1210.083,15,-10
49,50,,Billy Horschel,88,"81' 1""",1297.0,16,-10
50,51,,William McGirt,89,"81' 3""",1381.9170000000001,17,-11
51,52,,Graham DeLaet,82,"81' 7""",978.75,12,-4
52,53,,Billy Hurley III,80,"81' 8""",489.917,6,-1
53,54,,Jhonattan Vegas,95,"81' 11""",2047.4170000000001,25,-10
54,T55,,Bryson DeChambeau,91,"82' 3""",1480.8329999999999,18,-8
55,T55,,Tag Ridings,67,"82' 3""",493.333,6,-1
56,57,,Ian Poulter,72,"82' 4""",494.0,6,-2
57,58,,Chris Kirk,89,"82' 6""",1154.667,14,-6
58,59,,Dustin Johnson,77,"82' 7""",495.25,6,-6
59,T60,,David Lingmerth,79,"83' 0""",912.8330000000001,11,-9
60,T60,,Troy Merritt,82,"83' 0""",580.9169999999999,7,-6
61,62,,Hideki Matsuyama,83,"83' 1""",1163.25,14,-9
62,63,,Stewart Cink,93,"83' 2""",582.25,7,-4
63,64,,Patton Kizzire,84,"83' 3""",1082.583,13,-4
64,65,,Scott Brown,95,"83' 6""",668.0830000000001,8,-3
65,T66,,Adam Hadwin,98,"83' 7""",1002.5,12,-2
66,T66,,Webb Simpson,102,"83' 7""",1169.833,14,-6
67,68,,Charles Howell III,86,"83' 8""",1506.0,18,-12
68,69,,C.T. Pan,88,"84' 6""",2196.5,26,-13
69,T70,,Tony Finau,106,"84' 8""",2286.5,27,-9
70,T70,,Emiliano Grillo,90,"84' 8""",1270.417,15,-8
71,T70,,J.T. Poston,95,"84' 8""",1523.6670000000001,18,-7
72,73,,Ryan Armour,63,"84' 10""",169.583,2,-1
73,74,,Tim Wilkinson,64,"85' 2""",596.1669999999999,7,-5
74,T75,,Byeong Hun An,77,"85' 3""",1704.6670000000001,20,-7
75,T75,,Daniel Berger,91,"85' 3""",1533.9170000000001,18,-2
76,77,,Jonas Blixt,74,"85' 4""",426.583,5,-1
77,78,,Chez Reavie,98,"85' 5""",1195.333,14,-4
78,79,,Kyle Stanley,104,"85' 6""",1795.5829999999999,21,-8
79,80,,Mark Hubbard,81,"85' 8""",1113.25,13,-4
80,81,,Lucas Glover,93,"85' 11""",1546.3329999999999,18,-12
81,T82,,Geoff Ogilvy,80,"86' 5""",1123.917,13,-8
82,T82,,Jon Rahm,90,"86' 5""",1123.833,13,-5
83,T84,,Keegan Bradley,104,"86' 9""",1734.9170000000001,20,-9
84,T84,,Søren Kjeldsen,58,"86' 9""",607.5,7,-2
85,86,,Nick Taylor,97,"86' 10""",2083.417,24,-9
86,87,,Brendan Steele,89,"86' 11""",1303.5,15,-9
87,88,,J.B. Holmes,83,"87' 0""",696.25,8,-1
88,89,,Jim Furyk,54,"87' 1""",348.333,4,-1
89,90,,Marc Leishman,94,"87' 2""",1220.417,14,-7
90,91,,Scott Stallings,81,"87' 4""",873.6669999999999,10,-7
91,92,,Charley Hoffman,112,"87' 7""",1840.0,21,-11
92,T93,,Roberto Castro,70,"88' 0""",879.5830000000001,10,-3
